0|arte astratta
11H(ROMUALD)37|devozione privata di San Romualdo - il santo in meditazione, in estasi
11H(ROMUALD)4|attività ed episodi non miracolosi ~ San Romualdo
11H(ROMUALD)41|San Romualdo rifiuta l'ingresso in chiesa all'imperatore Ottone III, rimproverandolo per la sua crudeltà e costringendolo a confessarsi
11H(ROMUALD)5|San Romualdo di Camaldoli (o Ravenna) monaco benedettino, fondatore dei Camaldolesi; attributi: bastone a forma di tau, libro - attività ed episodi miracolosi ~ santo
11H(ROMUALD)59|San Romualdo di Camaldoli (o Ravenna) monaco benedettino, fondatore dei Camaldolesi; attributi: bastone a forma di tau, libro - stimmatizzazione del santo
11H(ROMUALD)6|San Romualdo di Camaldoli (o Ravenna) monaco benedettino, fondatore dei Camaldolesi; attributi: bastone a forma di tau, libro - martirio, sofferenze, avversità, morte del santo
11H(ROMUALD)68|San Romualdo di Camaldoli (o Ravenna) monaco benedettino, fondatore dei Camaldolesi; attributi: bastone a forma di tau, libro - morte, letto di morte del santo
11H(ROMUALD)69|San Romualdo di Camaldoli (o Ravenna) monaco benedettino, fondatore dei Camaldolesi; attributi: bastone a forma di tau, libro - maltrattamento del cadavere del santo
11H(ROMUALD)7|San Romualdo di Camaldoli (o Ravenna) monaco benedettino, fondatore dei Camaldolesi; attributi: bastone a forma di tau, libro - gloria, trionfo del santo
11H(ROMUALD)8|San Romualdo di Camaldoli (o Ravenna) monaco benedettino, fondatore dei Camaldolesi; attributi: bastone a forma di tau, libro - avvenimenti post mortem ~ santo
11H(ROMUALD)81|San Romualdo di Camaldoli (o Ravenna) monaco benedettino, fondatore dei Camaldolesi; attributi: bastone a forma di tau, libro - rinvenimento, traslazione delle reliquie del santo
11H(ROMUALD)82|San Romualdo di Camaldoli (o Ravenna) monaco benedettino, fondatore dei Camaldolesi; attributi: bastone a forma di tau, libro - miracoli avvenuti durante la manipolazione delle reliquie del santo
11H(ROMUALD)83|San Romualdo di Camaldoli (o Ravenna) monaco benedettino, fondatore dei Camaldolesi; attributi: bastone a forma di tau, libro - interventi compiuti dopo la morte, apparizioni post mortem del santo
11H(ROMUALD)84|San Romualdo di Camaldoli (o Ravenna) monaco benedettino, fondatore dei Camaldolesi; attributi: bastone a forma di tau, libro - beatificazione, canonizzazione del santo
11H(ROMUALD)9|San Romualdo di Camaldoli (o Ravenna) monaco benedettino, fondatore dei Camaldolesi; attributi: bastone a forma di tau, libro - ritratti del santo
11H(RUMBOLD)|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa
11H(RUMBOLD)0|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - santo raffigurato in un gruppo; gruppo di santi
11H(RUMBOLD)1|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - specifiche iconografie ~ santo
11H(RUMBOLD)11|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - santo come patrono, protettore, intercessore
11H(RUMBOLD)119|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - santo che protegge i devoti con il manto, 'Schutzmantel'
11H(RUMBOLD)12|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - santo (come Dottore della Chiesa) che scrive, studia, insegna, detta
11H(RUMBOLD)13|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - santo come fondatore di un Ordine
11H(RUMBOLD)131|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - santo ~ conferma dell'Ordine, approvazione della Regola
11H(RUMBOLD)2|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - primo periodo della vita del santo
11H(RUMBOLD)3|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - devozione privata del santo
11H(RUMBOLD)31|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - vocazione, conversione del santo
11H(RUMBOLD)32|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - battesimo, consacrazione, pronuncia dei voti del santo
11H(RUMBOLD)33|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - rinuncia ai beni terreni, vita ascetica del santo
11H(RUMBOLD)34|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - visione/i, nozze mistiche del santo
11H(RUMBOLD)35|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - tentazioni del santo
11H(RUMBOLD)36|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - penitenza del santo
11H(RUMBOLD)37|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - il santo in meditazione, in estasi
11H(RUMBOLD)4|attività ed episodi non miracolosi ~ San Rumoldo
11H(RUMBOLD)41|San Rumoldo benedice o battezza San Liberto di Malines
11H(RUMBOLD)5|attività ed episodi miracolosi ~ San Rumoldo
11H(RUMBOLD)51|guarigioni miracolose di San Rumoldo
11H(RUMBOLD)52|San Rumoldo riporta alla vita il giovane duca di Malines
11H(RUMBOLD)59|attività ed episodi miracolosi ~ San Rumoldo - stimmatizzazione del santo
11H(RUMBOLD)6|martirio, sofferenze, avversità, morte di San Rumoldo
11H(RUMBOLD)68|San Rumoldo è ucciso dai contadini con le zappe per aver riprovato la loro vita dissoluta
11H(RUMBOLD)681|il cadavere radioso di San Rumoldo viene ritrovato nel fiume
11H(RUMBOLD)69|martirio, sofferenze, avversità, morte di San Rumoldo - maltrattamento del cadavere del santo
11H(RUMBOLD)7|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - gloria, trionfo del santo
11H(RUMBOLD)8|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - avvenimenti post mortem ~ santo
11H(RUMBOLD)81|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - rinvenimento, traslazione delle reliquie del santo
11H(RUMBOLD)82|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - miracoli avvenuti durante la manipolazione delle reliquie del santo
11H(RUMBOLD)83|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - interventi compiuti dopo la morte, apparizioni post mortem del santo
11H(RUMBOLD)84|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - beatificazione, canonizzazione del santo
11H(RUMBOLD)9|San Rumoldo (Rumboldo, Rombaut) di Malines, eremita, martire e presunto primo vescovo di Dublino; attributi: scure, zappa - ritratti del santo
11H(SATURNINUS)|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro
11H(SATURNINUS)0|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - santo raffigurato in un gruppo; gruppo di santi
11H(SATURNINUS)1|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - specifiche iconografie ~ santo
11H(SATURNINUS)11|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - santo come patrono, protettore, intercessore
11H(SATURNINUS)119|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - santo che protegge i devoti con il manto, 'Schutzmantel'
11H(SATURNINUS)12|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - santo (come Dottore della Chiesa) che scrive, studia, insegna, detta
11H(SATURNINUS)13|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - santo come fondatore di un Ordine
11H(SATURNINUS)131|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - santo ~ conferma dell'Ordine, approvazione della Regola
11H(SATURNINUS)2|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - primo periodo della vita del santo
11H(SATURNINUS)3|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - devozione privata del santo
11H(SATURNINUS)31|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - vocazione, conversione del santo
11H(SATURNINUS)32|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - battesimo, consacrazione, pronuncia dei voti del santo
11H(SATURNINUS)33|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - rinuncia ai beni terreni, vita ascetica del santo
11H(SATURNINUS)34|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - visione/i, nozze mistiche del santo
11H(SATURNINUS)35|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - tentazioni del santo
11H(SATURNINUS)36|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - penitenza del santo
11H(SATURNINUS)37|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - il santo in meditazione, in estasi
11H(SATURNINUS)4|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - attività ed episodi non miracolosi ~ santo
11H(SATURNINUS)5|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - attività ed episodi miracolosi ~ santo
11H(SATURNINUS)59|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - stimmatizzazione del santo
11H(SATURNINUS)6|martirio, sofferenze. Avversità, morte di San Saturnino
11H(SATURNINUS)61|San Saturnino, legato a un toro, è trascinato giù per le scale del Campidoglio di Tolosa
11H(SATURNINUS)68|martirio, sofferenze. Avversità, morte di San Saturnino - morte, letto di morte del santo
11H(SATURNINUS)69|martirio, sofferenze. Avversità, morte di San Saturnino - maltrattamento del cadavere del santo
11H(SATURNINUS)7|gloria di San Saturnino; è portato in Cielo dagli angeli
11H(SATURNINUS)8|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - avvenimenti post mortem ~ santo
11H(SATURNINUS)81|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - rinvenimento, traslazione delle reliquie del santo
11H(SATURNINUS)82|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - miracoli avvenuti durante la manipolazione delle reliquie del santo
11H(SATURNINUS)83|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - interventi compiuti dopo la morte, apparizioni post mortem del santo
11H(SATURNINUS)84|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - beatificazione, canonizzazione del santo
11H(SATURNINUS)9|San Saturnino (Sernin), martire e vescovo di Tolosa; attributi: toro - ritratti del santo
11H(SEBALD)|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa
11H(SEBALD)0|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - santo raffigurato in un gruppo; gruppo di santi
11H(SEBALD)1|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - specifiche iconografie ~ santo
11H(SEBALD)11|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - santo come patrono, protettore, intercessore
11H(SEBALD)119|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - santo che protegge i devoti con il manto, 'Schutzmantel'
11H(SEBALD)12|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - santo (come Dottore della Chiesa) che scrive, studia, insegna, detta
11H(SEBALD)13|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - santo come fondatore di un Ordine
11H(SEBALD)131|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - santo ~ conferma dell'Ordine, approvazione della Regola
11H(SEBALD)2|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - primo periodo della vita del santo
11H(SEBALD)3|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - devozione privata del santo
11H(SEBALD)31|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - vocazione, conversione del santo
11H(SEBALD)32|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - battesimo, consacrazione, pronuncia dei voti del santo
11H(SEBALD)33|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - rinuncia ai beni terreni, vita ascetica del santo
11H(SEBALD)34|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - visione/i, nozze mistiche del santo
11H(SEBALD)35|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - tentazioni del santo
11H(SEBALD)36|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - penitenza del santo
11H(SEBALD)37|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - il santo in meditazione, in estasi
11H(SEBALD)4|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - attività ed episodi non miracolosi ~ santo
11H(SEBALD)5|attività ed episodi miracolosi ~ San Sebaldo
11H(SEBALD)51|San Sebaldo guarisce un uomo dalla cecità
11H(SEBALD)52|San Sebaldo incontra San Willibaldo e Wunibaldo; il santo trasforma l'acqua in vino e le pietre in pane
11H(SEBALD)53|San Sebaldo trasforma un pezzo di ghiaccio in fuoco ardente
11H(SEBALD)59|attività ed episodi miracolosi ~ San Sebaldo - stimmatizzazione del santo
11H(SEBALD)6|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - martirio, sofferenze, avversità, morte del santo
11H(SEBALD)68|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - morte, letto di morte del santo
11H(SEBALD)69|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - maltrattamento del cadavere del santo
11H(SEBALD)7|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - gloria, trionfo del santo
11H(SEBALD)8|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - avvenimenti post mortem ~ santo
11H(SEBALD)81|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - rinvenimento, traslazione delle reliquie del santo
11H(SEBALD)82|San Sebaldo di Nurimberg eremita e pellegrino; attributi: corona (ai piedi o sul libro), modello di chiesa - miracoli avvenuti durante la manipolazione delle reliquie del santo
