5|idee e concetti astratti
71O337(...)|altre profezie di Isaia (con libro, capitolo e versetti tra parentesi)
71O337(Is. 27:1)|profezia di Isaia dell'uccisione del Leviatano
71O337(Is. 2:4)|profezia di Isaia delle spade forgiate in vomeri
71O34|le condanne e le esortazioni di Isaia
71O341|Isaia condanna l'idolatria (Is. 44, 9-20)
71O342|Isaia condanna la fiducia di Giuda verso l'Egitto (Is. 30, 1-7)
71O343|Isaia esorta gli Israeliti (Is. 51, 1-2)
71O344|altre condanne ed esortazioni di Isaia
71O344(...)|altre condanne ed esortazioni di Isaia (con libro, capitolo e versetti tra parentesi)
71O344(Is. 53:1)|Isaia condanna l'incredulità
71O35|canti, lamentazioni e consolazioni di Isaia
71O351|il canto di Isaia della vigna con una torre al centro (Is. 5, 1-7)
71O352|canto di ringraziamento di Isaia (Is. 12)
71O353|lamentazione di Isaia su Gerusalemme (Is. 22, 1-14, Is. 29)
71O354|altri canti, lamentazioni e consolazioni di Isaia
71O354(...)|altri canti, lamentazioni e consolazioni di Isaia (con libro, capitolo e versetti tra parentesi
71O354(Is. 26)|canto di pietà di Isaia
71O36|martirio di Isaia: su ordine di re Manasse, Isaia viene segato in due
71O37|altre scene ~ Isaia
71O37(...)|altre scene ~ Isaia (con libro, capitolo e versetti tra parentesi)
71O37(Is. 21:11)|'Sentinella, quanto resta della notte?'
71O37(Is. 53:7)|come l’agnello menato allo scannatoio
71O37(Is. 62:6)|la sentinella sulle mura di Gerusalemme
71O4|il libro di Michea
71O41|Michea è chiamato da Dio ad essere profeta (Mi. 1, 1)
71O42|profezie di Michea
71O421|molte nazioni saliranno sul monte del Signore (Mi. 4, 2)
71O422|profezia di Michea delle spaden da cui si forgeranno vomeri e delle lance da cui si forgeranno falci (Mi. 4, 3)
71O423|profezia di pace di Michea: ognuno siederà sotto la sua vite e sotto il suo fico (Mi. 4, 4)
71O424|profezia di Michea su Betlemme (Mi. 5, 2)
71O425|altre profezie di Michea
71O425(...)|altre profezie di Michea (con libro, capitolo e versetti tra parentesi)
71O5|il libro di Sofonia
71O51|Sofonia è chiamato dal Signore ad essere profeta (Sof. 1, 1)
71O52|profezie di Sofonia
71O521|il Signore distruggerà uomini e bestie, uccelli e pesci (Sof. 1, 3)
71O522|gli abitanti idolatri di Gerusalemme e i loro idoli saranno distrutti (Sof. 1, 4)
71O523|profezia del giorno del Giudizio Universale (Sof. 1, 14-16)
71O524|profezia della distruzione di Ninive (Sof. 2, 13-15)
71O525|altre profezie di Sofonia
71O525(...)|altre profezie di Sofonia (con libro, capitolo e versetti tra parentesi)
71O6|il libro di Abacuc
71O61|Abacuc comunica con Dio (Ab. 1)
71O62|il Signore chiede ad Abacuc di mettere per iscritto la sua visione (Ab. 2, 2)
71O63|profezie di Abacuc
71O63(...)|profezie di Abacuc (con libro, capitolo e versetti tra parentesi)
71O64|preghiera di Abacuc (Ab. 3)
71O7|il libro di Geremia
71O71|la chiamata di Geremia (Ger. 1, 4-19)
71O711|il Signore tocca le labbra di Geremia
71O712|visione del ramo di mandorlo
71O7121|visione della vergine (Volgata Ger. 1, 11)
71O713|visione della caldaia sul fuoco
71O72|Geremia comunica con Dio
71O73|Geremia durante il regno di Giosia
71O731|Geremia condanna l'idolatria (Ger. 2-6)
71O7311|Geremia parla pubblicamente a Gerusalemme
71O7312|Geremia condanna l'apostasia di Israele
71O7313|Geremia profetizza la distruzione di Gerusalemme
71O7314|Geremia condanna la fiducia di Israele nei confronti dell'Egitto e dell'Assiria
71O7315|Geremia condanna l'insincerità di Giuda
71O7316|Geremia condanna i sacrifici idolatrici di Giuda
71O732|Geremia intona un canto di lamentazione sulla morte di Giosia (2 Cr. 35, 25)
71O74|Geremia al tempo di Ioiakim
71O741|Geremia prega per gli Israeliti durante la carestia (Ger. 14)
71O742|profezia di Geremia sulla caduta e distruzione di Giuda
71O7421|la parabola della cintura marcita (Ger. 13, 1-11)
71O74211|Geremia compra una cintura di lino
71O74212|Geremia nasconde la cintura nella fessura di una pietra vicino all'Eufrate
71O74213|Geremia recupera la cintura che nel frattempo è marcita
71O7422|la parabola dei boccali di vino e dei Giudei ubriachi (Ger. 13, 12-14)
71O7423|la parabola del vasaio (Ger. 18, 1-10)
71O7424|la parabola della brocca di terracotta rotta davanti alla porta di Gerusalemme (Ger. 19, 1-13)
71O743|prima incarcerazione di Geremia (Ger. 19, 14 - 20, 6)
71O7431|Geremia predica e profetizza nel cortile del tempio
71O7432|Geremia arrestato dal sacerdote Pascùr
71O7433|Geremia viene torturato e messo ai ceppi da Pascùr presso la porta del tempio
71O7434|Geremia viene liberato dai ceppi
71O7435|Geremia maledice Pascùr e profetizza la cattività babilonese
71O744|Geremia esorta gli Israeliti nell'atrio del tempio (Ger. 26)
71O7441|Geremia viene arrestato da sacerdoti e da soldati
71O7442|Geremia pronuncia un discorso di difesa
71O7443|Geremia viene rilasciato
71O745|Geremia e i Recabiti (Ger. 35)
71O7451|i Recabiti si rifugiano a Gerusalemme
71O7452|Geremia conduce i Recabiti in una stanza del tempio
71O7453|i Recabiti rifiutano il vino che gli viene offerto
71O7454|Geremia condanna la disubbidienza dei Giudei
71O7455|la promessa ai Recabiti
71O746|Geremia e Baruc (Ger. 36)
71O7461|Geremia detta le sue profezie a Baruc
71O7462|Baruc legge a voce alta nel tempio il rotolo di Geremia
71O7463|Baruc legge il rotolo di Geremia ai principi
71O7464|il rotolo di Geremia viene letto a re Ioiakim
71O7465|Ioiakim brucia il rotolo
71O7466|Geremia e Baruc si nascondono
71O7467|Geremia detta un secondo rotolo a Baruc
71O7468|Geremia profetizza la morte di Ioiakim (anche Ger. 22, 13-19)
71O75|Geremia durante il regno di Ioiachin
71O751|Geremia profetizza a Ioiachin la cattività babilonese (Ger. 22, 24-28)
71O76|Geremia nel regno di Sedecia
71O761|Geremia condanna i falsi profeti (Ger. 23, 9-40)
71O762|la visione dei fichi buoni e cattivi (Ger. 24, 1-10)
71O763|Geremia compare davanti a re Sedecia con un giogo di legno (Ger. 27 - 28)
71O7631|Anania profetizza il falso nel tempio e rompe il giogo di legno di Geremia
71O7632|Geremia maledice Anania
71O764|Geremia consiglia agli esiliati a Babilonia di costruirsi delle case e di moltiplicarsi (Ger. 29, 1-7)
71O765|Geremia profetizza la futura riabilitazione di Israele e Giuda (Ger. 30-31)
71O7651|la profezia della riabilitazione di Gerusalemme
71O7652|su ordine di Geremia, Seraia getta nell'Eufrate, legati ad una pietra, i libri con la profezia di Geremia sulla distruzione di Babilonia
71O766|Geremia ~ l'assedio di Gerusalemme (Ger. 37 - 38)
71O7661|i messaggeri del re si recano da Geremia all'inizio dell'assedio
71O76611|discorso di Geremia a re Sedecia
71O7662|incarcerazione di Geremia
71O76621|Geremia viene arrestato alla porta della città
71O76622|Geremia viene torturato
71O76623|Geremia viene messo in prigione
71O76624|Geremia davanti a Sedecia
71O76625|Geremia viene condotto nell'atrio della prigione
71O76626|i principi fanno incarcerare Geremia in una sotterranea
71O76627|l'eunuco Ebed-Melech riferisce a Sedecia dell'incarcerazione di Geremia in una sotterranea (o cisterna)
71O76628|Geremia liberato dalla sotterranea
71O76629|la promessa a Ebed-Melech (Ger. 39, 15-18)
71O7663|il campo di Anatot (Ger. 32)
71O76631|Geremia compra il campo di Anatot dal cugino Canamel
71O76632|Geremia affida il contratto a Baruc
71O76633|preghiera di Geremia
71O77|lamentazione di Geremia sulla distruzione di Gerusalemme
71O771|il libro delle Lamentazioni di Geremia
71O771(...)|il libro delle Lamentazioni di Geremia (con libro, capitolo e versetti tra parentesi)
71O772|Geremia assiste alla distruzione di Gerusalemme
71O78|ultimi anni di Geremia
71O781|Geremia scarcerato dai Babilonsi (Ger. 39, 11-14)
71O7811|Nabuzaradan, capitano della guardia di Nabucodonosor, lascia a Geremia la scelta se andare o rimanere (Ger. 40, 2-5)
71O7812|Geremia va da Godolia (Ger. 40, 6)
71O782|la fuga dei Giudei in Egitto (Ger. 42 - 43, 7)
71O7821|il popolo consulta Geremia
71O7822|Geremia consiglia il popolo di non andare in Egitto
71O7823|Geremia è costretto ad accompagnare i Giudei in Egitto (Ger. 43, 5-6)
71O783|Geremia in Egitto
71O7831|i Giudei in Egitto persistono nell'idolatria (Ger. 44, 15-19)
71O7832|Geremia profetizza la sconfitta dell'Egitto (Ger. 43, 8-13; Ger. 46)
71O7833|Geremia profetizza la distruzione dei Filistei (Ger. 47)
71O7834|Geremia profetizza la distruzione di Babilonia (Ger. 50-51)
71O7835|Geremia profetizza la distruzione di altre nazioni (Ger. 48-49)
71O784|Geremia lapidato e ucciso
71O79|altre scene ~ il libro di Geremia
71O79(...)|altre scene ~ libro di Geremia (con libro, capitolo e versetti tra parentesi)
71O8|il libro di Naum
71O81|profezie di Naum
71O811|annuncio della caduta di Ninive ~ profezia di Naum
71O8111|Ninive piena di carcasse e cadaveri (Na. 3, 3)
71O812|profezia di un messaggero che porta buone notizie e annuncia la pace (Na. 1, 15)
71O813|altre profezie di Naum
71O813(...)|altre profezie di Naum (con libro, capitolo e versetti tra parentesi)
71O9|il libro di Ezechiele
71O91|la chiamata di Ezechiele (Ez. 1 - 3)
71O911|la visione di Ezechiele: Dio sul trono trasportato da quattro Tetramorfi, ognuno dei quali munito di quattro ali; al loro fianco ruote in mezzo ad altre ruote
71O9111|la visione di Ezechiele, ecc. con Abacuc
71O912|Dio consegna un rotolo a Ezechiele
71O913|Ezechiele mangia il rotolo
71O914|Ezechiele fra i prigionieri medita sulla sua chiamata
71O915|Ezechiele comunica con Dio
71O92|atti simbolici di Ezechiele
71O921|l'assedio di Gerusalemme disegnato su una tavoletta d'argilla (Ez. 4, 1-3)
71O9211|Ezechiele disteso sul fianco sinistro guarda la tavoletta d'argilla
71O9212|Ezechiele disteso sul fianco destro guarda la tavoletta d'argilla
71O922|Ezechiele fa un pane d'orzo, simbolo della carestia a Gerusalemme (Ez. 4, 9-17)
71O923|Ezechiele si taglia i capelli con un coltello e li pesa su una bilancia (Ez. 5)
71O9231|Ezechiele brucia due terzi dei suoi capelli e disperde i rimanenti al vento (simbolo della caduta di Gerusalemme e della cattività dei suoi abitanti)
71O924|Ezechiele si allontana da Gerusalemme passando per un foro nelle mura (Ez. 12, 7
71O9241|Ezechiele pratica un foro nelle mura della città
71O925|a Ezechiele viene ordinato di non piangere in pubblico la morte della moglie (Ez. 24, 12-27)
71O926|Ezechiele accosta due pezzi di legno (Ez. 37, 15-17)
71O927|altri atti simbolici di Ezechiele
71O927(...)|altri atti simbolici di Ezechiele (con libro, capitolo e versetti tra parentesi)
71O93|visioni di Ezechiele
71O931|seconda visione di Dio da parte di Ezechiele: un angelo di fuopco lo conduce da Dio (Ez. 8)
71O9311|Dio mostra a Ezechiele l'idolo della Gelosia
71O9312|Dio mostra a Ezechiele l'idolatria degli anziani e delle donne di Giuda
71O932|il castigo divino di Gerusalemme (Ez. 9-11)
71O9321|sei uomini con gli strumenti di sterminio giungono al tempio
71O9322|uno dei sei uomini segna la fronte di coloro che deprecano l'idolatria di Gerusalemme
71O9323|tutti coloro che sono privi del marchio vengono uccisi
71O9324|Ezechiele invoca misericordia
71O9325|uno dei sei uomini riceve da un cherubino dei carboni accesi e dà fuoco a Gerusalemm
71O9326|la gloria di Dio abbandona Gerusalemme; i cherubini salgono in cielo con le loro ruote
71O9327|Ezechiele sollevato da uno spirito e condotto in Caldea fra i deportati
71O933|la visione della valle delle ossa aride (Ez. 37, 1-10)
71O9331|le ossa si trasformano in corpi
71O9332|resurrezione: i corpi tornano alla vita
71O934|la visione del nuovo tempio (Ez. 40-47, 12)
71O9341|Ezechiele e l'angelo nel tempio con uno strumento di misura
71O9342|visione dell'ingresso di Dio nel tempio; Ezechiele cade a terra
71O9343|Dio consacra l'altare
71O9344|la porta del tempio chiusa ('porta clausa')
71O9345|la sorgente miracolosa del tempio
71O93451|Ezechiele nel fiume formato dalla sorgente
71O935|altre visioni di Ezechiele
71O935(...)|altre visioni di Ezechiele (con libro, capitolo e versetti tra parentesi)
71O94|parabole di Ezechiele
71O941|parabola di Gerusalemme come legno di vite bruciato (Ez. 15)
71O942|parabola di Gerusalemme come adultera (Ez. 16)
71O943|parabola del cedro e delle aquile (Ez. 17)
71O944|parabola del padre giusto, del figlio iniquo e del nipote giusto (Ez. 18)
71O945|parabola di Oola e Ooliba, le adultere di Samaria e Gerusalemme (Ez. 23)
71O946|parabola di Gerusalemme come pentola vuota e arrugginita (ez. 24, 1-4)
71O947|parabola del pastore Messia (Ez. 34, 23-31; 37, 24-28)
71O948|altre parabole di Ezechiele
71O948(...)|altre parabole di Ezechiele (con libro, capitolo e versetti tra parentesi)
71O95|profezie di Ezechiele
71O951|Ezechiele profetizza contro Gerusalemme
71O952|Ezechiele profetizza contro Tiro (Ez. 26-28)
71O9521|Tiro come ricca nave in naufragio
71O9522|la discesa all'inferno di Tiro
71O953|Ezechiele profetizza contro l'Egitto (Ez. 29-32)
71O9531|Faraone, come drago o coccodrillo, viene gettato in aperta campagna
71O9532|Faraone come Cedro tagliato
71O9533|discesa all'inferno di Faraone
71O954|altre profezie di Ezechiele
71O954(...)|altre profezie di Ezechiele (con libro, capitolo e versetti tra parentesi)
71O96|Ezechiele predica
71O961|Ezechiele predica ai principi
71O962|Ezechiele predica ai profeti
71O97|altre scene del libro di Ezechiele
71O97(...)|altre scene dal libro di Ezechiele non indicate o esplicitamente menzionate in precedenza (con libro, capitolo e versetti tra parentesi)
71O97(Ez. 13:18)|Ezechiele condanna tutte coloro che cuciono cuscini per ogni gomito (nastri per ogni polso)
71P|la storia del profeta Daniele; visioni e profezie
71P1|Daniele e re Nabucodonosor
71P11|dei giovani Israeliti (di norma quattro) vengono condotti dal capo degli eunuchi perché Nabucodonosor vuole farli educare a palazzo (Dn. 1)
71P111|Daniele e i suoi tre compagni vengono educati a palazzo da Malasar
71P112|Daniele e i suoi compagni chiedono a Malasar del cibo particolare
71P1121|dopo dieci giorni i quattro giovani vengono visitati e vengono trovati più in salute degli altri giovani cortigiani
71P113|Nabucodonosor nomina Daniele e i compagni suoi consiglieri
71P12|il primo sogno di re Nabucodonosor e la sua interpretazione (Dn. 2)
71P121|re Nabucodonosor sogna una enorme statua
71P1211|la statua viene frantumata da una pietra ~ sogno di re Nabucodonosor
71P122|l'alterco di re Nabucodonosor con i maghi e gli astrologhi incapaci di indovinare cosa egli avesse sognato
71P1221|i maghi e gli astrologhi vengono ricercati e uccisi ~ sogno di re Nabucodonosor
71P123|Daniele discute con Arioch, capitano della guardia di re Nabucodonosor, incaricato di uccidere Daniele e i suoi compagni
71P1231|Daniele torna dai suoi compagni; pregano per la rivelazione del sogno di re Nabucodonosor
71P124|nel corso di una visione notturna Daniele ha la rivelazione del sogno di re Nabucodonosor
71P1241|preghiera di ringraziamento di Daniele
71P125|Daniele davanti a re Nabucodonosor gli racconta il suo sogno (la statua fatta a pezzi da una pietra)
71P1251|re Nabuchodonosor si inginocchia davanti a Daniele in segno di riconoscenza
71P1252|Daniele viene ricompensato con dei doni e i suoi tre compagni vengono nominati amministratori della provincia
71P13|storia dei tre Ebrei nella fornace ardente (Dn. 3)
71P131|re Nabucodonosor fa erigere una statua d'oro nella pianura di Dura, nella provincia di Babilonia
71P132|la consacrazione della statua d'oro: alla presenza di re Nabucodonosor, suonano le trombe (e altri strumenti musicali) e la gente si prostra intorno alla statua
71P1321|re Nabucodonosor viene informato del fatto che Sadrach, Mesach e Abdenego si rifiutano di venerare la statua
71P1322|re Nabucodonosor convoca i tre uomini ma questi rifiutano di prostrarsi davanti alla statua
71P133|dopo che la temperatura della fornace è stata aumentata per sette volte, i tre uomini vengono legati e gettati nel fuoco; i carnefici rimangono uccisi dalle fiamme
71P134|re Nabichodonosor vede con stupore quattro uomini nella fornace (uno dei quali di norma raffigurato come angelo); il re ordina loro di uscire fuori
71P1341|preghiera di Azaria
71P1342|preghiera dei tre uomini nella fornace ardente
71P135|Sadrach, Mesach e Abdenego vengono esaminati e trovati illesi dal fuoco; re Nabucodonosor decreta che mai nessuno possa offenderli
71P14|secondo sogno di re Nabucodonosor e relativa interpretazione (Dn. 4)
71P141|re Nabucodonosor sogna un albero che deve essere tagliato
71P142|Daniele davanti a re Nabucodonosor, interpreta il sogno
