5|abstrakte Ideen und Konzeptionen
71O762|Jeremias Vision von den guten und den schlechten Feigen (Jeremia 24:1-10)
71O763|Jeremia erscheint mit einem hölzernen Joch vor König Zidkija (Jeremia 27-28)
71O7631|Hananja verkündet im Tempel falsche Prophezeiungen und zerbricht Jeremias hölzernes Joch
71O7632|Jeremia verflucht Hananja
71O764|Jeremia rät den Gefangenen in Babylon, Häuser zu bauen und sich zu vermehren (Jeremia 29:1-7)
71O765|Jeremia prophezeit Israel und Juda die Wiederherstellung ihrer Macht (Jeremia 30-31)
71O7651|Jeremias Prophezeiung von der Wiederherstellung Jerusalems
71O7652|auf den Befehl des Jeremia versenkt Seraja das Buch mit Jeremias Prophezeiung der babylonischen Gefangenschaft im Euphrat, nachdem er es zusätzlich mit einem Stein beschwert hat
71O766|die Belagerung Jerusalems (Jeremia 37-38)
71O7661|als die Belagerung Jerusalems beginnt, kommen König Zidkijas Boten zu Jeremia
71O76611|Jeremias Antwort an König Zidkija
71O7662|Jeremias Einkerkerung
71O76621|Jeremia wird am Stadttor gefangengenommen
71O76622|Jeremia wird gefoltert
71O76623|Jeremia wird ins Gefängnis geworfen
71O76624|Jeremia vor Zidkija
71O76625|Jeremia wird auf den Gefängnishof gebracht
71O76626|die Prinzen werfen Jeremia in ein Verlies
71O76627|der Eunuch Ebed-Melech benachrichtigt Zidkija, daß Jeremia in ein Verlies geworfen worden ist
71O76628|Jeremia wird aus dem Verlies befreit
71O76629|das Versprechen an Ebed-Melech (Jeremia 39:15-18)
71O7663|das Feld in Anatot (Jeremia 32)
71O76631|Jeremia kauft das Feld in Anatot von seinem Cousin Hanamel
71O76632|Jeremia gibt Baruch den Kaufvertrag
71O76633|Jeremias Gebet
71O77|Jeremias Klage über die Zerstörung Jerusalems
71O771|das Buch der Klagelieder des Jeremia
71O771(...)|das Buch der Klagelieder des Jeremia (mit BUCH, KAPITEL, VERS)
71O772|Jeremia ist Zeuge der Zerstörung Jerusalems
71O78|die letzten Lebensjahre des Jeremia
71O781|Jeremia wird von den Babyloniern aus dem Gefängnis befreit (Jeremia 39:11-14)
71O7811|Nebusaradan, der Befehlshaber der Garde Nebukadnezzars, läßt Jeremia die Wahl, zu gehen oder zu bleiben
71O7812|Jeremia geht nach Gedalja (Jeremia 40:6)
71O782|die Flucht der Judäer nach Ägypten (Jeremia 42 - 43:7)
71O7821|das Volk fragt Jeremia um Rat
71O7822|Jeremia rät dem Volk, nicht nach Ägypten zu gehen
71O7823|Jeremia wird gezwungen, die Judäer nach Ägypten zu begleiten (Jeremia 43:5-6)
71O783|Jeremia in Ägypten
71O7831|in Ägypten verfallen die Juden der Götzendienerei (Jeremia 44:15-19)
71O7832|Jeremia prophezeit die Niederlage Ägyptens (Jeremia 43:8-13, 46)
71O7833|Jeremia prophezeit die Vernichtung der Philister (Jeremia 47)
71O7834|Jeremia prophezeit die Zerstörung Babylons (Jeremia 50-51)
71O7835|Jeremia prophezeit die Vernichtung anderer Nationen (Jeremia 48-49)
71O784|Jeremia wird zu Tode gesteinigt
71O79|andere Szenen aus dem Buch Jeremia
71O79(...)|andere Szenen aus dem Buch Jeremia (mit BUCH, KAPITEL, VERS)
71O8|das Buch Nahum
71O81|Nahums Prophezeiungen
71O811|die Ankündigung des Falls von Ninive (Prophezeiung des Nahum)
71O8111|Ninive ist mit Kadavern und Leichen gefüllt (Nahum 3:3)
71O812|die Prophezeiung von einem Boten, der gute Nachrichten bringt und Frieden verkündigt (Nahum 1:15)
71O813|andere Prophezeiungen Nahums
71O813(...)|andere Prophezeiungen Nahums (mit BUCH, KAPITEL, VERS)
71O9|das Buch Ezechiel
71O91|die Berufung Ezechiels (Ezechiel 1-3)
71O911|Ezechiels Vision von Gott, der auf seinem Thron sitzt, der wiederum von vier Tetramorphen getragen wird, die jeweils vier Flügel besitzen; neben ihnen sind Räder innerhalb von Rädern dargestellt
71O9111|Habakuk und Ezechiels Vision von Gott
71O912|Gott gibt Ezechiel eine Schriftrolle
71O913|Ezechiel ißt die Schriftrolle, die ihm von Gott gegeben worden ist
71O914|Ezechiel sinnt inmitten der Gefangenen über seine Berufung nach
71O915|Ezechiel spricht mit Gott
71O92|Ezechiels symbolische Handlungen
71O921|auf einem Ziegelstein ist die Belagerung Jerusalems dargestellt (Ezechiel 4:1-3)
71O9211|Ezechiel liegt gefesselt auf seiner linken Seite und blickt auf den Ziegelstein mit der Darstellung der Belagerung Jerusalems
71O9212|Ezechiel liegt gefesselt auf seiner rechten Seite und blickt auf den Ziegelstein mit der Darstellung der Belagerung Jerusalems
71O922|Ezechiel backt ein Gerstenbrot, das den Hunger in Jerusalem symbolisiert (Ezechiel 4:9-17)
71O923|Ezechiel schneidet mit einem Messer seine Haare und wiegt sie auf einer Waage (Ezechiel 5)
71O9231|Ezechiel verbrennt zwei Drittel seiner abgeschnittenen Haare und läßt den Rest vom Wind verwehen (als Symbol des Falls Jerusalems und der Gefangenschaft seiner Einwohner)
71O924|Ezechiel verläßt Jerusalem durch ein Loch in der Stadtmauer (Ezechiel 12:7)
71O9241|Ezechiel bricht ein Loch in die Stadtmauer
71O925|Ezechiel wird untersagt, den Tod seiner Frau öffentlich zu betrauern (Ezechiel 24:12-27)
71O926|Ezechiel fügt zwei Stöcke zusammen (Ezechiel 37:15-17)
71O927|andere symbolische Akte Ezechiels
71O927(...)|andere symbolische Akte Ezechiels (mit BUCH, KAPITEL, VERS)
71O93|Ezechiels Visionen
71O931|Ezechiels Vision von Gott: ein Engel in Gestalt von Feuer führt ihn zu Gott (durch die Lüfte, an den Haaren) (Ezechiel 8)
71O9311|Gott zeigt Ezechiel das Bild Jerusalems
71O9312|Gott zeigt Ezechiel die Götzendienerei der Ältesten und Frauen von Juda
71O932|das göttliche Gericht über Jerusalem (Ezechiel 9-11)
71O9321|sechs Männer kommen mit Waffen zum Tempel von Jerusalem
71O9322|einer der sechs bewaffneten Männer markiert die Stirnen derjenigen, die über Judas Götzendienerei trauern
71O9323|alle Leute ohne Zeichen auf der Stirn werden getötet
71O9324|Ezechiel betet um Gnade
71O9325|einer der sechs bewaffneten Männer empfängt von einem Engel glühende Kohlen und setzt damit Jerusalem in Brand
71O9326|die Herrlichkeit Gottes verläßt Jerusalem; die Cherubim fahren auf ihren Rädern gen Himmel
71O9327|Ezechiel wird von einem Geist emporgetragen und zu den Gefangenen nach Chaldäa
71O933|Ezechiels Vision vom Tal der dürren Gebeine (Ezechiel 37:1-10)
71O9331|die dürren Gebeine werden zu Körpern
71O9332|Auferstehung: den Körpern wird Leben eingehaucht
71O934|Ezechiels Vision vom neuen Tempel (Ezechiel 40 - 47:12)
71O9341|Ezechiel und der Engel mit einer Maßrute im Tempel
71O9342|Ezechiels Vision von Gottes Eintritt in den Tempel; Ezechiel fällt zu Boden
71O9343|Gottes Verordnungen über den Altar
71O9344|die geschlossene Tür des Tempels (porta clausa)
71O9345|die wunderbare Tempelquelle
71O93451|Ezechiel in dem Fluß, der aus der wunderbaren Tempelquelle entsteht
71O935|andere Visionen Ezechiels
71O935(...)|andere Visionen Ezechiels (mit BUCH, KAPITEL, VERS)
71O94|Ezechiels Parabeln
71O941|Ezechiels Parabel von der verbrannten Weinrebe als Sinnbild Jerusalems (Ezechiel 15)
71O942|Ezechiels Parabel von der Ehebrecherin als Sinnbild Jerusalems (Ezechiel 16)
71O943|Ezechiels Parabel von der Zeder und den Adlern (Ezechiel 17)
71O944|Ezechiels Parabel von dem gerechten Vater, seinem gottlosen Sohn und seinem gerechten Enkel (Ezechiel 18)
71O945|Ezechiels Parabel von Ohola und Oholiba, den Ehebrecherinnen, die für Samaria und Jerusalem stehen (Ezechiel 23)
71O946|Ezechiels Parabel von Jerusalem als leerem und rostigem Topf (Ezechiel 24:1-14)
71O947|Ezechiels Parabel vom Messias als Hirten (Ezechiel 34:23-31, 37:24-28)
71O948|andere Parabeln Ezechiels
71O948(...)|andere Parabeln Ezechiels (mit BUCH, KAPITEL, VERS)
71O95|Ezechiels Prophezeiungen
71O951|Ezechiel prophezeit gegen Jerusalem
71O952|Ezechiel prophezeit gegen Tyrus (Ezechiel 26-28)
71O9521|Tyrus als prachtvolles, aber gestrandetes Schiff
71O9522|die Höllenfahrt von Tyrus
71O953|Ezechiel prophezeit gegen Ägypten (Ezechiel 29-32)
71O9531|der Pharao fällt (als Drachen oder Krokodil) auf das freie Feld
71O9532|der Pharao (als Zeder) wird gefällt
71O9533|die Höllenfahrt des Pharao
71O954|andere Prophezeiungen Ezechiels
71O954(...)|andere Prophezeiungen Ezechiels (mit BUCH, KAPITEL, VERS)
71O96|Ezechiel predigt
71O961|Ezechiel predigt den Prinzen
71O962|Ezechiel predigt den Propheten
71O97|andere (oben nicht erwähnte) Szenen aus dem Buch Ezechiel
71O97(...)|andere (oben nicht erwähnte) Szenen aus dem Buch Ezechiel (mit BUCH, KAPITEL, VERS)
71O97(Ez. 13:18)|Ezechiel verdammt die Frauen, die Kissen für alle Handgelenke nähen
71P|die Geschichte vom Propheten Daniel; seine Visionen und Prophezeiungen
71P1|Daniel und König Nebukadnezzar
71P11|(meist vier) Israeliten werden von Eunuchen dem Prinzen vorgeführt, weil König Nebukadnezzar sie im Palast erziehen lassen will
71P111|Daniel und seine drei Freunde werden von Melzar im Palast erzogen
71P112|Daniel (und seine Freunde) bitten Melzar um eine spezielle Ernährung
71P1121|nachdem sie zehn Tage lang spezielle Ernährung zu sich genommen haben, werden Daniel und seine drei Freunde untersucht und für gesünder befunden als die übrigen Höflinge
71P113|Nebukadnezzar beruft Daniel und seine Freunde als Ratgeber
71P12|König Nebukadnezzars erster Traum und seine Deutung (Daniel 2)
71P121|König Nebukadnezzar träumt von einer großen Statue
71P1211|die Statue wird durch einen Stein in Stücke zerbrochen
71P122|König Nebukadnezzar debattiert wütend mit den Zauberern und Astrologen, die ihm seinen Traum nicht deuten können
71P1221|die Zauberer und Astrologen werden verfolgt und erschlagen
71P123|Daniel diskutiert mit Arjoch, dem Befehlshaber der Garde Nebukadnezzars, der ausgeschickt worden ist, um Daniel und seine Freunde zu töten
71P1231|Daniel kehrt zu seinen Freunden zurück; sie beten um eine Deutung von Nebukadnezzars Traum
71P124|König Nebukadnezzars Traum wird Daniel in einer nächtlichen Vision offenbart
71P1241|Daniels Dankgebet
71P125|Daniel vor König Nebukadnezzar, dessen Traum (von der zerbrochenen Statue) er deutet
71P1251|König Nebukadnezzar kniet vor Daniel, um ihm seine Dankbarkeit zu zeigen
71P1252|Daniel wird mit Geschenken belohnt; seine drei Freunde werden zu Statthaltern
71P13|die Geschichte von den drei Hebräern im Feuerofen (Daniel 3)
71P131|König Nebukadnezzar läßt eine goldene Statue anfertigen und außerhalb Babylons in der Ebene von Dura aufstellen
71P132|die Weihung der goldenen Statue: im Beisein König Nebukadnezzars werden Trompeten gespielt; das Volk, das die Statue umringt, fällt auf die Knie
71P1321|König Nebukadnezzar erfährt, daß Schadrach, Mesach und Abed-Nego sich weigern, die goldene Statue anzubeten
71P1322|König Nebukadnezzar zieht Schadrach, Mesach und Abed-Nego zur Rechenschaft; sie weigern sich aber weiterhin, vor der goldenen Statue zu knien
71P133|nachdem der Ofen siebenmal vorgeheizt worden ist, werden die drei Hebräer gefesselt und in das Feuer geworfen; ihre Henker werden von den Flammen verschlungen
71P134|zu seiner Verwunderung sieht König Nebukadnezzar vier Männer im Feuerofen, von denen in der Regel einer als Engel dargestellt ist; der König befiehlt ihnen, herauszukommen
71P1341|das Gebet des Asarja
71P1342|das Gebet der drei Hebräer im Feuerofen
71P135|Schadrach, Mesach und Abed-Nego werden untersucht: sie können nachweisen, durch das Feuer nicht verletzt worden zu sein
71P14|der zweite Traum König Nebukadnezzars und seine Deutung (Daniel 4)
71P141|König Nebukadnezzar träumt von einem Baum, der gefällt werden muß
71P142|Daniel deutet vor König Nebukadnezzar dessen Traum
71P143|König Nebukadnezzar läßt vom Dach des Palastes stolz seinen Blick über Babylon schweifen: Ist dies nicht das große Babel, das ich erbaut habe ...; da ertönt vom Himmel eine Stimme, die seinen Niedergang voraussagt
71P144|König Nebukadnezzar, der vom Wahnsinn befallen worden ist, wird ergriffen und aus der Stadt vertrieben
71P1441|der Wahnsinn König Nebukadnezzars: mit langen Haaren kriecht er auf allen Vieren und ißt Gras
71P1442|König Nebudkadnezzar wird vom Wahnsinn geheilt; er lobt Gott
71P145|König Nebukadnezzar kehrt auf seinen Thron zurück; in einer Proklamation gibt er bekannt, was ihm widerfahren ist
71P2|Daniel und König Belsazar (Daniel 5)
71P21|Belsazars großes Festmahl, bei dem er und seine Höflinge die Gold- und Silbergefäße entweihen, die aus dem Tempel von Jerusalem gestohlen worden sind
71P22|während des Banketts Belsazars erscheint eine Hand und schreibt an die Wand: MENE, MENE, TEKEL und PARSIN (UPHARSIN), König Belsazar ist entsetzt
71P23|die Astrologen sind unfähig, die Schrift an der Wand zu deuten
71P24|die Königin erscheint vor König Belsazar, um ihm zu raten, daß er Daniel konsultieren soll
71P25|als Daniel vor König Belsazar gebracht wird, deutet er die Schrift auf der Wand
71P26|Daniel wird geehrt: er erhält eine goldene Halskette und wird als der dritte Herrscher im Königreich bezeichnet
71P27|der Tod König Belsazars
71P271|Darius der Meder erobert nach Belsazars Tod Babylon
71P3|Daniel und König Darius (Daniel 6)
71P31|Daniel wird als einer der drei Präsidenten des Königreichs eingesetzt
71P32|die Verschwörung gegen Daniel: die Verschwörer erscheinen vor König Darius, damit dieser ein Dekret unterzeichnet
71P33|Daniel wird von den Verschwörern entdeckt, als er am offenen Fenster auf Knien betet
71P331|die Verschwörer klagen Daniel vor König Darius an
71P34|Daniels Bestrafung und Befreiung: Daniel in der Löwengrube
71P341|Daniel wird in die Löwengrube geworfen; König Darius versiegelt den Stein
71P3411|Daniel sitzt unversehrt in der Löwengrube; er ist von Löwen umgeben
71P342|König Darius fastet und verbringt eine schlaflose Nacht
71P343|am frühen Morgen geht König Darius zur Löwengrube und findet Daniel lebend vor
71P344|Daniel wird aus der Löwengrube befreit
71P345|die Verschwörer werden in die Löwengrube geworfen und sofort von den Löwen verschlungen
71P35|die Proklamation des Darius, in der er seinen Glauben an den lebendigen Gott bekennt
71P4|Hinzufügungen zur Geschichte Daniels
71P41|die Geschichte von Susanna und den Alten (in die der junge Daniel auf Bitten Susannas eingreift) (Daniel 13)
71P411|Susanna, die Frau Jojakims, geht im Garten spazieren; die zwei Alten spionieren ihr nach
71P412|Susanna im Bade, das oft als oder in der Nähe einer Quelle dargestellt ist; manchmal wird sie von zwei Dienerinnen begleitet
71P4121|die Alten spionieren Susanna nach
71P4122|Susanna wird von den beiden Alten bedrängt
71P413|die Alten klagen Susanna vor dem Volk an, legen ihre Hände auf ihren Kopf oder entschleiern sie
71P4131|Susanna betet (alleine) zu Gott
71P4132|Susanna wird weggeführt, um hingerichtet zu werden
71P414|der junge Daniel widerspricht dem Urteil gegen Susanna
71P4141|Daniel verhört die beiden Alten separat
71P4142|Daniel entlarvt die Alten als Betrüger
71P415|die Alten werden zu Tode gesteinigt
71P416|Susanna, Jojakim, ihre Eltern und Angehörigen preisen Gott
71P42|die Geschichte vom Götzenbild des Bel (Daniel 14:1-22)
71P421|Daniel, der sich weigert, Bel anzubeten, diskutiert mit König Cyrus über die Macht dieses Gottes
71P4211|Daniel diskutiert im Beisein der Priester des Bel mit König Cyrus
71P422|König Cyrus stellt Speisen vor dem Bildnis des Bel auf; Daniel und seine Diener streuen Asche auf den Boden des Tempels
71P423|die Tür des Tempels wird versiegelt
71P424|die Priester des Bel betreten mit ihren Frauen und Kindern durch einen geheimen Gang den Tempel, feiern dort und essen die Speisen auf
71P425|König Cyrus preist Bel, weil die Speisen im Tempel verschwunden sind
71P4251|Daniel zeigt König Cyrus die Fußspuren der Priester des Bel und ihrer Angehörigen
71P426|die Priester des Bel und ihre Angehörigen werden gefangengenommen; später werden sie hingerichtet
71P427|Daniel zerstört den Tempel des Bel und das Götzenbild
71P43|die Geschichte vom Drachen (Daniel 14:23-41)
71P431|Daniel und König Cyrus diskutieren über die göttliche Macht eines Drachens
71P4311|Daniel füttert den Drachen; König Cyrus sieht zu
71P432|der Drachen zerplatzt, nachdem er von Daniel gefüttert worden ist
71P433|Daniels Bestrafung und Befreiung: Daniel in der Löwengrube (unter König Cyrus)
71P4331|König Cyrus wird gezwungen, Daniel der aufgebrachten Volksmenge auszuliefern
71P4332|Daniel wird in eine Löwengrube geworfen (unter König Cyrus)
71P4333|der Prophet Habakuk, der von einem Engel an seinen Haaren herbeigetragen wird, bringt Speisen zu Daniel, der unversehrt inmitten der Löwen sitzt
71P4334|König Cyrus kommt zur Löwengrube und findet Daniel lebend vor
71P4335|Daniel wird aus der Löwengrube befreit (unter König Cyrus)
71P4336|Daniels Ankläger werden in die Grube geworfen und von den Löwen verschlungen (unter König Cyrus)
71P5|Daniels Visionen (manchmal werden ihm seine Visionen von einem Engel erläutert)
71P51|Daniels erste Vision (Daniel 7)
71P511|vier große Tiere steigen aus dem Meer auf (Daniels Visionen)
71P5111|der Löwe mit Adlerflügeln (Greif) steht auf seinen Hinterbeinen (Daniels Visionen)
71P5112|der Bär mit den drei Rippen zwischen seinen Zähnen steht auf seinen Hinterbeinen (Daniels Visionen)
71P5113|der Leopard mit vier Flügeln und vier Köpfen (Daniels Visionen)
71P5114|das große, alles verschlingende Ungeheuer mit vielen Hörnern, deren eines mit Augen versehen ist (Daniels Visionen)
71P512|der Hochbetagte thront in weißen Gewändern auf einem feurigen Thron (Daniels Visionen)
71P5121|Feuer geht vom Thron aus und tötet die Tiere (Daniels Visionen)
71P513|der Menschensohn (Christus) vor dem Thron des Hochbetagten
71P52|die zweite Vision Daniels (Daniel 8): der Erzengel Gabriel erklärt die Vision
71P521|der Widder mit den zwei ungleichen Hörnern am Ufer eines Flusses (Daniels Visionen)
71P522|der Ziegenbock mit dem Horn zwischen seinen Augen (Daniels Visionen)
71P523|der Ziegenbock kämpft mit dem Widder und tötet ihn (Daniels Visionen)
