0|abstrakte, ungegenständliche Kunst
11H(SIMON STOCK)82|der Karmelitermönch Simon Stock, mögliche Attribute: Skapulier - Wunder durch die Berührung von Reliquien eines männlichen Heiligen
11H(SIMON STOCK)83|der Karmelitermönch Simon Stock, mögliche Attribute: Skapulier - postume Handlungen, Erscheinungen eines männlichen Heiligen
11H(SIMON STOCK)84|der Karmelitermönch Simon Stock, mögliche Attribute: Skapulier - Seligsprechung, Heiligsprechung eines männlichen Heiligen
11H(SIMON STOCK)9|der Karmelitermönch Simon Stock, mögliche Attribute: Skapulier - Bildnis eines männlichen Heiligen
11H(SIMON)|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle
11H(SIMON)0|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - ein männlicher Heiliger, der in einer Gruppe dargestellt ist
11H(SIMON)1|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - besondere Darstellungsformen eines männlichen Heiligen
11H(SIMON)11|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - ein männlicher Heiliger als Patron, Beschützer, Fürsprecher
11H(SIMON)119|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - ein männlicher Heiliger beschützt Gläubige mit seinem Mantel (Schutzmantel)
11H(SIMON)12|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - ein männlicher Heiliger schreibt, studiert, unterrichtet, diktiert (z.B. als Kirchenlehrer)
11H(SIMON)13|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - ein männlicher Heiliger als Ordensgründer
11H(SIMON)131|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - ein männlicher Heiliger bei einer Regelbestätigung
11H(SIMON)2|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Kindheit und Jugend eines männlichen Heiligen
11H(SIMON)3|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Frömmigkeit eines männlichen Heiligen
11H(SIMON)31|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Berufung, Bekehrung eines männlichen Heiligen
11H(SIMON)32|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Taufe, Weihe, Gelübde eines männlichen Heiligen
11H(SIMON)33|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Verzicht auf weltliche Güter, Askese eines männlichen Heiligen
11H(SIMON)34|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Vision(en), mystische Vermählung eines männlichen Heiligen
11H(SIMON)35|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Versuchung eines männlichen Heiligen
11H(SIMON)36|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Buße eines männlichen Heiligen
11H(SIMON)37|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - ein männlicher Heiliger bei der Meditation, in Ekstase
11H(SIMON)4|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - nicht-wundertätige Handlungen und Ereignisse in der Vita eines männlichen Heiligen
11H(SIMON)5|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Wunder in der Vita eines männlichen Heiligen
11H(SIMON)59|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Stigmatisation eines männlichen Heiligen
11H(SIMON)6|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Martyrium, Leiden, Scheitern, Tod eines männlichen Heiligen
11H(SIMON)68|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Tod, Totenbett eines männlichen Heiligen
11H(SIMON)69|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Leichenschändung am Körper eines männlichen Heiligen
11H(SIMON)7|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Apotheose, Verklärung, Triumph eines männlichen Heiligen
11H(SIMON)8|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - postume Ereignisse in der Vita eines männlichen Heiligen
11H(SIMON)81|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Auffindung, Translation der Reliquien eines männlichen Heiligen
11H(SIMON)82|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Wunder durch die Berührung von Reliquien eines männlichen Heiligen
11H(SIMON)83|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - postume Handlungen, Erscheinungen eines männlichen Heiligen
11H(SIMON)84|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Seligsprechung, Heiligsprechung eines männlichen Heiligen
11H(SIMON)9|der Apostel Simon Zelotes (oder Simon von Kana); mögliche Attribute: Buch, Säge, Schriftrolle - Bildnis eines männlichen Heiligen
11H(SIXTUS II)|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert
11H(SIXTUS II)0|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - ein männlicher Heiliger, der in einer Gruppe dargestellt ist
11H(SIXTUS II)1|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - besondere Darstellungsformen eines männlichen Heiligen
11H(SIXTUS II)11|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - ein männlicher Heiliger als Patron, Beschützer, Fürsprecher
11H(SIXTUS II)119|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - ein männlicher Heiliger beschützt Gläubige mit seinem Mantel (Schutzmantel)
11H(SIXTUS II)12|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - ein männlicher Heiliger schreibt, studiert, unterrichtet, diktiert (z.B. als Kirchenlehrer)
11H(SIXTUS II)13|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - ein männlicher Heiliger als Ordensgründer
11H(SIXTUS II)131|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - ein männlicher Heiliger bei einer Regelbestätigung
11H(SIXTUS II)2|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - Kindheit und Jugend eines männlichen Heiligen
11H(SIXTUS II)3|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - Frömmigkeit eines männlichen Heiligen
11H(SIXTUS II)31|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - Berufung, Bekehrung eines männlichen Heiligen
11H(SIXTUS II)32|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - Taufe, Weihe, Gelübde eines männlichen Heiligen
11H(SIXTUS II)33|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - Verzicht auf weltliche Güter, Askese eines männlichen Heiligen
11H(SIXTUS II)34|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - Vision(en), mystische Vermählung eines männlichen Heiligen
11H(SIXTUS II)35|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - Versuchung eines männlichen Heiligen
11H(SIXTUS II)36|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - Buße eines männlichen Heiligen
11H(SIXTUS II)37|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - ein männlicher Heiliger bei der Meditation, in Ekstase
11H(SIXTUS II)4|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - nicht-wundertätige Handlungen und Ereignisse in der Vita eines männlichen Heiligen
11H(SIXTUS II)5|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - Wunder in der Vita eines männlichen Heiligen
11H(SIXTUS II)59|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - Stigmatisation eines männlichen Heiligen
11H(SIXTUS II)6|Martyrium, Leiden, Scheitern, Tod des hl. Sixtus II.
11H(SIXTUS II)68|der hl. Sixtus II. wird enthauptet; manchmal zusammen mit den Diakonen Agapitus und Felicissimus
11H(SIXTUS II)681|auf seinem Weg zur Enthauptung trifft der hl. Sixtus II. den hl. Laurentius
11H(SIXTUS II)69|Martyrium, Leiden, Scheitern, Tod des hl. Sixtus II. - Leichenschändung am Körper eines männlichen Heiligen
11H(SIXTUS II)7|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - Apotheose, Verklärung, Triumph eines männlichen Heiligen
11H(SIXTUS II)8|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - postume Ereignisse in der Vita eines männlichen Heiligen
11H(SIXTUS II)81|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - Auffindung, Translation der Reliquien eines männlichen Heiligen
11H(SIXTUS II)82|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - Wunder durch die Berührung von Reliquien eines männlichen Heiligen
11H(SIXTUS II)83|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - postume Handlungen, Erscheinungen eines männlichen Heiligen
11H(SIXTUS II)84|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - Seligsprechung, Heiligsprechung eines männlichen Heiligen
11H(SIXTUS II)9|Papst Sixtus II., Märtyrer; mögliche Attribute: Geldbeutel, Diakone Felicissimus und Agapitus, Schwert - Bildnis eines männlichen Heiligen
11H(STEPHEN)|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine
11H(STEPHEN)0|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - ein männlicher Heiliger, der in einer Gruppe dargestellt ist
11H(STEPHEN)1|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - besondere Darstellungsformen eines männlichen Heiligen
11H(STEPHEN)11|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - ein männlicher Heiliger als Patron, Beschützer, Fürsprecher
11H(STEPHEN)119|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - ein männlicher Heiliger beschützt Gläubige mit seinem Mantel (Schutzmantel)
11H(STEPHEN)12|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - ein männlicher Heiliger schreibt, studiert, unterrichtet, diktiert (z.B. als Kirchenlehrer)
11H(STEPHEN)13|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - ein männlicher Heiliger als Ordensgründer
11H(STEPHEN)131|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - ein männlicher Heiliger bei einer Regelbestätigung
11H(STEPHEN)2|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Kindheit und Jugend eines männlichen Heiligen
11H(STEPHEN)3|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Frömmigkeit eines männlichen Heiligen
11H(STEPHEN)31|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Berufung, Bekehrung eines männlichen Heiligen
11H(STEPHEN)32|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Taufe, Weihe, Gelübde eines männlichen Heiligen
11H(STEPHEN)33|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Verzicht auf weltliche Güter, Askese eines männlichen Heiligen
11H(STEPHEN)34|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Vision(en), mystische Vermählung eines männlichen Heiligen
11H(STEPHEN)35|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Versuchung eines männlichen Heiligen
11H(STEPHEN)36|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Buße eines männlichen Heiligen
11H(STEPHEN)37|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - ein männlicher Heiliger bei der Meditation, in Ekstase
11H(STEPHEN)4|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - nicht-wundertätige Handlungen und Ereignisse in der Vita eines männlichen Heiligen
11H(STEPHEN)5|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Wunder in der Vita eines männlichen Heiligen
11H(STEPHEN)59|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Stigmatisation eines männlichen Heiligen
11H(STEPHEN)6|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Martyrium, Leiden, Scheitern, Tod eines männlichen Heiligen
11H(STEPHEN)68|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Tod, Totenbett eines männlichen Heiligen
11H(STEPHEN)69|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Leichenschändung am Körper eines männlichen Heiligen
11H(STEPHEN)7|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Apotheose, Verklärung, Triumph eines männlichen Heiligen
11H(STEPHEN)8|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - postume Ereignisse in der Vita eines männlichen Heiligen
11H(STEPHEN)81|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Auffindung, Translation der Reliquien eines männlichen Heiligen
11H(STEPHEN)82|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Wunder durch die Berührung von Reliquien eines männlichen Heiligen
11H(STEPHEN)83|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - postume Handlungen, Erscheinungen eines männlichen Heiligen
11H(STEPHEN)84|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Seligsprechung, Heiligsprechung eines männlichen Heiligen
11H(STEPHEN)9|Stephanus, Diakon und Erzmärtyrer; mögliche Attribute: Weihrauchgefäß, Steine - Bildnis eines männlichen Heiligen
11H(SYLVESTER)|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache
11H(SYLVESTER)0|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - ein männlicher Heiliger, der in einer Gruppe dargestellt ist
11H(SYLVESTER)1|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - besondere Darstellungsformen eines männlichen Heiligen
11H(SYLVESTER)11|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - ein männlicher Heiliger als Patron, Beschützer, Fürsprecher
11H(SYLVESTER)119|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - ein männlicher Heiliger beschützt Gläubige mit seinem Mantel (Schutzmantel)
11H(SYLVESTER)12|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - ein männlicher Heiliger schreibt, studiert, unterrichtet, diktiert (z.B. als Kirchenlehrer)
11H(SYLVESTER)13|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - ein männlicher Heiliger als Ordensgründer
11H(SYLVESTER)131|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - ein männlicher Heiliger bei einer Regelbestätigung
11H(SYLVESTER)2|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - Kindheit und Jugend eines männlichen Heiligen
11H(SYLVESTER)3|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - Frömmigkeit eines männlichen Heiligen
11H(SYLVESTER)31|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - Berufung, Bekehrung eines männlichen Heiligen
11H(SYLVESTER)32|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - Taufe, Weihe, Gelübde eines männlichen Heiligen
11H(SYLVESTER)33|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - Verzicht auf weltliche Güter, Askese eines männlichen Heiligen
11H(SYLVESTER)34|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - Vision(en), mystische Vermählung eines männlichen Heiligen
11H(SYLVESTER)35|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - Versuchung eines männlichen Heiligen
11H(SYLVESTER)36|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - Buße eines männlichen Heiligen
11H(SYLVESTER)37|Papst Silvester I.; mögliche Attribute: Buch, Stier, angeketteter Drache - ein männlicher Heiliger bei der Meditation, in Ekstase
11H(SYLVESTER)4|nicht-wundertätige Handlungen des hl. Silvester mit Bezug auf Konstantin den Großen
