5|抽象的な考えと概念
71U442|(バゴアスによって)ホロフェルネスの殺害が発覚する
71U443|逃亡するアッシリア人 〜 ユディトとホロフェルネス
71U444|略奪されるアッシリア人の陣営; ホロフェルネスの天幕と、その中にあった全てのものを手に入れるユディト
71U5|その他の場面 〜 ユディト記
71U5(...)|その他の場面 〜 ユディト記 (書、章、節を伴う)
71U5(Judith 16:23)|ユディトの死
71V|ヨナ書
71V1|ヨナの召命と不服従 (ヨナ書 1)
71V11|罪深い市民たちに説教をするために、神によってニネベへ遣わされるヨナ
71V12|神に課せられた任務から逃れるため、タルシシュ行きの船を見つけて乗り込むヨナ
71V13|激しい嵐に巻き込まれる船 〜 ヨナと船員
71V131|恐怖に陥った船員は、神に祈りをささげた後、積み荷を投げ捨てる 〜 ヨナの物語
71V132|船倉で眠っているところを発見され、目を覚ますヨナ
71V133|誰に責任があるのかを見つけるためにくじを引く船員; ヨナがくじに当たった時、彼は自分が嵐の原因であることを認める
71V134|不本意ながら、預言者ヨナを海に投げ入れる船員
71V1341|巨大な魚、(海の)怪物、鯨、イルカ、あるいはそれらに似た別の生き物のいずれかに飲み込まれるヨナ
71V135|海はすぐに静まる; 神に犠牲を捧げる船員 〜 ヨナの物語
71V2|魚の腹の中のヨナ (ヨナ書 2:1 - 3:2)
71V21|ヨナの祈り
71V22|怪物の腹の中に三日間留まった後、陸地に吐き出されるヨナ; ヨナは裸体・禿頭で描かれる場合がある
71V221|ニネベで説教をするよう、再び神から命じられるヨナ
71V3|ニネベでのヨナ (ヨナ書 3:3-10)
71V31|ニネベに到着したヨナは、四十日後にこの町は滅びると預言する
71V32|四十日後に町が滅びることを聞いたニネベの王は玉座から立ち上がり、人間と動物に対して全面的な改悛を布告した: 全ての人間、家畜、羊は断食し、人々は粗布をまとい、神に祈りをささげなければならない
71V321|ニネベの人々の改悛を見た神は、退廃した町を哀れみ、容赦してやる
71V4|不満を示すヨナ (ヨナ書 4)
71V41|怒ったヨナは神と議論し、自身の死を要求する
71V42|ニネベから出ていく預言者ヨナ; ヨナは小屋を建て、神が彼のために育てた植物(瓢箪または葡萄の木)の陰を見て楽しみながら、町の運命を期待する
71V43|瓢箪(または葡萄の木)は虫に食われ、ヨナは焼けつくような太陽光線にさらされる
71V44|再びヨナが不平を言い、死を望むと、神は彼を叱責する
71W|ヨブ記
71W1|ヨブの富と敬虔 (ヨブ記 1:1-5)
71W11|ヨブの富
71W111|ヨブの子どもたち; 七人の息子と三人の娘
71W112|姉妹を招いて宴を催すヨブの息子たち
71W12|ヨブの敬虔
71W121|自身の子どもたちを聖別するために、犠牲をささげるヨブ
71W122|貧しい人々を救済するために慈善行為をするヨブ
71W2|神の前に集まる「神の子」(天使たち)とサタン (ヨブ記 1:6-12)
71W21|神は、ヨブの徳を試すことをサタンに許可する
71W22|ヨブの徳を試しに出かけるサタン
71W3|最初の苦難の連続 (ヨブ記 1:13-22)
71W31|ヨブの前にあらわれた使者たちは、それぞれ新たな災難を報告する
71W311|最初の使者は、シェバ人によってヨブの牡牛とロバが窃盗されることを報告する
71W3111|シェバ人による、ヨブの牡牛とロバの窃盗
71W312|二人目の使者は、ヨブの羊と羊飼いを稲妻が撃つと報告する
71W3121|稲妻によって撃たれるヨブの羊と羊飼い
71W313|三人目の使者は、カルデア人の三部隊によってヨブのラクダが強奪されると報告する
71W3131|カルデア人の三部隊による、ヨブのラクダの強奪
71W314|最後の使者は、宴会を開いている最中に家が嵐によって破壊され、ヨブの子どもたちが死ぬことを報告する
71W3141|ヨブの子どもたちの死
71W32|嘆き悲しんで衣を裂き、髪をそり落とすヨブ
71W33|地面にひれ伏し、神の意向に対する忍従を表明するヨブ
71W4|再び神の前に集まる「神の子」(天使たち)とサタン (ヨブ記 2:1-6)
71W41|神は、さらにヨブの徳を試すことをサタンに許可する
71W42|ヨブの徳をさらに試しに出かけるサタン
71W5|堆肥の上のヨブ (ヨブ記 2:7-13)
71W51|傷(または癤)で覆われたヨブは、堆肥(または散り積もった灰)の上に座り、素焼きのかけらで身体をかきむしる
71W52|ヨブを侮辱し、ひどく苦しめるサタン(または悪魔)を伴う、堆肥の上のヨブ; ヨブの妻も居合わせる場合がある
71W521|サタンあるいは竜のような怪物によって、傷を負った頭から足までを打たれるヨブ; ヨブは毒性の煙を吹きかけられる
71W522|ヨブを鞭で打つサタン
71W53|堆肥の上のヨブのもとを訪ねる妻
71W531|ヨブの妻は夫を侮辱する; サタンが居合わせる場合がある
71W5311|妻に叱責されるヨブ
71W5312|手桶の水を夫に注ぐヨブの妻
71W532|食料を持ってくるヨブの妻; 彼女はたいてい、鼻をつまみながら竿の上のパンに手を伸ばしている; ヨブの友人たちが居合わせる場合がある
71W54|堆肥の上のヨブを訪ねる友人たち(と妻)
71W541|ヨブの不幸を慰めに、彼のもとへ行くエリファズ、ビルダド、ツォファル (三人の友人は、王として描かれる場合がある)
71W542|ヨブを認識して、泣き、嘆き悲しんで衣を裂くエリファズ、ビルダド、ツォファル
71W543|七日間、黙りこくって、ヨブとともに地面に座るエリファズ、ビルダド、ツォファル
71W544|信仰心を放棄することを拒んで、友人たち(と妻)から嘲笑されるヨブ
71W55|堆肥の上のヨブを訪ねる御使い; 御使いはヨブを慰めようとする
71W56|堆肥の上のヨブを訪ねる音楽家
71W561|ヨブを慰めようとする音楽家、とくにラッパ奏者; のちに金貨に変わる、傷の痂皮で支払いをするヨブ
71W5611|音楽家を連れてくるヨブの妻
71W562|派手な騒ぎをする音楽家に嘲弄されるヨブ
71W6|友人たちと議論するヨブ
71W61|ヨブの哀歌 (ヨブ記 3)
71W61(...)|ヨブの哀歌 (ヨブ記 3) (書、章、節を伴う)
71W62|対話 〜 友人たちと議論するヨブ (ヨブ記 4-31)
71W62(...)|対話 〜 友人たちと議論するヨブ (書、章、節を伴う)
71W62(Job 4:11)|「獲物がなくて滅びる強い獅子」 〜 ヨブと友人たちの対話
71W63|ヨブの三人の友人に加わり、演説をするエリフ (ヨブ記 32-37)
71W63(...)|ヨブの三人の友人に加わり、演説をするエリフ (書、章、節を伴う)
71W63(Job 34:26)|邪悪な者は非難される 〜 ヨブに返答するエリフ
71W64|竜巻の中から、ヨブに向けて話す神 (ヨブ記 38 - 42:6)
71W64(...)|竜巻の中から、ヨブに向けて話す神 (書、章、節を伴う)
71W64(Job 38:7)|夜明けの星がこぞって歌う時 〜 ヨブに向けて話す神
71W64(Job 40:15-24)|「見よ、ベヘモットを」 〜 ヨブに向けて話す神
71W64(Job 41)|「お前はレビヤタンを引き出すことができるか」 〜 ヨブに向けて話す神
71W641|自身を卑下し、無知に話していたことを認めるヨブ 〜 ヨブに向けて話す神
71W65|ヨブ記の結び (ヨブ記 42:7-9)
71W651|神から戒告され、犠牲をささげるよう命じられるヨブの友人たち
71W652|友人たちのために祈りをささげるヨブ
71W7|盛運を取り戻すヨブ; ヨブの晩年期 (ヨブ記 42:10-17)
71W71|ヨブのかつての財産は二倍になる
71W72|ヨブのもとを訪れる兄弟と友人たち
71W721|ヨブの兄弟と友人たちは皆、ヨブに贈り物を与える
71W73|ヨブに祝福を与える神
71W74|また十人の子どもをもうけるヨブ
71W741|ヨブと美しい三人の娘たち
71W75|主に感謝するヨブ
71W76|ヨブの死
71W761|ヨブの昇天
71X|詩的な書: 詩篇とソロモンの雅歌
71X1|詩篇
71X1(...)|詩篇 (書、章、節を伴う)
71X1(...)1|詩篇 (書、章、節を伴う) - 詩篇 〜 旧約聖書からの場面
71X1(...)2|詩篇 (書、章、節を伴う) - 詩篇 〜 新約聖書からの場面
71X1(...)3|詩篇 (書、章、節を伴う) - 詩篇 〜 聖書に描かれていないキリスト教のモティーフ
71X1(...)4|詩篇 (書、章、節を伴う) - 詩篇 〜 その他の場面
71X1(Ps. 1:1)|「Beatus vir - その男は幸いである」
71X1(Ps. 1:1)1|「Beatus vir - その男は幸いである」 - 詩篇 〜 旧約聖書からの場面
71X1(Ps. 1:1)2|「Beatus vir - その男は幸いである」- 詩篇 〜 新約聖書からの場面
71X1(Ps. 1:1)3|「Beatus vir - その男は幸いである」- 詩篇 〜 聖書に描かれていないキリスト教のモティーフ
71X1(Ps. 1:1)4|「Beatus vir - その男は幸いである」 - 詩篇 〜 その他の場面
71X1(Ps. 3)|「息子アブサロムから逃れた時の、ダヴィデの詩」
71X1(Ps. 3)1|「息子アブサロムから逃れた時の、ダヴィデの詩」 〜 アブサロムから逃れるダヴィデ
71X1(Ps. 3)2|「息子アブサロムから逃れた時の、ダヴィデの詩」 - 詩篇 〜 新約聖書からの場面
71X1(Ps. 3)3|「息子アブサロムから逃れた時の、ダヴィデの詩」 - 詩篇 〜 聖書に描かれていないキリスト教のモティーフ
71X1(Ps. 3)4|「息子アブサロムから逃れた時の、ダヴィデの詩」 - 詩篇 〜 その他の場面
71X1(Ps. 22:18)|「彼らはわたしの着物を分ける」
71X1(Ps. 22:18)1|「彼らはわたしの着物を分ける」 - 詩篇 〜 新約聖書からの場面
71X1(Ps. 22:18)2|「彼らはわたしの着物を分ける」 〜 キリストの衣をめぐってくじを引く兵士たち
71X1(Ps. 22:18)3|「彼らはわたしの着物を分ける」 - 詩篇 〜 聖書に描かれていないキリスト教のモティーフ
71X1(Ps. 22:18)4|「彼らはわたしの着物を分ける」 - 詩篇 〜 その他の場面
71X1(Ps. 26:1)|「Dominus illuminatio - 主は私の光です」
71X1(Ps. 26:1)1|「Dominus illuminatio - 主は私の光です」 - 詩篇 〜 旧約聖書からの場面
71X1(Ps. 26:1)2|「Dominus illuminatio - 主は私の光です」 - 詩篇 〜 新約聖書からの場面
71X1(Ps. 26:1)3|「Dominus illuminatio - 主は私の光です」 - 詩篇 〜 聖書に描かれていないキリスト教のモティーフ
71X1(Ps. 26:1)4|「Dominus illuminatio - 主は私の光です」 - 詩篇 〜 その他の場面
71X1(Ps. 38:1)|「Dixi custodiam - 私は言った、注意するよ」
71X1(Ps. 38:1)1|「Dixi custodiam - 私は言った、注意するよ」 - 詩篇 〜 旧約聖書からの場面
