0|抽象，非具象芸術
11H(SEBALD)32|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 洗礼, 聖別, 誓いを立てる男性聖人
11H(SEBALD)33|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 世俗品の放棄, 禁欲的生活の男性聖人
11H(SEBALD)34|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - (諸)幻視, 男性聖人の神秘の結婚
11H(SEBALD)35|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 男性聖人の誘惑
11H(SEBALD)36|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 男性聖人の悔悛
11H(SEBALD)37|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 瞑想する男性聖人, 恍惚状態
11H(SEBALD)4|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 非奇跡的行為と出来事 ~ 男性聖人
11H(SEBALD)5|奇跡的行為と出来事 ~ 聖セバルドゥス
11H(SEBALD)51|失明した人を治す聖セバルドゥス
11H(SEBALD)52|聖セバルドゥスとウィリバルドとウィニバルドの出会い; 彼は水をワインに、石をパンに変える
11H(SEBALD)53|つららから燃え盛る炎を作る聖セバルドゥス
11H(SEBALD)59|奇跡的行為と出来事 ~ 聖セバルドゥス - 聖痕を受ける男性聖人
11H(SEBALD)6|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 男性聖人の殉教, 苦しみ, 災難, 死
11H(SEBALD)68|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 男性聖人の死, 臨終
11H(SEBALD)69|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 男性聖人の死体の虐待
11H(SEBALD)7|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 男性聖人の神格化, 栄光, 勝利
11H(SEBALD)8|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 死後の出来事 ~ 男性聖人
11H(SEBALD)81|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 男性聖人の遺物の発見, 遷移
11H(SEBALD)82|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 男性聖人の遺物の処理中に起こる奇跡
11H(SEBALD)83|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 男性聖人の死後の行い, 出現
11H(SEBALD)84|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 男性聖人の列福, 列聖
11H(SEBALD)9|隠修士かつ巡礼者のニュルンベルクのセバルドゥス; 可能性のあるアトリビュート: 冠 (足元または本の上に), 教会模型 - 男性聖人の肖像
11H(SEBASTIAN)|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹
11H(SEBASTIAN)0|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 一群の中に表される男性聖人
11H(SEBASTIAN)1|特定の様相 ~ 聖セバスティアヌス
11H(SEBASTIAN)11|ペストの守護聖人としての聖セバスティアヌス
11H(SEBASTIAN)111|ペスト患者のために執り成しをする聖セバスティアヌス
11H(SEBASTIAN)119|ペストの矢から信者達を守るマントを着た聖セバスティアヌス
11H(SEBASTIAN)12|特定の様相 ~ 聖セバスティアヌス - 記述, 勉学, 教育, 口述する男性聖人 (例  教会博士として)
11H(SEBASTIAN)13|特定の様相 ~ 聖セバスティアヌス - 修道会創立者としての男性聖人
11H(SEBASTIAN)131|特定の様相 ~ 聖セバスティアヌス - 男性聖人 ~ 修道会の承認, (諸)規則の認可
11H(SEBASTIAN)2|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 男性聖人の人生初期
11H(SEBASTIAN)3|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 男性聖人の私的祈祷
11H(SEBASTIAN)31|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 男性聖人の召命, 改宗
11H(SEBASTIAN)32|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 洗礼, 聖別, 誓いを立てる男性聖人
11H(SEBASTIAN)33|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 世俗品の放棄, 禁欲的生活の男性聖人
11H(SEBASTIAN)34|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - (諸)幻視, 男性聖人の神秘の結婚
11H(SEBASTIAN)35|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 男性聖人の誘惑
11H(SEBASTIAN)36|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 男性聖人の悔悛
11H(SEBASTIAN)37|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 瞑想する男性聖人, 恍惚状態
11H(SEBASTIAN)4|非奇跡的行為と出来事 ~ 聖セバスティアヌス
11H(SEBASTIAN)41|処刑に向かう途中 (または獄中) のマルクスとマルケリヌスに熱心に説く聖セバスティアヌス
11H(SEBASTIAN)5|奇跡的行為と出来事 ~ 聖セバスティアヌス
11H(SEBASTIAN)51|聖セバスティアヌスの奇跡の癒し
11H(SEBASTIAN)59|奇跡的行為と出来事 ~ 聖セバスティアヌス - 聖痕を受ける男性聖人
11H(SEBASTIAN)6|聖セバスティアヌスの殉教, 苦しみ, 災難, 死
11H(SEBASTIAN)61|ローマ皇帝の前の聖セバスティアヌス: 偶像を破壊する聖セバスティアヌス
11H(SEBASTIAN)62|1本の木または柱に縛られた聖セバスティアヌスが矢で射抜かれる
11H(SEBASTIAN)621|矢に貫かれた聖セバスティアヌス、射手が見えている
11H(SEBASTIAN)63|矢を取り除く未亡人イレーネによって癒される聖セバスティアヌス
11H(SEBASTIAN)64|木または柱から解放し、矢を取り除く天使達に助けられる聖セバスティアヌス
11H(SEBASTIAN)68|聖セバスティアヌスが罵倒されるまたは殴り殺される
11H(SEBASTIAN)69|聖セバスティアヌスの遺体がローマの大下水道であるクロアカ・マキシマに投げ捨てられる
11H(SEBASTIAN)691|クロアカ・マキシマから聖セバスティアヌスの遺体を取り戻すルキナ
11H(SEBASTIAN)7|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 男性聖人の神格化, 栄光, 勝利
11H(SEBASTIAN)8|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 死後の出来事 ~ 男性聖人
11H(SEBASTIAN)81|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 男性聖人の遺物の発見, 遷移
11H(SEBASTIAN)82|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 男性聖人の遺物の処理中に起こる奇跡
11H(SEBASTIAN)83|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 男性聖人の死後の行い, 出現
11H(SEBASTIAN)84|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 男性聖人の列福, 列聖
11H(SEBASTIAN)9|殉教者セバスティアヌス; 可能性のあるアトリビュート: 矢 (複数の矢), 弓, 樹幹 - 男性聖人の肖像
11H(SERVATIUS)|トンヘレンおよびマーストリヒトの司教、セルヴァティウス; 可能性のあるアトリビュート: 下駄 (木製の靴), 竜, 鷲, 鍵
11H(SERVATIUS)0|トンヘレンおよびマーストリヒトの司教、セルヴァティウス; 可能性のあるアトリビュート: 下駄 (木製の靴), 竜, 鷲, 鍵 - 一群の中に表される男性聖人
11H(SERVATIUS)1|トンヘレンおよびマーストリヒトの司教、セルヴァティウス; 可能性のあるアトリビュート: 下駄 (木製の靴), 竜, 鷲, 鍵 - 特定の様相 ~ 男性聖人
11H(SERVATIUS)11|トンヘレンおよびマーストリヒトの司教、セルヴァティウス; 可能性のあるアトリビュート: 下駄 (木製の靴), 竜, 鷲, 鍵 - 守護者, 庇護者, 仲介者としての男性聖人
11H(SERVATIUS)119|トンヘレンおよびマーストリヒトの司教、セルヴァティウス; 可能性のあるアトリビュート: 下駄 (木製の靴), 竜, 鷲, 鍵 - 信奉者達をマントで守る男性聖人, 'Schutzmantel (庇護マント)'
11H(SERVATIUS)12|トンヘレンおよびマーストリヒトの司教、セルヴァティウス; 可能性のあるアトリビュート: 下駄 (木製の靴), 竜, 鷲, 鍵 - 記述, 勉学, 教育, 口述する男性聖人 (例  教会博士として)
11H(SERVATIUS)13|トンヘレンおよびマーストリヒトの司教、セルヴァティウス; 可能性のあるアトリビュート: 下駄 (木製の靴), 竜, 鷲, 鍵 - 修道会創立者としての男性聖人
11H(SERVATIUS)131|トンヘレンおよびマーストリヒトの司教、セルヴァティウス; 可能性のあるアトリビュート: 下駄 (木製の靴), 竜, 鷲, 鍵 - 男性聖人 ~ 修道会の承認, (諸)規則の認可
11H(SERVATIUS)2|トンヘレンおよびマーストリヒトの司教、セルヴァティウス; 可能性のあるアトリビュート: 下駄 (木製の靴), 竜, 鷲, 鍵 - 男性聖人の人生初期
11H(SERVATIUS)3|聖セルヴァティウスの私的祈祷
11H(SERVATIUS)31|聖セルヴァティウスの私的祈祷 - 男性聖人の召命, 改宗
11H(SERVATIUS)32|聖セルヴァティウスの私的祈祷 - 洗礼, 聖別, 誓いを立てる男性聖人
11H(SERVATIUS)33|聖セルヴァティウスの私的祈祷 - 世俗品の放棄, 禁欲的生活の男性聖人
11H(SERVATIUS)34|聖セルヴァティウスの幻視
11H(SERVATIUS)341|聖ペテロが聖セルヴァティウスに銀の鍵を与える
11H(SERVATIUS)342| 天使が聖セルヴァティウスに司教杖と司教冠をもたらす
11H(SERVATIUS)35|聖セルヴァティウスの私的祈祷 - 男性聖人の誘惑
11H(SERVATIUS)36|聖セルヴァティウスの私的祈祷 - 男性聖人の悔悛
11H(SERVATIUS)37|聖セルヴァティウスの私的祈祷 - 瞑想する男性聖人, 恍惚状態
11H(SERVATIUS)4|トンヘレンおよびマーストリヒトの司教、セルヴァティウス; 可能性のあるアトリビュート: 下駄 (木製の靴), 竜, 鷲, 鍵 - 非奇跡的行為と出来事 ~ 男性聖人
11H(SERVATIUS)5|奇跡的行為と出来事 ~ 聖セルヴァティウス
11H(SERVATIUS)51|鷲が日影を作り、彼を扇ぐ間、日向で眠る聖セルバティス; フン族の王、恐らくはアッティラがそれを見て、悔悛する
11H(SERVATIUS)52|竜を殺す聖セルヴァティウス
11H(SERVATIUS)59|奇跡的行為と出来事 ~ 聖セルヴァティウス - 聖痕を受ける男性聖人
11H(SERVATIUS)6|聖セルヴァティウスの殉教, 苦しみ, 災難, 死
11H(SERVATIUS)68|聖セルヴァティウスは下駄 (木製の靴)で打ち殺される
11H(SERVATIUS)681|天使達に埋葬される聖セルヴァティウス
11H(SERVATIUS)69|聖セルヴァティウスの殉教, 苦しみ, 災難, 死 - 男性聖人の死体の虐待
11H(SERVATIUS)7|トンヘレンおよびマーストリヒトの司教、セルヴァティウス; 可能性のあるアトリビュート: 下駄 (木製の靴), 竜, 鷲, 鍵 - 男性聖人の神格化, 栄光, 勝利
11H(SERVATIUS)8|死後の出来事 ~ 聖セルヴァティウス
11H(SERVATIUS)81|死後の出来事 ~ 聖セルヴァティウス - 男性聖人の遺物の発見, 遷移
11H(SERVATIUS)82|死後の出来事 ~ 聖セルヴァティウス - 男性聖人の遺物の処理中に起こる奇跡
11H(SERVATIUS)83|ブドウ園を略奪する泥棒は聖セルヴァティウスによって石化される
11H(SERVATIUS)84|死後の出来事 ~ 聖セルヴァティウス - 男性聖人の列福, 列聖
11H(SERVATIUS)9|トンヘレンおよびマーストリヒトの司教、セルヴァティウス; 可能性のあるアトリビュート: 下駄 (木製の靴), 竜, 鷲, 鍵 - 男性聖人の肖像
11H(SEVEN SLEEPERS)|エフェソスの7人の眠り聖人 (子供); 可能性のあるアトリビュート: 羊飼いの小物袋 (バッグ), 羊飼いの杖
