4|社会, 文明, 文化
46C219|即席に作ったまた通常でない氷上の交通
46C22|入港する
46C221|港へ向かう船
46C222|投錨地の船, 停泊地
46C223|港
46C2231|埠頭, 岸壁, 波止場
46C2232|係留ブイ, 係船柱
46C2233|渡り板 , タラップ
46C2234|港湾設備
46C22341|岸壁クレーン
46C2235|倉庫 (~ 港)
46C2236|艇庫, 小屋
46C2237|船, 陸上のボート, 浜に乗り上げられたボート
46C23|人または動物によって推進されるボート
46C231|引き船, はしけ
46C232|こぎ舟,  カヌー等
46C2321|前を向いて手漕ぎする、押す
46C2322|後ろ向きで手漕ぎする, 引く
46C23221|三段櫂船, ガレー船
46C2323|オールで漕ぐ, スカルで漕ぐ
46C23231|ゴンドラ
46C2324|カヌーイング
46C2325|さおで進ませる, さおで漕ぐ
46C233|海の (架空の) 動物(達) によって引かれるボートまたは車両
46C24|帆船, ヨット
46C24(...)|帆船, ヨット (名称を伴う)
46C241|帆船の索具
46C2411|帆船の索具の部分
46C2411(...)|帆船の索具の部分 (名称を伴う)
46C24111|帆
46C24112|縄ばしご
46C25|汽船, 発動機船
46C251|外輪船
46C252|潜水艦
46C253|潜水鐘, 潜水球
46C254|砕氷船
46C255|引き船で引く, 押し船
46C256|貨物船
46C2561|自航運搬船
46C257|定期客船
46C26|蒸気船
46C261|機帆船
46C27|乗組員と乗客 ~ 船
46C271|乗組員 ~ 船
46C2711|船員
46C2711(...)|船員 (階級の名称 を伴う)
46C2711(SAILOR)|船員: 水兵
46C2712|規律と罰 (船上)
46C2713|許可されて上陸休暇に出ている, 上陸許可を得た船員
46C2719|船上での反乱
46C272|乗客 ~ 船
46C273|船上での祝賀
46C2731|赤道を横切りながらの船上での祝賀 (ネプチューン)
46C279|密航者 ~ 船
46C28|航海と操縦 ~ 船
46C280|Navigatione' (リーパ)
46C281|信号 ~ 航海
46C2811|暴風雨信号 ~ 航海
46C282|海上での位置決定法; 航海計器
46C2821|星や月の助けを借りた位置決定法
46C2822|四分儀, 六分儀, 八分儀 (航海計器)
46C2823|アストロラーベ
46C283|灯台
46C2831|灯台, 灯台船
46C2832|ベルブイ, 警笛を発するブイ
46C2833|ライトブイ
46C284|水深を測る, 深浅調査
46C285|船を操縦する
46C2851|操縦室での (操縦)
46C2852|舵を取って (操縦)
46C2853|水先案内船
46C2854|見張り台での見張り
46C286|船を浅瀬にあげる
46C2861|転開橋 (オランダ語: 'overtoom')
46C2862|シップ・キャメル(浅瀬に船を上げるために使う装置)
46C289|幽霊船, 幽霊の船
46C2891|フライング・ダッチマン (幽霊船)
46C29|船の事故; 海上での病また死
46C291|難破
46C292|溺れる、遭難する人
46C2921|救命艇
46C2922|いかだ
46C2923|船外に落ちる
46C29231|船外に投げ出される
46C293|救難作業
46C2931|溺れかかった人を助ける
46C2932|救命帯, 救命ブイ
46C294|陸上で難破
46C2941|海難救助する
46C295|船を難破に導く
46C2951|大波, 難破船荒らし
46C296|船酔い
46C297|水葬
46C298|損傷 (船への)
46C3|航空交通, 飛行
46C31|動物 (達) の上または助けを借りて飛ぶ
46C32|物体 (複数) の上または助けを借りて飛ぶ
46C33|自動推進式飛行
46C34|気球 (飛行)
46C35|飛行船, ツェッペリン型飛行船
46C36|航空機, 飛行機
46C361|航空機の部品、付属品
46C3611|航空機の部品
46C3611(...)|航空機の部品 (名称を伴う)
46C362|乗組員と乗客 ~ 飛行
46C3621|乗務員 ~ 飛行
46C36211|航空機乗組員
46C362111|パイロット
46C36212|客室乗務員
46C362121|エアホステス, スチュワーデス, 客室係, パーサー
46C36213|地上勤務員 ~ 飛行
46C3622|航空旅客
46C37|その他の航空機
46C371|ヘリコプター
46C372|オートジャイロ (飛行)
46C373|ホバークラフト
46C38|飛行場, 空港
46C381|構造物, 建造物 ~ 飛行場, 空港
46C3811|航空管制塔
46C3812|格納庫
46C39|墜落事故, 航空機事故, 飛行事故
46C4|宇宙航行学, 宇宙旅行, 惑星間旅行
46C41|ロケット (宇宙航行学)
46C42|宇宙船; カプセル, ステーション
46C43|宇宙飛行士, (特に旧ソ連の)宇宙飛行士
46C49|UFO, 空飛ぶ円盤
46C491|宇宙人
46C5|旅行; 観光旅行
46C51|旅行の状況
46C511|準備 ~ 旅行
46C512|出発 ~ 旅行
46C5121|手を振って別れを告げる ~ 旅立ち
46C513|移動中 (en route)', 旅行中の旅人
46C5131|道を尋ねる
46C5132|地図を調べる
46C5133|ヒッチハイク
46C5134|強盗(達) に襲撃される旅行者 (達)
46C5135|(旅人) 戸外にて休息する
46C5136|運搬人, 運ぶ人
46C514|到着と帰還 ~ 旅行
46C5141|歓迎される ~ 旅行
46C519|道に迷う; 道を見失う; 迷子になる
46C52|ホテル, 宿屋, 小旅館
46C521|フロント (~ ホテル)
46C522|ホテルの部屋
46C53|移民
46C54|観光旅行
46C541|外出, 観光旅行
46C542|カルチャーツアー
46C5421|観光
46C54211|グランドツアー
46C5422|ガイド付き観光旅行
46C54221|案内人 (~ ガイド付き観光旅行)
46C5423|ガイドブック (~ 観光旅行)
46C543|ワールドツアー 例: 世界一周旅行
46C55|旅行かばん, 旅行必携品
46C551|トランク, スーツケース
46C552|ナップザック, リュックサック
46C56|土産 (~ 観光旅行)
46C57|想像上の旅; 異世界への旅, 'accès à un autre monde'
46CC21|船 (一般的な) - CC - 1隻以上の船
46CC211|造船所, ドック - CC - 1隻以上の船
46CC212|修繕する, コーキング, 片舷げんへ傾ける (~ 船) - CC - 1隻以上の船
46CC2121|乾ドック, 浮きドック - CC - 1隻以上の船
46CC213|船の模型 - CC - 1隻以上の船
46CC2131|瓶の中の船の模型 - CC - 1隻以上の船
46CC214|船の肖像画 - CC - 1隻以上の船
46CC215|船の外装の部分 - CC - 1隻以上の船
46CC215(...)|船の外装の部分 (名称を伴う) - CC - 1隻以上の船
46CC215(ANCHOR)|船の外装の部分: 錨 - CC - 1隻以上の船
46CC215(BOW)|船の外装の部分: 船首 - CC - 1隻以上の船
46CC215(FIGURE-HEAD)|船の外装の部分: 船首像 - CC - 1隻以上の船
46CC215(MAST)|船の外装の部分: マスト - CC - 1隻以上の船
46CC215(RUDDER)|船の外装の部分: 舵 - CC - 1隻以上の船
46CC216|船の内装の部分 - CC - 1隻以上の船
46CC216(...)|船の内装の部分 (名称を伴う) - CC - 1隻以上の船
46CC219|即席に作ったまた通常でない氷上の交通 - CC - 1隻以上の船
46D|出版, ジャーナリズム
46D1|ニュースの口頭拡散, 町の触れ役
46D2|小冊子を配布する
46D3|新聞, 簡易新聞
46D31|新聞の販売, 新聞売店
46D32|新聞売り, 新聞配達人
46D33|(新聞の) 配達
46D4|週刊, 月刊, 雑誌等
46D41|扇動的な出版, 'canard'
46D5|印刷工
46D51|編集委員会
46D52|ジャーナリスト, 記者
46D53|新聞社のために働く写真家
46D54|インタビューする
46E|郵便、電信と電話; 通信手段
46E1|電報配達人
46E11|電報配達人の箱
46E12|電報配達人のバッジ
46E13|配送サービス交代要員, 急使
46E2|郵便業務
46E21|郵便局
46E211|郵便配達員
46E212|郵便車
46E2121|活動範囲 (~ 郵便車)
46E213|郵便箱, 郵便ポスト
46E22|郵便物
46E221|手紙, 封筒
46E222|葉書, 絵葉書
46E223|小包, 小荷物
46E224|電報
46E225|切手 (~ 郵便物)
46E23|郵便物を送るまた受け取る
46E231|郵便物の送付、梱包
46E232|配達する; 受理する (~ 郵便物)
46E2321|朗報、吉報を受理する
46E2322|凶報、悪い知らせを受理する
46E3|動物の使者 (犬, 鳩)
46E31|犬 (使者としての)
46E32|鳩 (使者としての)
46E4|視覚信号
46E41|旗 (~ 信号)
46E411|マストから翻る旗
46E412|旗を使った手動の信号
46E42|手旗信号
46E43|信号に使われる照明、火、煙等
46E43(...)|信号に使われる照明、火、煙等 (名称を伴う)
46E43(ROCKET)|信号に使われる照明、火、煙等: ロケット
46E5|音響信号
46E51|器具を用いない音響信号
46E52|器具を用いた音響信号
46E521|ベル ~ 音響信号
46E522|拡声器, 伝声器 ~ 音響信号
46E523|ガラガラ ~ 音響信号
46E524|サイレン ~ 音響信号
46E525|ホイッスル ~ 音響信号
46E526|その他の器具 ~ 音響信号
46E6|電気また電子の(遠距離) 通信手段
46E61|(モールス) 通信
46E610|電報 (寓意)
46E611|テレックス
46E612|電信柱, 電柱
46E62|電話
46E621|公衆電話ボックス
46E622|(他の) 電話機器
46E6221|ファックス機
46E6222|携帯電話
46E6223|留守番電話 ~ 電話機器
46E63|ラジオ, 無線, ラジオ放送
46E631|ラジオテレグラム, トランシーバー
46E632|ラジオ放送スタジオ
46E64|テレビ, テレビ放送
46E641|空中線, アンテナ; 国内衛星放送受信用アンテナ
46E6411|通信塔, 空中線塔, 無線塔, テレビ塔
46E642|テレビ放送スタジオ
46E65|蓄音機, グラモフォン; 録音された音またビデオを再生する
46E651|レコード盤, ディスク, コンパクトディスク
46E652|オーディオおよびビデオ再生機器
46E6521|オーディオまたはビデオプレーヤー
46E653|オーディオとビデオプレーヤー付属品
46E6531|オーディオ・アクセサリー
46E65311|アンプ
46E65312|スピーカー
46E653121|ヘッドホン
46E6532|ビデオアクセサリー
46E65321|モニター, 画面
46E66|テープレコーダー, ビデオレコーダー; 記録する
46E661|テープ, カセット, 巻き取り物質 ~ 記録する
46E662|記録する器具と付属品
46E6621|マイクロフォン
46E663|記録するスタジオ
46E67| 電気通信の構造と設備
46E671|電気通信ネットワーク
46E6711|コンピュータネットワーク
46E67111|インターネット (コンピュータネットワーク)
46E672|通信衛星
46E673|モデム
46E7|位置決定の手段
46E71|位置決定の聴覚手段
46E72|位置決定の視覚手段
46E73|位置決定の電気を用いた手段
46E731|レーダー
46E8|他の通信手段
46E81|話しをする像 (statue parlanti)' による伝達手段, ローマのマルフォリオやパスクィーノのような
47|工芸と産業
470|機械的技術 (Artes Mechanicae)' (機織学, 兵器学, 航海学, 農学, 狩猟学, 医学, 演劇学)
47A|産業構造
47A1|産業構造物、工場の外観
47A11|工房
47A12|工場建物
47A121|煙突
47A122|溶鉱炉
47A13|戸外での産業企業
47A2|産業構造物の内部 (処理された材料や製造された製品に関係なく)
47A21|工房内部
47A211|作業台
47A212|火, オーブン, 炉 ~ 産業構造の内部
47A22|工場内部, 機械工場
47A221|組立ライン
47A23|研究室
47B|手工芸と産業
47B1|手工芸品, 仕事中の職人
47B11|手工芸品 ~ 金属
47B111|金属細工師
47B1111|蹄鉄工
47B11111|蹄鉄
47B1112|鉄砲かじ, 銃製造者, 兵器工
47B1113|錠前師
47B112|銅細工師, 真鍮細工師
47B113|白目細工師, スズ細工師
47B114|釣鐘鋳造師
47B115|貨幣鋳造者
47B116|他の手工芸品 ~ 金属
47B116(...)|他の手工芸品 ~ 金属 (展示会と専門会議の名称 を伴う)
47B12|手工芸品 ~ 貴石と半貴石
47B121|宝石細工人
47B122|ダイヤモンド研磨業者, ダイヤモンド研磨工
47B13|手工芸品 ~ 石
47B131|石工
47B132|石割り工
47B14|手工芸品 ~ 粘土, 砂, 白亜
47B141|煉瓦屋
47B142|石灰焼成場
47B15|手工芸品 ~ ガラス
47B151|ガラス製造人
47B152|鏡製造人
47B153|光学機器製造業者
47B154|レンズ研磨工 
47B155|他の手工芸品 ~ ガラス
47B155(...)|他の手工芸品 ~ ガラス (展示会と専門会議の名称 を伴う)
47B16|手工芸品 ~ 植物性物質
47B161|手工芸品 ~ 木材
47B1611|大工
47B1612|木挽
47B1613|木材旋盤工
47B1614|木彫師
47B1615|他の手工芸品 ~ 木材
47B1615(...)|他の手工芸品 ~ 木材 (展示会と専門会議の名称 を伴う)
47B162|手工芸品 ~ 他の植物性物質
47B162(...)|手工芸品 ~ 他の植物性物質 (展示会と専門会議の名称 を伴う)
47B17|手工芸品 ~ 動物性物質
47B171|製革
47B1711|皮を剥ぐ人
47B1712|なめし革業者
47B1713|毛皮商人
47B1714|他の手工芸品 ~ 革
47B1714(...)|他の手工芸品 ~ 革 (展示会と専門会議の名称 を伴う)
47B172|手工芸品 ~ 他の動物性物質
47B172(...)|手工芸品 ~ 他の動物性物質 (職業の名称 を伴う)
47B18|手工芸品 ~ 食料、飲料、刺激物等の生産
47B181|手工芸品 ~ 食料
47B181(...)|手工芸品 ~ 食料 (展示会と専門会議の名称 を伴う)
47B1811|パン職人
47B18111|角笛を鳴らすパン職人
47B1812|菓子職人
47B1813|ペストリー職人
47B1814|肉屋, 食肉処理者
47B1815|他の手工芸品 ~ 食料
47B182|手工芸品 ~ 飲料
47B1821|醸造者
47B1822|蒸留ジン製造所
47B1823|他の手工芸品 ~ 飲料
47B1823(...)|他の手工芸品 ~ 飲料 (展示会と専門会議の名称 を伴う)
47B183|手工芸品 ~ 刺激物
47B19|様々な他の手工芸品
47B19(...)|様々な他の手工芸品 (展示会と専門会議の名称 を伴う)
47B191|手工芸品 ~ 保修
47B191(...)|手工芸品 ~ 保修 (展示会と専門会議の名称 を伴う)
47B192|製粉業者
47B2|産業
47B21|産業 ~ 金属
47B211|鉄鋼業
47B2111|重工業
47B212|輸送工学
47B22|産業 ~ 石
47B23|産業 ~ 粘土, 砂, 白亜, 等
47B231|煉瓦工場
47B232|石灰工場
47B233|セメント工場
47B234|陶器製造業
47B235|ガラス産業
47B24|産業 ~ 植物性物質
47B241|産業 ~ 木材
47B2411|製材所 (工場)
47B242|他の産業 ~ 植物性物質
47B25|産業 ~ 動物性物質
47B251|皮革産業
47B26|産業 ~食料, 飲料, 刺激物
47B27|化学工業
47B28|電子工業
47B29|他の産業
47C|工業プロセス, マテリアルハンドリング
47C1|準備, 洗浄, 仕分け, 選択 (工業プロセス, マテリアルハンドリング)
47C11|材料を配置する
47C12|材料を準備する
47C121|加熱、沸かすまたは蒸気をあてることで材料を準備する
47C1211|融解によって材料を準備する
47C122|冷却によって材料を準備する
47C123|湿潤によって材料を準備する
47C124|乾燥によって材料を準備する
47C125|供給により材料を準備する
47C13|材料の洗浄
47C131|漂白による材料の洗浄
47C132|砂吹きによる材料の洗浄
47C14|材料の仕分け、選択
47C141|ふるいにかける、ふるい分けによる材料の仕分け、選択
47C142|不要な部分を吹き飛ばすことによる材料の仕分け、選択
47C149|除外された部分, ごみ, 廃棄物 (工業プロセスの)
47C1491|除外された部分の収集
47C2|置換する, 除去する (工業プロセス)
47C21|掘る (工業プロセス)
47C211|浚渫する (工業プロセス)
47C22|積み上げる (工業プロセス)
47C23|伸ばす (工業プロセス)
47C24|移す, 運ぶ (工業プロセス)
47C241|水平運搬 (工業プロセス)
47C242|鉛直輸送, 巻き上げる(工業プロセス)
47C243|物品の移送の他の方法 ~ 産業
47C2431|押す (工業プロセス)
47C2432|引く (工業プロセス)
47C2433|転がす (工業プロセス)
47C2434|投げる (工業プロセス)
47C3|分ける (工業プロセス)
47C31|切断する (工業プロセス)
47C311|切り刻む (工業プロセス)
47C312|割る, 切り裂く (工業プロセス)
47C32|切り抜く, 刻む, 穴を開ける(工業プロセス)
47C33|のこぎりで挽く (工業プロセス)
47C34|彫る, 刻む (工業プロセス)
47C35|かんなで削る, やすりをかける, 削り落とす (工業プロセス)
47C36|細かく刻む (工業プロセス)
47C37|挽く(工業プロセス)
47C38|粉砕する, 押しつぶす (工業プロセス)
