5|Idées et Concepts Abstraits
71L2439|Sennachérib s'en retourne à Ninive
71L24391|comme Sennachérib se prosterne dans le temple, deux de ses fils le tuent avec leurs épées
71L244|la maladie et le rétablissement d'Ezékias (2 Rois 20:1-11; Isaïe 38)
71L2441|le roi Ezékias tombe malade et reçoit la visite d'Isaïe, qui lui dit de se préparer à mourir; Ezékias tourne son visage vers le mur, se met à prier et puis à pleurer
71L2442|comme Isaïe est sur le point de quitter le temple, Dieu lui dit de retourner auprès du roi et de lui annoncer son rétablissement
71L2443|Isaïe recommande de mettre des figues sur la tumeur du roi
71L2444|Ezékias demande un signe qui prouve que Dieu le guérira
71L24441|Isaïe prie Dieu et l'ombre recule de dix degrés sur le cadran solaire
71L2445|le chant de grâce d'Ezékias
71L245|Ezékias montrant ses trésors (2 Rois 20:12-19; Isaïe 39)
71L2451|le roi de Babylone, Merodak-Baladan, envoie une lettre et un présent à Ezékias
71L2452|Ezékias accueille les messagers et leur montre toutes ses richesses
71L24521|Isaïe vient auprès du roi Ezékias et lui prédit que tout ce qu'il possède sera emporté à Babylone
71L25|histoire de Manassé, fils d'Ezékias, roi de Juda (2 Rois 21:1-18; 2 Chroniques 33:1-20)
71L251|l'apostasie de Manassé
71L2511|Manassé rebâtit les hauts lieux et érige des autels à Baal
71L2512|Manassé bâtit des autels païens dans le temple de Jérusalem et adore les étoiles
71L2513|Manassé fait passer son fils par le feu
71L2514|Manassé pratique magie et divination
71L252|le malheur ramène Manassé au vrai Dieu
71L2521|le fils et successeur de Sennachérib, Assarhaddon de Syrie, envahit Juda et capture Manassé
71L2522|en captivité à Babylone, Manassé devient humble et prie Dieu de l'aider
71L25221|la prière de Manassé
71L2523|Manassé revient à Jérusalem et règne de nouveau
71L25231|le rempart de Jérusalem est consolidé ~ histoire de Manassé
71L25232|les idoles et les autels sont enlevés du temple de Jérusalem ~ histoire de Manassé
71L26|histoire d'Amon, fils de Manassé, roi de Juda (2 Rois 21:19-26; 2 Chroniques 33:21-25)
71L261|Amon adore les idoles
71L262|Amon est tué dans son palais
71L2621|le peuple de Juda fait périr les assassins d'Amon
71L27|histoire de Josias, fils d'Amon, roi de Juda (2 Rois 22:1 - 23:30; 2 Chroniques 34-35)
71L271|le livre de la Loi est découvert ~ histoire de Josias
71L2711|Josias ordonne de remettre le temple en état
71L2712|Saphan, le scribe, vient auprès du grand prêtre, Hilqiyyahu, celui-ci lui annonce avoir trouvé le livre de la Loi dans le temple
71L2713|Saphan lit à haute voix le livre de la Loi au roi, qui de consternation déchire ses vêtements
71L2714|le roi Josias envoie Hilqiyyahu, Saphan et trois autres personnes haut placées à Hulda, la prophétesse, qui prédit que la punition de Jérusalem arrivera mais seulement après la mort de Josias
71L27141|Hilqiyyahu, Saphan et trois personnes haut placées font leur rapport à Josias
71L272|Josias supprime le culte païen
71L2721|Josias convoque au temple les anciens, les prêtres et tout le peuple
71L27211|le roi Josias donne lecture du livre de la Loi au peuple assemblé
71L2722|se tenant près de la colonne, le roi Josias conclut avec Dieu une alliance, qui l'oblige à agir selon la Loi
71L27221|le peuple promet également d'agir selon la loi ~ histoire de Josias
71L2723|toutes les idoles sont enlevées du temple, brûlées et leurs cendres réduites en poussière
71L27231|Josias enlève les chevaux et brûle les chars utilisés pour le culte du dieu solaire
71L2724|les prêtres païens sont ou bien tués ou bien relevés de leur fonction ~ histoire de Josias
71L2725|tous les hauts lieux païens de tout le royaume sont souillés et détruits ~ histoire de Joas
71L27251|l'autel de Béthel est profané : on brûle sur l'autel des ossements pris dans des tombes avoisinantes (la tombe du prophète de Juda est épargnée) ~ histoire de Joas
71L2726|les sorciers et magiciens sont supprimés ~ histoire de Josias
71L273|Josias célèbre la Pâque
71L2731|Josias assigne les tâches à accomplir aux Lévites et aux prêtres
71L2732|le roi Josias et ses officiels prélèvent sur leurs propres troupeaux des offrandes pour les sacrifices du festival
71L2733|les animaux sont tués et grillés sur le feu; d'autres offrandes sont cuites dans des marmites ~ Josias célébrant la Pâque
71L274|guerre avec les Égyptiens et mort de Josias
71L2741|le roi Néchao II d'Égypte traverse la Palestine avec son armée
71L2742|Josias marche au combat pour arrêter la progression du Pharaon
71L2743|Néchao envoie des ambassadeurs à Josias
71L2744|la bataille de Megiddo, Josias est touché par des flèches égyptiennes
71L2745|le corps de Josias est placé sur un char et amené à Jérusalem
71L2746|enterrement de Josias
71L28|histoire de Joachaz, fils de Josias, roi de Juda (2 Rois 23:31-34; 2 Chroniques 36:1-4)
71L281|Joachaz est fait prisonnier par le roi Néchao II et déporté en Égypte
71L29|histoire de Joachim, fils de Josias, roi de Juda (2 Rois 23:34 - 24:6; 2 Chroniques 36:5-8)
71L291|le roi Néchao II établit comme roi de Juda Eliaquim, le frère de Joachaz, et change son nom en Joachim
71L2911|Juda paie un large tribut au Pharaon
71L292|Nabuchodonosor de Babylone part en guerre contre l'Égypte, envahit Juda et Joachim devient un vassal de Babylone (2 Rois 24:1; 2 Chroniques 36:6-7; Daniel 1:1-2)
71L293|le roi Joachim se révolte contre Babylone
71L2931|des bandes syriennes, moabites et ammonites se joignent aux Babyloniens
71L2932|déclin de la vie et mort de Joachim
71L29321|Joachim est fait prisonnier et emmené enchaîné à Babylone
71L3|histoire des rois et du royaume de Juda (3e part.)
71L31|histoire de Joachin, fils de Joachim, roi de Juda (2 Rois 24:8-16, 25:27-30; 2 Chroniques 36:9-10)
71L311|Joachin devient roi
71L312|premier siège de Jérusalem ~ histoire de Joachin
71L3121|Nabuchodonosor s'empare de la ville; Joachin, sa mère, ses femmes et les princes royaux sont fait prisonniers et déportés (premier siège de Jérusalem)
71L31211|tous les trésors du temple et du palais de Jérusalem sont emmenés à Babylone ~ premier siège de Jérusalem
71L3122|dix mille Israélites, y compris le prophète Ézéchiel, sont déportés à Babylone ~ histoire de Joachin
71L313|quand Evil-Merodak devient roi de Babylone, Joachin est libéré de prison et reçoit la permission de prendre ses repas le reste de sa vie à la table du roi (2 Rois 25:27-30; Jérémie 52:31-34)
71L32|histoire de Sédécias, roi de Juda (2 Rois 24:18 - 25:21; 2 Chroniques 36:11-21; Jérémie 52:1-30)
71L321|Nabuchodonosor établit Mattaniah, l'oncle de Joachin, roi et change son nom en Sédécias
71L322|second siège de Jérusalem ~ histoire de Sédécias
71L3221|Nabuchodonosor campe avec son armée à l'extérieur de Jérusalem (second siège de Jérusalem)
71L3222|une famine sévit dans la ville de Jérusalem ~ histoire de Sédécias
71L3223|une brèche est ouverte dans le rempart de Jérusalem; Sédécias et ses soldats s'échappent la nuit
71L3224|Sédécias est capturé par les Babyloniens
71L32241|Sédécias est enchaîné et amené devant Nabuchodonosor
71L32242|les fils de Sédécias sont mis à mort sous les yeux de leur père
71L322421|les hauts fonctionnaires de Juda sont exécutés ~ histoire de Sédécias
71L32243|les yeux de Sédécias sont crevés
71L323|la chute de Jérusalem ~ histoire de Sédécias
71L3231|Nebuzaradân, le chef de l'armée babylonienne, incendie le temple et le palais de Jérusalem (second siège de Jérusalem)
71L3232|le temple de Jérusalem est pillé ~ histoire de Sédécias
71L3233|le rempart de Jérusalem est démoli ~ histoire de Sédécias
71L3234|le grand prêtre et toutes les personnes haut placées qui étaient encore en ville sont amenés devant Nabuchodonosor, torturés et mis à mort
71L3235|le peuple de Juda, sauf les plus pauvres, sont déportés à Babylone ~ histoire de Sédécias
71L33|Godolias, gouverneur de Juda (2 Rois 25:22-26)
71L331|Godolias est nommé gouverneur du pays par Nabuchodonosor à Miçpa
71L332|Godolias persuade Yohanân (Joanan) et un certain nombre d'officiers et de soldats, qui ne s'étaient pas rendus, de demeurer en Juda et de servir le roi de Babylone
71L333|Ismaël et ses hommes attaquent Miçpa et tuent Godolias
71L3331|Godolias est tué pendant qu'il mange avec Ismaël et ses hommes (Jérémie 41:1-2)
71L334|quatre-vingt hommes venus pour offrir des sacrifices au temple sont tués et leurs corps jetés dans une citerne (Jérémie 41:4-7)
71L335|Yohanân et le reste des Judéens s'enfuient en Égypte (Jérémie 41:16-18)
71L4|le peuple juif en captivité à Babylone
71M|histoire d'Élie
71M1|Élie au bord du ruisseau Kerit (1 Rois 17:1-6)
71M11|Élie annonce au roi Achad que Dieu, en punition de l'apostasie d'Israël, enverra dans le pays une longue sécheresse
71M12|Élie nourri par des corbeaux : durant son séjour au bord du ruisseau Kerit le prophète est ravitaillé par des corbeaux
71M2|Élie et la veuve de Sarepta (1 Rois 17:7-24)
71M21|comme le ruisseau Kerit se dessèche, Élie s'en va à la ville de Sarepta; à l'entrée de la ville il rencontre une femme et son jeune fils ramassant du bois (il se peut que les branches de la femme soient disposées en forme de croix)
71M211|Élie demande à la femme de Sarepta d'aller lui chercher de la nourriture
71M22|Élie est ravitaillé par la veuve de Sarepta
71M221|le miracle de la cruche de farine et de la jarre d'huile : pour récompenser la femme de sa charité, Élie fait de sorte que, tant que la famine dure, sa réserve de farine et d'huile se renouvelle
71M23|Élie rend la vie à l'enfant de la veuve de Sarepta
71M231|le fils de la veuve de Sarepta tombe mortellement malade
71M232|la veuve de Sarepta se plaint à Élie
71M233|Élie prend l'enfant de la veuve de Sarepta et le porte en haut
71M234|Élie couche l'enfant de la veuve de Sarepta sur son lit et s'allonge trois fois sur l'enfant
71M2341|Élie prie Dieu ~ histoire de la veuve de Sarepta
71M235|Élie donne à la veuve de Sarepta son fils rendu à la vie
71M3|Élie rencontre de nouveau Achab (1 Rois 18:1-19)
71M31|événements préliminaires
71M311|la piété d'Obadyahu, le gouverneur de la maison d'Achab : comme la reine Jézabel fait périr les prêtres du Seigneur, Obadyahu cache cent d'entre eux dans une grotte et les ravitaille
71M312|Achab parcourt le pays à la recherche d'Élie et oblige ses hommes à jurer qu'ils n'ont pas pu trouver le prophète
71M32|Dieu ordonne à Élie de se présenter au roi Achab
71M33|alors que la famine bat son plein, Achab ordonne à Obadyahu d'aller chercher de l'herbe pour les chevaux et les mulets
71M34|en cours de route Obadyahu rencontre Élie, qui lui dit de faire venir le roi
71M35|Obadyahu informe Achab, qui s'en va à la rencontre d'Élie
71M36|Achab est réprimandé par Élie, qui lui demande d'assembler, pour une épreuve, les prêtres de Baal au mont Carmel
71M4|Élie défie les prêtres de Baal; fin de la sécheresse (1 Rois 18:20-46)
71M41|Achab fait venir les prêtres de Baal et le peuple d'Israël au mont Carmel
71M42|Élie s'adressant au peuple
71M43|deux autels pour y faire des sacrifices sont dressés ~ histoire d'Élie
71M431|un autel est préparé par les fidèles de Baal et un taureau est placé dessus; tous les cris, les danses sauvages et les automutilations des prêtres sont vains (le sacrifice sur le mont Carmel)
71M4311|Élie se moque des fidèles de Baal
71M432|Élie prend douze pierres et répare l'autel, qui avait été démoli; il prépare son sacrifice
71M4321|comme Élie prie, Dieu envoie du feu, qui consume non seulement le sacrifice mais aussi l'autel; le peuple se jette face contre terre
71M44|sur ordre d'Élie les prêtres de Baal sont amenés au bord du ruisseau Qishôn et tués
71M45|fin de la famine ~ histoire d'Élie (1 Rois 18:42-46)
71M451|Élie monte au sommet du mont Carmel où il se prosterne à terre; un serviteur est envoyé voir en direction de la mer si la pluie s'annonce
71M4511|le serviteur dit qu'il a vu un petit nuage ~ histoire d'Élie
71M452|sous une pluie torrentielle Achab, monté sur son char, rentre à Yizréel, tandis qu'Élie court devant lui
71M5|Élie et l'ange; Élie au mont Horeb (1 Rois 19:1-18)
71M51|Jézabel envoie un message à Élie le menaçant de mort
71M52|Élie s'enfuit au désert
71M521|Élie s'assied découragé sous un genêt et s'endort
71M53|un ange réveille Élie; un pain et une jarre d'eau sont généralement posés à côté de la tête d'Élie
71M531|un ange, tenant un pain et une cruche (ou bien un calice), éveille Élie
71M54|Élie arrive au mont Horeb où il demeure dans une caverne
71M55|après un vent violent, un tremblement de terre et un feu, Élie entend la voix de Dieu et se couvre le visage de son manteau
71M551|Élie, se tenant à l'entrée de la caverne sur le mont Horeb, écoute la parole de Dieu
71M6|la vocation d'Élisée (1 Rois 19:19-21)
71M61|Élie trouve Élisée labourant avec une charrue attelée à des boeufs et jette son manteau sur lui
71M62|Élisée tue une paire de boeufs et utilise le bois du joug pour cuire leur chair
71M63|Élisée offre repas d'adieux d'Élisée à son père, sa mère et ses amis
71M64|Élisée versant de l'eau sur les mains d'Élie (2 Rois 3:11)
71M7|Élie et les messagers du roi Ochozias (2 Rois 1:3-16)
71M71|un ange ordonne à Élie d'aller à la rencontre des messagers du roi Ochozias
71M72|Élie renvoie les messagers au roi Ochozias avec le message que le roi mourra bientôt
71M73|les messagers ayant informé Ochozias, le roi envoie un officier et cinquante hommes afin qu'ils lui amènent Élie
71M74|comme ils arrivent auprès d'Élie un feu descend qui dévore l'officier et ses hommes; le même sort est réservé à un nouveau cinquantenier et ses hommes
71M75|un troisième officier est envoyé par le roi Ochozias; il tombe à genoux et implore Élie d'épargner sa vie et celle de ses hommes
71M751|un ange conseille à Élie d'aller avec l'officier vers le roi
71M76|Élie vient auprès d'Ochozias et prédit sa mort prochaine
71M8|l'ascension d'Élie (2 Rois 2:1-18)
71M81|Élie et Élisée causant en cours de route vers le Jourdain
71M811|Élie et Élisée passent les villes de Béthel et de Jéricho et rencontrent aux deux endroits un groupe de jeunes prophètes
71M82|Élie et Élisée s'arrêtent au bord du Jourdain; Élie roule son manteau et en frappe les eaux qui se séparent
71M821|Élie et Élisée passent de l'autre côté du Jourdain
71M83|les adieux d'Élie : Élisée prie Élie de lui donner une partie de son esprit
71M84|un char et des chevaux de feu, ainsi qu'un tourbillon surviennent emportant Élie au ciel; le manteau d'Élie tombe (ou bien Élie le donne à Élisée)
71M85|Élisée est reconnu comme successeur d'Élie
71M851|Élisée ramasse le manteau d'Élie et s'en retourne au Jourdain
71M852|Élisée frappe du manteau d'Élie les eaux, qui se séparent, et retraverse la rivière; à la suite de quoi il est reconnu par les fils des prophètes
71M853|les jeunes prophètes demandent à Élisée de leur permettre d'aller à la recherche d'Élie; ils cherchent en vain
