5|Ideas abstractas y conceptos
71O934|vision de Ezequiel del nuevo templo (Ezequiel 40 - 47:12)
71O9341|Ezequiel y el ángel con la caña de medir en el templo
71O9342|visión de Ezequiel de la entrada de Dios en el templo; Ezequiel se postra en tierra
71O9343|los mandatos del Señor con respecto al altar ~ visión de Ezequiel del nuevo templo
71O9344|la puerta cerrada del templo ('porta clausá) ~ visión de Ezequiel
71O9345|la fuente milagrosa del templo ~ visión de Ezequiel
71O93451|Ezequiel en el río generado por la fuente milagrosa del templo
71O935|otras visiones de Ezequiel
71O935(...)|otras visiones de Ezequiel (con LIBRO CAPITULO:VERSICULO)
71O94|parábolas de Ezequiel
71O941|parábola de Ezequiel: Jerusalén como  sarmiento para el fuego (Ezequiel 15)
71O942|parábola de Ezequiel: Jerusalén como prostituta (Ezequiel 16)
71O943|parábola de Ezequiel del cedro y de las aguilas (Ezequiel 17)
71O944|parábola de Ezequiel del  padre justo, su hijo malvado y el nieto justo (Ezequiel 18)
71O945|parábola de Ezequiel de Oholá y Oholibá, las adúlteras de Samaria y Jerusalén (Ezequiel 23)
71O946|parábola de Ezequiel: Jerusalén es como una olla vacía y oxidada (Ezequiel 24:1-14)
71O947|parábola de Ezequiel del Mesías-pastor (Ezequiel 34:23-31, 37:24-28)
71O948|otras parábolas de Ezequiel
71O948(...)|otras parábolas de Ezequiel (con LIBRO CAPITULO:VERSICULO)
71O95|las profecías de Ezequiel
71O951|profecía de Ezequiel contra Jerusalén
71O952|profecía de Ezequiel contra Tiro (Ezequiel 26-28)
71O9521|Tiro, navío perfecto, naufragándo ~ profecías de Ezequiel
71O9522|bajada al infierno de Tiro ~ profecías de Ezequiel
71O953|Ezequiel profetiza contra Egipto (Ezequiel 29-32)
71O9531|el Faraón, en forma de dragón o cocodrilo, cae sobre el suelo del campo ~ profecías de Ezequiel
71O9532|el Faraón como un cedro cortado  ~ profecías de Ezequiel
71O9533|bajada al infierno del Faraón  ~ profecías de Ezequiel
71O954|otras profecías de Ezequiel
71O954(...)|otras profecías de Ezequiel (con LIBRO CAPITULO:VERSICULO)
71O96|Ezequiel predicando
71O961|Ezequiel predicando a los príncipes
71O962|Ezequiel predicando a los profetas
71O97|otras escenas del libro de Ezequiel no mencionadas anteriormente
71O97(...)|otras escenas del libro de Ezequiel no mencionadas anteriormente (con LIBRO CAPITULO:VERSICULO)
71O97(Ez. 13:18)|Ezequiel condenando a las mujeres que cosían cintas a los puños
71P|historia del profeta Daniel; sus visiones y sus profecías
71P1|Daniel y el rey Nabucodonosor
71P11|(generalmente cuatro) Israelitas son llevados ante el príncipe de los eunucos, porque el rey Nabucodonosor quiere que se eduquen en palacio (Daniel 1)
71P111|Daniel y sus tres compañeros son educados en el palacio por Melzar
71P112|Daniel (y sus compañeros) piden a Melzar comida especial
71P1121|tras tomar alimentos especiales durante diez días, se observa a Daniel y a sus compañeros que están más saludables que los otros jóvenes cortesanos
71P113|Nabucodonosor nombra a Daniel y sus compañeros consejeros
71P12|primer sueño del rey Nabucodonosor, y su interpretación (Daniel 2)
71P121|el rey Nabucodonosor sueña con una gran estatua
71P1211|una piedra pulveriza la estatua ~ el sueño de Nabucodonosor
71P122|el rey Nabucodonosor en discusión airada con los magos y astrólogos, que son incapaces de revelarle lo que soñó
71P1221|los magos y astrólogos son perseguidos para darles muerte ~ el sueño de Nabucodonosor
71P123|Daniel discutiendo con Arioj, el capitán de la guardia de Nabucodonosor, que había sido enviado a matar a Daniel y a sus compañeros
71P1231|Daniel vuelve con sus compañeros; oran para que les sea revelado el sueño del rey Nabucodonosor
71P124|el sueño del rey Nabucodonosor le es revelado a Daniel en una visión durante la noche
71P1241|oración de gracias de Daniel
71P125|Daniel ante el rey Nabucodonosor, exponiendole su sueño (la gran estatua pulverizada por una piedra
71P1251|el rey Nabucodonosor se prosterna ante Daniel en señal de gratitud
71P1252|Daniel es recompensado con regalos y sus tres compañeros son nombrados gobernadores provinciales
71P13|historia de los tres hebreos en el horno ardiente (Daniel 3)
71P131|el rey Nabucodonosor manda hacer una estatua de oro y la erige en el llano de Dura, a las afueras de Babilonia
71P132|dedicación de la estatua de oro: se hacen sonar trompetas en presencia del rey Nabucodonosor y toda la gente alrededor de la estatua se prosterna
71P1321|se informa al rey Nabucodonosor de que Sidraj, Misaj y Abed-Nego no adoran la estatua de oro
71P1322|el rey Nabucodonosor llama a Sidraj, Misaj y Abed-Nego para que se expliquen, pero estos se niegan a arrodillarse ante la estatua
71P133|tras haber sido calentado el horno siete veces más de lo acostumbrado, los tres hebreos son atados y arrojados al fuego; sus verdugos son quemados por las llamas
71P134|para su sorpresa, el rey Nabucodonosor ve a cuatro hombres (uno de ellos normalmente representado como un ángel) en el horno; el rey les manda salir
71P1341|la plegaria de Azarías ~ historia de los tres hebreos
71P1342|la plegaria de los tres hebreos en el horno ardiente
71P135|Sidraj, Misaj y Abed-Nego son examinados: han salido indemnes del fuego, por lo que el rey Nabucodonosor ordena que nadie les critique
71P14|segundo sueño de Nabucodonosor y su interpretación (Daniel 4)
71P141|el rey Nabucodonosor sueña con un árbol que debe ser talado
71P142|Daniel ante el rey Nabucodonosor, interpretando el sueño
71P143|el rey Nabucodonosor contemplando Babilonia orgulloso desde la azotea de su palacio: 'No es esta Babilonia la grande que yo he edificado...', una voz desde el cielo predice su caída
71P144|el rey Nabucodonosor, en un acceso de locura, es atrapado y expulsado de la ciudad
71P1441|la locura del rey Nabucodonosor: a cuatro patas, pelo largo, comiendo hierba
71P1442|el rey Nabucodonosor recobra la razón, y alaba a Dios
71P145|al rey Nabucodonosor le es restaurado el trono, y hace una proclamación en la que divulga lo que le ha sucedido
71P2|Daniel y el rey Baltasar (Daniel 5)
71P21|el festín de Baltasar, en el cual él y sus cortesanos profanan los vasos de plata y oro arrebatados del templo de Jerusalén
71P22|durante el banquete de Baltasar aparece una mano y escribe en la pared (MENE, TEKEL, PARSIN (UPHARSIN)); el rey Baltasar se llena de temor
71P23|los astrólogos no son capaces de interpretar la escritura ~ Daniel y Baltasar
71P24|la reina se presenta ante el rey Baltasar para decirle que debiera consultar a Daniel
71P25|Daniel, llevado ante el rey Baltasar, interpreta la escritura en la pared
71P26|Daniel es reverenciado: recibe un collar de oro y es nombrado 'el tercero en el reino'
71P27|muerte del rey Baltasar
71P271|Darío, el Medeo, conquista Babilonia tras la muerte de Baltasar
71P3|Daniel y el rey Darío (Daniel 6)
71P31|Daniel es nombrado uno de los tres presidentes del reino
71P32|la conspiración contra Daniel; los conspiradores se presentan ante Darío para hacerle firmar un decreto
71P33|Daniel, mientras ora arrodillado ante una ventana abierta, es descubierto por los conspiradores
71P331|los conspiradores acusan a Daniel en presencia del rey Darío
71P34|el castigo y la liberación de Daniel: Daniel en el foso de los leones ~ el rey Darío
71P341|Daniel es arrojado al foso de los leones; el rey Darío sella la piedra
71P3411|Daniel sentado rodeado de leones, indemne en el foso
71P342|el rey Darío ayuna y pasa la noche sin dormir
71P343|por la mañana temprano el rey Darío va al foso de los leones y encuentra a Daniel vivo
71P344|Daniel es liberado del foso de los leones ~ el rey Darío
71P345|los conspiradores son arrojados al foso e inmediatamente devorados por los leones ~ el rey Darío
71P35|proclamación de Darío declarando su credo en 'el Dios vivo'
71P4|adiciones a la historia de Daniel
71P41|historia de Susana y los ancianos (en que el jóven Daniel interviene a favor de Susana) (Daniel 13)
71P411|Susana, esposa de Joaquim, se pasea en el jardín; los dos ancianos espiandola
71P412|Susana bañandose, generalmente cerca de, o en una fuente, y a veces acompañada por dos criadas
71P4121|los dos ancianos espiando a Susana
71P4122|los dos ancianos hacen proposiciones a Susana
71P413|los ancianos acusan a Susana ante el pueblo, poniendo las manos sobre su cabeza o quitándola el velo
71P4131|Susana sola orando al Señor
71P4132|Susana es conducida para la ejecución
71P414|el jóven Daniel se opone al veredicto contra Susana
71P4141|Daniel interroga a los ancianos por separado
71P4142|Daniel denuncia a los ancianos por mentirosos
71P415|los ancianos son lapidados a muerte ~ historia de Susana
71P416|Susana, Joaquín, sus padres y familiares alaban al Señor
71P42|historia de la estatua de Bel (Daniel 14:1-22)
71P421|Daniel, que se niega a adorar a Bel, discute sobre el poder del dios con el rey Ciro
71P4211|Daniel discutiendo con el rey Ciro en presencia de los sacerdotes de Bel
71P422|el rey Ciro pone comida ante la imágen de Bel; Daniel y sus sirvientes esparcen cenizas por el suelo del templo
71P423|la puerta del templo es sellada ~ historia de la estatua de Bel
71P424|los sacerdotes de Bel, entran en el templo con sus mujeres e hijos por un pasaje oculto, y se comen todas las provisiones durante la noche
71P425|el rey Ciro alaba a Bel porque los alimentos del templo han desaparecido
71P4251|Daniel muestra al rey Ciro las huellas de pisadas de los sacerdotes de Bel y de sus familias
71P426|los sacerdotes y sus familias son arrestados; y mandados ejecutar
71P427|Daniel destruye el templo de Bel y su imágen
71P43|historia del dragón (Daniel 14:23-41)
71P431|Daniel y el rey Ciro discuten sobre el poder divino de un dragón
71P4311|Daniel alimenta al dragón; el rey Ciro le contempla
71P432|el dragón explota tras haber sido alimentado por Daniel
71P433|el castigo y la liberación de Daniel: Daniel en el foso de los leones ~ el rey Ciro
71P4331|el rey Ciro se ve forzado a entregar a Daniel al populacho enfurecido
71P4332|Daniel es arrojado al foso de los leones ~ el rey Ciro
71P4333|el profeta Habacuc, que un ángel lleva por los cabellos, lleva comida a Daniel, que está sentado indemne entre los leones
71P4334|el rey Ciro va al foso de los leones y encuenta a Daniel indemne
71P4335|Daniel es liberado del foso de los leones ~ el rey Ciro
71P4336|los acusadores de Daniel son arrojados al foso y devorados por los leones ~ el rey Ciro
71P5|visiones de Daniel (puede aparecer alguien explicando las visiones de Daniel, p.ej. el arcángel Gabriel
71P51|la primera visión de Daniel (Daniel 7)
71P511|cuatro grandes bestias salen del mar ~ visiones de Daniel
71P5111|un león con alas de águila (grifón), en pié sobre sus patas traseras ~ visiones de Daniel
71P5112|un oso con tres hileras de dientes, se levanta sobre sus patas traseras ~ visiones de Daniel
71P5113|el leopardo con cuatro alas de ave y cuatro cabezas ~ visiones de Daniel
71P5114|un gran monstruo devorador con muchos cuernos (uno de ellos con  ojos) ~ visiones de Daniel
71P512|el Anciano de días, con vestiduras blancas, en un trono llameante ~ visiones de Daniel
71P5121|del trono se eleva un fuego que conquista a las bestias ~ visiones de Daniel
71P513|el Hijo del Hombre (Cristo) ante el trono del Anciano de días
71P52|segunda visión de Daniel (Daniel 8): el arcángel Gabriel explica la visión
71P521|un carnero con dos cuernos desiguales cerca de un río ~ visiones de Daniel
71P522|el macho cabrío con un cuerno entre los ojos ~ visiones de Daniel
71P523|el macho cabrío pelea con el carnero y lo mata ~ visiones de Daniel
71P5231|el macho cabrío 'crece enormemente' ~ visiones de Daniel
71P53|tercera visión de Daniel (Daniel 9): el arcángel Gabriel explica a Daniel el significado de las 'setenta semanas'
71P531|Daniel orando
71P54|cuarta visión de Daniel, a orillas del río Hiddekel (Daniel 10-12)
71P541|Daniel en duelo y ayunando
71P542|Daniel ve aparecer en el río a un hombre vestido con ropa de lino, sus compañeros no ven la visión, pero sienten que la tierra tiembla y huyen espantados
71P543|Daniel se desvanece; es reconfortado por un hombre (ángel), que toca los labios de Daniel
71P544|dos hombres, al otro lado del río, se unen al hombre con ropas de lino que está en pié sobre el agua ~ visiones de Daniel
71P6|pasajes proféticos del libro de Daniel
71P6(...)|pasajes proféticos del libro de Daniel (con LIBRO CAPITULO:VERSICULO)
71P6(Dan. 12:1)|el arcángel Miguel, que liberará a os Israelitas ~ pasajes proféticos del libro de Daniel
71Q|historia de Esther
71Q1|el sueño de Mardoqueo: aparecen dos dragones que luchan, una nación virtuosa está a punto de ser atacada por naciones malvadas, y una pequeña fuente se transforma en un gran río (Esther 11:2-12)
71Q2|Esther se transforma en reina (Esther 1 - 2:20)
71Q21|el banquete de Asuero (Jerjes, o Artajerjes); la caída de la reina Vasti (Astin)
71Q211|la reina Vasti (Astin) ofrece un banquete a las mujeres ~ historia de Esther
71Q212|Asuero ordena a sus siete eunucos que le lleven a la reina Vasti
71Q2121|la reina Vasti se niega a ir al rey Asuero
71Q213|el rey Asuero está furioso con su esposa, Vasti, y pide consejo a sus cortesanos: Memucan sugiere destituir a la reina
71Q2131|la reina Vasti es destituída
71Q22|Asuero reúne en se harén a las jóvenes más atractivas del reino, para escoger una nueva reina entre ellas ~ historia de Esther
71Q221|muchas jóvenes son llevadas al palacio de Susa y confiadas al cuidado de Hegue; entre ellas está Esther, hija adoptiva de Mardoqueo
71Q222|se da tratamiento especial a Esther en los departamentos de las mujeres de Asuero
71Q23|las jóvenes (una de las cuales será elegida reina) son llevadas a Asuero
71Q231|Esther se arregla
71Q232|Esther en camino hacia el rey Asuero
71Q233|Esther es presentada al rey Asuero
71Q2331|el rey Asuero ama a Esrter más que a ninguna de las otras jóvenes
71Q24|coronamiento de Esther
71Q241|el banquete nupcial, banquete de Esther
71Q3|Mardoqueo evita el asesinato del rey Asuero (Esther 2:21-23)
71Q31|Mardoqueo presente en el patio
71Q32|dos de los eunucos del rey Asuero, que guardan la entrada del patio, planean matar a Asuero; Mardoqueo lo oye
71Q321|mientras descansa en el patio, Mardoqueo oye a dos hombres planear la muerte del rey Asuero (Esther 12:1-3)
71Q33|Mardoqueo revela la traición a Esther
71Q331|Mardoqueo denuncia a los dos eunucos ante el rey Asuero (Esther 12:2)
71Q34|Esther informa al rey Asuero
71Q35|Asuero condena a los traidores
71Q351|los traidores son colgados
71Q36|un informe de la conjura contra el rey Asuero es escrito en las crónicas del reino
71Q37|Mardoqueo recibe un nombramiento en la corte como recompensa por sus servicios; Amán decide vengar a los dos eunucos (Esther 12:6)
71Q4|la conjura de Amán contra los judíos (Esther 3)
71Q41|el ascenso de Amán
71Q42|todo el mundo se inclina ante Amán, excepto Mardoqueo
71Q43|la cólera de Amán: decide exterminar a todos los judíos del reino
71Q44|se echa a suertes el día que se llevará a cabo el complot de Amán contra los judíos
71Q45|Amán suplica a Asuero que promulgue un decreto estipulando la muerte de todos los judíos; Asuero consiente y cede su anillo con su sello a Amán
71Q46|un decreto real es promulgado y envíado por todo el país ~ complot de Amán contra los judíos
71Q5|Mardoqueo pide la ayuda de Esther
71Q51|Mardoqueo rasga sus vestiduras, se cubre con un saco y cenizas, y atraviesa la ciudad dando gemidos, deteniendose a la entrada del palacio
71Q511|los judíos se lamentan por todo el país
