9|ギリシャ・ローマ神話と古代史
98B(FURIUS CRESSINUS, C.)|カイウス・フリウス・クレッシヌス(の物語)
98B(FURIUS CRESSINUS, C.)1|カイウス・フリウス・クレッシヌス(の物語) - 古典古代の歴史上の人物の若年期, 幼少期, 養育
98B(FURIUS CRESSINUS, C.)2|カイウス・フリウス・クレッシヌス(の物語) - 古典古代の歴史上の人物の情事
98B(FURIUS CRESSINUS, C.)3|カイウス・フリウス・クレッシヌス(の物語) - 古典古代の歴史上の人物の名を添えることができる描写
98B(FURIUS CRESSINUS, C.)4|カイウス・フリウス・クレッシヌス(の物語) - 古典古代の歴史上の人物の攻撃的な関係
98B(FURIUS CRESSINUS, C.)5|カイウス・フリウス・クレッシヌスの攻撃的でない活動
98B(FURIUS CRESSINUS, C.)51|カイウス・フリウス・クレッシヌスは法廷で、土地の耕作に成功したことを嫉妬した隣人から魔術を告発される; 彼は妻、娘、農具、牡牛に訴える
98B(FURIUS CRESSINUS, C.)6|カイウス・フリウス・クレッシヌス(の物語) - 古典古代の歴史上の人物の苦難, 災難
98B(FURIUS CRESSINUS, C.)68|カイウス・フリウス・クレッシヌス(の物語) - 古典古代の歴史上の人物の死
98B(FURIUS CRESSINUS, C.)69|カイウス・フリウス・クレッシヌス(の物語) - 古典古代の歴史上の人物の賛美, 神格化
98B(FURIUS CRESSINUS, C.)7|カイウス・フリウス・クレッシヌス(の物語) - 死後に起こる出来事 〜 古典古代の歴史上の人物
98B(FURIUS CRESSINUS, C.)8|カイウス・フリウス・クレッシヌス(の物語) - 想像上の, 明らかに伝説上の加筆 〜 古典古代の歴史上の人物
98B(FURIUS CRESSINUS, C.)9|カイウス・フリウス・クレッシヌス(の物語) - 古典古代の歴史上の人物の肖像
98B(GERMANICUS)|ゲルマニクス(の物語)
98B(GERMANICUS)1|ゲルマニクス(の物語) - 古典古代の歴史上の人物の若年期, 幼少期, 養育
98B(GERMANICUS)2|ゲルマニクス(の物語) - 古典古代の歴史上の人物の情事
98B(GERMANICUS)3|ゲルマニクス(の物語) - 古典古代の歴史上の人物の名を添えることができる描写
98B(GERMANICUS)4|ゲルマニクス(の物語) - 古典古代の歴史上の人物の攻撃的な関係
98B(GERMANICUS)5|ゲルマニクス(の物語) - 古典古代の歴史上の人物の攻撃的でない活動
98B(GERMANICUS)6|ゲルマニクスの苦難, 災難
98B(GERMANICUS)68|ゲルマニクス・カエサルの死: ゲルマニクスの死の床において、妻アグリッピナはその枕元で嘆き悲しみ、彼の友人たちは彼の死の復讐を誓う
98B(GERMANICUS)69|ゲルマニクスの苦難, 災難 - 古典古代の歴史上の人物の賛美, 神格化
98B(GERMANICUS)7|ゲルマニクス(の物語) - 死後に起こる出来事 〜 古典古代の歴史上の人物
98B(GERMANICUS)8|ゲルマニクス(の物語) - 想像上の, 明らかに伝説上の加筆 〜 古典古代の歴史上の人物
98B(GERMANICUS)9|ゲルマニクス(の物語) - 古典古代の歴史上の人物の肖像
98B(GRACCHUS, C.S.)|ガイウス・センプロニウス・グラックス(の物語)
98B(GRACCHUS, C.S.)1|ガイウス・センプロニウス・グラックス(の物語) - 古典古代の歴史上の人物の若年期, 幼少期, 養育
98B(GRACCHUS, C.S.)2|ガイウス・センプロニウス・グラックス(の物語) - 古典古代の歴史上の人物の情事
98B(GRACCHUS, C.S.)3|ガイウス・センプロニウス・グラックス(の物語) - 古典古代の歴史上の人物の名を添えることができる描写
98B(GRACCHUS, C.S.)4|ガイウス・センプロニウス・グラックス(の物語) - 古典古代の歴史上の人物の攻撃的な関係
98B(GRACCHUS, C.S.)5|ガイウス・センプロニウス・グラックス(の物語) - 古典古代の歴史上の人物の攻撃的でない活動
98B(GRACCHUS, C.S.)6|ガイウス・センプロニウス・グラックスの苦難, 災難
98B(GRACCHUS, C.S.)68|ガイウス・センプロニウス・グラックスの死: 襲撃者から逃れるために、忠実な奴隷に、自身を殺すように命じるガイウス・センプロニウス・グラックス
98B(GRACCHUS, C.S.)7|ガイウス・センプロニウス・グラックス(の物語) - 死後に起こる出来事 〜 古典古代の歴史上の人物
98B(GRACCHUS, C.S.)8|ガイウス・センプロニウス・グラックス(の物語) - 想像上の, 明らかに伝説上の加筆 〜 古典古代の歴史上の人物
98B(GRACCHUS, C.S.)9|ガイウス・センプロニウス・グラックス(の物語) - 古典古代の歴史上の人物の肖像
98B(GRACCHUS, TIB. S.)|ティベリウス・センプロニウス・グラックス(の物語)
98B(GRACCHUS, TIB. S.)1|ティベリウス・センプロニウス・グラックス(の物語) - 古典古代の歴史上の人物の若年期, 幼少期, 養育
98B(GRACCHUS, TIB. S.)2|ティベリウス・センプロニウス・グラックス(の物語) - 古典古代の歴史上の人物の情事
98B(GRACCHUS, TIB. S.)3|ティベリウス・センプロニウス・グラックス(の物語) - 古典古代の歴史上の人物の名を添えることができる描写
98B(GRACCHUS, TIB. S.)4|ティベリウス・センプロニウス・グラックスの攻撃的な関係
98B(GRACCHUS, TIB. S.)41|家の中または寝台で二匹の蛇を発見したティベリウス・センプロニウス・グラックスは腸卜者に助言を求め、雄の蛇は殺し、雌の蛇は逃がしてやる; こうして彼は自身の死を引き起こし、妻コルネリアの命を救う
98B(GRACCHUS, TIB. S.)411|ティベリウス・グラックスが犠牲をささげているところに、二匹の蛇が現れる (腸卜者はその前兆を説明する; 伏兵攻撃でティベリウスが殺された直後に、その警告は立証される)
98B(GRACCHUS, TIB. S.)5|ティベリウス・センプロニウス・グラックス(の物語) - 古典古代の歴史上の人物の攻撃的でない活動
98B(GRACCHUS, TIB. S.)6|ティベリウス・センプロニウス・グラックス(の物語) - 古典古代の歴史上の人物の苦難, 災難
98B(GRACCHUS, TIB. S.)68|ティベリウス・センプロニウス・グラックス(の物語) - 古典古代の歴史上の人物の死
98B(GRACCHUS, TIB. S.)69|ティベリウス・センプロニウス・グラックス(の物語) - 古典古代の歴史上の人物の賛美, 神格化
98B(GRACCHUS, TIB. S.)7|ティベリウス・センプロニウス・グラックス(の物語) - 死後に起こる出来事 〜 古典古代の歴史上の人物
98B(GRACCHUS, TIB. S.)8|ティベリウス・センプロニウス・グラックス(の物語) - 想像上の, 明らかに伝説上の加筆 〜 古典古代の歴史上の人物
98B(GRACCHUS, TIB. S.)9|ティベリウス・センプロニウス・グラックス(の物語) - 古典古代の歴史上の人物の肖像
98B(GYGES)|ギュゲス(の物語)
98B(GYGES)1|ギュゲス(の物語) - 古典古代の歴史上の人物の若年期, 幼少期, 養育
98B(GYGES)2|ギュゲスの情事
98B(GYGES)21|ギュゲスとカンダウレスの妻(の物語)
98B(GYGES)211|寝室の扉の後ろで王妃が服を脱ぐのを目撃する、ギュゲスとカンダウレス王
98B(GYGES)212|王妃に命じられてカンダウレス王を殺害した後、カンダウレスの妻と結婚するギュゲス
98B(GYGES)3|ギュゲス(の物語) - 古典古代の歴史上の人物の名を添えることができる描写
98B(GYGES)4|ギュゲス(の物語) - 古典古代の歴史上の人物の攻撃的な関係
98B(GYGES)5|ギュゲスの攻撃的でない活動
98B(GYGES)51|青銅の馬に横たわった死体から、人の姿を消すことができる力をもつ、魔法の指輪を取得するギュゲス
98B(GYGES)6|ギュゲス(の物語) - 古典古代の歴史上の人物の苦難, 災難
98B(GYGES)68|ギュゲス(の物語) - 古典古代の歴史上の人物の死
98B(GYGES)69|ギュゲス(の物語) - 古典古代の歴史上の人物の賛美, 神格化
98B(GYGES)7|ギュゲス(の物語) - 死後に起こる出来事 〜 古典古代の歴史上の人物
98B(GYGES)8|ギュゲス(の物語) - 想像上の, 明らかに伝説上の加筆 〜 古典古代の歴史上の人物
98B(GYGES)9|ギュゲス(の物語) - 古典古代の歴史上の人物の肖像
98B(HANNIBAL)|ハンニバル(の物語)
98B(HANNIBAL)1|ハンニバルの若年期, 幼少期, 養育
98B(HANNIBAL)11|少年ハンニバルは祭壇の前で、ローマ人と戦うことを誓う (宣誓された敵対)
98B(HANNIBAL)2|ハンニバル(の物語) - 古典古代の歴史上の人物の情事
98B(HANNIBAL)3|ハンニバル(の物語) - 古典古代の歴史上の人物の名を添えることができる描写
98B(HANNIBAL)4|ハンニバル(の物語) - 古典古代の歴史上の人物の攻撃的な関係
98B(HANNIBAL)5|ハンニバルの攻撃的でない活動
98B(HANNIBAL)51|ローマ人によって陣営に投げ込まれたハスドルバルの首を持つハンニバル
98B(HANNIBAL)52|自身の軍・軍象とともに、アルプス山脈を越えるハンニバル
98B(HANNIBAL)53|マルケッルスに豪華な葬儀をさせて敬意を表するハンニバル
98B(HANNIBAL)6|ハンニバルの苦難, 災難
98B(HANNIBAL)68|ハンニバルの死: ローマ人の手中に落ちないように、毒を飲むハンニバル
98B(HANNIBAL)69|ハンニバルの苦難, 災難 - 古典古代の歴史上の人物の賛美, 神格化
98B(HANNIBAL)7|ハンニバル(の物語) - 死後に起こる出来事 〜 古典古代の歴史上の人物
98B(HANNIBAL)8|ハンニバル(の物語) - 想像上の, 明らかに伝説上の加筆 〜 古典古代の歴史上の人物
98B(HANNIBAL)9|ハンニバル(の物語) - 古典古代の歴史上の人物の肖像
98B(HANNO)|カルタゴのハンノ(の物語)
98B(HANNO)1|カルタゴのハンノ(の物語) - 古典古代の歴史上の人物の若年期, 幼少期, 養育
98B(HANNO)2|カルタゴのハンノ(の物語) - 古典古代の歴史上の人物の情事
98B(HANNO)3|カルタゴのハンノ(の物語) - 古典古代の歴史上の人物の名を添えることができる描写
98B(HANNO)4|カルタゴのハンノ(の物語) - 古典古代の歴史上の人物の攻撃的な関係
98B(HANNO)5|カルタゴのハンノの攻撃的でない活動
98B(HANNO)51|カルタゴのハンノは、鳥たちに「ハンノは神だ」と歌うように教えて放すが、ひとたび自由になった鳥は、教えられたことを忘れる (リビア出身のプサフォンにも同様の言い伝えがあるが、その話では鳥は忘れていない)
98B(HANNO)6|カルタゴのハンノ(の物語) - 古典古代の歴史上の人物の苦難, 災難
98B(HANNO)68|カルタゴのハンノ(の物語) - 古典古代の歴史上の人物の死
98B(HANNO)69|カルタゴのハンノ(の物語) - 古典古代の歴史上の人物の賛美, 神格化
98B(HANNO)7|カルタゴのハンノ(の物語) - 死後に起こる出来事 〜 古典古代の歴史上の人物
98B(HANNO)8|カルタゴのハンノ(の物語) - 想像上の, 明らかに伝説上の加筆 〜 古典古代の歴史上の人物
98B(HANNO)9|カルタゴのハンノ(の物語) - 古典古代の歴史上の人物の肖像
98B(HARMODIUS & ARISTOGITON)|ハルモディオスとアリストゲイトン(の物語)
98B(HARMODIUS & ARISTOGITON)1|ハルモディオスとアリストゲイトン(の物語) - 古典古代の歴史上の人物の若年期, 幼少期, 養育
98B(HARMODIUS & ARISTOGITON)2|ハルモディオスとアリストゲイトン(の物語) - 古典古代の歴史上の人物の情事
98B(HARMODIUS & ARISTOGITON)3|ハルモディオスとアリストゲイトン(の物語) - 古典古代の歴史上の人物の名を添えることができる描写
98B(HARMODIUS & ARISTOGITON)4|ハルモディオスとアリストゲイトンの攻撃的な関係
98B(HARMODIUS & ARISTOGITON)41|アテネの僭主ヒッピアスとヒッパルコスを殺すことを試みる、ハルモディオスとアリストゲイトン
98B(HARMODIUS & ARISTOGITON)5|ハルモディオスとアリストゲイトン(の物語) - 古典古代の歴史上の人物の攻撃的でない活動
98B(HARMODIUS & ARISTOGITON)6|ハルモディオスとアリストゲイトン(の物語) - 古典古代の歴史上の人物の苦難, 災難
98B(HARMODIUS & ARISTOGITON)68|ハルモディオスとアリストゲイトン(の物語) - 古典古代の歴史上の人物の死
98B(HARMODIUS & ARISTOGITON)69|ハルモディオスとアリストゲイトン(の物語) - 古典古代の歴史上の人物の賛美, 神格化
98B(HARMODIUS & ARISTOGITON)7|ハルモディオスとアリストゲイトン(の物語) - 死後に起こる出来事 〜 古典古代の歴史上の人物
98B(HARMODIUS & ARISTOGITON)8|ハルモディオスとアリストゲイトン(の物語) - 想像上の, 明らかに伝説上の加筆 〜 古典古代の歴史上の人物
98B(HARMODIUS & ARISTOGITON)9|ハルモディオスとアリストゲイトン(の物語) - 古典古代の歴史上の人物の肖像
98B(HARPAGUS)|ハルパゴス(の物語)
98B(HARPAGUS)1|ハルパゴス(の物語) - 古典古代の歴史上の人物の若年期, 幼少期, 養育
98B(HARPAGUS)2|ハルパゴス(の物語) - 古典古代の歴史上の人物の情事
98B(HARPAGUS)3|ハルパゴス(の物語) - 古典古代の歴史上の人物の名を添えることができる描写
98B(HARPAGUS)4|ハルパゴス(の物語) - 古典古代の歴史上の人物の攻撃的な関係
98B(HARPAGUS)5|ハルパゴス(の物語) - 古典古代の歴史上の人物の攻撃的でない活動
98B(HARPAGUS)6|ハルパゴスの苦難, 災難
98B(HARPAGUS)61|アステュアゲス王の命令に従わずに、幼いキュロスを殺さなかったため、王はハルパゴスに、自身の息子の肉体を食べさせる
