4|Sociedade, Civilização, Cultura
46C215(MAST)|partes externas de uma embarcação: mastro
46C215(RUDDER)|partes externas de uma embarcação: leme
46C216|partes internas de uma embarcação
46C216(...)|partes internas de uma embarcação (com NOME)
46C219|tráfego improvisado ou incomum sobre água
46C22|aportar
46C221|embarcação em direcção ao porto
46C222|navio no porto
46C223|porto
46C2231|cais, desembarcadouro, molhe
46C2232|bóia de amarração, abita, poste de amarração
46C2233|prancha de descarga, desembarque; prancha de embarque
46C2234|equipamento do porto
46C22341|guindastes portuários
46C2235|armazém (~ porto)
46C2236|garagem náutica, docas
46C2237|embarcação em terra, encalhada
46C23|embarcação movida por homem ou animal
46C231|barco rebocador
46C232|barco a remos, canoa, etc.
46C2321|remar virado para a frente, empurrar
46C2322|remar virado para trás, puxar
46C23221|trirreme, galera
46C2323|remar, remar em fila
46C23231|gôndola
46C2324|canoagem
46C2325|navegar com o auxílio de poste ou vara
46C233|navio ou veículo puxado por animal(is) marinho(s) (fabulosos)
46C24|embarcação à vela, barco à vela
46C24(...)|embarcação à vela, barco à vela (com NOME)
46C241|equipamento de embarcação à vela
46C2411|componentes do equipamento de embarcação à vela
46C2411(...)|componentes do equipamento de embarcação à vela (com NOME)
46C24111|vela
46C24112|escada de corda
46C25|embarcação a vapor, embarcação a motor
46C251|turbina do barco
46C252|submarino
46C253|sino de mergulho, batisfera
46C254|quebra-gelo
46C255|rebocador
46C256|embarcação de transporte de carga
46C2561|barca a motor, lancha
46C257|navio de passageiros, transatlântico
46C26|veleiro a vapor
46C261|veleiro a motor
46C27|tripulantes e passageiros ~ embarcação
46C271|tripulação  ~ embarcação
46C2711|marinheiro, homem do mar
46C2711(...)|marinheiro, homem do mar (com NOME do grau)
46C2711(SAILOR)|marinheiro, homem do mar: marinheiro
46C2712|disciplina e punição (a bordo)
46C2713|saída durante a licença, marinheiro com permissão de desembarque
46C2719|motim a bordo
46C272|passageiros ~ embarcação
46C273|celebração a bordo
46C2731|celebração a bordo cruzando o equador (Neptuno)
46C279|passageiro clandestino ~ embarcação
46C28|navegação e manobras ~ embarcação
46C280|"Navigatione" (Ripa)
46C281|sinalizar ~ navegação
46C2811|sinal de tempestade ~ navegação
46C282|detecção de posição no mar; instrumentos náuticos
46C2821|detecção de posição no mar com o auxílio das estrelas ou do sol
46C2822|quadrante, sextante, octante (instrumentos náuticos)
46C2823|astrolábio
46C283|farol
46C2831|farol, barco-farol
46C2832|bóia com um sino, bóia de apito
46C2833|bóia luminosa
46C284|sondar, sonda de som
46C285|manobrar uma embarcação
46C2851|na ponte (manobrar uma embarcação)
46C2852|ao leme (manobrar uma embarcação)
46C2853|barco-piloto
46C2854|estar de guarda, ou de vigia, no cesto da gávea 
46C286|levantar uma embarcação sobre uma barra
46C2861|ponte rolante (contrução que permite levantar uma embarcação pequena sobre uma barreira) (holandês: "overtoom")
46C2862|"ship's camel", "camelo" (dispositivo usado para levantar uma embarcação sobre uma barra)
46C289|navio fantasma, barco dos mortos
46C2891|Holandês Voador (navio fantasma)
46C29|acidente marítimo; doença e morte no mar
46C291|naufrágio
46C292|afogamento, náufrago
46C2921|barco salva-vidas
46C2922|jangada, balsa
46C2923|cair ao mar
46C293|socorros a náufragos
46C2931|salvar uma pessoa de se afogar
46C2932|cinto salva-vidas, bóia de salvação
46C294|naufrágio em terra 
46C2941|resgate de um naufrágio
46C295|atrair embarcações ao naufrágio
46C2951|beach-comber (pessoa que procura, na praia e área circundante, objectos úteis, de valor e de interesse), saqueador de destroços
46C296|enjoo causado pela ondulação do mar
46C297|enterro no mar
46C298|dano (de uma embarcação)
46C3|tráfego aéreo, aviação
46C31|voar em ou com a ajuda de animais
46C32|voar em ou com a ajuda de objetos
46C33|voar através de propulsão autónoma
46C34|balão (aviação)
46C35|dirigível, zepelim
46C36|aeronave, aeroplano
46C361|peças, acessórios de aeronaves
46C3611|peças de aeronave
46C3611(...)|peças de aeronave (com NOME)
46C362|tripulação e passageiros ~ aviação
46C3621|tripulação ~ aviação
46C36211|tripulação de vôo
46C362111|piloto
46C36212|assistentes de vôo, tripulação de cabine
46C362121|comissária(o) de bordo, hospedeira de bordo, assistente de bordo
46C36213|tripulação de terra ~ aviação
46C3622|passageiros aéreos, passageiros do vôo
46C37|outras aeronaves
46C371|helicóptero
46C372|autogiro (aviação)
46C373|hovercraft
46C38|aeródromo, aeroporto
46C381|estruturas, edifícios ~ aeródromo, aeroporto
46C3811|torre de controle de aeroporto
46C3812|hangar
46C39|acidente de avião, acidente aéreo
46C4|astronaútica, viagem espacial, viagem interplanetária
46C41|foguete (astronaútica)
46C42|nave espacial; cápsula, estação
46C43|astronauta, cosmonauta
46C49|UFO, disco voador
46C491|extraterrestres
46C5|viajar; turismo
46C51|fases da viagem
46C511|preparativos ~ viajar
46C512|partida ~ viajar
46C5121|acenar, dizer adeus ~ partida para uma viagem
46C513|"en route", viajante a caminho
46C5131|perguntar o caminho
46C5132|estudar um mapa
46C5133|boleia
46C5134|viajante(s) atacado(s) por ladrão(ões)
46C5135|(viajante) a descansar ao ar livre
46C5136|bagageiro, porteiro
46C514|chegada e regresso ~ viajar
46C5141|ser bem recebido, bem-vindo ~ viajar
46C519|perder-se,perder o rumo
46C52|hotel, hospedaria, albergue, pousada
46C521|recepção (~ hotel)
46C522|quarto de hotel
46C53|migrantes
46C54|turismo
46C541|excursão, viagem de lazer
46C542|viagem cultural
46C5421|viagem turística
46C54211|grand tour
46C5422|viagem organizada
46C54221|guia (~ viagem organizada)
46C5423|guia turístico (livro) (~ turismo)
46C543|volta ao mundo, e.g.: cruzeiro à volta ao mundo
46C55|bagagem, requisitos para a viagem
46C551|baú e/ou arca, mala
46C552|mochila, mochila de montanha
46C56|lembrança, recordação (souvenir) (~ turismo)
46C57|viagem fictícia; viagem para o outro mundo, "accès à un autre monde"
46CC21|embarcações (em geral) - CC - mais do que uma embarcação
46CC211|arsenal, estaleiro, doca - CC - mais do que uma embarcação
46CC212|reparar, calafetar, querenar (~ embarcação) - CC - mais do que uma embarcação
46CC2121|doca seca, doca flutuante - CC - mais do que uma embarcação
46CC213|modelo de embarcação - CC - mais do que uma embarcação
46CC2131|modelo de embarcação numa garrafa - CC - mais do que uma embarcação
46CC214|representação de uma embarcação - CC - mais do que uma embarcação
46CC215|partes externas de uma embarcação - CC - mais do que uma embarcação
46CC215(...)|partes externas de uma embarcação (com NOME) - CC - mais do que uma embarcação
46CC215(ANCHOR)|partes externas de uma embarcação: âncora - CC - mais do que uma embarcação
46CC215(BOW)|partes externas de uma embarcação: proa - CC - mais do que uma embarcação
46CC215(FIGURE-HEAD)|partes externas de uma embarcação: figura de proa - CC - mais do que uma embarcação
46CC215(MAST)|partes externas de uma embarcação: mastro - CC - mais do que uma embarcação
46CC215(RUDDER)|partes externas de uma embarcação: leme - CC - mais do que uma embarcação
46CC216|partes internas de uma embarcação - CC - mais do que uma embarcação
46CC216(...)|partes internas de uma embarcação (com NOME) - CC - mais do que uma embarcação
46CC219|tráfego improvisado ou incomum sobre água - CC - mais do que uma embarcação
46D|imprensa, jornalismo
46D1|difusão oral de notícias, pregoeiro
46D2|distribuição de folhetos
46D3|jornal, folha informativa
46D31|venda de jornal, banca, quiosque de jornais
46D32|ardina
46D33|entrega (do jornal)
46D4|semanal, mensal, revista, periódico, etc.
46D41|imprensa sensacionalista, "canard"
46D5|impressor
46D51|conselho editorial
46D52|jornalista, repórter
46D53|fotógrafo de imprensa
46D54|entrevistar
46E|correio, telégrafo e telefone; meios de comunicação
46E1|mensageiro
46E11|caixa do mensageiro
46E12|crachá de mensageiro
46E13|serviço de estafeta postal, estafeta
46E2|serviço postal
46E21|estação de correios, correios
46E211|carteiro
46E212|diligência da mala-posta, diligência postal
46E2121|diligência da mala-posta, diligência postal (~ carruagem postal)
46E213|caixa de correio, marco do correio
46E22|objectos ou equipamentos postais
46E221|carta, envelope
46E222|bilhete postal, bilhete postal ilustrado
46E223|encomenda, pacote postal
46E224|telegrama
46E225|selo (~ objectos ou equipamentos postais)
46E23|enviar e receber objectos postais
46E231|enviar, embalar objectos postais
46E232|entregar; receber (~ objectos postais)
46E2321|receber boas notícias, boa notícia
46E2322|receber más notícias, má notícia
46E3|animais mensageiros (cão, pombo)
46E31|cão (como mensageiro)
46E32|pombo correio
46E4|sinalização visual
46E41|bandeiras (~ sinalização)
46E411|bandeiras hasteadas num mastro
46E412|sinalização manual com bandeiras
46E42|semáforo
46E43|luz, fogo, fumo, etc. usado(s) para sinalização
46E43(...)|luz, fogo, fumo, etc. usado(s) para sinalização (com NOME)
46E43(ROCKET)|luz, fogo, fumo, etc. usado(s) para sinalização: foguete
46E5|sinalização acústica
46E51|sinalização acústica sem instrumento
46E52|sinalização acústica com instrumento
46E521|sino ~ sinalização acústica
46E522|megafone, trombeta acústica ~ sinalização acústica
46E523|chocalho ~ sinalização acústica
46E524|sirene ~ sinalização acústica
46E525|apito ~ sinalização acústica
46E526|outros instrumentos ~ sinalização acústica
46E6|meios eléctricos e electrónicos de (tele)comunicação
46E61|telégrafo (morse)
46E610|telégrafo (alleg.)
46E611|telex
46E612|poste de telégrafo, poste de telefone
46E62|telefone
46E621|cabine de telefone pública
46E622|(outro) equipamento telefónico
46E6221|fax
46E6222|telefone móvel
46E6223|atendedor de chamadas ~ equipamento telefónico
46E63|rádio, aparelho de rádio, transmissão radiofónica, radiodifusão
46E631|radiotelegrafia, walkie-talkie
46E632|estúdio de emissão de rádio
46E64|televisão, emissão televisiva
46E641|antena, antena externa; antena parabólica doméstica
46E6411|torre de telecomunicações, torre de antena, mastro de rádio, torre de televisão, torre de TV
46E642|estúdio de emissão televisiva
46E65|fonógrafo, gramofone; reproduzir gravação de som ou vídeo
46E651|disco de gramofone, disco de vinil, disco compacto (cd)
46E652|equipamento para reproduzir áudio e vídeo
46E6521|leitor de áudio ou vídeo
46E653|acessórios para leitores de áudio e vídeo
46E6531|acessórios de áudio
46E65311|amplificador
46E65312|altifalante, colunas
46E653121|fones, auscultadores de ouvido
46E6532|acessórios de vídeo
46E65321|monitor, tela
46E66|gravador, gravador de vídeo; gravação
46E661|fita, cassete, bobina ~ gravação
46E662|equipamento de gravação e acessórios
46E6621|microfone
46E663|estúdio de gravação
46E67|estrutura e equipamento de telecomunicações
46E671|rede de telecomunicações
46E6711|rede de computadores
46E67111|Internet (rede de computadores)
46E672|satélite de telecomunicações
46E673|modem
46E7|meios para determinar a localização
46E71|meios acústicos para determinar localização
46E72|meios ópticos para determinar localização
46E73|meios eléctricos para determinar localização
46E731|radar
46E8|outros meios de comunicação
46E81|comunicação por meio de "statue parlanti", tais como  Marforio e Pasquino em Roma
47|ofícios e indústrias
470|"Artes Mechanicae" (Lanificium, Armatura, Navigatio, Agricultura, Venatio, Medicina, Theatrica)
47A|estruturas industriais
47A1|exterior de instalações industriais, fábricas
47A11|oficina
47A12|edifício fabril
47A121|chaminé [de fábrica]
47A122|alto-forno
47A13|empresas industriais ao ar livre
47A2|interior das estruturas industriais (independentemente dos materiais processados ou dos produtos produzidos)
47A21|interior de oficina
47A211|bancada de trabalho
47A212|fogo, forno, fornalha ~ interior de uma estrutura industrial
47A22|interior de fábrica, oficina mecânica
47A221|linha de montagem
47A23|laboratório, sala de pesquisa
47B|ofícios artesanais e indústria
47B1|ofícios artesanais, artesão a trabalhar
47B11|ofícios artesanais ~ metal
47B111|ferreiro
47B1111|ferrador
47B11111|ferradura
47B1112|armeiro, fabricante de armas, armeiro
47B1113|serralheiro
47B112|caldeireiro, latoeiro
47B113|picheleiro, fundidor de estanho
47B114|fundidor de sinos
47B115|cunhador de moeda, forjador
47B116|outros ofícios artesanais ~ metal 
47B116(...)|outros ofícios artesanais ~ metal (com o NOME do ofício ou profissão)
47B12|ofícios artesanais ~ pedras preciosas e semipreciosas
47B121|lapidação
47B122|polidor de diamantes, cortador de diamante
47B13|ofícios artesanais ~ pedra 
47B131|pedreiro, canteiro
47B132|calceteiro, britador
47B14|ofícios artesanais ~ barro, areia, giz
47B141|oleiro; que faz tijolos
47B142|trabalhador que queima a cal
47B15|artesanato ~ vidro
47B151|vidreiro
47B152|pessoa que faz ou trabalha o espelho
47B153|oculistas, optometrista
47B154|pessoa que corta as lentes
47B155|outro artesanato ~  vidro
47B155(...)|outros ofícios artesanais ~  vidro (com NOME do ofício ou profissão)
47B16|ofícios artesanais ~ material de origem vegetal
47B161|ofícios artesanais ~ madeira 
47B1611|carpinteiro
47B1612|serrador, pessoa que serra madeira
47B1613|torneiro
47B1614|entalhador
47B1615|outros tipos de ofícios artesanais ~ madeira
47B1615(...)|outros tipos de ofícios artesanais ~ madeira (com NOME do ofício ou profissão)
47B162|ofícios artesanais ~ outros de origem vegetal
47B162(...)|ofícios artesanais ~ outros com material de origem vegetal (com NOME do ofício ou profissão)
47B17|ofícios artesanais ~ material de origem animal
47B171|manufactura de couro
47B1711|peleiro
47B1712|curtidor
47B1713|peleiro, vendedor de peles
47B1714|outros ofícios artesanais ~ couro
47B1714(...)|outros ofícios artesanais ~ couro (com NOME do ofício ou profissão)
47B172|ofícios artesanais ~ outros tipos de material de origem animal
47B172(...)|ofícios artesanais ~ outros com material de origem animal (com NOME do ofício ou profissão)
47B18|ofícios artesanais ~ produção de alimentos, bebidas, estimulantes, etc.
47B181|ofícios artesanais ~ alimentos
47B181(...)|ofícios artesanais ~ alimentos (com o NOME do ofício ou profissão)
47B1811|padeiro
47B18111|padeiro que toca o corno
47B1812|doceiro, confeiteiro
47B1813|pasteleiro
47B1814|açougueiro, magarefe
47B1815|outros ofícios artesanais ~ alimentos
47B182|ofícios artesanais ~ bebidas
