2|Natureza
31A544|lavar os pés de outra pessoa
31A545|tomar banho
31A5451|banho(s) público(s)
31A5452|banho sentado
31A5453|banho de chuveiro
31A5454|banho de banheira
31A5459|"après le bain"
31A546|artigos de toilette ~ lavar-se e banhar-se
31A5461|sabão
31A54611|bola de sabão
31A5462|escova, esponja, etc. (artigos de toilette)
31A5463|toalha
31A5464|roupão de banho, roupão
31A549|secar, sendo seco
31A55|vestir-se e despir-se
31A551|vestir-se
31A5511|apertando um espartilho
31A552|despir-se
31A553|calçando (atando) ou descalçando (desatando) sandálias ou sapatos
31A5531|calçando ou descalçando meias
31A554|vestindo outra pessoa
31A5541|despindo outra pessoa
31A559|pessoa parcialmente vestida
31A5591|négligé (robe de chambre)
31A56|criado
31A57|removendo insectos do corpo
31A571|"motherly care", despiolhamento
31A572|procurando pulgas
31A58|body-building
31A6|necessidades físicas
31A61|micção
31A611|penico
31A62|defecação
31A621|flatulência
31A622|digestão
31A6220|"Digestione" (Ripa)
31A63|vomitar
31A631|soluçar
31A64|assoar
31A65|cuspir
31A651|saliva, cuspir
31A66|suor, transpiração
31A7|os sexos (ser humano)
31A71|sexo masculino; homem
31A710|símbolos de virilidade
31A711|masculinidade
31A712|concurso de beleza para homens; concurso de body-building
31A7121|Mr. Universo
31A719|homem efeminado
31A7191|homem fazendo o trabalho das mulheres
31A72|sexo feminino; mulher
31A720|símbolos de feminilidade
31A721|feminilidade
31A7211|virgindade
31A72110|"Verginità" (Ripa)
31A722|concurso de beleza para as mulheres
31A7221|Miss Mundo
31A729|"virago", mulher masculinizada
31A73|hermafrodita, andrógino
31A371|rebis, o hermafrodita divino, reconciliação do espírito e da matéria ~ alquimia
31A8|o corpo visto como uma máquina
31A9|maneiras de simular a cura ou melhorar partes do corpo
31AA|a figura humana (nua), "Corpo humano" (Ripa) - AA - figura humana feminina
31AA1|cânone, proporções - AA - figura humana feminina
31AA11|figura de pé (cânone, proporções) - AA - figura humana feminina
31AA12|figura num círculo ou quadrado, pernas afastadas e braços levantados ou esticados para os lados - AA - figura humana feminina 
31AA13|outros sistemas ou cânones - AA - figura humana feminina
31AA14|figura humana de proporções ideais, e.g. nu académico - AA - figura humana feminina
31AA140|representação alegórica da figura humana de proporções ideais - AA - figura humana feminina de proporções ideais; "Bellezza feminile" (Ripa)
31AA141|nu com genitais cobertos - AA - figura humana feminina
31AA19|homo Platonis, "animal bipes implume" - AA - figura humana feminina
31AA2|anatomia (não-médica) - AA - figura humana feminina
31AA21|esqueleto (humano) - AA - figura humana feminina
31AA211|crânio (humano) - AA - figura humana feminina
31AA2111|mandíbula (humana) - AA - figura humana feminina
31AA2112|dentes - AA - figura humana feminina
31AA21121|dentes frontais - AA - figura humana feminina
31AA21122|dentes posteriores, molares - AA - figura humana feminina
31AA212|tórax - AA - figura humana feminina
31AA2121|costelas - AA - figura humana feminina
31AA2122|coluna vertebral - AA - figura humana feminina
31AA2123|clavícula - AA - figura humana feminina
31AA2124|escápula, omoplata - AA - figura humana feminina
31AA213|pélvis, bacia - AA - figura humana feminina
31AA214|ossos dos braços - AA - figura humana feminina
31AA2141|úmero, osso do braço - AA - figura humana feminina
31AA2142|rádio e ulna, ossos do antebraço - AA - figura humana feminina
31AA2143|carpo e metacarpo, partes da mão - AA - figura humana feminina
31AA2144|falanges dos dedos - AA - figura humana feminina
31AA215|ossos das pernas - AA - figura humana feminina
31AA2151|fêmur, osso da coxa - AA - figura humana feminina
31AA2152|tíbia e fíbula, ossos da perna - AA - figura humana feminina
31AA2153|tarso e metatarso, partes do pé - AA - figura humana feminina
31AA2154|falanges dos dedos dos pés - AA - figura humana feminina
31AA216|ossos em geral (corpo humano) - AA - figura humana feminina
31AA22|partes do corpo humano (esqueleto excluído) - AA - figura humana feminina
31AA221|cabeça (humana) - AA - figura humana feminina
31AA2211|rosto - AA - máscara (molde tirado do rosto)
31AA22111|partes do rosto - AA - máscara (molde tirado do rosto)
31AA22111(...)|partes do rosto (com NOME) - AA - máscara (molde tirado do rosto)
31AA22111(LIPS)|partes do rosto: lábios - AA - máscara (molde tirado do rosto)
31AA22111(NOSE)|partes do rosto: nariz - AA - máscara (molde tirado do rosto)
31AA2212|olhos - AA - figura humana feminina
31AA22121|"imago omnia videntis" - AA - figura humana feminina
31AA2213|orelhas - AA - figura humana feminina
31AA2214|boca - AA - figura humana feminina
31AA22141|língua - AA - figura humana feminina
31AA2215|cabeça (interna) - AA - figura humana feminina
31AA22151|cérebro - AA - figura humana feminina
31AA22152|cavidade nasal - AA - figura humana feminina
31AA22153|cavidade orofaríngea - AA - figura humana feminina
31AA222|peito, busto - AA - figura humana feminina
31AA2221|coração - AA - figura humana feminina
31AA22210|simbolismo do coração - AA - figura humana feminina
31AA222101|simbolismo profano do coração ~ amor - AA - figura humana feminina
31AA22211|partes do coração - AA - figura humana feminina
31AA2222|pulmões, brônquios - AA - figura humana feminina
31AA22221|respirando, respiração - AA - figura humana feminina
31AA22222|dificuldade em respirar - AA - figura humana feminina
31AA22229|sufocando - AA - figura humana feminina
31AA2223|seios - AA - figura humana feminina
31AA22231|mamilos - AA - figura humana feminina
31AA22232|seios dando leite - AA - figura humana feminina
31AA2224|ombro - AA - figura humana feminina
31AA2225|costas - AA - figura humana feminina
31AA2226|torso - AA - figura humana feminina
31AA223|abdómen, barriga (ser humano) - AA - figura humana feminina
31AA2231|aspectos exteriores ~ abdómen - AA - figura humana feminina
31AA22311|umbigo - AA - figura humana feminina
31AA22312|anca - AA - figura humana feminina
31AA2232|glândulas - AA - figura humana feminina
31AA22321|fígado (anatomia humana) - AA - figura humana feminina
31AA22322|vesícula biliar - AA - figura humana feminina
31AA22323|baço - AA - figura humana feminina
31AA2233|estômago - AA - figura humana feminina
31AA22331|esófago - AA - figura humana feminina
31AA2234|intestinos - AA - figura humana feminina
31AA2235|bexiga - AA - figura humana feminina
31AA2236|órgãos sexuais (humanos) - AA - figura humana feminina
31AA22361|órgãos sexuais masculinos - AA - figura humana feminina
31AA223611|testículos - AA - figura humana feminina
31AA223612|pénis, falo - AA - figura humana feminina
31AA2236121|imagem do falo, "phallos" - AA - figura humana feminina
31AA223613|esperma - AA - figura humana feminina
31AA22362|órgãos sexuais femininos - AA - figura humana feminina
31AA223621|ventre, útero - AA - figura humana feminina
31AA2236211|útero com feto - AA - figura humana feminina
31AA223622|ovários - AA - figura humana feminina
31AA223623|menstruação - AA - figura feminina humana
31AA2237|nádegas, "partes posteriores" - AA - figura humana feminina
31AA22371|ânus - AA - figura humana feminina
31AA224|braços - AA - figura humana feminina
31AA2241|parte superior do braço - AA - figura humana feminina
31AA2242|cotovelo - AA - figura humana feminina
31AA2243|antebraço - AA - figura humana feminina
31AA2244|pulso - AA - figura humana feminina
31AA2245|mão - AA - figura humana feminina
31AA22451|impressão da mãot - AA - figura humana feminina
31AA2246|dedos - AA - figura humana feminina
31AA22461|polegar - AA - figura humana feminina
31AA22462|dedo indicador - AA - figura humana feminina
31AA22463|dedo médio - AA - figura humana feminina
31AA22464|dedo anular - AA - figura humana feminina
31AA22465|dedo mindinho, dedo mínimo - AA - figura humana feminina
31AA2247|unhas (dedos) - AA - figura humana feminina
31AA225|pernas - AA - figura humana feminina
31AA2251|parte superior da perna, coxa - AA - figura humana feminina
31AA2252|joelho - AA - figura humana feminina
31AA2253|perna - AA - figura humana feminina
31AA2254|tornozelo - AA - figura humana feminina
31AA2255|pé - AA - figura humana feminina
31AA22551|calcanhar - AA - figura humana feminina
31AA22552|pegada, rasto - AA - figura humana feminina
31AA2256|dedos dos pés - AA - figura humana feminina
31AA2257|unhas (dedos dos pés) - AA - figura humana feminina
31AA226|outros detalhes anatómicos - AA - figura humana feminina
31AA2261|circulação sanguínea - AA - figura humana feminina
31AA22611|sangue - AA - figura humana feminina
31AA22612|artérias - AA - figura humana feminina
31AA22613|veias - AA - figura humana feminina
31AA2262|pele (humana) - AA - figura humana feminina
31AA22621|cabelo - AA - figura humana feminina
31AA22622|pêlos do corpo - AA - figura humana feminina
31AA22623|pêlos púbicos - AA - figura humana feminina
31AA2263|músculos - AA - figura humana feminina
31AA2264|tendões, ligamentos - AA - figura humana feminina
31AA2265|nervos - AA - figura humana feminina
31AA23|posturas da figura humana - AA - figura humana feminina
31AA231|figura de pé - AA - figura humana feminina
31AA2311|contraposto, "Standbein und Spielbein" - AA - figura feminina humana
31AA2312|figura serpentinata - AA - figura humana feminina
31AA2313|de pé sobre uma perna - AA - figura humana feminina
31AA2319|de pé sobre a cabeça ou sobre as mãos - AA - figura humana feminina
31AA232|figura inclinada - AA - figura humana feminina
31AA2321|inclinada para a frente - AA - figura humana feminina
31AA2322|inclinada para trás - AA - figura humana feminina
31AA2323|inclinada para um lado - AA - figura humana feminina
31AA233|figura ajoelhada - AA - figura humana feminina
31AA2331|ajoelhada em ambos os joelhos - AA - figura humana feminina
31AA234|acocorado, figura agachada - AA - figura humana feminina
31AA2341|figura encolhida - AA - figura humana feminina
31AA235|figura sentada - AA - figura humana feminina
31AA2351|sentado no chão - AA - figura humana feminina
31AA2352|sentado numa elevação - AA - figura humana feminina
31AA2353|sentado com braços ou cotovelos sobre os joelhos - AA - figura humana feminina
31AA23531|sentado com a(s) mão(s) repousando na coxa ou joelho - AA - figura humana feminina
31AA2354|sentado no colo de alguém - AA - figura humana feminina
31AA236|figura deitada - AA - figura humana feminina
31AA2361|deitado de costas com a parte superior do corpo levantada - AA - figura humana feminina
31AA2362|deitado com o rosto para baixo - AA - figura humana feminina
31AA2363|deitado sobre um dos lados, esticado - AA - figura humana feminina
31AA2364|deitado sobre um dos lados, com a parte superior do corpo levantada e apoiando-se no braço - AA - figura humana feminina
31AA2365|deitado de costas com as mãos atrás da cabeça - AA - figura humana feminina
31AA2366|deitado com o rosto para baixo, com as mãos atrás da cabeça - AA - figura humana feminina
31AA237|figura pendurada (pelos braços, pernas, etc.) - AA - figura humana feminina
31AA2371|pendurado pelos braços - AA - figura humana feminina
31AA23711|pendurado por um braço - AA - figura humana feminina
31AA2372|pendurado pelas pernas - AA - figura humana feminina
31AA23721|pendurado por uma perna - AA - figura humana feminina
31AA2373|pendurado por outras partes do corpo - AA - figura humana feminina
31AA23731|pendurado pelo cabelo - AA - figura humana feminina
31AA23732|pendurado pelos dentes - AA - figura humana feminina
31AA239|outras posturas da figura humana - AA - figura humana feminina
31AA2391|figura dobrada - AA - figura humana feminina
31AA24|posturas da cabeça - AA - figura humana feminina
31AA241|cabeça em posição vertical normal - AA - figura humana feminina
31AA242|cabeça virada para um lado - AA - figura humana feminina
31AA2421|cabeça virada para a esquerda - AA - figura humana feminina
31AA2422|cabeça virada para a direita - AA - figura humana feminina
31AA243|cabeça inclinada para trás - AA - figura humana feminina
31AA244|cabeça inclinada para a frente; vénia - AA - figura humana feminina
31AA245|cabeça inclinada para a esquerda - AA - figura humana feminina
31AA246|cabeça inclinada para a direita - AA - figura humana feminina
31AA247|olhar sobre o ombro - AA - figura humana feminina
31AA249|outras posturas da cabeça - AA - figura humana feminina
31AA25|posturas e gestos dos braços e mãos - AA - ambos os braços ou mãos
31AA251|posturas e gestos das mãos e braços em geral - AA - ambos os braços ou mãos
31AA2511|braço levantado para cima - AA - ambos os braços ou mãos
31AA25111|braço levantado, com dedos fechados - AA - ambos os braços ou mãos
31AA25112|braço levantado, com dedos abertos - AA - ambos os braços ou mãos
31AA25113|braço levantado, com punho - AA - ambos os braços ou mãos
31AA2512|braço esticado para a frente - AA - ambos os braços ou mãos
31AA2513|braço esticado para um lado - AA - ambos os braços ou mãos
31AA2514|braço seguro atrás - AA - ambos os braços ou mãos
31AA2515|braço pendendo - AA - ambos os braços ou mãos
31AA2516|braço ou mão pendendo à frente do corpo - AA - ambos os braços ou mãos
31AA25161|braço ou mão pendende à frente do peito - AA - ambos os braços ou mãos
31AA251611|mão segurando o seio - AA - ambos os braços ou duas mãos
31AA25162|mão no coração - AA - ambos os braços ou mãos
31AA25163|mão que bate no peito - AA - ambos os braços ou mãos
31AA25164|mão descobrindo o peito - AA - ambos os braços ou mãos
31AA2517|braço ou mão dobrada atrás do corpo - AA - ambos os braços ou mãos
31AA25171|braço dobrado atrás das costas - AA - ambos os braços ou mãos
31AA25172|mão atrás da cabeça - AA - ambos os braços ou mãos
31AA2518|mão na anca - AA - ambos os braços ou mãos
31AA2519|mão não visível - AA - ambos os braços ou mãos
31AA25191|mão no bolso - AA - ambos os braços ou mãos
31AA25192|mão na manga - AA - ambos os braços ou mãos
31AA25193|mão no peito (ou estômago), que escorregou para uma abertura das vestes - AA - ambos os braços ou mãos
31AA253|posturas e gestos dos braços e mãos em relação à cabeça - AA - ambos os braços ou mãos
31AA2531|mão(s) inclinada(s) para a cabeça - AA - ambos os braços ou mãos
31AA25311|"caput manui innixum", cabeça segura entre a(s) mão(s) - AA - ambos os braços ou mãos
31AA25312|cabeça segura entre a(s) mão(s), com os cotovelos encostados a uma elevação ou sobre os joelhos - AA - ambos os braços ou mãos
31AA25313|cobrindo a cabeça, puxando um tecido sobre  o rosto - AA - ambos os braços ou mãos
31AA25314|mão(s) atrás da cabeça - AA - ambos os braços ou mãos
31AA2532|mão tocando a barba - AA - ambos os braços ou mãos
31AA2533|mão na direcção da testa - AA - ambos os braços ou mãos
31AA25331|apontado para a testa com o dedo indicador - AA - ambos os braços ou mãos
31AA25332|"cornuto", i. e. dedo indicador e o dedo mindinho levantados sobre a testa - AA - ambos os braços ou mãos
31AA2534|mão(s) na direcção do(s) olho(s) - AA - ambos os braços ou mãos
31AA25341|olhando com a mão sobre os olhos - AA - ambos os braços ou mãos
31AA25342|espreitando por entre os dedos - AA - ambos os braços ou mãos
31AA25343|esfregando os olhos - AA - ambos os braços ou mãos
31AA25344|enxugando as lágrimas - AA - ambos os braços ou mãos
31AA2535|mão(s) na direcção do nariz - AA - ambos os braços ou mãos
31AA25351|segurando o nariz - AA - ambos os braços ou mãos
31AA2536|mão(s) na direcção da boca - AA - ambos os braços ou mãos
31AA25361|assobiando com os dedos - AA - ambos os braços ou mãos
31AA2537|mão(s) na direcção do(s) ouvido(s) - AA - ambos os braços ou mãos
