5|Ideias e conceitos abstractos
73A2342|mensageiros anunciam a Ana que Joaquim está de volta
73A235|encontro de Joaquim e Ana na Porta Dourada; normalmente são representados abraçados ou a beijar-se (Imaculada Conceição de Maria)
73A2351|encontro de Joaquim e Ana em frente da sua casa
73A2352|(Imaculada) Conceição de Maria representada simbolicamente
73A2353|acção de graças de Joaquim pela gravidez de Ana
73A2354|gravidez de Ana
73A236|Joaquim e Ana distribuem a sua riqueza
73A237|o resto da vida de Joaquim
73A2371|morte de Joaquim
73A238|o resto da vida de Ana
73A2381|os outros dois casamentos de Ana
73A2382|três filhas de Ana, todas chamadas Maria
73A2383|morte de Ana, normalmente com a prsença de Maria e Cristo
73A3|nascimento e infância de Maria
73A31|nascimento de Maria
73A311|diferentes cenas relativas ao parto ~ nascimento de Maria 
73A312|Joaquim e Ana junto ao leito de Maria
73A32|(Joaquim e Ana com) Maria criança
73A321|Joaquim e Ana acariciam Maria 
73A322|Maria é abençoada pelos sacerdotes quando completa um ano de idade
73A33|educação de Maria
73A331|Ana ensina Maria a ler
73A332|outras cenas ~ educação de Maria
73A34|dedicação (ou apresentação) de Maria no templo: Maria sobe os degraus e é recebida pelo sumo sacerdote
73A341|Maria deixa os seus pais para ir para o templo
73A35|vida de Maria no templo; pode estar acompanhada pelas" filhas dos hebreus"
73A351|Maria alimentada por um anjo
73A352|Maria em oração
73A353|Maria costurando e bordando no templo
73A3531|Maria costura roupas para os pobres e para os sacerdotes
73A3532|distribuição de novelos roxos tingidos ~ Maria costura roupas para os pobres e para os sacerdotes
73A354|Maria sentada ao tear
73A355|Joaquim e Ana visitam Maria no templo
73A356|outras cenas ~ vida de Maria no templo
73A36|Maria, em atitude de devoção, com os seus pais; com a presença de anjos e talvez de Deus Pai
73A4|Maria e José
73A41|escolha do noivo (marido): os pretendentes estão ajoelhados diante do altar, onde foram colocadas as varas
73A411|José é escolhido como marido porque a sua vara floriu (por vezes com uma pomba)
73A412|quando José é escolhido, os outros pretendentes mostram a sua decepção; talvez um deles parta a sua vara
73A42|casamento (esponsais) de Maria e José, "Sposalizio": são casados pelo sumo sacerdote
73A421|Maria despede-se de Zacarias e dos sacerdotes
73A422|Maria, como noiva, despede-se dos seus pais
73A423|José leva Maria para sua casa
73A4231|procissão do casamento de Maria e José
73A424|Maria em casa de José
73A4241|José trabalha na sua oficina de carpinteiro
73A5|o anúncio do nascimento de Cristo (Lucas 1, 26-38)
73A51|Maria (sozinha) a ler, em oração, etc. ~ Anunciação
73A52|a Anunciação: Maria, normalmente a ler, é visitada por um anjo (por vezes uma mulher ouve a conversa)
73A521|Anunciação: Maria de pé 
73A522|Anunciação: Maria sentada
73A523|Anunciação: Maria de joelhos
73A53|Maria e o anjo representados a meio corpo ~ Anunciação
73A54|Gabriel deixa Maria ~ Anunciação
73A55|virtudes de Maria na Anunciação
73A56|Maria concebe Jesus (o anjo não está presente)
73A57|Maria é suspeita de adultério
73A571|Maria diz a José que está grávida; José pode ser representado a repreender Maria
73A572|José atormentado pela gravidez de Maria; anunciação a José, num sonho (Mateus 1, 19-25)
73A573|Maria bebe a água da provação diante do sumo sacerdote
73A5731|Maria e José bebem a água da provação
73A574|Maria perdoa José 
73A575|arrependimento de José
73A576|José reconhece Maria como a mãe do Messias
73A6|Visitação (possivelmente José e/ou Zacarias estão presentes) (Lucas 1, 39-56)
73A61|Maria a caminho de Judá
73A62|chegada de Maria a Judá
73A621|Mary saúda Isabel de longe
73A622|Maria e Isabel, ambas grávidas, abraçando-se
73A623|Maria e Isabel apertam as mãos
73A624|Maria saúda Isabel, que se ajoelha à sua frente
73A63|Isabel abençoa Maria
73A64|Maria magnífica o Senhor ("Magnificat")
73A65|estadia de Maria em casa de Isabel ~ Visitação
73A66|Maria despede-se de Isabel
73A67|Maria regressa a casa ~ Visitação
73AA52|a Anunciação: Maria, normalmente a ler, é visitada por um anjo (por vezes uma mulher ouve a conversa) - AA - Maria à esquerda, o anjo à direita
73AA521|Anunciação: Maria de pé - AA - Maria à esquerda, o anjo à direita
73AA522|Anunciação: Mary sentada - AA - Maria à esquerda, o anjo à direita
73AA523|Anunciação: Maria de joelhos - AA - Maria à esquerda, o anjo à direita
73B|nascimento e infância de Cristo
73B(...)|série de episódios da vida de Cristo (com NOME)
73B(CHRIST)|série de episódios da vida de Cristo
73B1|história do nascimento de Cristo (Lucas 2, 1-20)
73B11|César Augusto ordena um censo
73B12|viagem de Maria e José para Belém
73B121|viagem de Maria e José para Belém, com a presença do primeiro filho de José
73B122|um anjo explica a visão de Maria durante a viagem para Belém
73B123|o censo em Belém: Maria e José são registados
73B124|Maria e José não são aceites na estalagem
73B125|Maria e José encontraram refúgio num estábulo
73B1251|José conserta um buraco na parede do estábulo
73B1252|José faz uma manjedoura
73B13|Maria, José e o Menino Jesus recém-nascido (Natividade)
73B131|Maria reclinada numa cama ou num sofá, olha para o Menino Jesus
73B132|cuidado com o Menino Jesus recém-nascido, e.g. enfaixar
73B1321|o banho do Menino Jesus (normalmente dado pelas parteiras)
73B1322|José prepara uma refeição ~ cuidado com o Menino Jesus recém-nascido
73B1323|José seca as faixas 
73B1324|José corta algumas das suas roupas para fazer faixas para o Menino Jesus
73B1325|os anjos trazem faixas ~ cuidado com o Menino Jesus recém-nascido
73B14|anunciação do nascimento de Cristo aos pastores (e/ou às pastoras) à noite; um coro de anjos canta no céu
73B141|os pastores vão a Belém
73B15|milagres no nascimento de Cristo
73B151|o templo da Paz, em Roma, desaba ~ nascimento de Cristo
73B152|uma nascente de óleo rebenta em Roma ~ nascimento de Cristo
73B153|milagre da mão atrofiada de Maria Salomé (também chamada Zelami ou Zebel), uma das parteiras ~ nascimento de Cristo
73B2|adoração do Menino Jesus ~ nascimento de Cristo
73B21|adoração do Menino Jesus por Maria
73B22|adoração do Menino Jesus por Maria; João Baptista está presente
73B23|adoração do Menino Jesus por Maria e José
73B24|adoração do Menino Jesus por Maria, José, Isabel e João Baptista
73B25|adoração do Menino Jesus pelos pastores; Maria e José estão presentes
73B251|adoração do Menino Jesus pelos pastores, sem José e Maria
73B26|os pastores regressam, contando o que viram ~ adoração do Menino Jesus
73B27|as parteiras adoram o Menino Jesus, Maria e José podem estar presentes
73B28|o Menino Jesus na manjedoura
73B281|o boi e o burro junto à manjedoura ~ nascimento de Cristo
73B3|circuncisão do Menino Jesus pelo sacerdote no templo (Lucas 2, 21)
73B31|circuncisão do Menino Jesus por Maria
73B4|apresentação do Menino Jesus no templo, normalmente com a presença de Simeão (e Ana) (Lucas 2, 22-39)
73B41|purificação de Maria; a oferta de pombas
73B411|José paga o resgate ~ purificação de Maria
73B42|Simeão, segurando o Menino Jesus, canta o seu cântico: "Nunc dimittis"
73B43|Maria e José abençoados por Simeão ~ apresentação do Menino Jesus no templo
73B44|profecia de Ana ~ apresentação do Menino Jesus no templo
73B5|história dos três Homens Sábios (reis ou magos) (Mateus 2, 1-12)
73B51|os três Reis Magos vêem a estrela e são surpreendidos pela sua grandeza
73B511|apenas um dos Magos vê a estrela
73B52|viagem dos três Reis Magos a Jerusalém
73B521|os três Reis Magos encontram-se na encruzilhada
73B53|primeira visita dos três Reis Magos ao Rei Herodes
73B531|Herodes interroga o Sinédrio
73B532|Herodes envia um servo aos três Reis Magos
73B54|segunda visita dos três Reis Magos a Herodes
73B55|a estrela reaparece e guia os três Reis Magos a Belém
73B551|os Magos descansam durante a viagem
73B56|chegada dos três Reis Magos a Belém
73B57|adoração dos reis: os Magos oferecem os seus presentes ao Menino Jesus (ouro, incenso e mirra)
73B571|Maria distribui presentes aos pobres
73B58|os três Reis Magos são avisados ​​por um anjo, num sonho, para não voltarem a ir ter com Herodes
73B581|partida dos três Reis Magos para os seus países
73B582|Herodes manda queimar os navios no porto de Tarso
73B59|últimos anos da vida dos três Reis Magos
73B591|(últimos anos da vida) de Melchior, o rei "asiático" representado com barba
73B592|(últimos anos da vida) de Gaspar, o jovem rei "europeu"
73B593|(últimos anos da vida) de Belsazar, o rei "Africano" (negro)
73B6|o massacre dos inocentes e a fuga para o Egipto (Mateus 2, 13-23)
73B61|a Sagrada Família visita Isabel, Zacarias e o recém-nascido João Baptista
73B62|um anjo aparece a José, num sonho, exortando-o a fugir para o Egipto
73B63|o massacre dos inocentes
73B631|Herodes dá ordem para matar as crianças
73B632|os soldados entram em Belém ~ massacre dos inocentes
73B633|o massacre dos inocentes; por vezes Herodes assiste
73B6331|o massacre; Isabel foge com João Baptista
73B634|morte de Herodes: é comido pelos vermes
73B64|fuga para o Egipto e os milagres que ocorrem durante a viagem
73B641|a fuga para o Egipto: Maria, José e o Menino (e por vezes outros) a caminho; Maria normalmente está montada num burro (jumento)
73B6411|a fuga para o Egipto: o primeiro filho de José conduz o burro
73B6412|atravessando um rio num barco, talvez um anjo (ou por vezes Caronte) como barqueiro ~ a fuga para o Egipto
73B642|milagres que ocorrem durante a fuga para o Egipto
73B6421|queda do ídolos ~ milagres que ocorrem durante a fuga para o Egipto
73B6422|a lenda do grão que cresceu com rapidez milagrosa ~ a fuga para o Egipto
73B64221|a Sagrada Família encontra um fazendeiro a semear
73B64222|os soldados de Herodes interrogam o fazendeiro, que está a colher o trigo
73B6423|milagre do Menino Jesus que domestica os dragões que ameaçam a Sagrada Família; uma vez domesticados, adoram o Menino Jesus
73B6424|lenda dos ladrões: Dimas e Gestas surpreendem a Sagrada Família durante a noite; Cristo profetiza que serão crucificados com ele
73B65|descanso durante a fuga para o Egipto
73B651|milagre da tamareira ~ descanso durante a fuga para o Egipto
73B652|milagre da fonte ~ descanso durante a fuga para o Egipto
73B66|chegada da Sagrada Família ao Egipto (Sotine ou Hermópolis)
73B661|a Sagrada Família é bem recebida e honrada pelo povo egípcio
73B6611|a conversão de Afrodisío
73B67|a estadia da Sagrada Família no Egipto
73B68|um anjo aparece a José, num sonho, e exorta-o a regressar a casa
73B69|a Sagrada Família (por vezes com outros) regressa a Israel
73B691|descanso durante o regresso da Sagrada Família a Israel
73B6911|a Sagrada Família visita Isabel no regresso da viagem
73B692|chegada da Sagrada Família a Nazaré
73B7|vida quotidiana em Nazaré
73B71|Maria em ocupações domésticas
73B72|José e o Menino Jesus ~ vida quotidiana em Nazaré
73B721|José com o Menino Jesus (e Maria) na sua oficina de carpinteiro
73B73|educação do Menino Jesus
73B731|o Menino Jesus dá os primeiros passos (em Nazaré)
73B732|Maria ensina o Menino Jesus a ler
73B733|Menino Jesus como aprendiz
73B734|Menino Jesus é conduzido à escola por Maria
73B74|outras ocupações da Sagrada Família
73B75|milagres e outras narrativas ~ a infância de Jesus
73B751|curas do Menino Jesus
73B7511|o Menino Jesus cura Simão (Zelote)
73B752|o Menino Jesus cria animais
73B7521|o Menino Jesus cria mosquitos do pó
73B7522|o Menino Jesus dá vida aos pássaros de barro 
73B7523|o Menino Jesus cria abelhas e vespas
73B753|o Menino Jesus a brincar
73B7531|o Menino Jesus brinca com bolhas de sabão
73B7532|o Menino Jesus a pescar
73B7533|o Menino Jesus joga às escondidas com anjos
73B7534|o Menino Jesus brinca na praça do mercado
73B7535|outros jogos e brincadeiras ~ o Menino Jesus a brincar
73B7536|o Menino Jesus com outras crianças
73B754|o Menino Jesus a ensinar
73B8|Sagrada Família e representações derivadas
73B81|Sagrada Família (sozinha), "Trinitas Terrestris"
73B82|Sagrada Família com os outros, e.g.: Ana
73B821|Sagrada Família com João Baptista (criança)
73B8211|Sagrada Família com João Baptista; Isabel está presente
73B8212|Sagrada Família com João Baptista; Isabel e Zacarias estão presentes
73B83|representações derivadas da Sagrada Família
73B831|Maria e o Menino Jesus com João Baptista (em criança)
73B8311|Maria, o Menino Jesus e João Baptista (em criança) com outras personagens
73B83111|Maria, o Menino Jesus e João Baptista, com a presença de Isabel 
73B83112|Maria, o Menino Jesus e João Baptista; com a presença de Isabel e Zacarias 
73B832|o Menino Jesus e João Baptista (em criança)
73B8321|o Menino Jesus e João Baptista (em criança) com outras personagens
73B83211|o Menino Jesus e João Baptista com outras personagens, com a presença de Isabel 
73B83212|o Menino Jesus e João Baptista com outras personagens; com a presença de Isabel e Zacarias 
73B9|história de Jesus com doze anos, em Jerusalém (Lucas 2, 41-52)
73B91|viagem de Maria, José e Jesus para Jerusalém
73B92|Maria e José regressam a casa; Jesus permanece em Jerusalém
73B921|Maria e José procuram o seu filho
73B93|disputa de Jesus com os doutores no templo; Jesus enumera os seus argumentos pelos dedos
73B931|Jesus é encontrado pelos pais
73B932|Jesus é questionado pela Virgem Maria
73B94|Jesus regressa com os seus pais
73B95|outros eventos na vida de Jesus até ao seu baptismo
73BB641|a fuga para o Egipto: Maria, José e o Menino (e por vezes outros) a caminho; Maria normalmente está montada num burro (jumento) - BB - predomínio da paisagem 
73BB6411|a fuga para o Egipto: o primeiro filho de José conduz o burro - BB - predomínio da paisagem 
73BB6412|atravessando um rio num barco, talvez um anjo (ou por vezes Caronte) como barqueiro ~ a fuga para o Egipto - BB - predomínio da paisagem 
73BB65|descanso durante a fuga para o Egipto - BB - predomínio da paisagem 
73BB651|milagre da tamareira ~ descanso durante a fuga para o Egipto - BB - predomínio da paisagem 
73BB652|milagre da fonte ~ descanso durante a fuga para o Egipto - BB - predomínio da paisagem 
73C|vida pública de Cristo: do seu baptismo até à Paixão
73C1|história de João Baptista (Mateus 3; Marcos 1, 4-11; Lucas 3, 1-22; João 1, 19-34)
73C11|João Baptista a pregar (talvez Cristo está entre os presentes)
73C111|o machado já está pronto para cortar as árvores pela raiz ~ João Baptista a pregar
73C112|João Baptista argumentando
73C113|João Baptista identifica Cristo como o Cordeiro de Deus ("Ecce Agnus Dei") (João 1, 29-36)
73C12|João Baptista a baptizar
73C121|baptismo de Cristo no rio Jordão: João Baptista derrama água sobre a cabeça de Cristo: o Espírito Santo desce sobre Ele
73C1211|João Baptista abençoa Cristo
73C122|alguns discípulos de João Baptista conversam com Cristo
73C13|martírio e morte de João Baptista (Mateus 14, 3-12, Marcos 6, 17-29)
73C131|João Baptista censura Herodes (Herodes Antipas) e Herodíade
73C132|João Baptista detido e preso
73C1321|João Baptista na prisão
73C1322|Herodíade tenta persuadir Herodes a matar João Baptista, mas Herodes recusa-se
73C133|Salomé dança durante o banquete de Herodes
73C1331|Herodes promete realizar qualquer desejo de Salomé
73C1332|Herodíade convence Salomé a pedir a cabeça de João Baptista
73C13321|Salomé pede a cabeça de João Baptista; Herodes ordena a decapitação
73C1333|a decapitação de João Baptista
73C1334|o carrasco entrega a cabeça de João Baptista a Salomé
73C13341|Salomé com a cabeça de João Baptista num prato
73C1335|Salomé entrega a cabeça de João Baptista a sua mãe
73C1336|Herodíade profana a cabeça de João Baptista ao perfurar-lhe a língua
73C1337|a cabeça de João Baptista é levada ou deixada na mesa de banquete
73C1338|a cabeça de João Baptista num prato (bandeja)
73C134|luto e sepultura de João Baptista
73C135|eventos que ocorrem após a sepultura de João Baptista
73C1351|João Baptista no Limbo
73C1352|assunção de João Baptista
73C13521|Cristo e Maria recebem João Baptista no paraíso
73C1353|as relíquias de João Baptista
73C13531|a incineração dos ossos de João Baptista por ordem de Juliano, o Apóstata
73C135311|monges salvam os restos mortais de João Baptista
73C13532|descoberta da cabeça de João Baptista
73C135321|descoberta da cabeça de João Baptista, por dois monges, na igreja de Hebdomon
73C135322|descoberta da cabeça de João Baptista na igreja de Emesa, de onde é desenterrada
73C135323|descoberta da cabeça de João Baptista em Komana (Comana), onde é venerada pelo imperador bizantino
73C13533|a cabeça de João Baptista é levada para Amiens
73C2|história da tentação de Cristo no deserto (Mateus 4, 1-11; Marcos 1, 12-13; Lucas 4, 1-13)
73C21|Cristo no deserto
73C22|Cristo, por vezes acompanhado por anjo(s) da guarda, é tentado por Satanás (diabo), que normalmente aparece em forma humana
73C221|"ordena que estas pedras se convertam em pães" ~ tentação de Cristo no deserto
