4|Société, Civilisation, Culture
46C11|route, chemin
46C111|gué
46C1111|traverser un cours d'eau
46C1112|ferry, bac
46C1113|pierres de gué
46C112|pont
46C1121|ponts selon leur principe de construction
46C11211|pont suspendu
46C11212|pont cantilever
46C11213|pont à bascule
46C1122|ponts selon leur forme
46C11221|pont enrichi d'éléments de construction, p.ex. un toit ou des échoppes
46C113|viaduc
46C114|route souterraine, tunnel
46C115|régulation du trafic, de la circulation, (indications, feux, etc.)
46C1151|panneau de signalisation, poteau indicateur
46C1152|agent dirigeant la circulation
46C1153|feux de signalisation
46C1159|embouteillage, bouchon de circulation
46C116|carrefour, croisement, bifurcation
46C1160|carrefour, croisement, bifurcation (représentés allégoriquement ou symboliquement)
46C1161|signal routier, poteau indicateur
46C1162|borne kilométrique
46C117|croix de chemin, montjoie
46C118|autres constructions ~ route, chemin
46C1181|volée d'escalier, escalier
46C12|trafic, circulation et transport sur terre ~ énergie humaine
46C121|transporter quelque chose
46C1211|transporter quelque chose dans un panier, un sac, un sac à dos, etc.
46C1212|porter quelque chose avec une palanche
46C1213|porter quelque chose accroché à un bâton, une perche
46C1214|transporter quelque chose dans une brouette
46C1215|porter quelque chose sur la tête ou sur les épaules
46C122|brouette
46C123|charrette à bras
46C124|pousse-pousse
46C125|bicyclette, vélos
46C1251|bicyclettes anciennes
46C1251(...)|types de bicyclettes anciennes (avec NOM)
46C1252|tricycle
46C12521|triporteur, tricycle de livreur
46C1253|monocycle
46C1254|tandem
46C1257|autres types de bicyclettes
46C1257(...)|autres types de bicyclettes (avec NOM)
46C1258|parties, fixations, accessoires de bicyclette
46C1258(...)|parties, fixations, accessoires de bicyclette (avec NOM)
46C126|moyens inusuels de transport
46C1261|échasses
46C127|porter une personne
46C1271|porter une personne sur le dos
46C1272|(transporter une personne sur) une litière, un brancard
46C1273|(transporter une personne dans) une chaise à porteur
46C128|personne(s) tirant ou poussant un véhicule, qui n'est en principe pas propulsé par l'homme
46C13|montures; bêtes de somme
46C131|monter à cheval, sur un âne, un mulet; cavalier
46C1311|école d'équitation, manège
46C13111|haute école d'équitation
46C13112|carrousel (de cavaliers)
46C1312|portrait équestre d'apparat
46C1313|statue équestre
46C1314|le cheval et animaux similaires
46C13141|cheval
46C13141(...)|cheval (avec NOM de la sorte)
46C131411|chevaux se battant
46C13142|âne, baudet
46C13143|mule, mulet
46C13144|bardot
46C1315|haras
46C1316|seller et mettre la bride
46C13161|selle et bride (sellerie)
46C131611|têtière
46C131612|mors
46C131613|rênes
46C131614|selle
46C1316141|palanquin
46C131615|étrier
46C131616|oeillères
46C131617|couverture de cheval
46C1317|pansage
46C13171|valet d'écurie, palefrenier
46C13172|étrille
46C1318|cheval en mouvement
46C13181|marchant (cheval en mouvement)
46C13182|trottant (cheval en mouvement)
46C13183|galopant (cheval en mouvement)
46C13184|sautant (cheval en mouvement)
46C13185|se cabrant (cheval en mouvement)
46C13186|donnant un coup de pied, ruant (cheval en mouvement)
46C13187|mener un cheval par la bride; cavalier à côté de son cheval
46C1319|accident de cheval (ou animal similaire)
46C13191|s'emballer, prendre le mors aux dents, s'échapper (~ cheval)
46C13192|cheval jetant son cavalier à terre
46C13193|cheval attaqué par des bêtes sauvages
46C132|chevaucher un animal autre que le cheval, l'âne, ou le mulet
46C133|bête de somme
46C14|traction animale, véhicule tiré par un animal (calèche etc.)
46C141|atteler, harnacher ~ traction animale
46C1411|harnais
46C14111|joug
46C14112|autres parties du harnais
46C1412|animal(animaux) non attelé(s) à côté du chariot
46C1413|déharnacher, ôter le harnais
46C142|voiture à deux roues attelée à un animal
46C1421|voiture à deux roues attelée à un seul animal
46C1422|voiture à deux roues attelée à deux animaux
46C1423|voiture à deux roues attelée à trois animaux
46C1424|voiture à deux roues attelée à plus de trois animaux
46C14241|quadrige
46C143|voiture à trois roues attelée à un animal
46C1431|voiture à trois roues attelée à un seul animal
46C1432|voiture à trois roues attelée à deux animaux
46C1433|voiture à trois roues attelée à trois animaux
46C1434|voiture à trois roues attelée à plus de trois animaux
46C144|voiture à quatre roues attelée à un animal, p.ex. : fiacre, calèche, coche
46C1441|voiture à quatre roues attelée à un seul animal
46C1442|voiture à quatre roues attelée à deux animaux
46C1443|voiture à quatre roues attelée à trois animaux
46C1444|voiture à quatre roues attelée à plus de trois animaux
46C1444(...)|voiture à quatre roues attelée à plus de trois animaux (avec NOMBRE d'animaux)
46C145|charrette, chariot
46C1451|fourgon, véhicule couvert, avec capote
46C146|stimuler sa monture ou un animal de trait
46C1461|piquer, aiguillonner
46C1462|éperon
46C1463|cravache, fouet
46C147|diligence, omnibus, tramway à chevaux
46C148|traîneau tiré par des animaux (Néerlandais : 'toeslede')
46C149|accident de véhicule attelé à des animaux
46C1491|animaux de trait s'emballant
46C1492|accident de voiture à deux roues attelée à un animal
46C14921|accident de voiture à deux roues attelée à un seul animal
46C14922|accident de voiture à deux roues attelée à deux animaux
46C14923|accident de voiture à deux roues attelée à trois animaux
46C14924|accident de voiture à deux roues attelée à plus de trois animaux
46C149241|accident de quadrige
46C1493|accident de voiture à trois roues attelée à un animal
46C14931|accident de voiture à trois roues attelée à un seul animal
46C14932|accident de voiture à trois roues attelée à deux animaux
46C14933|accident de voiture à trois roues attelée à trois animaux
46C14934|accident de voiture à trois roues attelée à plus de trois animaux
46C1494|accident de voiture à quatre roues attelée à un animal, p.ex. fiacre, calèche, coche
46C14941|accident de voiture à quatre roues attelée à un seul animal
46C14942|accident de voiture à quatre roues attelée à deux animaux
46C14943|accident de voiture à quatre roues attelée à trois animaux
46C14944|accident de voiture à quatre roues attelée à plus de trois animaux
46C14944(...)|accident de voiture à quatre roues attelée à plus de trois animaux (avec NOMBRE d'animaux)
46C1495|accident de charrette, chariot
46C1496|stimuler sa monture ou un animal de trait ~ accident
46C14961|piquer, aiguillonner ~ accident
46C14962|éperon ~ accident
46C14963|cravache, fouet ~ accident
46C1497|accident de diligence, d'omnibus, de tramway à chevaux
46C1498|accident de traîneau tiré par des animaux (Néerlandais : toeslede')
46C15|trafic ferroviaire
46C151|chemin de fer, tramway; chemin de fer à crémaillère
46C1511|chemin de fer, train
46C15111|train de marchandises
46C15112|train de voyageurs
46C1512|tramway, tram
46C15121|tram
46C1513|chemin de fer à crémaillère
46C152|locomotive
46C1521|locomotive à vapeur
46C1522|locomotive à diesel
46C1523|locomotive électrique
46C1529|autres types de locomotives
46C1529(...)|autres types de locomotives (avec NOM du type)
46C153|wagon, voiture de train
46C1531|wagon de voyageurs, compartiment
46C1532|fourgon (train)
46C154|système de signalisation (chemin de fer, tramway)
46C1541|cabine d'aiguillage, poste de signalisation (chemin de fer, tramway)
46C1542|passage à niveau non gardé (chemin de fer, tramway)
46C1543|passage à niveau gardé (chemin de fer, tramway)
46C1544|signal (chemin de fer, tramway)
46C155|gare; abri (chemin de fer, tramway)
46C1551|plate-forme (chemin de fer, tramway)
46C1552|salle d'attente (chemin de fer, tramway)
46C1559|(autres) bâtiments, constructions ~ chemin de fer, tramway
46C15591|dépôt ~ chemin de fer, tramway
46C156|chemin de fer souterrain, métro
46C1561|gare souterraine
46C157|monorail
46C158|chemin de fer suspendu
46C1581|chemin de fer funiculaire
46C159|accident de chemin de fer
46C1591|accident de train, tramway; train à crémaillère
46C1592|accident de locomotive
46C1593|accident de wagon, voiture de voyageurs, compartiment
46C1594|système de signalisation (chemin de fer) ~ accident
46C15941|cabine d'aiguillage, poste de signalisation ~ accident
46C15942|accident à un passage à niveau non gardé (chemin de fer)
46C15943|accident à un passage à niveau gardé (chemin de fer)
46C1595|accident dans une gare, à un abri (chemin de fer)
46C1596|accident de chemin de fer souterrain
46C15961|accident dans une gare souterraine
46C1597|accident de monorail
46C1598|accident de chemin de fer suspendu
46C15981|accident de chemin de fer funiculaire
46C16|circulation routière de véhicules auto-mobiles
46C161|automobile, voiture
46C1611|automobile ou voiture à trois roues
46C162|bus, autocar
46C163|camion, camionnette
46C164|voiture amphibie
46C165|motocyclettes et autres véhicules auto-mobiles à deux roues
46C166|autres véhicules auto-mobiles non mentionnés ou impliqués ci-dessus
46C1661|tracteur
46C167|parties, accessoires de véhicules auto-mobiles
46C1671|parties de véhicule auto-mobile
46C1671(...)|parties de véhicule auto-mobile (avec NOM)
46C168|entretien, réparation, entreposage ~ véhicules auto-mobiles
46C1681|station-service
46C16811|pompe à essence
46C16812|garage ~ entreprise s'occupant de l'entretien et des réparations
46C16813|portique, machines de lavage automatique (de voitures)
46C1682|équipement de stationnement
46C16821|place, aire de stationnement (enclos)
46C16822|garage, parking, parking à étages, souterrain
46C16823|parcmètre
46C168231|gardien, voiturier, contractuelle, 'pervenche'
46C169|accident de véhicules auto-mobiles
46C1691|accident de voiture, d'automobile
46C16911|accident d'automobile à trois roues
46C1692|accident de bus, d'autocar
46C1693|accident de camion, camionnette
46C1694|accident de voiture amphibie
46C1695|accident de motocyclettes ou autres véhicules auto-mobiles à deux roues
46C17|voiture à voiles
46C18|déplacement sur la neige et la glace (non sportif)
46C181|luge, traîneau (non sportif)
46C1811|traîneau tiré par des chevaux sur la neige ou la glace; troïka
46C1812|traîneau tiré par des chiens
46C1813|traîneau tiré par des rennes
46C1814|traîneau poussé avec des piques
46C182|raquette (déplacement sur la neige et la glace)
46C183|ice yacht
46C189|accident sur la neige ou la glace
46C19|roue (de véhicule)
46C191|moyeu (de roue)
46C1911|billes de roulement (roue)
46C192|rayons (roue)
46C193|pneu
46C1931|chambre à air
46C1939|trace de pneu
46C199|trace de roue
46C2|trafic maritime
46C20|'Navigatione' (Ripa)
46C21|navires (en général)
46C211|chantier naval
46C212|réparation, calfatage, carénage (~ navire)
46C2121|cale sèche, dock flottant
46C213|maquette, modèle réduit de navire
46C2131|modèle réduit de navire dans une bouteille
46C214|'portrait' d'un navire
46C215|partie de l'extérieur du navire
46C215(...)|partie de l'extérieur du navire (avec NOM)
46C215(ANCHOR)|partie de l'extérieur du navire : ancre
46C215(BOW)|partie de l'extérieur du navire : proue
46C215(FIGURE-HEAD)|partie de l'extérieur du navire : figure de proue
46C215(MAST)|partie de l'extérieur du navire : mât
46C215(RUDDER)|partie de l'extérieur du navire : gouvernail
46C215(WINDLASS)|partie de l'extérieur du navire: guindeau
46C216|parties de l'intérieur d'un navire
46C216(...)|parties de l'intérieur d'un navire (avec NOM)
46C219|mode improvisé et inhabituel de déplacement sur l'eau
46C22|entrer au port
46C221|navire entrant dans le port
46C222|navire en rade
46C223|port
46C2231|embarcadère, débarcadère, quai
46C2232|bitte d'amarrage, bollard
46C2233|passerelle (navire)
46C2234|équipement portuaire
46C22341|grue d'entrepôt portuaire
46C2235|entrepôt (~ port)
46C2236|hangar à bateaux, remise
46C2237|navire échoué, touchant le fond, jeté sur la côte
46C23|bateau propulsé par l'homme ou par un animal
46C231|toueur, chaland de trait, de halage
46C232|bateau à rames, canoë, etc.
46C2321|ramer en regardant vers l'avant, pousser
46C2322|ramer en regardant vers l'arrière, tirer
46C23221|trirème, galère
46C2323|aviron (de couple), ramer à la godille
46C23231|gondole
46C2324|canoë
46C2325|barque avancée à la perche
46C233|bateau ou véhicule tiré par un animal marin (fabuleux)
46C24|bateau à voiles, voilier
46C24(...)|bateau à voiles, voilier (avec NOM)
46C241|gréement de navire à voiles
46C2411|objets faisant partie du gréement
46C2411(...)|objets faisant partie du gréement (avec NOM)
46C24111|voile
46C24112|échelle de corde
46C25|navire à vapeur, navire à moteur (diesel)
46C251|navire à aubes
46C252|sous-marin
46C253|cloche à plongeur, bathysphère
46C254|brise-glace
46C255|remorqueur, pousseur
46C256|navire de charge, cargo
46C2561|péniche à moteur
46C257|paquebot
46C26|voilier à vapeur
46C261|voilier à moteur
46C27|équipage et passagers ~ navire
46C271|équipage ~ navire
46C2711|marin, navigateur
46C2711(...)|marin (avec NOM du rang)
46C2711(SAILOR)|marin : matelot
46C2712|discipline et châtiment de bord
46C2713|être en permission à terre
46C2719|mutinerie à bord
46C272|passagers ~ navire
46C273|fêtes à bord
46C2731|fête à bord lors du passage de l'équateur (le Roi Neptune)
46C279|passager clandestin ~ navire
46C28|navigation, trafic et manoeuvre maritime
46C280|'Navigatione' (Ripa)
46C281|signalisation ~ navigation
46C2811|signal-tempête ~ navigation
46C282|détermination de la position d'un navire en mer; instruments nautiques
46C2821|détermination de la position d'un navire en mer à l'aide des étoiles et du soleil
46C2822|quadrant, quart de cercle, sextant, octant (instruments nautiques)
46C2823|astrolabe
46C283|balise
46C2831|phare, bateau-feu, bateau-phare
46C2832|bouée à cloche, bouée à sifflet
46C2833|bouée lumineuse
46C284|sonder, bathymétrie
46C285|manoeuvrer un navire
46C2851|sur la passerelle de commandement (manoeuvrer)
46C2852|à la barre, au gouvernail (manoeuvrer)
46C2853|bateau-pilote
46C2854|poste d'observation en haut du mât, dans le nid de pie
46C286|soulever un bateau au-dessus d'une barre
46C2861|pont roulant, portage (Néerlandais : 'overtoom')
46C2862|chameau (instrument maritime)
46C289|vaisseau fantôme
46C2891|le Hollandais Volant (vaisseau fantôme)
46C29|accident de navire; maladies et mort en mer
46C291|naufrage
46C292|se noyer, naufragé
46C2921|chaloupe de sauvetage, canot de sauvetage
46C2922|radeau
46C2923|tomber par-dessus bord
46C29231|être jeté par-dessus bord
46C293|service de sauvetage
46C2931|sauver une personne de la noyade
46C2932|bouée de sauvetage
