4|yhteiskunta, sivilisaatio, kulttuuri
#46C191|nave, hub (of wheel)
#46C1911|ball-bearing (of wheel)
#46C192|spokes
#46C193|tyre
#46C1931|inner tube
#46C1939|tyre track
#46C199|wheel track
46C2|vesiliikenne
#46C20|'Navigatione' (Ripa)
46C21|laiva (yleensä)
46C211|telakka
#46C212|repairing, caulking, careening (~ ship)
#46C2121|dry-dock, floating-dock
#46C213|ship-model
#46C2131|ship-model in bottle
#46C214|ship's portrait
46C215|laivan ulkopuoliset osat
46C215(...)|laivan ulkopuoliset osat (NIMEN kanssa)
46C215(ANCHOR)|laivan ulkopuoliset osat: ankkuri
#46C215(BOW)|parts of ship's exterior: bow
#46C215(FIGURE-HEAD)|parts of ship's exterior: figure-head
46C215(MAST)|laivan ulkopuoliset osat: masto
#46C215(RUDDER)|parts of ship's exterior: rudder
46C215(WINDLASS)|laivan ulkopuoliset osat: kela
#46C216|parts of ship's interior
#46C216(...)|parts of ship's interior (with NAME)
#46C219|improvised and unusual traffic on the water
#46C22|harbouring
46C221|laiva satamassa
#46C222|ship in the roads, roadstead
46C223|satama
46C2231|laituri, aallonmurtaja
#46C2232|mooring-buoy, bollard
#46C2233|gangboard, gangplank
#46C2234|harbour equipment
#46C22341|dock crane
#46C2235|warehouse (~ harbour)
#46C2236|boat-house, shed
#46C2237|ships, boats on land, beached
#46C23|boat propelled by man or animal
#46C231|tow-boat, towing-barge
46C232|soutuvene, kanootti, jne.
#46C2321|rowing facing forward, pushing
#46C2322|rowing facing backward, pulling
#46C23221|trireme, galley
#46C2323|oaring, sculling
#46C23231|gondola
#46C2324|canoeing
#46C2325|poling, punting
#46C233|boat or vehicle drawn by (fabulous) animal(s) of the sea
46C24|purjealus, purjevene
46C24(...)|purjealus, purjevene (NIMEN kanssa)
#46C241|sailing-ship's rigging
#46C2411|parts of sailing-ship's rigging
#46C2411(...)|parts of sailing-ship's rigging (with NAME)
#46C24111|sail
#46C24112|rope-ladder
46C25|höyrylaiva, moottorialus
#46C251|paddle-wheel boat
46C252|sukellusvene
#46C253|diving-bell, bathysphere
46C254|jäänmurtaja
#46C255|tug, pusher tug
#46C256|freight vessel
#46C2561|motorized barge
#46C257|passenger liner
#46C26|steamsailer
#46C261|motorsailer
46C27|miehistö ja matkustajat ~ laiva
#46C271|crew ~ ship
46C2711|merimies
#46C2711(...)|seaman (with NAME of rank)
#46C2711(SAILOR)|seaman: sailor
#46C2712|discipline and punishment (on board)
#46C2713|being out on shore-leave, liberty-man
#46C2719|mutiny on ship
#46C272|passengers ~ ship
#46C273|celebration on board
#46C2731|celebration on board while crossing the equator (Neptune)
#46C279|stowaway ~ ship
#46C28|navigation and manoeuvering ~ ship
#46C280|'Navigatione' (Ripa)
#46C281|signalling ~ navigation
#46C2811|storm-signal ~ navigation
#46C282|position-finding at sea; nautical instruments
#46C2821|position-finding with the help of the stars or the sun
#46C2822|quadrant, sextant, octant (nautical instruments)
#46C2823|astrolabe
#46C283|beacon
46C2831|majakka
#46C2832|bell-buoy, whistling-buoy
#46C2833|light-buoy
#46C284|fathoming, sounding
#46C285|manoeuvering a ship
#46C2851|on the bridge (manoeuvering)
#46C2852|at the helm (manoeuvering)
#46C2853|pilot-boat
#46C2854|look-out in the crow's nest
#46C286|raising a ship over a bar
#46C2861|rolling bridge (Dutch: 'overtoom')
#46C2862|ship's camel (device used to raise a ship over a bar)
#46C289|ghost-ship, spectral ship
#46C2891|Flying Dutchman (ghost-ship)
46C29|onnettomuus merellä (tai järvellä); sairaus ja kuolema merellä (järvellä)
46C291|haaksirikko
46C292|hukkuminen, haaksirikkoutunut henkilö
46C2921|pelastusvene
#46C2922|raft
#46C2923|falling overboard
#46C29231|being thrown overboard
#46C293|life-saving service
#46C2931|saving a person from drowning
#46C2932|lifebelt, life-buoy
#46C294|wreck ashore
#46C2941|salvaging a wreck
#46C295|luring ships to shipwreck
#46C2951|beach-comber, wrecker
#46C296|sea-sickness
#46C297|sea-burial
#46C298|damage (to a ship)
46C3|lentoliikenne, ilmailu, ilmaliikenne
#46C31|flying on or with the aid of animal(s)
#46C32|flying on or with the aid of object(s)
#46C33|self-propelled flying
46C34|kuumailmapallo (ilmailu)
46C35|ilmalaiva, zeppelin
46C36|lentokone
#46C361|parts, attachments of aircraft
#46C3611|parts of aircraft
#46C3611(...)|parts of aircraft (with NAME)
#46C362|crew and passengers ~ aviation
#46C3621|crew ~ aviation
#46C36211|flight crew
#46C362111|pilot
#46C36212|flight attendants, cabin crew
#46C362121|air hostess, stewardess, steward, purser
#46C36213|ground crew ~ aviation
#46C3622|air passengers
#46C37|other aircrafts
46C371|helikopteri
#46C372|autogiro (aviation)
#46C373|hover-craft
46C38|lentokenttä
#46C381|structures, buildings ~ airfield, airport
#46C3811|airport control tower
#46C3812|hangar
#46C39|air-crash, air disaster, flying-accident
46C4|avaruuslento, avaruusmatka
46C41|raketti, avaruusalus (avaruuslento)
#46C42|space craft; capsule, station
46C43|astronautti, kosmonautti
46C49|ufo, lentävä lautanen
46C491|ulkoavaruuden oliot
46C5|matkustelu, turismi
#46C51|stadia of travel
#46C511|preparations ~ travelling
#46C512|departure ~ travelling
#46C5121|waving farewell ~ departure on a journey
#46C513|'en route', traveller under way
#46C5131|asking the way
#46C5132|studying a map
#46C5133|hitch-hiking
#46C5134|traveller(s) attacked by robber(s)
#46C5135|(traveller) resting in the open air
#46C5136|porter, bearer
#46C514|arrival and return ~ travelling
#46C5141|being welcomed ~ travelling
#46C519|getting lost; having lost one's way; losing one's way
46C52|hotelli, majatalo
#46C521|reception desk (~ hotel)
#46C522|hotel room
#46C53|migrants
#46C54|tourism
#46C541|outing, pleasure trip
#46C542|cultural tour
#46C5421|sightseeing
#46C54211|grand tour
#46C5422|conducted tour
#46C54221|guide (~ conducted tour)
#46C5423|guide-book (~ tourism)
#46C543|world tour, e.g.: world cruise
46C55|matkatavarat
46C551|matkalaukku, matka-arkku
#46C552|knapsack, rucksack
46C56|matkamuisto (~ turismi)
#46C57|fictitious journey; journey to the other world, 'accès à un autre monde'
46CC21|laiva (yleensä) - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC211|telakka - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC212|repairing, caulking, careening (~ ship) - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC2121|dry-dock, floating-dock - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC213|ship-model - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC2131|ship-model in bottle - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC214|ship's portrait - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC215|laivan ulkopuoliset osat - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC215(...)|laivan ulkopuoliset osat (NIMEN kanssa) - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC215(ANCHOR)|laivan ulkopuoliset osat: ankkuri - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC215(BOW)|parts of ship's exterior: bow - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC215(FIGURE-HEAD)|parts of ship's exterior: figure-head - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC215(MAST)|laivan ulkopuoliset osat: masto - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC215(RUDDER)|parts of ship's exterior: rudder - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC216|parts of ship's interior - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC216(...)|parts of ship's interior (with NAME) - CC - laivat (yleensä) (useampi kuin yksi laiva)
46CC219|improvised and unusual traffic on the water - CC - laivat (yleensä) (useampi kuin yksi laiva)
46D|lehdistö, journalismi
#46D1|oral spreading of news, town crier
#46D2|distributing pamphlets
46D3|sanomalehti
#46D31|sale of newspaper, newspaper stand
#46D32|newsboy, newsman
#46D33|delivery (of newspaper)
46D4|aikakauslehti
#46D41|sensational press, 'canard'
#46D5|pressmen
#46D51|editorial board
46D52|lehtimies, journalisti, reportteri
#46D53|press photographer
#46D54|interviewing
46E|posti, sähke ja puhelin; viestintävälineet
46E1|lähetti, sanansaattaja, sananviejä
#46E11|messenger's box
#46E12|messenger's badge
#46E13|relay dispatch service, estafette
46E2|postipalvelut
46E21|postitoimisto
46E211|posteljooni, postinkantaja
#46E212|mail-coach
#46E2121|stage (~ mail-coach)
#46E213|letter-box, pillar-box
#46E22|postal matter
46E221|kirje, kirjekuori
46E222|postikortti, kuvakortti
46E223|postipaketti
#46E224|telegram
46E225|postimerkki
#46E23|sending and receiving postal matter
#46E231|sending, packing of postal matter
#46E232|delivering; receiving (~ postal matter)
46E2321|vastaanottaa hyviä uutisia, hyvä viesti
46E2322|vastaanottaa huonoja uutisia, huono viesti
#46E3|animal messengers (dog, pigeon)
#46E31|dog (as messenger)
#46E32|pigeon (as messenger)
#46E4|visual signalling
#46E41|flags (~ signalling)
#46E411|flags flown from a mast
#46E412|manual signalling with flags
#46E42|semaphore
#46E43|light, fire, smoke, etc. used for signalling
#46E43(...)|light, fire, smoke, etc. used for signalling (with NAME)
#46E43(ROCKET)|light, fire, smoke, etc. used for signalling: rocket
#46E5|acoustic signalling
#46E51|acoustic signalling without instrument
#46E52|acoustic signalling with instrument
#46E521|bell ~ acoustic signalling
#46E522|megaphone, speaking-trumpet ~ acoustic signalling
#46E523|rattle ~ acoustic signalling
#46E524|siren ~ acoustic signalling
#46E525|whistle ~ acoustic signalling
#46E526|other instruments ~ acoustic signalling
46E6|sähköiset ja elektroniset (tele)viestintämuodot ja -välineet
#46E61|(morse) telegraph
#46E610|telegraph (alleg.)
#46E611|telex
#46E612|telegraph pole, telephone pole
46E62|puhelin
#46E621|public call-box
#46E622|(other) telephone equipment
#46E6221|fax machine
46E6222|kännykkä
#46E6223|answering machine ~ telephone equipment
46E63|radio, radiolähetys
#46E631|radiotelegraph, walkie-talkie
#46E632|radio broadcasting studio
46E64|televisio, televisiolähetys
46E641|antenni
46E6411|antennitorni, radiomasto, televisiotorni
#46E642|television broadcasting studio
46E65|levysoitin, gramofoni; tallennetun äänen tai videon soittaminen tai esittäminen
46E651|äänilevy, lp-levy, cd-levy
46E652|mediaesitysvarusteet ja -välineet
#46E6521|audio or video player
#46E653|accessories for audio and video players
#46E6531|audio accessories
#46E65311|amplifier
46E65312|kovaääninen
46E653121|kuulokkeet
#46E6532|video accessories
46E65321|monitori, näyttö
46E66|nauhuri, magnetofoni, videonauhuri, tallennusväline; äänitys, tallennus, nauhoitus
#46E661|tape, cassette, reel material ~ recording
#46E662|recording equipment and accessories
46E6621|mikrofoni
46E663|äänitysstudio
46E67|televiestinnän (infra)struktuuri ja välineistö, varusteet
46E671|televiestintäverkko
46E6711|tietokoneverkko
46E67111|Internet (tietokoneverkko)
46E672|viestintäsateliitti
46E673|modeemi
#46E7|means of determining location
#46E71|acoustical means of determining location
#46E72|optical means of determining location
#46E73|electrical means of determining location
#46E731|radar
#46E8|other means of communication
#46E81|communication by means of 'statue parlanti', such as Marforio and Pasquino in Rome
47|käsityö ja teollisuus
#470|'Artes Mechanicae' (Lanificium, Armatura, Navigatio, Agricultura, Venatio, Medicina, Theatrica)
47A|teolliset rakenteet
47A1|tehtaiden ja teollisten rakenteiden eksteriöörit
47A11|työpaja
47A12|tehdasrakennus
#47A121|smoke-stack
#47A122|blast-furnace
#47A13|industrial undertakings in the open air
47A2|teollisuusrakennuksen interiööri
47A21|työpajan interiööri
#47A211|workbench
#47A212|fire, oven, furnace ~ interior of industrial structure
47A22|tehtaan interiööri
#47A221|assembly line
#47A23|laboratory, research room
47B|käsityöläisyys ja teollisuustoiminta
47B1|käsityöläisiä työssään
#47B11|handicrafts ~ metal
47B111|seppä
#47B1111|farrier, shoeing-smith
#47B11111|horseshoe
#47B1112|gun-smith, rifle-maker, armourer
#47B1113|lock-smith
#47B112|coppersmith, brassworker
#47B113|pewterer, tinsmith
#47B114|bell-founder
#47B115|minter
47B116|muut käsityöläiset ~ metalli
47B116(...)|muut käsityöläiset ~ metalli (ammatin NIMEN kanssa)
#47B12|handicrafts ~ precious and semi-precious stones
#47B121|lapidary
#47B122|diamond polisher, diamond cutter
#47B13|handicrafts ~ stone
#47B131|stone-cutter, stone-sawyer
#47B132|stone-breaker
#47B14|handicrafts ~ clay, sand, chalk
#47B141|brickmaker
#47B142|lime-burner
#47B15|handicrafts ~ glass
#47B151|glass-maker
#47B152|mirror-maker
#47B153|spectacle-maker, optician
#47B154|lens grinder
47B155|muut käsityöläiset ~ lasi
47B155(...)|muut käsityöläiset ~ lasi (ammatin NIMEN kanssa)
#47B16|handicrafts ~ plant material
#47B161|handicrafts ~ wood, timber
47B1611|puuseppä, kirvesmies
#47B1612|sawyer
#47B1613|turner in wood
#47B1614|wood carver
47B1615|muut käsityöläiset ~ puu
47B1615(...)|muut käsityöläiset ~ puu (ammatin NIMEN kanssa)
47B162|käsityöläiset ~ muu kasviperäinen materiaali
47B162(...)|käsityöläiset ~ muu kasviperäinen materiaali (ammatin NIMEN kanssa)
#47B17|handicrafts ~ animal material
#47B171|manufacture of leather
#47B1711|skinner
#47B1712|tanner
#47B1713|furrier
47B1714|muut käsityöläiset ~ nahka
47B1714(...)|muut käsityöläiset ~ nahka (ammatin NIMEN kanssa)
47B172|käsityöläiset ~ muu eläinperäinen materiaali
47B172(...)|käsityöläiset ~ muu eläinperäinen materiaali (ammatin NIMEN kanssa)
#47B18|handicrafts ~ production of food, drink, stimulants, etc.
47B181|käsityöläiset ~ ruoka
47B181(...)|käsityöläiset ~ ruoka (ammatin NIMEN kanssa)
47B1811|leipuri
#47B18111|hornblowing baker
#47B1812|confectioner
#47B1813|pastry cook
#47B1814|butcher, slaughterman
#47B1815|other handicrafts ~ food
#47B182|handicrafts ~ drink
#47B1821|brewer
#47B1822|gin-distiller
47B1823|muut käsityöläiset ~ juoma
47B1823(...)|muut käsityöläiset ~ juoma (ammatin NIMEN kanssa)
#47B183|handicrafts ~ stimulants
47B19|erilaiset muut käsityöläiset (ammatin NIMEN kanssa)
47B19(...)|erilaiset muut käsityöläiset (ammatin NIMEN kanssa)
47B191|käsityöläiset ~ kunnossapito ja korjaus
47B191(...)|käsityöläiset ~ kunnossapito ja korjaus (ammatin NIMEN kanssa)
47B192|mylläri
47B2|teollisuustoiminta
#47B21|industries ~ metal
47B211|metalli- ja terästeollisuus
#47B2111|heavy industry
#47B212|transport engineering
#47B22|industries ~ stone
#47B23|industries ~ clay, sand, chalk, etc.
#47B231|brick works
#47B232|lime works
#47B233|cement works
#47B234|ceramics industry
47B235|lasiteollisuus
#47B24|industries ~ plant material
47B241|saha- ja metsäteollisuus ~ puu
#47B2411|saw-mill (works)
#47B242|other industries ~ plant material
#47B25|industries ~ animal material
#47B251|leather industry
#47B26|industries ~ food, drink, stimulants
#47B27|chemical industry
#47B28|electronics industry
#47B29|other industries
#47C|industrial processes, handling of materials
#47C1|preparing, cleaning, sorting, selecting (industrial processes, handling of materials)
#47C11|laying out of material
#47C12|preparing of material
#47C121|preparing of material by heating, boiling or steaming
#47C1211|preparing of material by melting
#47C122|preparing of material by cooling
#47C123|preparing of material by moistening
#47C124|preparing of material by drying
#47C125|preparing of material by suppling
#47C13|cleaning of material
#47C131|cleaning of material by bleaching
#47C132|cleaning of material by sandblasting
#47C14|sorting, selecting of material
#47C141|sorting, selecting of material by sieving, sifting, screening
#47C142|sorting, selecting of material by blowing away undesired parts
