2|Nature
31AA2214|mouth - AA - female human figure
31AA22141|tongue - AA - female human figure
31AA2215|head (internal) - AA - female human figure
31AA22151|brains - AA - female human figure
31AA22152|nasal cavity - AA - female human figure
31AA22153|mouth and throat cavity - AA - female human figure
31AA222|chest, bust - AA - female human figure
31AA2221|heart - AA - female human figure
31AA22210|heart symbolism - AA - female human figure
31AA222101|profane heart symbolism ~ love - AA - female human figure
31AA22211|parts of the heart - AA - female human figure
31AA2222|lungs, bronchia - AA - female human figure
31AA22221|breathing, respiration - AA - female human figure
31AA22222|gasping for breath - AA - female human figure
31AA22229|suffocating - AA - female human figure
31AA2223|breasts - AA - female human figure
31AA22231|nipples - AA - female human figure
31AA22232|breasts giving milk - AA - female human figure
31AA2224|shoulder - AA - female human figure
31AA2225|back - AA - female human figure
31AA2226|torso - AA - female human figure
31AA223|abdomen, belly (human being) - AA - female human figure
31AA2231|external aspects ~ abdomen - AA - female human figure
31AA22311|navel - AA - female human figure
31AA22312|hip - AA - female human figure
31AA2232|glands - AA - female human figure
31AA22321|liver (human anatomy) - AA - female human figure
31AA22322|gall bladder - AA - female human figure
31AA22323|spleen - AA - female human figure
31AA2233|stomach - AA - female human figure
31AA22331|gullet - AA - female human figure
31AA2234|intestines - AA - female human figure
31AA2235|bladder - AA - female human figure
31AA2236|sexual organs (human) - AA - female human figure
31AA22361|male sexual organs - AA - female human figure
31AA223611|testicles - AA - female human figure
31AA223612|penis, phallus - AA - female human figure
31AA2236121|image of phallus, 'phallos' - AA - female human figure
31AA223613|sperm - AA - female human figure
31AA22362|female sexual organs - AA - female human figure
31AA223621|womb, uterus - AA - female human figure
31AA2236211|uterus with foetus - AA - female human figure
31AA223622|ovaries - AA - female human figure
31AA223623|menstruation - AA - female human figure
31AA2237|buttocks, 'partes posteriores' - AA - female human figure
31AA22371|anus - AA - female human figure
31AA224|arms - AA - female human figure
31AA2241|upper arm - AA - female human figure
31AA2242|elbow - AA - female human figure
31AA2243|lower arm - AA - female human figure
31AA2244|wrist - AA - female human figure
31AA2245|hand - AA - female human figure
31AA22451|hand-print - AA - female human figure
31AA2246|fingers - AA - female human figure
31AA22461|thumb - AA - female human figure
31AA22462|index finger, forefinger - AA - female human figure
31AA22463|middle finger, second finger - AA - female human figure
31AA22464|ring finger - AA - female human figure
31AA22465|little finger - AA - female human figure
31AA2247|nails (fingers) - AA - female human figure
31AA225|legs - AA - female human figure
31AA2251|upper leg - AA - female human figure
31AA2252|knee - AA - female human figure
31AA2253|lower leg - AA - female human figure
31AA2254|ankle - AA - female human figure
31AA2255|foot - AA - female human figure
31AA22551|heel - AA - female human figure
31AA22552|foot-print, track - AA - female human figure
31AA2256|toes - AA - female human figure
31AA2257|nails (toes) - AA - female human figure
31AA226|other anatomical details - AA - female human figure
31AA2261|blood circulation - AA - female human figure
31AA22611|blood - AA - female human figure
31AA22612|arteries - AA - female human figure
31AA22613|veins - AA - female human figure
31AA2262|skin (human) - AA - female human figure
31AA22621|hair - AA - female human figure
31AA22622|body hair - AA - female human figure
31AA22623|pubic hair - AA - female human figure
31AA22624|skin colour - AA - female human figure
31AA22624(...)|skin colour (with FITZPATRICK number) - AA - female human figure
31AA2263|muscles - AA - female human figure
31AA2264|tendons, sinews - AA - female human figure
31AA2265|nerves - AA - female human figure
31AA23|postures of the human figure - AA - female human figure
31AA231|standing figure - AA - female human figure
31AA2311|'contrapposto', 'Standbein und Spielbein' - AA - female human figure
31AA2312|'figura serpentinata' - AA - female human figure
31AA2313|standing on one leg - AA - female human figure
31AA2319|standing on the head or on the hands - AA - female human figure
31AA232|leaning figure - AA - female human figure
31AA2321|leaning forward - AA - female human figure
31AA2322|leaning backward - AA - female human figure
31AA2323|leaning sideways - AA - female human figure
31AA233|kneeling figure - AA - female human figure
31AA2331|kneeling on both knees - AA - female human figure
31AA234|squatting, crouching figure - AA - female human figure
31AA2341|huddled figure - AA - female human figure
31AA235|sitting figure - AA - female human figure
31AA2351|sitting on the ground - AA - female human figure
31AA2352|sitting on an elevation - AA - female human figure
31AA2353|sitting with arms or elbows on the knees - AA - female human figure
31AA23531|sitting with hand(s) resting on the thigh or knee - AA - female human figure
31AA2354|sitting in someone's lap - AA - female human figure
31AA236|lying figure - AA - female human figure
31AA2361|lying on the back with uplifted upper part of the body - AA - female human figure
31AA2362|lying face downwards - AA - female human figure
31AA2363|lying on one side, stretched out - AA - female human figure
31AA2364|lying on one side, with uplifted upper part of the body and leaning on the arm - AA - female human figure
31AA2365|lying on the back with hands under the head - AA - female human figure
31AA2366|lying face downwards with hands under the head - AA - female human figure
31AA237|hanging figure (by the arms, legs, etc.) - AA - female human figure
31AA2371|hanging by the arms - AA - female human figure
31AA23711|hanging by one arm - AA - female human figure
31AA2372|hanging by the legs - AA - female human figure
31AA23721|hanging by one leg - AA - female human figure
31AA2373|hanging by other parts of the body - AA - female human figure
31AA23731|hanging by the hair - AA - female human figure
31AA23732|hanging by the teeth - AA - female human figure
31AA239|other postures of the human figure, not meant or mentioned above - AA - female human figure
31AA2391|bending figure - AA - female human figure
31AA24|postures of the head - AA - female human figure
31AA241|head in normal upright position - AA - female human figure
31AA242|head turned sideways - AA - female human figure
31AA2421|head turned to the left - AA - female human figure
31AA2422|head turned to the right - AA - female human figure
31AA243|head bent backwards - AA - female human figure
31AA244|head bent forward; bowing - AA - female human figure
31AA245|head slanting to the left - AA - female human figure
31AA246|head slanting to the right - AA - female human figure
31AA247|looking over the shoulder - AA - female human figure
31AA249|other postures of the head, not meant or mentioned above - AA - female human figure
31AA25|postures and gestures of arms and hands - AA - both arms or hands
31AA251|postures and gestures of arms and hands in general - AA - both arms or hands
31AA2511|arm raised upward - AA - both arms or hands
31AA25111|arms raised, with fingers closed - AA - both arms or hands
31AA25112|arm raised, with fingers spread out - AA - both arms or hands
31AA25113|arm raised, with fist - AA - both arms or hands
31AA2512|arm stretched forward - AA - both arms or hands
31AA2513|arm stretched sidewards - AA - both arms or hands
31AA2514|arm held backwards - AA - both arms or hands
31AA2515|arm held downwards - AA - both arms or hands
31AA2516|arm or hand held in front of the body - AA - both arms or hands
31AA25161|arm or hand held in front of the chest - AA - both arms or hands
31AA251611|hand holding the breast - AA - both arms or hands
31AA25162|hand on the heart - AA - both arms or hands
31AA25163|hand striking the chest - AA - both arms or hands
31AA25164|hand uncovering the chest - AA - both arms or hands
31AA2517|arm or hand bent behind the body - AA - both arms or hands
31AA25171|arm bent behind the back - AA - both arms or hands
31AA25172|hand behind the head - AA - both arms or hands
31AA2518|hand on the hip - AA - both arms or hands
31AA2519|hand not visible - AA - both arms or hands
31AA25191|hand in the pocket - AA - both arms or hands
31AA25192|hand in the sleeve - AA - both arms or hands
31AA25193|hand on breast (or stomach), slipped into opening of vestment - AA - both arms or hands
31AA253|postures and gestures of arms and hands in relation to the head - AA - both arms or hands
31AA2531|hand(s) bent towards the head - AA - both arms or hands
31AA25311|'caput manui innixum', head held in the hand(s) - AA - both arms or hands
31AA25312|head held in the hand(s), with elbows leaning on an elevation or on the knees - AA - both arms or hands
31AA25313|covering the head, drawing drapery over the face - AA - both arms or hands
31AA25314|hand(s) behind the head - AA - both arms or hands
31AA2532|hand touching the beard - AA - both arms or hands
31AA2533|hand towards the forehead - AA - both arms or hands
31AA25331|pointing to the forehead with the index finger - AA - both arms or hands
31AA25332|'cornuto', i.e. raised index finger and little finger bent above the forehead - AA - both arms or hands
31AA2534|hand(s) towards the eye(s) - AA - both arms or hands
31AA25341|looking with the hand above the eyes - AA - both arms or hands
31AA25342|peeping between the fingers - AA - both arms or hands
31AA25343|rubbing one's eyes - AA - both arms or hands
31AA25344|wiping away tears - AA - both arms or hands
31AA2535|hand(s) towards the nose - AA - both arms or hands
31AA25351|holding one's nose - AA - both arms or hands
31AA2536|hand(s) towards the mouth - AA - both arms or hands
31AA25361|whistling with fingers - AA - both arms or hands
31AA2537|hand(s) towards the ear(s) - AA - both arms or hands
31AA25371|cupping one's ear - AA - both arms or hands
31AA25372|scratching one's ear - AA - both arms or hands
31AA25373|covering one's ear - AA - both arms or hands
31AA254|postures and gestures of arm(s) and hand(s) in relation to another person - AA - both arms or hands
31AA2541|gripping someone by the arm - AA - both arms or hands
31AA25411|walking arm in arm - AA - both arms or hands
31AA2542|imposition of hands - AA - both arms or hands
31AA2543|gripping someone by the hand or the wrist; clasped hands - AA - both arms or hands
31AA25431|three or more clasped hands, meaning 'Unity is Strength' - AA - both arms or hands
31AA25432|leading someone by the hand or wrist - AA - both arms or hands
31AA25433|'immixtio manuum', placing clasped hands between the hands of another person - AA - both arms or hands
31AA2544|gripping someone by the head - AA - both arms or hands
31AA25441|gripping someone by the hair - AA - both arms or hands
31AA25442|gripping someone by the neck - AA - both arms or hands
31AA25443|gripping someone by the throat - AA - both arms or hands
31AA2545|gripping someone by the shoulder - AA - both arms or hands
31AA2546|gripping someone by the legs - AA - both arms or hands
31AA25461|gripping someone by the feet - AA - both arms or hands
31AA2549|gripping someone by other parts of the body - AA - both arms or hands
31AA255|postures and gestures of hand and fingers - AA - both arms or hands
31AA2551|postures and gestures of the hand - AA - both arms or hands
31AA25511|fingers closed - AA - both arms or hands
31AA25512|fingers spread out - AA - both arms or hands
31AA25513|hand made into a fist - AA - both arms or hands
31AA2552|postures and gestures of the palm of the hand - AA - both arms or hands
31AA25521|palm of the hand turned up - AA - both arms or hands
31AA25522|palm of the hand turned down - AA - both arms or hands
31AA2553|postures and gestures of the thumb - AA - both arms or hands
31AA25531|thumb turned up - AA - both arms or hands
31AA25532|thumb turned down - AA - both arms or hands
31AA2554|postures and gestures of thumb and other fingers - AA - both arms or hands
31AA25541|stroking with the thumb over the top of the index finger - AA - both arms or hands
31AA25542|thumb between the index finger and the middle finger - AA - both arms or hands
31AA25543|snapping one's fingers - AA - both arms or hands
31AA2555|postures and gestures of the index finger - AA - both arms or hands
31AA25551|index finger upwards - AA - both arms or hands
31AA25552|index finger forwards, pointing, indicating - AA - both arms or hands
31AA25553|crooking one's finger at a person, beckoning - AA - both arms or hands
