0|Abstract, Non-representational Art
11H(NICHOLAS OF TOLENTINO)83|the Augustine hermit, Nicholas of Tolentino; possible attributes: book, crucifix, (entwined with lilies), lily, (basket with) loaves, two doves (on a dish or flying away), star (on his breast) - posthumous deeds, appearances of male saints
11H(NICHOLAS OF TOLENTINO)84|the Augustine hermit, Nicholas of Tolentino; possible attributes: book, crucifix, (entwined with lilies), lily, (basket with) loaves, two doves (on a dish or flying away), star (on his breast) - beatification, canonization of male saint
11H(NICHOLAS OF TOLENTINO)9|the Augustine hermit, Nicholas of Tolentino; possible attributes: book, crucifix, (entwined with lilies), lily, (basket with) loaves, two doves (on a dish or flying away), star (on his breast) - portrait of male saint
11H(NICHOLAS)|the bishop Nicholas of Myra (or Bari); possible attributes: anchor, boat, three golden balls (on a book), three purses, three children in a tub, three maidens
11H(NICHOLAS)0|the bishop Nicholas of Myra (or Bari); possible attributes: anchor, boat, three golden balls (on a book), three purses, three children in a tub, three maidens - male saint represented in a group
11H(NICHOLAS)1|the bishop Nicholas of Myra (or Bari); possible attributes: anchor, boat, three golden balls (on a book), three purses, three children in a tub, three maidens - specific aspects ~ male saint
11H(NICHOLAS)11|the bishop Nicholas of Myra (or Bari); possible attributes: anchor, boat, three golden balls (on a book), three purses, three children in a tub, three maidens - male saint as patron, protector, intercessor
11H(NICHOLAS)119|the bishop Nicholas of Myra (or Bari); possible attributes: anchor, boat, three golden balls (on a book), three purses, three children in a tub, three maidens - male saint protecting devotees with cloak, 'Schutzmantel'
11H(NICHOLAS)12|the bishop Nicholas of Myra (or Bari); possible attributes: anchor, boat, three golden balls (on a book), three purses, three children in a tub, three maidens - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)
11H(NICHOLAS)13|the bishop Nicholas of Myra (or Bari); possible attributes: anchor, boat, three golden balls (on a book), three purses, three children in a tub, three maidens - male saint as founder of Order
11H(NICHOLAS)131|the bishop Nicholas of Myra (or Bari); possible attributes: anchor, boat, three golden balls (on a book), three purses, three children in a tub, three maidens - male saint ~ confirmation of Order, approval of Rule(s)
11H(NICHOLAS)2|early life of St. Nicholas
11H(NICHOLAS)21|St. Nicholas as baby refuses his mother's breast on fasting days
11H(NICHOLAS)22|St. Nicholas as new-born baby stands up in his bath with his hands joined in thanksgiving
11H(NICHOLAS)3|personal devotion of St. Nicholas
11H(NICHOLAS)31|personal devotion of St. Nicholas - vocation, conversion of male saint
11H(NICHOLAS)32|St. Nicholas consecrated bishop
11H(NICHOLAS)33|personal devotion of St. Nicholas - renouncing worldly goods, ascetic life of male saint
11H(NICHOLAS)34|personal devotion of St. Nicholas - vision(s), mystic marriage of male saint
11H(NICHOLAS)35|personal devotion of St. Nicholas - temptation of male saint
11H(NICHOLAS)36|personal devotion of St. Nicholas - penitence of male saint
11H(NICHOLAS)37|personal devotion of St. Nicholas - male saint meditating, in ecstasy
11H(NICHOLAS)4|non-miraculous activities and events ~ St. Nicholas
11H(NICHOLAS)41|the charity of Nicholas: (dressed as a citizen) he throws three golden balls (or purses) through the window of the house of a poor nobleman; he thus prevents the three nobleman's daughters, who are shown weeping or sleeping, from prostitution
11H(NICHOLAS)42|St. Nicholas cuts down a tree dedicated to Diana
11H(NICHOLAS)5|miraculous activities and events ~ St. Nicholas
11H(NICHOLAS)51|St. Nicholas restores to life three children who had been murdered, dismembered, and salted down in a pickling tub by an inn-keeper
11H(NICHOLAS)52|during a famine at Myra, St. Nicholas miraculously multiplies the number of corn-sacks, unloaded from boats in the harbour
11H(NICHOLAS)53|St. Nicholas frees three soldiers from prison by appearing to emperor Constantine in a dream; Constantine sends the three released men with gifts to St. Nicholas
11H(NICHOLAS)54|St. Nicholas prevents the execution by the sword of three innocent soldiers
11H(NICHOLAS)55|St. Nicholas raising from the dead a man who was unjustly hanged
11H(NICHOLAS)59|miraculous activities and events ~ St. Nicholas - stigmatization of male saint
11H(NICHOLAS)6|the bishop Nicholas of Myra (or Bari); possible attributes: anchor, boat, three golden balls (on a book), three purses, three children in a tub, three maidens - martyrdom, suffering, misfortune, death of male saint
11H(NICHOLAS)68|the bishop Nicholas of Myra (or Bari); possible attributes: anchor, boat, three golden balls (on a book), three purses, three children in a tub, three maidens - death, deathbed of male saint
11H(NICHOLAS)69|the bishop Nicholas of Myra (or Bari); possible attributes: anchor, boat, three golden balls (on a book), three purses, three children in a tub, three maidens - maltreatment of corpse of male saint
11H(NICHOLAS)7|glory of St. Nicholas: angels carry his soul to heaven
11H(NICHOLAS)8|post-mortem occurrences ~ St. Nicholas
11H(NICHOLAS)81|post-mortem occurrences ~ St. Nicholas - finding, transportation of relics of male saint
11H(NICHOLAS)82|oil flows from St. Nicholas' tomb and heals the sick
11H(NICHOLAS)83|post-mortem appearances of St. Nicholas
11H(NICHOLAS)831|St. Nicholas, invoked by sailors whose boat is sinking, appears in the sky and calms the waves
11H(NICHOLAS)832|during a banquet of a heathen king, the young cupbearer is borne away through the air by Nicholas
11H(NICHOLAS)833|St. Nicholas appears to pilgrims who had received a flask of oil from the devil (or Diana) disguised as a pious woman; they pour the oil into the sea whereupon it bursts into flames
11H(NICHOLAS)834|a boy falls into the sea with a golden cup; St. Nicholas restores the boy and the cup to the boy's father
11H(NICHOLAS)835|a Jew beats the statue of St. Nicholas, because he has been robbed; St. Nicholas appears to the thieves, who then restore the money, and the Jew is converted
11H(NICHOLAS)836|story of the Jew, the dishonest Christian, and the stick filled with money; the Christian, overrun by a cart, is raised from the dead by St. Nicholas
11H(NICHOLAS)84|post-mortem occurrences ~ St. Nicholas - beatification, canonization of male saint
11H(NICHOLAS)9|the bishop Nicholas of Myra (or Bari); possible attributes: anchor, boat, three golden balls (on a book), three purses, three children in a tub, three maidens - portrait of male saint
11H(NORBERT)|the founder of the Praemonstratensians, and archbishop of Magdeburg, Norbert; possible attributes: chalice (with spider), devil under feet, monstrance, the heretic Tankelin
11H(NORBERT)0|the founder of the Praemonstratensians, and archbishop of Magdeburg, Norbert; possible attributes: chalice (with spider), devil under feet, monstrance, the heretic Tankelin - male saint represented in a group
11H(NORBERT)1|specific aspects ~ St. Norbert
11H(NORBERT)11|St. Norbert trampling the heretic Tankelin
11H(NORBERT)119|St. Norbert trampling the heretic Tankelin - male saint protecting devotees with cloak, 'Schutzmantel'
11H(NORBERT)12|specific aspects ~ St. Norbert - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)
11H(NORBERT)13|the Virgin Mary dictates to St. Norbert the Rule of his Order
11H(NORBERT)131|the Virgin Mary dictates to St. Norbert the Rule of his Order - male saint ~ confirmation of Order, approval of Rule(s)
11H(NORBERT)2|the founder of the Praemonstratensians, and archbishop of Magdeburg, Norbert; possible attributes: chalice (with spider), devil under feet, monstrance, the heretic Tankelin - early life of male saint
11H(NORBERT)3|personal devotion of St. Norbert
11H(NORBERT)31|the conversion of St. Norbert: when riding on horseback, he is thrown out of the saddle by a thunderbolt
11H(NORBERT)32|personal devotion of St. Norbert - baptism, consecration, taking vows of male saint
11H(NORBERT)33|St. Norbert gives away his possessions to the poor
11H(NORBERT)34|visions of St. Norbert
11H(NORBERT)341|the Virgin Mary gives St. Norbert a scapular
11H(NORBERT)342|St. Gereon of Cologne appears to St. Norbert, and indicates the place of his relics
11H(NORBERT)35|personal devotion of St. Norbert - temptation of male saint
11H(NORBERT)36|personal devotion of St. Norbert - penitence of male saint
11H(NORBERT)37|personal devotion of St. Norbert - male saint meditating, in ecstasy
11H(NORBERT)4|non-miraculous activities and events ~ St. Norbert
11H(NORBERT)41|St. Norbert preaching at Antwerp before the dissenter Tankelin
11H(NORBERT)42|the citizens of Antwerp bring back to St. Norbert the monstrance and other sacred vessels that they had hidden from Tankelin
11H(NORBERT)5|the founder of the Praemonstratensians, and archbishop of Magdeburg, Norbert; possible attributes: chalice (with spider), devil under feet, monstrance, the heretic Tankelin - miraculous activities and events ~ male saint
11H(NORBERT)59|the founder of the Praemonstratensians, and archbishop of Magdeburg, Norbert; possible attributes: chalice (with spider), devil under feet, monstrance, the heretic Tankelin - stigmatization of male saint
11H(NORBERT)6|martyrdom, suffering, misfortune, death of St. Norbert
11H(NORBERT)68|deathbed of St. Norbert
11H(NORBERT)69|martyrdom, suffering, misfortune, death of St. Norbert - maltreatment of corpse of male saint
11H(NORBERT)7|triumph of St. Norbert
11H(NORBERT)8|the founder of the Praemonstratensians, and archbishop of Magdeburg, Norbert; possible attributes: chalice (with spider), devil under feet, monstrance, the heretic Tankelin - post-mortem occurrences ~ male saint
11H(NORBERT)81|the founder of the Praemonstratensians, and archbishop of Magdeburg, Norbert; possible attributes: chalice (with spider), devil under feet, monstrance, the heretic Tankelin - finding, transportation of relics of male saint
11H(NORBERT)82|the founder of the Praemonstratensians, and archbishop of Magdeburg, Norbert; possible attributes: chalice (with spider), devil under feet, monstrance, the heretic Tankelin - miracles occurring during handling of relics of male saint
11H(NORBERT)83|the founder of the Praemonstratensians, and archbishop of Magdeburg, Norbert; possible attributes: chalice (with spider), devil under feet, monstrance, the heretic Tankelin - posthumous deeds, appearances of male saints
11H(NORBERT)84|the founder of the Praemonstratensians, and archbishop of Magdeburg, Norbert; possible attributes: chalice (with spider), devil under feet, monstrance, the heretic Tankelin - beatification, canonization of male saint
11H(NORBERT)9|the founder of the Praemonstratensians, and archbishop of Magdeburg, Norbert; possible attributes: chalice (with spider), devil under feet, monstrance, the heretic Tankelin - portrait of male saint
11H(ONUPHRIUS)|the hermit Onuphrius; possible attributes: chalice and host, cross, crown (or coins), at his feet, raven, two lions
11H(ONUPHRIUS)0|the hermit Onuphrius; possible attributes: chalice and host, cross, crown (or coins), at his feet, raven, two lions - male saint represented in a group
11H(ONUPHRIUS)1|the hermit Onuphrius; possible attributes: chalice and host, cross, crown (or coins), at his feet, raven, two lions - specific aspects ~ male saint
11H(ONUPHRIUS)11|the hermit Onuphrius; possible attributes: chalice and host, cross, crown (or coins), at his feet, raven, two lions - male saint as patron, protector, intercessor
11H(ONUPHRIUS)119|the hermit Onuphrius; possible attributes: chalice and host, cross, crown (or coins), at his feet, raven, two lions - male saint protecting devotees with cloak, 'Schutzmantel'
11H(ONUPHRIUS)12|the hermit Onuphrius; possible attributes: chalice and host, cross, crown (or coins), at his feet, raven, two lions - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)
11H(ONUPHRIUS)13|the hermit Onuphrius; possible attributes: chalice and host, cross, crown (or coins), at his feet, raven, two lions - male saint as founder of Order
11H(ONUPHRIUS)131|the hermit Onuphrius; possible attributes: chalice and host, cross, crown (or coins), at his feet, raven, two lions - male saint ~ confirmation of Order, approval of Rule(s)
11H(ONUPHRIUS)2|early life of St. Onuphrius
11H(ONUPHRIUS)21|ordeal by fire of the new-born St. Onuphrius: the child is held in a burning fire, but comes out unharmed and thus proves its legitimacy
11H(ONUPHRIUS)3|personal devotion of St. Onuphrius
11H(ONUPHRIUS)31|personal devotion of St. Onuphrius - vocation, conversion of male saint
11H(ONUPHRIUS)32|personal devotion of St. Onuphrius - baptism, consecration, taking vows of male saint
11H(ONUPHRIUS)33|the hermit St. Onuphrius in the desert: his body is covered with hair, and he usually wears a loincloth of leaves; a raven brings him a loaf of bread
11H(ONUPHRIUS)331|St. Onuphrius crawls on all fours
11H(ONUPHRIUS)34|St. Onuphrius receives the communion wafer from an angel
11H(ONUPHRIUS)35|personal devotion of St. Onuphrius - temptation of male saint
11H(ONUPHRIUS)36|St. Onuphrius as penitent in the wilderness with a skull, sometimes kneeling before a crucifix
11H(ONUPHRIUS)37|personal devotion of St. Onuphrius - male saint meditating, in ecstasy
11H(ONUPHRIUS)4|non-miraculous activities and events ~ St. Onuphrius
11H(ONUPHRIUS)41|the hermit Paphnutius visits St. Onuphrius in the desert
11H(ONUPHRIUS)5|the hermit Onuphrius; possible attributes: chalice and host, cross, crown (or coins), at his feet, raven, two lions - miraculous activities and events ~ male saint
11H(ONUPHRIUS)59|the hermit Onuphrius; possible attributes: chalice and host, cross, crown (or coins), at his feet, raven, two lions - stigmatization of male saint
11H(ONUPHRIUS)6|martyrdom, suffering, misfortune, death of St. Onuphrius
11H(ONUPHRIUS)68|death of St. Onuphrius: Paphnutius buries him with the help of two lions
11H(ONUPHRIUS)69|martyrdom, suffering, misfortune, death of St. Onuphrius - maltreatment of corpse of male saint
