5|Abstraktní myšlenky a pojmy
71U414|další přípravy na Juditin plán, např.: Judita a její služebná si s sebou berou vlastní jídlo
71U42|Judita a její služebná v Holofernově táboře
71U421|Judita a její služebná se rozloučí se staršími u městské brány
71U422|Judita a její služebná jdou do tábora a modlí se
71U423|Juditu a její služebnou zastaví strážci tábora
71U424|Judita a její služebná jsou odvedeny do Holofernova stanu
71U4241|Judita a její služebná pokleknou před Holofernem
71U4242|rozhovor mezi Juditou a Holofernem
71U425|Judita se v noci koupe ve fontáně
71U426|Judita připravuje toaletu na jídlo s Holofernem
71U427|Judita a Holofernes zůstali sami
71U4271|Holofernes se příliš napije a usne na posteli
71U4272|Judith prays before killing Holofernes
71U4273|Holoferna sťala Judita jeho vlastním mečem; služebná možná hlídá
71U42731|Judita s Holofernovou hlavou a mečem
71U4274|Judita a její služebná vložily Holofernovu hlavu do pytle
71U42741|Holofernova hlava je položena na mísu a přikryta látkou
71U43|Judita a její služebná na cestě zpět do Betulie
71U431|Judita a její služebná přicházejí do Betulie v noci; zapalují pochodně
71U432|Judita ukazuje Holofernovu hlavu lidu
71U433|Achior kneels before Judith
71U434|Holofernova hlava je pověšena na městské zdi
71U44|vítězství Izraelitů ~ Judita a Holofernes
71U441|izraelci zaútočí ~ Judita a Holofernes
71U442|odhalení vraždy Holoferna (Bagoasem)
71U443|asyřané na útěku ~ Judita a Holofernes
71U444|asyrský tábor je vypleněn; Judita dostane Holofernův stan se vším, co v něm je
71U5|další scény ~ kniha Judita
71U5(...)|další scény ~ kniha Judith (s BOOK CHAPTER:VERSE)
71U5(Judith 16:23)|Judith's death
71V|kniha Jonášova
71V1|Jonášovo volání a neposlušnost (Jonáš 1)
71V11|Bůh posílá Jonáše do Ninive, aby kázal jeho hříšným obyvatelům
71V12|aby unikl úkolu, který mu Bůh uložil, Jonáš se nalodí na loď, která se chystá plout do Taršíše
71V13|loď se ocitne v prudké bouři ~ Jonáš a námořníci
71V131|vyděšení námořníci po modlitbě k bohům hodí náklad přes palubu ~ příběh o Jonášovi
71V132|Jonáš, který je nalezen spící v podpalubí lodi, je probuzen
71V133|námořníci losují, kdo je na vině; když padne los na Jonáše, přizná, že je příčinou bouře
71V134|námořníci neochotně hodí proroka Jonáše do moře
71V1341|Jonáš je spolknut velkou rybou, (mořskou) příšerou, velrybou, delfínem apod
71V135|moře se okamžitě uklidní, námořníci přinášejí Bohu oběti ~ příběh o Jonášovi
71V2|Jonáš v břiše ryby (Jonáš 2:1 - 3:2)
71V21|Jonah's prayer
71V22|po třídenním pobytu v břiše netvora je Jonáš vyvržen na souš; Jonáš může být zobrazen nahý a s pleší
71V221|Jonáš opět dostává od Boha příkaz kázat v Ninive
71V3|Jonáš v Ninive (Jonáš 3,3-10)
71V31|když Jonáš přichází do města Ninive, předpovídá jeho zkázu za čtyřicet dní
71V32|když se ninivský král dozví o zkáze města za čtyřicet dní, vstane z trůnu a vyhlásí všeobecné pokání pro lidi i zvířata: všichni lidé, dobytek i ovce se musí postit, lidé musí nosit žíně a modlit se k Bohu
71V321|Když Bůh vidí pokání ninivského lidu, slituje se a ušetří hříšné město
71V4|Jonah sulking (Jonah 4)
71V41|rozzlobený Jonáš se hádá s Bohem a žádá o vlastní smrt
71V42|prorok Jonáš odchází z Ninive, staví si stánek a ve stínu rostliny (tykve nebo vinné révy), kterou mu Bůh nechal vyrůst, očekává osud města
71V43|tykev (nebo vinnou révu) sežere červ a Jonáš je vystaven spalujícím slunečním paprskům
71V44|když Jonáš znovu reptá a chce zemřít, Bůh ho pokárá
71W|kniha Jóbova
71W1|Jobovo bohatství a zbožnost (Job 1,1-5)
71W11|Job's wealth
71W111|Jobovy děti, sedm synů a tři dcery
71W112|Jobovi synové uspořádají hostinu, na kterou pozvou i své sestry
71W12|jobova zbožnost
71W121|Job přináší oběť, aby očistil své děti
71W122|Job dává almužnu, ulevuje chudým
71W2|"synové Boží" (andělé) se shromáždí se Satanem před Bohem (Job 1,6-12)
71W21|Bůh dává Satanovi svolení zkoušet Jobovu ctnost
71W22|Satan odchází, aby vyzkoušel Jobovu ctnost
71W3|první série utrpení (Job 1,13-22)
71W31|jóbovi se představují poslové a každý z nich hlásí novou katastrofu
71W311|první posel oznamuje krádež Jobových volů a oslů Sabejci
71W3111|krádež Jobových volů a oslů Sabejci
71W312|druhý posel oznamuje, že blesk zasáhl Jobovy ovce a pastýře
71W3121|Jobovy ovce a pastýři zasažení bleskem
71W313|třetí posel oznamuje, že se Jobových velbloudů zmocnily tři tlupy Chaldejců
71W3131|zajetí Jobových velbloudů třemi tlupami Chaldejců
71W314|poslední posel oznamuje smrt Jobových dětí, které zahynuly v bouři, jež srovnala se zemí dům, v němž hodovali
71W3141|smrt Jobových dětí
71W32|Job si žalem roztrhá šaty a oholí hlavu
71W33|Job padá na zem a vyjadřuje svou rezignaci na Boží vůli
71W4|"synové Boží" se Satanem se znovu shromáždí před Bohem (Job 2,1-6)
71W41|Bůh dává Satanovi svolení, aby dále zkoušel Jobovu ctnost
71W42|Satan odchází, aby dále zkoušel Jobovu ctnost
71W5|Job na hnojišti (Job 2,7-13)
71W51|Job pokrytý vředy (nebo vřídky) se usadí na hnojišti (hromadě popela) a oškrábe si tělo hrnčířským škopkem
71W52|Job na hnojišti, kde ho Satan (nebo ďáblové) týrá a mučí; může být přítomna Jobova žena
71W521|Job je od hlavy až k patě zasažen vředy od Satana nebo od dračích příšer, které na Joba vyfukují jedovatý dým
71W522|Satan scourging Job
71W53|Job na hnojišti, kterého navštívila jeho žena
71W531|Job's wife abusing him; Satan may be present
71W5311|Job scolded by his wife
71W5312|Jobova žena na něj vylila vědro vody
71W532|Jobova žena přináší jídlo; obvykle natahuje chléb na tyči a drží se přitom za nos; mohou být přítomni Jobovi přátelé
71W54|Job na hnojišti navštívený svými přáteli (a manželkou)
71W541|Elifaz, Bildad a Zofar jdou za Jobem, aby ho utěšili kvůli jeho neštěstí (tři přátelé mohou být zobrazeni jako králové)
71W542|když Elífaz, Bildad a Zofar poznávají Joba, pláčou a trhají si šaty žalem
71W543|Elífaz, Bildad a Zofar sedí s Jobem sedm dní mlčky na zemi
71W544|Job je zesměšňován svými přáteli (a svou ženou) za to, že se odmítá vzdát své víry
71W55|Joba na hnojišti navštíví anděl, který se ho snaží utěšit
71W56|Job na hnojišti, který navštívili hudebníci
71W561|hudebníci, zejména trubači, se snaží Joba utěšit; ten jim platí strupy svých ran, které se později promění ve zlaté mince
71W5611|Jobova žena přivádí hudebníky
71W562|Job taunted by tin-can musicians
71W6|Job diskutuje se svými přáteli
71W61|Job's lament (Job 3)
71W61(...)|Jóbův nářek (Jób 3) (s KNIŽNÍ KAPITOLOU:VERŠ)
71W62|dialog ~ Job diskutuje se svými přáteli (Job 4-31)
71W62(...)|dialog ~ Job diskutuje se svými přáteli (s KNIHA KAPITOLA:VERŠ)
71W62(Job 4:11)|"silný lev hyne pro nedostatek kořisti" ~ Jobův dialog s přáteli
71W63|Elihu se připojuje ke třem Jobovým přátelům a pronáší svou řeč (Job 32-37)
71W63(...)|Elihu se připojuje ke třem Jobovým přátelům a pronáší svou řeč (s KNIŽNÍ KAPITOLA:VERŠ)
71W63(Job 34:26)|bezbožní jsou odsouzeni ~ Elihu odpovídá Jobovi
71W64|Bůh mluví k Jobovi z vichřice (Job 38 - 42,6)
71W64(...)|Bůh mluví k Jobovi z vichřice (s KNIŽNÍ KAPITOLA:VERŠ)
71W64(Job 38:7)|když jitřní hvězdy zpívaly společně ~ Bůh mluví k Jobovi
71W64(Job 40:15-24)|'Hle, Behemot' ~ Bůh promlouvá k Jobovi
71W64(Job 41)|"Můžeš vytáhnout Leviatana?" ~ promlouvá Bůh k Jobovi
71W641|Job se pokořuje a přiznává, že mluvil nevědomě ~ Bůh k Jobovi promlouvá
71W65|závěr, epilog knihy Job (Job 42,7-9)
71W651|Jobovi přátelé jsou pokáráni Bohem, který jim nařizuje přinést oběť
71W652|Job se modlí za své přátele
71W7|Obnovení Jobova blahobytu; poslední část jeho života (Job 42,10-17)
71W71|Job's former wealth is doubled
71W72|Jobovi bratři a přátelé ho přišli navštívit
71W721|každý z Jobových bratrů a přátel mu nabízí dar
71W73|God blesses Job
71W74|Job begets ten more children
71W741|Job a jeho tři krásné dcery
71W75|Job děkuje Pánu
71W76|Job's death
71W761|Job's ascension
71X|lyrické knihy: Žalmy a Píseň písní
71X1|kniha žalmů
71X1(...)|kniha Žalmů (s KNIHOU KAPITOLA:VERŠ)
71X1(...)1|kniha Žalmů (s KNIHA KAPITOLA:VERŠ) - kniha Žalmů ~ výjevy ze Starého zákona
71X1(...)2|kniha Žalmů (s KNIHA KAPITOLA:VERŠ) - kniha Žalmů ~ scény z Nového zákona
71X1(...)3|kniha Žalmů (s KNIHA KAPITOLA:VERŠ) - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(...)4|kniha žalmů (s KNIHOU KAPITOLA:VERŠ) - Kniha žalmů ~ další scény
71X1(Ps. 1:1)|"Beatus vir" - Požehnaný člověk
71X1(Ps. 1:1)1|"Beatus vir" - Blahoslavený člověk - kniha Žalmů ~ výjevy ze Starého zákona
71X1(Ps. 1:1)2|'Beatus vir' - Blahoslavený člověk' - kniha Žalmů ~ výjevy z Nového zákona
71X1(Ps. 1:1)3|"Beatus vir" - Blahoslavený člověk - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 1:1)4|"Beatus vir" - Požehnaný člověk - kniha Žalmů ~ další scény
71X1(Ps. 3)|"žalm Davidův, když utíkal před svým synem Abšalomem
71X1(Ps. 3)1|'žalm Davidův, když utíkal před Abšalomem, svým synem' ~ David utíká před Abšalomem
71X1(Ps. 3)2|'žalm Davidův, když utíkal před svým synem Abšalomem' - kniha Žalmů ~ výjevy z Nového zákona
71X1(Ps. 3)3|"žalm Davidův, když utíkal před svým synem Abšalomem" - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 3)4|'žalm Davidův, když utíkal před svým synem Abšalomem' - kniha Žalmů ~ další scény
71X1(Ps. 22:18)|'they part my garments'
71X1(Ps. 22:18)1|"rozdělují mé roucho" - kniha Žalmů ~ výjevy ze Starého zákona
71X1(Ps. 22:18)2|"rozdělují mé šaty" ~ vojáci losují o Kristovy šaty
71X1(Ps. 22:18)3|"rozdělují mé roucho" - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 22:18)4|"rozdělují mé šaty" - kniha Žalmů ~ další scény
71X1(Ps. 26:1)|"Dominus illuminatio" - Pán je mé světlo
71X1(Ps. 26:1)1|"Dominus illuminatio" - "Hospodin je mé světlo" - kniha Žalmů ~ výjevy ze Starého zákona
71X1(Ps. 26:1)2|"Dominus illuminatio" - "Hospodin je mé světlo" - kniha Žalmů ~ výjevy z Nového zákona
71X1(Ps. 26:1)3|"Dominus illuminatio" - "Hospodin je mé světlo" - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 26:1)4|"Dominus illuminatio" - "Hospodin je mé světlo" - kniha Žalmů ~ další scény
71X1(Ps. 38:1)|'Dixi custodiam' - 'I said, I will take heed'
71X1(Ps. 38:1)1|"Dixi custodiam" - "Řekl jsem, že si dám pozor" - kniha Žalmů ~ výjevy ze Starého zákona
71X1(Ps. 38:1)2|"Dixi custodiam" - "Řekl jsem, že si dám pozor" - kniha Žalmů ~ výjevy z Nového zákona
71X1(Ps. 38:1)3|"Dixi custodiam" - "Řekl jsem, že si dám pozor" - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 38:1)4|"Dixi custodiam" - "Řekl jsem, že si dám pozor" - kniha Žalmů ~ další scény
71X1(Ps. 42:2)|"Quemadmodum desiderat cervus" - "Jako jelen touží po proudech vody
71X1(Ps. 42:2)1|"Quemadmodum desiderat cervus" - "Jako jelen touží po proudech vody" - kniha Žalmů ~ výjevy ze Starého zákona
71X1(Ps. 42:2)2|"Quemadmodum desiderat cervus" - "Jako jelen touží po proudech vody" - kniha Žalmů ~ výjevy z Nového zákona
71X1(Ps. 42:2)3|"Quemadmodum desiderat cervus" - "Jako jelen touží po proudech vody" - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 42:2)4|"Quemadmodum desiderat cervus" - "Jako jelen touží po proudech vody" - kniha Žalmů ~ další scény
71X1(Ps. 49:3)|"Má ústa budou mluvit o moudrosti
71X1(Ps. 49:3)1|"má ústa budou mluvit o moudrosti" - kniha Žalmů ~ výjevy ze Starého zákona
71X1(Ps. 49:3)2|"má ústa budou mluvit o moudrosti" - kniha Žalmů ~ výjevy z Nového zákona
71X1(Ps. 49:3)3|"Má ústa budou mluvit o moudrosti" ~ Jan Zlatoústý
71X1(Ps. 49:3)4|"Má ústa budou mluvit o moudrosti" - kniha Žalmů ~ další scény
71X1(Ps. 51:1)|'Quid gloriaris' - Why do you boast
71X1(Ps. 51:1)1|'Quid gloriaris' - Proč se chlubíš' - kniha Žalmů ~ výjevy ze Starého zákona
71X1(Ps. 51:1)2|'Quid gloriaris' - Proč se chlubíš' - kniha Žalmů ~ výjevy z Nového zákona
71X1(Ps. 51:1)3|"Quid gloriaris" - Proč se chlubíš - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 51:1)4|'Quid gloriaris' - Proč se chlubíš' - kniha Žalmů ~ další scény
71X1(Ps. 52:1)|"Dixit insipiens" - Blázen říká ve svém srdci
71X1(Ps. 52:1)1|"Dixit insipiens" - Blázen říká ve svém srdci - kniha Žalmů ~ výjevy ze Starého zákona
71X1(Ps. 52:1)2|"Dixit insipiens" - Blázen říká ve svém srdci - kniha Žalmů ~ výjevy z Nového zákona
71X1(Ps. 52:1)3|"Dixit insipiens" - Blázen říká ve svém srdci - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 52:1)4|"Dixit insipiens" - Blázen říká v srdci svém - kniha Žalmů ~ další scény
71X1(Ps. 74:13)|"... rozbít hlavy draků na vodách
71X1(Ps. 74:13)1|"... rozbijte hlavy drakům na vodách" - kniha Žalmů ~ výjevy ze Starého zákona
71X1(Ps. 74:13)2|"... rozbít hlavy draků na vodách" ~ Kristův křest
71X1(Ps. 74:13)3|"... rozbijte hlavy drakům na vodách" - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 74:13)4|"... rozbijte hlavy draků na vodách" - kniha Žalmů ~ další scény
71X1(Ps. 68:1)|'Salvum me fac' - Save me
71X1(Ps. 68:1)1|"Salvum me fac" - Zachraň mě - kniha Žalmů ~ výjevy ze Starého zákona
71X1(Ps. 68:1)2|"Salvum me fac" - Zachraň mě - kniha Žalmů ~ výjevy z Nového zákona
71X1(Ps. 68:1)3|"Salvum me fac" - Zachraň mě - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 68:1)4|"Salvum me fac" - Zachraň mě - kniha Žalmů ~ další scény
71X1(Ps. 80:1)|"Exultate deo" - Hlasitě zpívejte Bohu
71X1(Ps. 80:1)1|"Exultate deo" - Zpívejte hlasitě Bohu - kniha Žalmů ~ výjevy ze Starého zákona
71X1(Ps. 80:1)2|"Exultate deo" - Zpívejte hlasitě Bohu - kniha Žalmů ~ výjevy z Nového zákona
71X1(Ps. 80:1)3|"Exultate deo" - Zpívejte hlasitě Bohu - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 80:1)4|"Exultate deo" - Zpívejte hlasitě Bohu - kniha Žalmů ~ další scény
71X1(Ps. 85:10)|"Spravedlnost a mír se políbily
71X1(Ps. 85:10)1|"Spravedlnost a pokoj se políbily" - kniha Žalmů ~ výjevy ze Starého zákona
71X1(Ps. 85:10)2|"Spravedlnost a pokoj se políbily" - kniha Žalmů ~ výjevy z Nového zákona
71X1(Ps. 85:10)3|"Spravedlnost a pokoj se políbily" - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 85:10)4|"Spravedlnost a pokoj se políbily" ~ kniha Žalmů
71X1(Ps. 101:1)|'Domine exaudi' - Hear my prayer
71X1(Ps. 101:1)1|'Domine exaudi' - Vyslyš mou modlitbu' - kniha Žalmů ~ výjevy ze Starého zákona
71X1(Ps. 101:1)2|"Domine exaudi" - Vyslyš mou modlitbu - kniha Žalmů ~ výjevy z Nového zákona
71X1(Ps. 101:1)3|"Domine exaudi" - Vyslyš mou modlitbu - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 101:1)4|"Domine exaudi" - Vyslyš mou modlitbu - kniha Žalmů ~ další scény
71X1(Ps. 109:1)|"Dixit dominus" - Pán řekl mému Pánu
71X1(Ps. 109:1)1|"Dixit dominus" - Hospodin řekl mému pánu - kniha Žalmů ~ výjevy ze Starého zákona
71X1(Ps. 109:1)2|"Dixit dominus" - Pán řekl mému Pánu - kniha Žalmů ~ scény z Nového zákona
71X1(Ps. 109:1)3|"Dixit dominus" - Pán řekl mému Pánu - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 109:1)4|"Dixit dominus" - Pán řekl mému Pánu - kniha Žalmů ~ další scény
71X1(Ps. 118:22)|"Kámen ... se stal hlavou úhelníku
71X1(Ps. 118:22)1|"Kámen ... se stal hlavou úhelného kamene" - kniha Žalmů ~ výjevy ze Starého zákona
71X1(Ps. 118:22)2|"Kámen ... se stal hlavou úhelného kamene" - kniha Žalmů ~ výjevy z Nového zákona
71X1(Ps. 118:22)3|"Kámen ... se stal hlavou úhelníku" - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 118:22)4|"Kámen ... se stal hlavou úhlu" ~ kámen
71X1(Ps. 137:1)|"u babylonských řek..
71X1(Ps. 137:1)1|"u babylonských řek..." ~ Hebrejci v zajetí naříkají u řeky
71X1(Ps. 137:1)2|"u babylonských řek..." - kniha Žalmů ~ výjevy z Nového zákona
71X1(Ps. 137:1)3|"u babylonských řek..." - kniha Žalmů ~ nebiblické křesťanské motivy
71X1(Ps. 137:1)4|"u babylonských řek..." - kniha Žalmů ~ další výjevy
71X2|Píseň písní, Píseň písní
71X2(...)|Píseň písní, Píseň písní (s BOOK CHAPTER:VERSE)
71X2(Song of Sol. 2:2)|jako lilie mezi trním
71X2(Song of Sol. 3:1-3)|nevěsta hledá ženicha
71X2(Song of Sol. 3:4)|nevěsta najde ženicha
71X2(Song of Sol. 6:12)|"má fantazie mě posadila do vozu" ~ Aminadabův vůz
71X21|Šulamitka, milovaná žena ~ Píseň písní
71X22|"... lišky, které kazí vinnou révu..." (Píseň písní 2:15)
71X23|Šalamounovo lože střeženo šedesáti vojáky (Píseň písní 3:7-10)
71X24|Davidova věž (Píseň písní 4:4)
71X25|zapečetěná fontána v uzavřené zahradě (Píseň písní 4:12)
71Y|knihy Moudrosti
