0|Abstract, Non-representational Art
11H(PETER MARTYR)35|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - pokušení mužského světce
11H(PETER MARTYR)36|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - pokání mužského světce
11H(PETER MARTYR)37|dominikánský mnich Petr Mučedník z Verony; možné atributy: krucifix, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána na hlavě - mužský světec medituje, je v extázi
11H(PETER MARTYR)4|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - nezázračné činnosti a události ~ mužský světec
11H(PETER MARTYR)5|zázračné činnosti a události ~ Svatý Petr Mučedník
11H(PETER MARTYR)51|zázračná uzdravení svatého Petra Mučedníka
11H(PETER MARTYR)59|zázračné činnosti a události ~ svatý Petr Mučedník - stigmatizace mužského světce
11H(PETER MARTYR)6|mučednictví, utrpení, neštěstí, smrt svatého Petra Mučedníka
11H(PETER MARTYR)68|Svatý Petr mučedník je zavražděn (v lese) dvěma vrahy s mečem; jeho krví je na zemi napsáno "Credo in Deum" (obvykle je napaden nebo zavražděn i spolubratr)
11H(PETER MARTYR)69|mučednictví, utrpení, neštěstí, smrt svatého Petra Mučedníka - špatné zacházení s mrtvolou mužského světce
11H(PETER MARTYR)7|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - apoteóza, sláva, triumf mužského světce
11H(PETER MARTYR)8|dominikánský mnich Petr Mučedník z Verony; možné atributy: krucifix, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - posmrtné výskyty ~ mužský světec
11H(PETER MARTYR)81|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána na hlavě - nález, převoz ostatků mužského světce
11H(PETER MARTYR)82|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - zázraky se dějí při manipulaci s relikviemi mužského světce
11H(PETER MARTYR)83|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - posmrtné skutky, zjevení mužských světců
11H(PETER MARTYR)84|dominikánský mnich Petr Mučedník z Verony; možné atributy: kříž, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána v hlavě - beatifikace, kanonizace mužského světce
11H(PETER MARTYR)9|dominikánský mnich Petr Mučedník z Verony; možné atributy: krucifix, prst na rtech, dlaň, meč (sekera nebo nůž) v lebce (nebo na prsou), rána na hlavě - portrét mužského světce
11H(PETER NOLASCO)|spoluzakladatel mercedariánů Peter Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest
11H(PETER NOLASCO)0|spoluzakladatel mercedariánů Petr Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest - mužský světec zobrazený ve skupině
11H(PETER NOLASCO)1|spoluzakladatel mercedariánů Petr Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest - specifické aspekty ~ mužský světec
11H(PETER NOLASCO)11|spoluzakladatel mercedariánů Petr Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest - mužský světec jako patron, ochránce, přímluvce
11H(PETER NOLASCO)119|spoluzakladatel mercedariánů Petr Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest - mužský světec chránící věřící pláštěm, "Schutzmantel"
11H(PETER NOLASCO)12|spoluzakladatel mercedariánů Petr Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest - mužský světec píšící, studující, učící, diktující (např. jako doktor církve)
11H(PETER NOLASCO)13|spoluzakladatel mercedariánů Petr Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest - mužský světec jako zakladatel řádu
11H(PETER NOLASCO)131|spoluzakladatel mercedariánů Petr Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest - mužský světec ~ potvrzení řádu, schválení regulí
11H(PETER NOLASCO)2|spoluzakladatel mercedariánů Petr Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest - raný život mužského světce
11H(PETER NOLASCO)3|osobní pobožnost svatého Petra Nolasca
11H(PETER NOLASCO)31|osobní zbožnost svatého Petra Nolasca - povolání, obrácení mužského světce
11H(PETER NOLASCO)32|osobní úcta svatého Petra Nolasca - křest, zasvěcení, složení slibů mužského světce
11H(PETER NOLASCO)33|osobní zbožnost svatého Petra Nolasca - zřeknutí se světských statků, asketický život mužského světce
11H(PETER NOLASCO)34|vize svatého Petra Nolasca
11H(PETER NOLASCO)341|apoštol Petr, ukřižovaný hlavou dolů, se zjevuje svatému Petru Nolascovi
11H(PETER NOLASCO)342|anděl ukazuje svatému Petru Nolascovi ve snu nebeský Jeruzalém
11H(PETER NOLASCO)343|panna Maria ("Madonna de la Merced") se zjevuje svatému Petru Nolascovi
11H(PETER NOLASCO)35|osobní zbožnost svatého Petra Nolasca - pokušení mužského světce
11H(PETER NOLASCO)36|osobní zbožnost svatého Petra Nolasca - kajícnost mužského světce
11H(PETER NOLASCO)37|osobní pobožnost svatého Petra Nolasca - mužský světec meditující, v extázi
11H(PETER NOLASCO)4|nezázračné aktivity a události ~ St. Peter Nolasco
11H(PETER NOLASCO)41|Svatý Petr Nolasco, který se vydal na cestu s piráty na lodi bez kormidla, si ze svého pláště vyrobil plachtu a přistál v Seville
11H(PETER NOLASCO)5|zázračné činnosti a události ~ St. Peter Nolasco
11H(PETER NOLASCO)51|dva andělé nesou starého svatého Petra Nolasca z jeho cely k oltáři, aby přijal poslední svaté přijímání
11H(PETER NOLASCO)59|zázračné činnosti a události ~ svatý Petr Nolasco - stigmatizace mužského světce
11H(PETER NOLASCO)6|mučednictví, utrpení, neštěstí, smrt svatého Petra Nolasca
11H(PETER NOLASCO)68|petra Nolasca na Štědrý den: Petr mu otevírá bránu do ráje
11H(PETER NOLASCO)69|mučednictví, utrpení, neštěstí, smrt svatého Petra Nolasca - špatné zacházení s mrtvolou mužského světce
11H(PETER NOLASCO)7|spoluzakladatel mercedariánů Petr Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest - apoteóza, sláva, triumf mužského světce
11H(PETER NOLASCO)8|spoluzakladatel mercedariánů Petr Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest - posmrtné výskyty ~ mužský světec
11H(PETER NOLASCO)81|spoluzakladatel mercedariánů Petr Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest - nález, převoz ostatků mužského světce
11H(PETER NOLASCO)82|spoluzakladatel mercedariánů Petr Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest - zázraky se dějí při manipulaci s ostatky mužského světce
11H(PETER NOLASCO)83|spoluzakladatel mercedariánů Petr Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest - posmrtné skutky, zjevení mužských světců
11H(PETER NOLASCO)84|spoluzakladatel mercedariánů Petr Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest - beatifikace, kanonizace mužského světce
11H(PETER NOLASCO)9|spoluzakladatel mercedariánů Petr Nolasco; možné atributy: odznak (nebo prapor) s aragonskými znaky, zajatci, přetržené řetězy, dvojitý kříž, olivová ratolest - portrét mužského světce
11H(PETER OF ALCANTARA)|františkánský mnich Petr z Alkantary; možné atributy: kniha, krucifix, kázeň, holubice, pero a inkoust, lebka
11H(PETER OF ALCANTARA)0|františkánský mnich Petr z Alkantary; možné atributy: kniha, krucifix, kázeň, holubice, pero a inkoust, lebka - mužský světec zobrazený ve skupině
11H(PETER OF ALCANTARA)1|specifické aspekty ~ Svatý Petr z Alkantary
11H(PETER OF ALCANTARA)11|specifické aspekty ~ svatý Petr z Alkantary - mužský světec jako patron, ochránce, přímluvce
11H(PETER OF ALCANTARA)119|specifické aspekty ~ svatý Petr z Alkantary - mužský světec chránící věřící pláštěm, "Schutzmantel
11H(PETER OF ALCANTARA)12|Svatý Petr z Alkantary inspirovaný holubicí
11H(PETER OF ALCANTARA)13|specifické aspekty ~ Svatý Petr z Alkantary - mužský světec jako zakladatel řádu
11H(PETER OF ALCANTARA)131|specifické aspekty ~ svatý Petr z Alkantary - mužský světec ~ potvrzení řádu, schválení pravidel
11H(PETER OF ALCANTARA)2|františkánský mnich Petr z Alkantary; možné atributy: kniha, krucifix, kázeň, holubice, pero a inkoust, lebka - raný život mužského světce
11H(PETER OF ALCANTARA)3|osobní oddanost svatého Petra z Alkantary
11H(PETER OF ALCANTARA)31|osobní úcta svatého Petra z Alkantary - povolání, obrácení mužského světce
11H(PETER OF ALCANTARA)32|osobní úcta svatého Petra z Alkantary - křest, zasvěcení, složení slibů mužského světce
11H(PETER OF ALCANTARA)33|osobní zbožnost svatého Petra z Alkantary - zřeknutí se světských statků, asketický život mužského světce
11H(PETER OF ALCANTARA)34|osobní zbožnost svatého Petra z Alkantary - vize, mystický sňatek mužského světce
11H(PETER OF ALCANTARA)35|osobní zbožnost svatého Petra z Alkantary - pokušení mužského světce
11H(PETER OF ALCANTARA)36|osobní zbožnost svatého Petra z Alkantary - pokání mužského světce
11H(PETER OF ALCANTARA)37|Svatý Petr z Alkantary v extázi
11H(PETER OF ALCANTARA)4|františkánský mnich Petr z Alkantary; možné atributy: kniha, krucifix, kázeň, holubice, pero a inkoust, lebka - nezázračné činnosti a události ~ mužský světec
11H(PETER OF ALCANTARA)5|zázračné činnosti a události ~ Svatý Petr z Alkantary
11H(PETER OF ALCANTARA)51|Svatý Petr z Alkantary kráčející po vodě (s doprovodem)
11H(PETER OF ALCANTARA)59|zázračné činnosti a události ~ svatý Petr z Alkantary - stigmatizace mužského světce
11H(PETER OF ALCANTARA)6|františkánský mnich Petr z Alkantary; možné atributy: kniha, krucifix, kázeň, holubice, pero a inkoust, lebka - mučednictví, utrpení, neštěstí, smrt mužského světce
11H(PETER OF ALCANTARA)68|františkánský mnich Petr z Alkantary; možné atributy: kniha, krucifix, kázeň, holubice, pero a inkoust, lebka - smrt, smrtelné lože mužského světce
11H(PETER OF ALCANTARA)69|františkánský mnich Petr z Alkantary; možné atributy: kniha, krucifix, kázeň, holubice, pero a inkoust, lebka - špatné zacházení s mrtvolou mužského světce
11H(PETER OF ALCANTARA)7|františkánský mnich Petr z Alkantary; možné atributy: kniha, krucifix, kázeň, holubice, pero a inkoust, lebka - apoteóza, sláva, triumf mužského světce
11H(PETER OF ALCANTARA)8|františkánský mnich Petr z Alkantary; možné atributy: kniha, krucifix, kázeň, holubice, pero a inkoust, lebka - posmrtné výskyty ~ mužský světec
11H(PETER OF ALCANTARA)81|františkánský mnich Petr z Alkantary; možné atributy: kniha, krucifix, kázeň, holubice, pero a inkoust, lebka - nález, převoz relikvií mužského světce
11H(PETER OF ALCANTARA)82|františkánský mnich Petr z Alkantary; možné atributy: kniha, krucifix, kázeň, holubice, pero a inkoust, lebka - zázraky se dějí při manipulaci s relikviemi mužského světce
11H(PETER OF ALCANTARA)83|františkánský mnich Petr z Alkantary; možné atributy: kniha, krucifix, kázeň, holubice, pero a inkoust, lebka - posmrtné skutky, zjevení mužských světců
11H(PETER OF ALCANTARA)84|františkánský mnich Petr z Alkantary; možné atributy: kniha, krucifix, kázeň, holubice, pero a inkoust, lebka - blahořečení, kanonizace mužského světce
11H(PETER OF ALCANTARA)9|františkánský mnich Petr z Alkantary; možné atributy: kniha, krucifix, kázeň, holubice, pero a tuš, lebka - portrét mužského světce
11H(PETER)|apoštol Petr, první římský biskup; možné atributy: kniha, kohout, (obrácený) kříž, (trojitý) kříž, ryba, klíč, svitek, loď, diadém
11H(PETER)0|apoštol Petr, první římský biskup; možné atributy: kniha, kohout, (obrácený) kříž, (trojitý) kříž, ryba, klíč, svitek, loď, tiára - mužský světec zobrazený ve skupině
11H(PETER)1|specific aspects ~ St. Peter
11H(PETER)11|Svatý Petr jako první římský biskup
11H(PETER)119|Svatý Petr jako první římský biskup - mužský světec chránící věřící pláštěm, "Schutzmantel
11H(PETER)12|specifické aspekty ~ svatý Petr - mužský světec píšící, studující, učící, diktující (např. jako doktor církve)
11H(PETER)13|specifické aspekty ~ svatý Petr - mužský světec jako zakladatel řádu
11H(PETER)131|specifické aspekty ~ svatý Petr - mužský světec ~ potvrzení řádu, schválení pravidel
11H(PETER)2|apoštol Petr, první římský biskup; možné atributy: kniha, kohout, (obrácený) kříž, (trojitý) kříž, ryba, klíč, svitek, loď, tiára - raný život mužského světce
11H(PETER)3|apoštol Petr, první římský biskup; možné atributy: kniha, kohout, (obrácený) kříž, (trojitý) kříž, ryba, klíč, svitek, loď, tiára - osobní oddanost mužského světce
11H(PETER)31|apoštol Petr, první římský biskup; možné atributy: kniha, kohout, (obrácený) kříž, (trojitý) kříž, ryba, klíč, svitek, loď, tiára - povolání, obrácení mužského světce
11H(PETER)32|apoštol Petr, první římský biskup; možné atributy: kniha, kohout, (obrácený) kříž, (trojitý) kříž, ryba, klíč, svitek, loď, tiára - křest, svěcení, složení slibu mužského světce
11H(PETER)33|apoštol Petr, první římský biskup; možné atributy: kniha, kohout, (obrácený) kříž, (trojitý) kříž, ryba, klíč, svitek, loď, tiára - zřeknutí se světských statků, asketický život mužského světce
11H(PETER)34|apoštol Petr, první římský biskup; možné atributy: kniha, kohout, (obrácený) kříž, (trojitý) kříž, ryba, klíč, svitek, loď, tiára - vize, mystický sňatek mužského světce
