4|Society, Civilization, Culture
46C33|self-propelled flying
46C34|balloon (aviation)
46C35|airship, zeppelin
46C36|aircraft, aeroplane
46C361|části, součásti a příslušenství letadel
46C3611|části letadel
46C3611(...)|části letadla (s NÁZVEM)
46C362|posádka a cestující ~ letectví
46C3621|crew ~ aviation
46C36211|flight crew
46C362111|pilot
46C36212|flight attendants, cabin crew
46C362121|air hostess, stewardess, steward, purser
46C36213|ground crew ~ aviation
46C3622|air passengers
46C37|other aircrafts
46C371|helicopter
46C372|autogiro (aviation)
46C373|hover-craft
46C38|airfield, airport
46C381|structures, buildings ~ airfield, airport
46C3811|airport control tower
46C3812|hangar
46C39|air-crash, air disaster, flying-accident
46C4|astronautics, space-travel, interplanetary travel
46C41|rocket (astronautics)
46C42|space craft; capsule, station
46C43|astronaut, cosmonaut
46C49|UFO, flying saucer
46C491|bytosti z vesmíru
46C5|travelling; tourism
46C51|stadiony cestování
46C511|preparations ~ travelling
46C512|departure ~ travelling
46C5121|mávání na rozloučenou ~ odjezd na cestu
46C513|'en route', traveller under way
46C5131|ptát se na cestu
46C5132|studium mapy
46C5133|hitch-hiking
46C5134|traveller(s) attacked by robber(s)
46C5135|(cestovatel) odpočívá pod širým nebem
46C5136|porter, bearer
46C514|příjezd a návrat ~ cestování
46C5141|being welcomed ~ travelling
46C519|getting lost; having lost one's way; losing one's way
46C52|hotel, hostelry, inn
46C521|reception desk (~ hotel)
46C522|hotel room
46C53|migrants
46C54|tourism
46C541|outing, pleasure trip
46C542|cultural tour
46C5421|sightseeing
46C54211|grand tour
46C5422|conducted tour
46C54221|guide (~ conducted tour)
46C5423|guide-book (~ tourism)
46C543|world tour, e.g.: world cruise
46C55|luggage, travel requisites
46C551|trunk, suit-case
46C552|knapsack, rucksack
46C56|souvenir (~ tourism)
46C57|fiktivní cesta; cesta do jiného světa, "accès à un autre monde"
46CC21|lodě (obecně) - CC - více než jedna loď
46CC211|shipyard, shipdock - CC - more than one ship
46CC212|repairing, caulking, careening (~ ship) - CC - more than one ship
46CC2121|dry-dock, floating-dock - CC - more than one ship
46CC213|ship-model - CC - more than one ship
46CC2131|model lodi v láhvi - CC - více než jedna loď
46CC214|ship's portrait - CC - more than one ship
46CC215|části exteriéru lodi - CC - více než jedna loď
46CC215(...)|části exteriéru lodi (s NAME) - CC - více než jedna loď
46CC215(ANCHOR)|části exteriéru lodi: kotva - CC - více než jedna loď
46CC215(BOW)|části exteriéru lodi: příď - CC - více než jedna loď
46CC215(FIGURE-HEAD)|části exteriéru lodi: hlavice - CC - více než jedna loď
46CC215(MAST)|části exteriéru lodi: stěžeň - CC - více než jedna loď
46CC215(RUDDER)|části vnějšího povrchu lodi: kormidlo - CC - více než jedna loď
46CC216|části interiéru lodi - CC - více než jedna loď
46CC216(...)|části interiéru lodi (s NAME) - CC - více než jedna loď
46CC219|improvizovaný a neobvyklý provoz na vodě - CC - více než jedna loď
46D|press, journalism
46D1|ústní šíření zpráv, městský hlasatel
46D2|distributing pamphlets
46D3|newspaper, news-sheet
46D31|prodej novin, novinový stánek
46D32|newsboy, newsman
46D33|doručování (novin)
46D4|weekly, monthly, magazine, etc.
46D41|sensational press, 'canard'
46D5|pressmen
46D51|editorial board
46D52|journalist, reporter
46D53|press photographer
46D54|interviewing
46E|pošta, telegraf a telefon; komunikační prostředky
46E1|messenger
46E11|messenger's box
46E12|messenger's badge
46E13|relay dispatch service, estafette
46E2|postal service
46E21|post-office
46E211|postman
46E212|mail-coach
46E2121|stage (~ mail-coach)
46E213|letter-box, pillar-box
46E22|postal matter
46E221|letter, envelope
46E222|postcard, picture-postcard
46E223|parcel, packet
46E224|telegram
46E225|stamp (~ postal matter)
46E23|odesílání a přijímání poštovních zásilek
46E231|zasílání, balení poštovních zásilek
46E232|delivering; receiving (~ postal matter)
46E2321|receiving good news, good message
46E2322|receiving bad news, bad message
46E3|animal messengers (dog, pigeon)
46E31|dog (as messenger)
46E32|pigeon (as messenger)
46E4|visual signalling
46E41|flags (~ signalling)
46E411|vlajky vyvěšené na stožáru
46E412|ruční signalizace pomocí vlajek
46E42|semaphore
46E43|světlo, oheň, kouř atd. používané k signalizaci
46E43(...)|světlo, oheň, kouř atd. používané k signalizaci (s NÁZVEM)
46E43(ROCKET)|světlo, oheň, kouř apod. používané k signalizaci: raketa
46E5|acoustic signalling
46E51|akustická signalizace bez přístroje
46E52|akustická signalizace pomocí přístroje
46E521|bell ~ acoustic signalling
46E522|megaphone, speaking-trumpet ~ acoustic signalling
46E523|rattle ~ acoustic signalling
46E524|siren ~ acoustic signalling
46E525|whistle ~ acoustic signalling
46E526|other instruments ~ acoustic signalling
46E6|elektrické a elektronické (tele)komunikační prostředky
46E61|(morse) telegraph
46E610|telegraph (alleg.)
46E611|telex
46E612|telegraph pole, telephone pole
46E62|telephone
46E621|public call-box
46E622|(other) telephone equipment
46E6221|fax machine
46E6222|mobile phone
46E6223|answering machine ~ telephone equipment
46E63|radio, wireless, radio broadcasting
46E631|radiotelegraph, walkie-talkie
46E632|radio broadcasting studio
46E64|television, television broadcasting
46E641|aerial, antenna; domestic satellite dish
46E6411|telecommunications tower, antenna tower, radio mast, television tower, TV tower
46E642|television broadcasting studio
46E65|fonograf, gramofon; přehrávání nahraného zvuku nebo videa
46E651|gramophone record, disc, compact disc
46E652|zařízení pro přehrávání zvuku a videa
46E6521|audio nebo video přehrávač
46E653|příslušenství pro audio a video přehrávače
46E6531|audio accessories
46E65311|amplifier
46E65312|loudspeaker
46E653121|headphones
46E6532|video accessories
46E65321|monitor, screen
46E66|tape recorder, video recorder; recording
46E661|tape, cassette, reel material ~ recording
46E662|záznamová zařízení a příslušenství
46E6621|microphone
46E663|recording studio
46E67|telekomunikační struktury a zařízení
46E671|telecommunications network
46E6711|computer network
46E67111|Internet (computer network)
46E672|communications satellite
46E673|modem
46E7|prostředky pro určení polohy
46E71|akustické prostředky pro určení polohy
46E72|optické prostředky pro určení polohy
46E73|elektrické prostředky pro určení polohy
46E731|radar
46E8|další komunikační prostředky
46E81|komunikace prostřednictvím "soch parlanti", jako jsou Marforio a Pasquino v Římě
47|řemesla a průmyslová odvětví
470|'Artes Mechanicae' (Lanificium, Armatura, Navigatio, Agricultura, Venatio, Medicina, Theatrica)
47A|industrial structures
47A1|exteriér průmyslových staveb, továren
47A11|workshop
47A12|factory-building
47A121|smoke-stack
47A122|blast-furnace
47A13|průmyslové podniky pod širým nebem
47A2|interiérů průmyslových staveb (bez ohledu na zpracovávané materiály nebo vyráběné produkty)
47A21|workshop-interior
47A211|workbench
47A212|oheň, pec, pec ~ interiér průmyslového objektu
47A22|factory-interior, machine shop
47A221|assembly line
47A23|laboratory, research room
47B|řemesla a průmysl
47B1|řemesla, řemeslník při práci
47B11|handicrafts ~ metal
47B111|smith, blacksmith
47B1111|farrier, shoeing-smith
47B11111|horseshoe
47B1112|gun-smith, rifle-maker, armourer
47B1113|lock-smith
47B112|coppersmith, brassworker
47B113|pewterer, tinsmith
47B114|bell-founder
47B115|minter
47B116|other handicrafts ~ metal
47B116(...)|ostatní řemesla ~ kov (s NÁZVEM řemesla nebo profese)
47B12|řemesla ~ drahé a polodrahokamy
47B121|lapidary
47B122|diamond polisher, diamond cutter
47B13|handicrafts ~ stone
47B131|stone-cutter, stone-sawyer
47B132|stone-breaker
47B14|handicrafts ~ clay, sand, chalk
47B141|brickmaker
47B142|lime-burner
47B15|handicrafts ~ glass
47B151|glass-maker
47B152|mirror-maker
47B153|spectacle-maker, optician
47B154|lens grinder
47B155|other handicrafts ~ glass
47B155(...)|ostatní řemesla ~ sklo (s NÁZVEM živnosti nebo profese)
47B16|handicrafts ~ plant material
47B161|handicrafts ~ wood, timber
47B1611|carpenter
47B1612|sawyer
47B1613|soustruh na dřevo
47B1614|wood carver
47B1615|other handicrafts ~ wood
47B1615(...)|ostatní řemesla ~ dřevo (s NÁZVEM řemesla nebo profese)
47B162|handicrafts ~ other plant material
47B162(...)|řemeslné výrobky ~ ostatní rostlinný materiál (s NÁZVEM řemesla nebo profese)
47B17|handicrafts ~ animal material
47B171|výroba usní
47B1711|skinner
47B1712|tanner
47B1713|furrier
47B1714|other handicrafts ~ leather
47B1714(...)|ostatní řemesla ~ kůže (s NÁZVEM řemesla nebo profese)
47B172|handicrafts ~ other animal material
47B172(...)|řemeslné výrobky ~ ostatní živočišný materiál (s NÁZVEM živnosti nebo povolání)
47B18|řemesla ~ výroba potravin, nápojů, povzbuzujících prostředků atd.
47B181|handicrafts ~ food
47B181(...)|řemesla ~ potraviny (s názvem řemesla nebo profese)
47B1811|baker
47B18111|hornblowing baker
47B1812|confectioner
47B1813|pastry cook
47B1814|butcher, slaughterman
47B1815|other handicrafts ~ food
47B182|handicrafts ~ drink
47B1821|brewer
47B1822|gin-distiller
47B1823|other handicrafts ~ drink
47B1823(...)|ostatní řemesla ~ nápoje (s NÁZVEM řemesla nebo profese)
47B183|handicrafts ~ stimulants
47B19|various other handicrafts
47B19(...)|různá další řemesla (s NÁZVEM řemesla nebo profese)
47B191|řemesla ~ údržba a opravy
47B191(...)|řemesla ~ údržba a opravy (s NÁZVEM povolání)
47B192|miller
47B2|industries
47B21|industries ~ metal
47B211|železářský a ocelářský průmysl
47B2111|heavy industry
47B212|transport engineering
47B22|industries ~ stone
47B23|industries ~ clay, sand, chalk, etc.
47B231|brick works
47B232|lime works
47B233|cement works
47B234|ceramics industry
47B235|glass industry
47B24|industries ~ plant material
47B241|industries ~ wood
47B2411|saw-mill (works)
47B242|other industries ~ plant material
47B25|industries ~ animal material
47B251|leather industry
47B26|industries ~ food, drink, stimulants
47B27|chemical industry
47B28|electronics industry
47B29|other industries
47C|průmyslové procesy, manipulace s materiály
47C1|příprava, čištění, třídění, výběr (průmyslové procesy, manipulace s materiály)
47C11|vyložení materiálu
47C12|příprava materiálu
47C121|příprava materiálu zahříváním, vařením nebo napařováním
47C1211|příprava materiálu tavením
47C122|příprava materiálu chlazením
47C123|příprava materiálu navlhčením
47C124|příprava materiálu sušením
47C125|příprava materiálu dodáním
47C13|čištění materiálu
47C131|čištění materiálu bělením
47C132|čištění materiálu pískováním
47C14|třídění, výběr materiálu
47C141|třídění, výběr materiálu proséváním, prosíváním, proséváním
47C142|třídění, výběr materiálu odfouknutím nežádoucích částí
47C149|vyřazené díly, odpad, odpad (z průmyslového procesu)
47C1491|sběr vyřazených dílů
47C2|displacing, removing (industrial processes)
47C21|digging (industrial process)
47C211|dredging (industrial process)
47C22|heaping up (industrial process)
47C23|spreading (industrial process)
47C24|shifting, transferring (industrial processes)
47C241|horizontal transport (industrial process)
47C242|vertical transport, hoisting (industrial processes)
47C243|jiné způsoby převodu zboží ~ průmysl
47C2431|pushing (industrial process)
47C2432|pulling (industrial process)
47C2433|rolling (industrial process)
47C2434|throwing (industrial process)
47C3|dividing (industrial process)
47C31|cutting (industrial process)
47C311|chopping (industrial process)
47C312|cleaving, splitting (industrial processes)
47C32|clipping, stamping, punching (industrial processes)
47C33|sawing (industrial process)
47C34|chiselling, chipping (industrial processes)
47C35|planing, filing, abrading (industrial processes)
47C36|mincing (industrial process)
47C37|grinding, milling (industrial processes)
47C38|smashing, crushing (industrial processes)
47C4|connecting, gripping, lashing, joining (industrial processes)
47C41|gripping (industrial process)
47C42|lashing, binding (industrial processes)
47C421|typy uzlů
47C429|unravelling, untying (industrial processes)
47C4291|rozvazování uzlu
47C43|joining (industrial process)
47C431|spojování bez volných pomůcek (průmyslový proces)
47C432|nailing (industrial process)
47C4321|doweling, riveting (industrial processes)
47C433|screwing (screw)
47C4331|šroubování (šroub s maticí)
47C434|buttoning (industrial process)
47C435|glueing (industrial process)
47C436|soldering (industrial process)
47C437|welding (industrial process)
47C44|jiné způsoby připojení (průmyslové procesy)
47C5|smoothing, polishing, etc. (industrial processes)
47C51|smoothing, flattening (industrial process)
47C511|polishing (industrial process)
47C512|burnishing (industrial process)
47C52|consolidating (industrial process)
47C521|pressing (industrial process)
47C53|válcování jedním válcem (průmyslový proces)
47C54|rolling between two rolls (industrial process)
47C55|sharpening, grinding (industrial processes)
47C56|blunting (industrial process)
47C57|stiffening (industrial process)
47C59|roughening (industrial process)
47C6|mixing, moulding, casting, etc. (industrial processes)
47C61|mixing (industrial process)
47C611|pouring (industrial process)
47C6111|pouring into (industrial process)
47C6112|vylévání (průmyslový proces)
47C62|moulding, drawing (industrial process)
47C621|tvarování ve formě (průmyslový proces)
47C622|drawing (industrial process)
47C63|casting (industrial process)
47C7|bending, folding, shaping, etc. (industrial processes)
47C71|bending (industrial process)
47C72|folding (industrial process)
47C73|shaping (industrial process)
47C731|forging (industrial process)
47C732|chasing, embossing (industrial process)
47C74|výroba trvanlivé formy (průmyslový proces)
47C8|boring, drilling, piercing (industrial processes)
47D|stroje; části a součásti strojů; nástroje a přístroje
47D1|stroje, motory ~ řemesla a průmysl
47D2|stroj poháněný lidskou nebo zvířecí silou
47D21|handmill
47D22|treadmill
47D221|treadmill driven by horizontal device
47D222|treadmill driven by vertical device
47D3|machine driven by wind
47D31|windmill
47D311|sails, wicks
47D4|machine driven by water
47D41|watermill
47D411|paddle wheel
47D5|machine driven by steam
47D50|steampower (alleg.)
47D6|machine driven by other power
47D61|machine driven by combustion
47D62|machine driven by electricity
47D63|machine driven by nuclear energy
47D69|automation
47D691|automaton
47D6911|robot
47D692|machine driven by spring
47D693|perpetuum mobile
47D7|části strojů
47D7(...)|části strojů (s NÁZVEM)
47D7(HOPPER)|části strojů: násypka
47D7(MILL-STONE)|části strojů: mlýnský kámen
47D8|nástroje, pomůcky, nářadí ~ řemesla a průmyslová odvětví
47D8(...)|nástroje, pomůcky, nářadí ~ řemesla a průmysl (s NÁZVEM)
47D8(ANVIL)|nástroje, pomůcky, nářadí ~ řemesla a průmysl: kovadlina
47D8(ASCIA)|nástroje, pomůcky, nářadí ~ řemesla a průmysl: ascia
47D8(AXE)|nástroje, pomůcky, nářadí ~ řemesla a průmysl: sekera
47D8(CHAIN)|nástroje, pomůcky, nářadí ~ řemesla a průmyslová odvětví: řetězce
47D8(CHISEL)|nástroje, pomůcky, nářadí ~ řemesla a průmysl: dláta
47D8(COIN STAMP)|nástroje, pomůcky, nářadí ~ řemesla a průmysl: ražba mincí
47D8(CROWBAR)|nástroje, pomůcky, nářadí ~ řemesla a průmysl: páčidlo
