4|Społeczeństwo, Cywilizacja, Kultura
#47A13|industrial undertakings in the open air
#47A2|interior of industrial structures (regardless of the materials processed or the products made
#47A21|workshop-interior
#47A211|workbench
#47A212|fire, oven, furnace ~ interior of industrial structure
#47A22|factory-interior, machine shop
#47A221|assembly line
#47A23|laboratory, research room
47B|rękodzieło i przemysł
#47B1|handicrafts, craftsman at work
#47B11|handicrafts ~ metal
#47B111|smith, blacksmith
#47B1111|farrier, shoeing-smith
47B11111|horseshoe
#47B1112|gun-smith, rifle-maker, armourer
#47B1113|lock-smith
#47B112|coppersmith, brassworker
#47B113|pewterer, tinsmith
#47B114|bell-founder
#47B115|minter
#47B116|other handicrafts ~ metal
#47B116(...)|other handicrafts ~ metal (with NAME of trade or profession)
#47B12|handicrafts ~ precious and semi-precious stones
#47B121|lapidary
#47B122|diamond polisher, diamond cutter
#47B13|handicrafts ~ stone
#47B131|stone-cutter, stone-sawyer
#47B132|stone-breaker
#47B14|handicrafts ~ clay, sand, chalk
#47B141|brickmaker
#47B142|lime-burner
#47B15|handicrafts ~ glass
#47B151|glass-maker
#47B152|mirror-maker
#47B153|spectacle-maker, optician
#47B154|lens grinder
#47B155|other handicrafts ~ glass
#47B155(...)|other handicrafts ~ glass (with NAME of trade or profession)
#47B16|handicrafts ~ plant material
#47B161|handicrafts ~ wood, timber
#47B1611|carpenter
#47B1612|sawyer
#47B1613|turner in wood
#47B1614|wood carver
#47B1615|other handicrafts ~ wood
#47B1615(...)|other handicrafts ~ wood (with NAME of trade or profession)
#47B162|handicrafts ~ other plant material
#47B162(...)|handicrafts ~ other plant material (with NAME of trade or profession)
#47B17|handicrafts ~ animal material
#47B171|manufacture of leather
#47B1711|skinner
#47B1712|tanner
#47B1713|furrier
#47B1714|other handicrafts ~ leather
#47B1714(...)|other handicrafts ~ leather (with NAME of trade or profession)
#47B172|handicrafts ~ other animal material
#47B172(...)|handicrafts ~ other animal material (with NAME of trade or profession
#47B18|handicrafts ~ production of food, drink, stimulants, etc.
#47B181|handicrafts ~ food
#47B181(...)|handicrafts ~ food (with NAME of trade or profession)
#47B1811|baker
#47B18111|hornblowing baker
#47B1812|confectioner
#47B1813|pastry cook
#47B1814|butcher, slaughterman
#47B1815|other handicrafts ~ food
#47B182|handicrafts ~ drink
#47B1821|brewer
#47B1822|gin-distiller
#47B1823|other handicrafts ~ drink
#47B1823(...)|other handicrafts ~ drink (with NAME of trade or profession)
#47B183|handicrafts ~ stimulants
#47B19|various other handicrafts
#47B19(...)|various other handicrafts (with NAME of trade or profession)
#47B191|handicrafts ~ maintenance and repair
#47B191(...)|handicrafts ~ maintenance and repair (with NAME of trade or profession)
#47B192|miller
#47B2|industries
#47B21|industries ~ metal
#47B211|iron and steel industry
#47B2111|heavy industry
#47B212|transport engineering
#47B22|industries ~ stone
#47B23|industries ~ clay, sand, chalk, etc.
#47B231|brick works
#47B232|lime works
#47B233|cement works
#47B234|ceramics industry
#47B235|glass industry
#47B24|industries ~ plant material
#47B241|industries ~ wood
#47B2411|saw-mill (works)
#47B242|other industries ~ plant material
#47B25|industries ~ animal material
#47B251|leather industry
#47B26|industries ~ food, drink, stimulants
#47B27|chemical industry
#47B28|electronics industry
#47B29|other industries
47C|procesy przemysłowe, obróbka materiałów
#47C1|preparing, cleaning, sorting, selecting (industrial processes, handling of materials)
#47C11|laying out of material
#47C12|preparing of material
#47C121|preparing of material by heating, boiling or steaming
#47C1211|preparing of material by melting
#47C122|preparing of material by cooling
#47C123|preparing of material by moistening
#47C124|preparing of material by drying
#47C125|preparing of material by suppling
#47C13|cleaning of material
#47C131|cleaning of material by bleaching
#47C132|cleaning of material by sandblasting
#47C14|sorting, selecting of material
#47C141|sorting, selecting of material by sieving, sifting, screening
#47C142|sorting, selecting of material by blowing away undesired parts
#47C149|the rejected parts, refuse, waste (of industrial process)
#47C1491|collecting the rejected parts
#47C2|displacing, removing (industrial processes)
#47C21|digging (industrial process)
#47C211|dredging (industrial process)
#47C22|heaping up (industrial process)
#47C23|spreading (industrial process)
#47C24|shifting, transferring (industrial processes)
#47C241|horizontal transport (industrial process)
#47C242|vertical transport, hoisting (industrial processes)
#47C243|other ways of transfer of goods ~ industry
#47C2431|pushing (industrial process)
#47C2432|pulling (industrial process)
#47C2433|rolling (industrial process)
#47C2434|throwing (industrial process)
#47C3|dividing (industrial process)
#47C31|cutting (industrial process)
#47C311|chopping (industrial process)
#47C312|cleaving, splitting (industrial processes)
#47C32|clipping, stamping, punching (industrial processes)
#47C33|sawing (industrial process)
#47C34|chiselling, chipping (industrial processes)
#47C35|planing, filing, abrading (industrial processes)
#47C36|mincing (industrial process)
#47C37|grinding, milling (industrial processes)
#47C38|smashing, crushing (industrial processes)
#47C4|connecting, gripping, lashing, joining (industrial processes)
#47C41|gripping (industrial process)
#47C42|lashing, binding (industrial processes)
#47C421|types of knots
#47C429|unravelling, untying (industrial processes)
#47C4291|untying a knot
#47C43|joining (industrial process)
#47C431|joining without loose aids (industrial process)
#47C432|nailing (industrial process)
#47C4321|doweling, riveting (industrial processes)
#47C433|screwing (screw)
#47C4331|screwing (bolt with nut)
#47C434|buttoning (industrial process)
#47C435|glueing (industrial process)
#47C436|soldering (industrial process)
#47C437|welding (industrial process)
#47C44|other methods of connecting (industrial processes)
#47C5|smoothing, polishing, etc. (industrial processes)
#47C51|smoothing, flattening (industrial process)
#47C511|polishing (industrial process)
#47C512|burnishing (industrial process)
#47C52|consolidating (industrial process)
#47C521|pressing (industrial process)
#47C53|rolling with one roll (industrial process)
#47C54|rolling between two rolls (industrial process)
#47C55|sharpening, grinding (industrial processes)
#47C56|blunting (industrial process)
#47C57|stiffening (industrial process)
#47C59|roughening (industrial process)
#47C6|mixing, moulding, casting, etc. (industrial processes)
#47C61|mixing (industrial process)
#47C611|pouring (industrial process)
#47C6111|pouring into (industrial process)
#47C6112|pouring out of (industrial process)
#47C62|moulding, drawing (industrial process)
#47C621|shaping in a mould (industrial process)
#47C622|drawing (industrial process)
#47C63|casting (industrial process)
#47C7|bending, folding, shaping, etc. (industrial processes)
#47C71|bending (industrial process)
#47C72|folding (industrial process)
#47C73|shaping (industrial process)
#47C731|forging (industrial process)
#47C732|chasing, embossing (industrial process)
#47C74|making the given form durable (industrial process)
#47C8|boring, drilling, piercing (industrial processes)
47D|maszyny, części maszyn; narzędzia i urządzenia
#47D1|machines, engines ~ crafts and industries
#47D2|machine driven by human or animal power
#47D21|handmill
#47D22|treadmill
#47D221|treadmill driven by horizontal device
#47D222|treadmill driven by vertical device
#47D3|machine driven by wind
#47D31|windmill
#47D311|sails, wicks
#47D4|machine driven by water
#47D41|watermill
#47D411|paddle wheel
#47D5|machine driven by steam
#47D50|steampower (alleg.)
#47D6|machine driven by other power
#47D61|machine driven by combustion
#47D62|machine driven by electricity
#47D63|machine driven by nuclear energy
#47D69|automation
#47D691|automaton
#47D6911|robot
#47D692|machine driven by spring
#47D693|perpetuum mobile
#47D7|parts of machines
#47D7(...)|parts of machines (with NAME)
#47D7(HOPPER)|parts of machines: hopper
#47D7(MILL-STONE)|parts of machines: mill-stone
#47D8|tools, aids, implements ~ crafts and industries
#47D8(...)|tools, aids, implements ~ crafts and industries (with NAME)
#47D8(ANVIL)|tools, aids, implements ~ crafts and industries: anvil
#47D8(ASCIA)|tools, aids, implements ~ crafts and industries: ascia
#47D8(AXE)|tools, aids, implements ~ crafts and industries: axe
#47D8(CHAIN)|tools, aids, implements ~ crafts and industries: chain
#47D8(CHISEL)|tools, aids, implements ~ crafts and industries: chisel
#47D8(COIN STAMP)|tools, aids, implements ~ crafts and industries: coin stamp
#47D8(CROWBAR)|tools, aids, implements ~ crafts and industries: crowbar
#47D8(DRILL)|tools, aids, implements ~ crafts and industries: drill
#47D8(FILE)|tools, aids, implements ~ crafts and industries: file
#47D8(GRINDSTONE)|tools, aids, implements ~ crafts and industries: grindstone
#47D8(HAMMER)|tools, aids, implements ~ crafts and industries: hammer
#47D8(KNIFE)|tools, aids, implements ~ crafts and industries: knife
#47D8(NAIL)|tools, aids, implements ~ crafts and industries: nail
#47D8(PICKAXE)|tools, aids, implements ~ crafts and industries: pickaxe
#47D8(PLANE)|tools, aids, implements ~ crafts and industries: plane
#47D8(PRESS)|tools, aids, implements ~ crafts and industries: press
#47D8(ROPE)|tools, aids, implements ~ crafts and industries: rope
#47D8(SAW)|tools, aids, implements ~ crafts and industries: saw
#47D8(SCISSORS)|tools, aids, implements ~ crafts and industries: scissors
#47D8(SCREW)|tools, aids, implements ~ crafts and industries: screw
#47D8(SIPHON)|tools, aids, implements ~ crafts and industries: siphon
#47D8(TACKLE)|tools, aids, implements ~ crafts and industries: tackle
#47D8(TONGS)|tools, aids, implements ~ crafts and industries: tongs
#47D8(VICE)|tools, aids, implements ~ crafts and industries: vice
#47D8(WEDGE)|tools, aids, implements ~ crafts and industries: wedge
#47D8(WINDLASS)|tools, aids, implements ~ crafts and industries: windlass
#47D9|loss, damage, destruction of machinery
47E|organizacja rzemiosła i przemysłu
#47E1|forms of production in craft and industry
#47E11|home production
#47E12|craft-production, skilled handiwork
#47E13|industrial production
#47E131|mass production
#47E2|corporative organization, guild
#47E21|board of a guild
#47E211|guildhall
#47E22|insignia of a guild
#47E221|medal, badge of a guild
#47E23|degrees ~ guild
#47E231|apprentice ~ guild
#47E232|journeyman ~ guild
#47E2321|travelling journeyman, 'Wandergesell', 'Wanderbursche'
#47E233|master ~ guild
#47E2331|master-piece ~ guild
#47E24|control of quality
#47E241|officers trusted with control of quality
#47E242|hall-mark (control of quality)
#47E25|festivities ~ corporative organization, guild
#47E251|pageant of a guild
#47E252|celebration of holidays ~ corporative organization, guild
#47E2521|'blue Monday'
#47E3|modern professional organization, trade union
#47E4|personnel in modern industry
#47E41|director, boss (in modern industry)
47F|przed i po produkcji
#47F1|planning, designing ~ production
#47F11|research, experiment (~ production)
#47F12|design, plan (~ production)
#47F13|model (~ production)
#47F14|test, trial (~ production)
#47F2|sorting, packing of products
#47F21|sorting of products
#47F22|packing of products
#47F3|storing, conserving, preserving (of products)
#47F31|large-scale structure for storage, e.g.: warehouse, depot, silo
#47F32|conserving, preserving, e.g.: canning
#47F4|preparing for use or consumption
#47F9|loss, damage, destruction of products
#47F91|loss, damage, destruction of products during production
#47F92|loss, damage, destruction of products after production
47G|działalność budowlana
#47G1|building-site
#47G11|choosing the building-site
#47G111|building-site indicated by a miracle
#47G12|staking out the ground plan
#47G2|laying the foundations; trench
#47G21|ceremonial laying of the foundations, laying the first stone
#47G211|foundation sacrifice
#47G22|clearing the ground (~ building activities)
#47G23|earth moving techniques (~ building activities)
#47G24|ramming, driving piles (~ building activities)
#47G3|making the overground structures (~ building activities)
#47G31|making the carcass (~ building activities)
#47G311|mason at work
#47G3111|mason's mark, 'Steinmetzzeichen'
#47G312|brick-layer at work
#47G313|concrete worker at work
#47G314|timber framing
#47G32|topping out, celebration of the erection of the roof
#47G33|finishing off (~ building activities)
#47G331|roofing
#47G332|glazing (window panes, leaded lights, etc.), glazier at work
#47G333|plastering ~ building activities
#47G334|laying of floors
#47G335|making the interior decoration
#47G3351|stuccoeing
#47G3352|whitewashing
#47G3353|wainscoting
#47G3354|papering (~ interior decoration)
#47G3355|upholstering
#47G336|making ducts for water, gas and electricity
#47G3361|plumber
#47G3362|electrician
#47G3363|gasfitter
#47G34|putting a building into use
#47G341|ceremony ~ putting a building into use
#47G4|auxiliary structures (~ building activities)
#47G41|scaffold (~ building activities)
#47G42|centring (~ building activities)
#47G43|form-work, shuttering (~ building activities)
#47G5|building materials
#47G51|metal ~ building material
#47G52|stone ~ building material
#47G53|clay and sand, etc. ~ building material
#47G531|mud ~ building material
#47G532|tiles, bricks ~ building material
#47G533|concrete ~ building material
#47G5331|reinforced concrete ~ building material
#47G534|glass ~ building material
#47G54|plant material ~ building material
#47G541|reeds, rushes ~ building material
#47G542|twigs ~ building material
#47G543|wood, timber ~ building material
#47G5431|beam, joist, rafter ~ building material
#47G5432|plank, board ~ building material
#47G55|animal material ~ building material
#47G551|skins, leather ~ building material
#47G56|textiles ~ building material
#47G57|synthetic material ~ building material
#47G58|other material
#47G6|tools and machines ~ building
#47G6(...)|tools and machines ~ building (with NAME)
#47G6(MORTISE CHISEL)|tools and machines ~ building: mortise chisel
#47G6(PLUMB-LINE)|tools and machines ~ building: plumb-line
#47G6(RAMMER)|tools and machines ~ building: rammer
#47G6(WATER-LEVEL)|tools and machines ~ building: water-level
#47G7|transport of building materials
#47G8|technological aspects of building
#47G9|demolition of building
#47G91|collapsing building
47H|przemysł włókienniczy i przemysł odzieżowy
#47H1|materials ~ textile industry
#47H11|linen (material ~ textile industry)
#47H111|flax (material ~ textile industry)
#47H12|cotton (material ~ textile industry)
#47H13|silk (material ~ textile industry)
