4|Maatschappij, Beschaving, Cultuur
46C168231|parkeerwachter, parkeerwachter
46C169|ongeval met motorvoertuig
46C1691|ongeval met auto
46C16911|ongeval met driewielige auto, auto
46C1692|ongeval met bus, touringcar
46C1693|ongeval met vrachtwagen, bestelwagen
46C1694|ongeval met amfibievoertuig
46C1695|ongeval met motorfietsen of andere tweewielige motorvoertuigen
46C17|zeilauto
46C18|Voortbeweging op sneeuw en ijs (niet-sport)
46C181|slee, slee (niet-sport)
46C1811|paardenslee
46C1812|hondenslee
46C1813|rendier-slee
46C1814|slee bewogen door prikkers
46C182|sneeuwschoenen
46C183|ijsboot
46C189|ongeval op sneeuw of ijs
46C19|wiel (van voertuig)
46C191|naaf, naaf (van wiel)
46C1911|kogellager (van wiel)
46C192|spaken
46C193|band
46C1931|binnenband
46C1939|bandenspoor
46C199|wielbaan
46C2|verkeer op het water
46C20|'Navigatie' (Ripa)
46C21|schepen (in het algemeen)
46C211|scheepswerf, scheepshelling
46C212|repareren, kalfaten, kielhalen (~ schip)
46C2121|droogdok, drijvend dok
46C213|scheepsmodel
46C2131|scheepsmodel in fles
46C214|scheepsportret
46C215|delen van het exterieur van het schip
46C215(...)|delen van het exterieur van het schip (met NAAM)
46C215(ANCHOR)|delen van het exterieur van het schip: anker
46C215(BOW)|delen van het exterieur van het schip: boeg
46C215(FIGURE-HEAD)|delen van het exterieur van het schip: boegbeeld
46C215(MAST)|delen van het exterieur van het schip: mast
46C215(RUDDER)|delen van het exterieur van het schip: roer
46C215(WINDLASS)|delen van het exterieur van het schip: windas
46C216|delen van het interieur van een schip
46C216(...)|delen van het interieur van het schip (met NAAM)
46C219|Geïmproviseerd en ongebruikelijk verkeer op het water
46C22|onderdak bieden
46C221|schip op weg naar de haven
46C222|schip in de vaargeul, rede
46C223|haven
46C2231|steiger, kade, werf
46C2232|meerboei, bolders
46C2233|loopplank, loopplank
46C2234|havenapparatuur
46C22341|dokkraan
46C2235|magazijn (~ haven)
46C2236|boot-huis, schuur
46C2237|schepen, boten op het land, gestrand
46C23|boot voortgestuwd door mens of dier
46C231|sleepboot, sleepbooten slepen
46C232|roeiboot, kano, enz.
46C2321|roeien met het gezicht naar voren, duwend
46C2322|roeien met het gezicht naar achteren, trekken
46C23221|trireem, galjoen
46C2323|roeien, scullen
46C23231|gondel
46C2324|kanoën
46C2325|poling, punting
46C233|boot of voertuig getrokken door (fabelachtige) dieren van de zee
46C24|zeilschip, zeilboot
46C24(...)|zeilschip, zeilboot (met NAAM)
46C241|tuigage van een zeilschip
46C2411|delen van een zeilschip's tuigage
46C2411(...)|delen van het tuigage van een zeilschip (met NAAM)
46C24111|zeil
46C24112|touwladder
46C25|stoomschip, motorschip
46C251|schepradboot
46C252|onderzeeër
46C253|duikerklok, bathysfeer
46C254|ijsbreker
46C255|sleepboot, duwboot
46C256|vrachtschip
46C2561|gemotoriseerde duwbak
46C257|passagiersschip
46C26|stoomzeiler
46C261|motorsailer
46C27|bemanning en passagiers ~ schip
46C271|bemanning ~ schip
46C2711|zeeman
46C2711(...)|zeeman (met NAAM van rang)
46C2711(SAILOR)|zeeman: matroos
46C2712|discipline en straf (aan boord)
46C2713|zijn op verlof, vrij man
46C2719|muiterij op schip
46C272|passagiers ~ schip
46C273|viering aan boord
46C2731|viering aan boord tijdens het oversteken van de evenaar (Neptunus)
46C279|meeloper ~ schip
46C28|navigatie en manoeuvreren ~ schip
46C280|'Navigatie' (Ripa)
46C281|signalering ~ navigatie
46C2811|storm-signaal ~ navigatie
46C282|positiebepaling op zee; nautische instrumenten
46C2821|positiebepaling met behulp van de sterren of de zon
46C2822|kwadrant, sextant, octant (nautische instrumenten)
46C2823|astrolabium
46C283|baken
46C2831|vuurtoren, lichtschip
46C2832|belboei, fluitboei
46C2833|lichtboei
46C284|peilen, peilen
46C285|manoeuvreren van een schip
46C2851|op de brug (manoeuvreren)
46C2852|aan het roer (manoeuvreren)
46C2853|loodsboot
46C2854|Uitkijk in het kraaiennest
46C286|het optillen van een schip over een drempel
46C2861|rollende brug (Nederlands: 'overtoom')
46C2862|schip's kameel (apparaat gebruikt om een schip over een zandbank te tillen)
46C289|spookschip, spookschip
46C2891|Vliegende Hollander (spookschip)
46C29|verzendongeval; ziekte en dood op zee
46C291|schipbreuk
46C292|verdrinkend, schipbreukeling
46C2921|reddingsboot
46C2922|vlot
46C2923|overboord vallen
46C29231|overboord gegooid
46C293|levensreddende dienst
46C2931|iemand redden van verdrinking
46C2932|reddingsboei, reddingsboei
46C294|wrak aan land
46C2941|het bergen van een wrak
46C295|lokken schepen naar schipbreuk
46C2951|strandjutter, wrakkenzoeker
46C296|zeeziekte
46C297|zeebegrafenis
46C298|schade (aan een schip)
46C3|luchtverkeer, luchtvaart
46C31|vliegen op of met behulp van dier(en)
46C32|vliegen op of met behulp van object(en)
46C33|zelfaangedreven vliegen
46C34|luchtballonvaart
46C35|luchtschip, zeppelin
46C36|vliegtuig, vliegtuig
46C361|onderdelen, bijlagen van vliegtuigen
46C3611|delen van vliegtuigen
46C3611(...)|Delen van een vliegtuig (met NAAM)
46C362|bemanning en passagiers ~ luchtvaart
46C3621|bemanning ~ luchtvaart
46C36211|vliegtuigbemanning
46C362111|piloot
46C36212|cabinepersoneel, cabinebemanning
46C362121|luchtvaartmaatschappij, stewardess, steward, purser
46C36213|grondpersoneel ~ luchtvaart
46C3622|luchtpassagiers
46C37|andere vliegtuigen
46C371|helikopter
46C372|autogiro (luchtvaart)
46C373|zweefboot
46C38|vliegveld, luchthaven
46C381|structuren, gebouwen ~ vliegveld, luchthaven
46C3811|luchthaven verkeerstoren
46C3812|hangar
46C39|vliegtuigongeluk, vliegramp, vliegongeval
46C4|astronautica, ruimtereizen, interplanetaire reizen
46C41|raket (astronautica)
46C42|ruimtevaartuig; capsule, station
46C43|astronaut, kosmonaut
46C49|ufo, vliegende schotel
46C491|wezens uit de ruimte
46C5|reizen; toerisme
46C51|Stadia van reizen
46C511|voorbereidingen ~ reizen
46C512|vertrek ~ reizen
46C5121|zwaaiend afscheid ~ vertrek op een reis
46C513|Onderweg, reiziger onderweg
46C5131|de weg vragen
46C5132|een kaart bestuderen
46C5133|autostop
46C5134|reiziger(s) aangevallen door overvaller(s)
46C5135|(reiziger) rustend in de open lucht
46C5136|drager, drager
46C514|aankomst en terugkeer ~ reizen
46C5141|wordt verwelkomd ~ reizen
46C519|verdwalen; zijn weg kwijtraken; zijn weg verliezen
46C52|hotel, herberg, herberg
46C521|ontvangstbalie (~ hotel)
46C522|hotelkamer
46C53|migranten
46C54|toerisme
46C541|uitje, plezierreis
46C542|culturele rondleiding
46C5421|bezienswaardigheden
46C54211|grote rondreis
46C5422|geleide tour
46C54221|rondleiding
46C5423|reisgids
46C543|wereldtour, bijv.: wereldcruise
46C55|bagage, reisbenodigdheden
46C551|koffer, koffer
46C552|rugzak, rugzak
46C56|aandenken (~ toerisme)
46C57|fictieve reis; reis naar de andere wereld, 'accès à un autre monde'
46CC21|schepen (in het algemeen) - CC - meer dan één schip
46CC211|scheepswerf, scheepshelling - CC - meer dan één schip
46CC212|reparatie, kalfateren, kielhalen (~ schip) - CC - meer dan één schip
46CC2121|droogdok, drijvend dok - CC - meer dan één schip
46CC213|scheepsmodel - CC - meer dan één schip
46CC2131|scheepsmodel in fles - CC - meer dan één schip
46CC214|scheepsportret - CC - meer dan één schip
46CC215|delen van het exterieur van een schip - CC - meer dan één schip
46CC215(...)|delen van het exterieur van een schip (met NAAM) - CC - meer dan één schip
46CC215(ANCHOR)|delen van het exterieur van een schip: anker - CC - meer dan één schip
46CC215(BOW)|delen van het exterieur van een schip: boeg - CC - meer dan één schip
46CC215(FIGURE-HEAD)|delen van het exterieur van een schip: boegbeeld - CC - meer dan één schip
46CC215(MAST)|delen van het exterieur van een schip: mast - CC - meer dan één schip
46CC215(RUDDER)|delen van het exterieur van een schip: roer - CC - meer dan één schip
46CC216|delen van het interieur van een schip - CC - meer dan één schip
46CC216(...)|delen van het interieur van het schip (met NAAM) - CC - meer dan één schip
46CC219|Geïmproviseerd en ongebruikelijk verkeer op het water - CC - meer dan één schip
46D|druk, journalistiek
46D1|mondelinge verspreiding van nieuws, stadsomroeper
46D2|het verspreiden van pamfletten
46D3|krant, nieuwsblad
46D31|verkoop van kranten, krantenkiosk
46D32|krantenjongen, krantenman
46D33|levering (van krant)
46D4|wekelijks, maandelijks, tijdschrift, enz.
46D41|sensatiepers, 'canard'
46D5|drukkers
46D51|redactieraad
46D52|journalist, verslaggever
46D53|persfotograaf
46D54|interviewen
46E|Post, telegraaf en telefoon; communicatiemiddelen
46E1|berichtendienst
46E11|berichtendienst's box
46E12|berichtendienstbadge
46E13|relais verzendservice, estafette
46E2|postdienst
46E21|postkantoor
46E211|postbode
46E212|postkoets
46E2121|podium (~ postkoets)
46E213|brievenbus, postbus
46E22|poststuk
46E221|brief, envelop
46E222|ansichtkaart, prentbriefkaart
46E223|pakket, pakje
46E224|telegram
46E225|postzegel
46E23|versturen en ontvangen van poststukken
46E231|verzenden, verpakken van poststukken
46E232|bezorgen; ontvangen (~ poststukken)
46E2321|ontvangen goed nieuws, goede boodschap
46E2322|het ontvangen van slecht nieuws, slechte boodschap
46E3|dierlijke boodschappers (hond, duif)
46E31|hond (als boodschapper)
46E32|duif (als boodschapper)
46E4|visuele signalering
46E41|vlaggen (~ signalering)
46E411|vlaggen die van een mast wapperen
46E412|handmatig seinen met vlaggen
46E42|semafoor
46E43|licht, vuur, rook, enz. gebruikt voor signalering
46E43(...)|licht, vuur, rook, enz. gebruikt voor signalering (met NAAM)
46E43(ROCKET)|licht, vuur, rook, enz. gebruikt voor signalering: raket
46E5|akoestische signalering
46E51|akoestisch signaleren zonder instrument
46E52|akoestisch signaal met instrument
46E521|bel ~ akoestisch signaleringssysteem
46E522|megafoon, spreekhoorn ~ akoestische signalering
46E523|ratel ~ akoestische signalering
46E524|sirene ~ akoestisch signaleringssysteem
46E525|fluit ~ akoestisch signaleren
46E526|andere instrumenten ~ akoestische signalering
46E6|elektrische en elektronische middelen van (tele)communicatie
46E61|(morse) telegraaf
46E610|telegraaf (alleg.)
46E611|telex
46E612|telegraafpaal, telefoonpaal
46E62|telefoon
46E621|openbare telefooncel
46E622|(andere) telefoonapparatuur
46E6221|faxapparaat
46E6222|mobiele telefoon
46E6223|antwoordapparaat ~ telefoonapparatuur
46E63|radio, draadloos, radio-uitzending
46E631|radiotelegraaf, walkie-talkie
46E632|radio-uitzendstudio
46E64|televisie, televisie-uitzending
46E641|luchtfoto, antenne; binnenlandse satellietschotel
46E6411|telecommunicatietoren, antennetoren, radiomast, televisietoren, tv-toren
46E642|televisiestudio voor uitzendingen
46E65|fonograaf, grammofoon; het afspelen van opgenomen geluid of video
46E651|grammofoonplaat, schijf, compact disc
46E652|audio en video afspeelapparatuur
46E6521|audio- of videospeler
46E653|Accessoires voor audio- en videospelers
46E6531|audio accessoires
46E65311|versterker
46E65312|luidspreker
46E653121|koptelefoon
46E6532|video accessoires
46E65321|monitor, scherm
46E66|bandrecorder, videorecorder; opname
46E661|tape, cassette, haspel materiaal ~ opname
46E662|Opnameapparatuur en accessoires
46E6621|microfoon
46E663|opnamestudio
46E67|Telecommunicatiestructuur en apparatuur
46E671|telecommunicatienetwerk
46E6711|computernetwerk
46E67111|internet (computernetwerk)
46E672|communicatiesatelliet
46E673|modem
46E7|middelen om locatie te bepalen
46E71|akoestische middelen om locatie te bepalen
46E72|optische manieren om locatie te bepalen
46E73|elektrische middelen om locatie te bepalen
46E731|radar
46E8|andere communicatiemiddelen
46E81|communicatie door middel van 'statue parlanti', zoals Marforio en Pasquino in Rome
47|Ambachten en industrieën
470|'Artes Mechanicae' (Lanificium, Armatura, Navigatio, Agricultura, Venatio, Medicina, Theatrica)
47A|industriële structuren
47A1|exterieur van industriële structuren, fabrieken
47A11|workshop
47A12|fabrieksgebouw
47A121|rookpijp
47A122|hoogoven
47A13|industriële ondernemingen in de open lucht
47A2|interieur van industriële structuren (ongeacht de verwerkte materialen of de geproduceerde producten)
47A21|werkplaats-interieur
47A211|werkbank
47A212|vuur, oven, oven ~ interieur van industrieel gebouw
47A22|fabrieksinterieur, machine winkel
47A221|assemblagelijn
47A23|laboratorium, onderzoekskamer
47B|ambachten en industrieën
47B1|ambachten, ambachtsman aan het werk
47B11|ambachten ~ metaal
47B111|smid, smid
47B1111|hoefsmid, hoefsmid
47B11111|hoefijzer
47B1112|wapensmid, geweermaker, wapensmid
47B1113|slotenmaker
47B112|kopersmid, koperslager
47B113|pewterer, blikslager
47B114|klokkengieter
47B115|minter
47B116|andere ambachten ~ metaal
47B116(...)|andere ambachten ~ metaal (met NAAM van beroep of vak)
47B12|ambachten ~ kostbare en halfedelstenen
47B121|edelsteenkundige
47B122|diamantpolijster, diamantslijper
47B13|ambachten ~ steen
47B131|steenhouwer, steenzaagmachinist
47B132|steenbreker
47B14|ambachten ~ klei, zand, krijt
47B141|steenbakker
47B142|kalkbrander
47B15|ambachten ~ glas
47B151|glasblazer
47B152|spiegelmaker
47B153|brillenmaker, opticien
47B154|lens slijper
47B155|andere ambachten ~ glas
47B155(...)|Andere ambachten ~ glas (met NAAM van het beroep of de professie)
47B16|handwerk ~ plantmateriaal
47B161|ambachten ~ hout, timmerhout
47B1611|timmerman
47B1612|zaagmolen
47B1613|draaier in hout
47B1614|houtsnijder
47B1615|andere ambachten ~ hout
47B1615(...)|andere ambachten ~ hout (met NAAM van het ambacht of beroep)
47B162|ambachten ~ ander plantmateriaal
47B162(...)|ambachten ~ ander plantaardig materiaal (met NAAM van het beroep of de professie)
47B17|ambachten ~ dierlijk materiaal
47B171|fabricage van leer
47B1711|skinner
47B1712|looiwerker
47B1713|bontwerker
47B1714|andere ambachten ~ leer
47B1714(...)|Andere ambachten ~ leer (met NAAM van het vak of beroep)
47B172|ambachten ~ ander dierlijk materiaal
47B172(...)|ambachten ~ ander dierlijk materiaal (met NAAM van beroep of vakgebied)
47B18|handwerk ~ productie van voedsel, drank, stimulerende middelen, enz.
47B181|ambachten ~ eten
47B181(...)|ambachten ~ voedsel (met NAAM van beroep of vak)
47B1811|bakker
47B18111|toeterende bakker
47B1812|banketbakker
47B1813|banketbakker
47B1814|slager, slachter
47B1815|Andere handwerk ~ voedsel
47B182|ambachten ~ drank
47B1821|brouwer
47B1822|gin-distilleerder
47B1823|andere handwerk ~ drank
47B1823(...)|Andere ambachten ~ drinken (met NAAM van beroep of vak)
47B183|ambachten ~ stimulerende middelen
47B19|diverse andere ambachten
47B19(...)|diverse andere ambachten (met NAAM van het vak of beroep)
47B191|ambachten ~ onderhoud en reparatie
47B191(...)|ambachten ~ onderhoud en reparatie (met NAAM van beroep of vak)
47B192|miller
47B2|industrieën
47B21|industrieën ~ metaal
47B211|ijzer- en staalindustrie
47B2111|zware industrie
47B212|verkeerskunde
47B22|industrieën ~ steen
47B23|Industrieën ~ klei, zand, kalk, enz.
47B231|baksteen werken
47B232|limoen werkt
47B233|cementwerken
47B234|keramiekindustrie
47B235|glasindustrie
47B24|industrieën ~ plantmateriaal
47B241|industrieën ~ hout
47B2411|zaagmolen (werkt)
47B242|andere industrieën ~ plantmateriaal
47B25|Industrieën ~ dierlijk materiaal
47B251|lederindustrie
47B26|Industrieën ~ voedsel, drank, stimulerende middelen
47B27|chemische industrie
47B28|elektronica-industrie
47B29|andere industrieën
47C|industriële processen, behandeling van materialen
47C1|voorbereiden, reinigen, sorteren, selecteren (industriële processen, behandeling van materialen)
47C11|opstelling van materiaal
47C12|voorbereiding van materiaal
47C121|voorbereiding van materiaal door verwarming, koken of stomen
47C1211|voorbereiding van materiaal door smelten
47C122|voorbereiding van materiaal door afkoeling
47C123|voorbereiding van materiaal door bevochtiging
47C124|voorbereiding van materiaal door drogen
47C125|voorbereiding van materiaal door levering
47C13|schoonmaken van materiaal
47C131|reiniging van materiaal door bleken
47C132|reiniging van materiaal door zandstralen
47C14|sorteren, selecteren van materiaal
47C141|sorteren, selecteren van materiaal door zeven, ziften, screenen
47C142|sorteren, selecteren van materiaal door ongewenste delen weg te blazen
47C149|de afgewezen onderdelen, afval, afval (van industrieel proces)
47C1491|het verzamelen van de afgewezen onderdelen
47C2|verplaatsen, verwijderen (industriële processen)
47C21|graven (industrieel proces)
47C211|baggeren (industrieel proces)
47C22|opstapelen (industrieel proces)
47C23|verspreiding (industrieel proces)
47C24|verschuiven, overdragen (industriële processen)
47C241|horizontaal transport (industrieel proces)
47C242|verticaal transport, hijsen (industriële processen)
47C243|andere manieren van goederenoverdracht ~ industrie
47C2431|duwen (industrieel proces)
47C2432|trekken (industrieel proces)
47C2433|walsen (industrieel proces)
47C2434|werpen (industrieel proces)
47C3|verdelen (industrieel proces)
47C31|snijden (industrieel proces)
47C311|hakken (industrieel proces)
47C312|splitsen, splijten (industriële processen)
47C32|knippen, stansen, ponsen (industriële processen)
47C33|zagen (industrieel proces)
47C34|beitelen, hakken (industriële processen)
47C35|plannen, vijlen, schuren (industriële processen)
47C36|vermalen (industrieel proces)
47C37|slijpen, frezen (industriële processen)
