2|Natuur
31AA213|bekken - AA - vrouwelijk menselijk figuur
31AA214|botten van de armen - AA - vrouwelijke menselijke figuur
31AA2141|humerus, bot van de bovenarm - AA - vrouwelijke menselijke figuur
31AA2142|radius en ulna, botten van de onderarm - AA - vrouwelijk menselijk figuur
31AA2143|carpus en metacarpus, delen van de hand - AA - vrouwelijke menselijke figuur
31AA2144|falangen van de vingers - AA - vrouwelijke menselijke figuur
31AA215|botten van de benen - AA - vrouwelijk menselijk figuur
31AA2151|femur, bot van het bovenbeen - AA - vrouwelijke menselijke figuur
31AA2152|tibia en fibula, botten van het onderbeen - AA - vrouwelijke menselijke figuur
31AA2153|tarsus en metatarsus, delen van de voet - AA - vrouwelijke menselijke figuur
31AA2154|falangen van de tenen - AA - vrouwelijke menselijke figuur
31AA216|botten in het algemeen (menselijk lichaam) - AA - vrouwelijke menselijke figuur
31AA22|delen van het menselijk lichaam (skelet uitgezonderd) - AA - vrouwelijke menselijke figuur
31AA221|hoofd (menselijk) - AA - vrouwelijke menselijke figuur
31AA2211|gezicht - AA - masker (mal genomen van gezicht)
31AA22111|delen van het gezicht - AA - masker (vorm genomen van het gezicht)
31AA22111(...)|delen van het gezicht (met NAAM) - AA - masker (mal genomen van het gezicht)
31AA22111(LIPS)|delen van het gezicht: lippen - AA - masker (mal genomen van het gezicht)
31AA22111(NOSE)|delen van het gezicht: neus - AA - masker (mal genomen van het gezicht)
31AA2212|ogen - AA - vrouwelijke menselijke figuur
31AA22121|'imago omnia videntis' - AA - vrouwelijke menselijke figuur
31AA2213|oren - AA - vrouwelijke menselijke figuur
31AA2214|mond - AA - vrouwelijke menselijke figuur
31AA22141|tong - AA - vrouwelijke menselijke figuur
31AA2215|hoofd (intern) - AA - vrouwelijke menselijke figuur
31AA22151|hersenen - AA - vrouwelijke menselijke figuur
31AA22152|neusholte - AA - vrouwelijke menselijke figuur
31AA22153|mond- en keelholte - AA - vrouwelijke menselijke figuur
31AA222|borst, buste - AA - vrouwelijke menselijke figuur
31AA2221|hart - AA - vrouwelijke menselijke figuur
31AA22210|hart symboliek - AA - vrouwelijke menselijke figuur
31AA222101|onrein hart symbool ~ liefde - AA - vrouwelijke menselijke figuur
31AA22211|delen van het hart - AA - vrouwelijke menselijke figuur
31AA2222|longen, bronchiën - AA - vrouwelijke menselijke figuur
31AA22221|ademhaling - AA - vrouwelijke menselijke figuur
31AA22222|hijgend naar adem - AA - vrouwelijke menselijke figuur
31AA22229|suffocating - AA - vrouwelijke menselijke figuur
31AA2223|borsten - AA - vrouwelijke menselijke figuur
31AA22231|tepels - AA - vrouwelijke menselijke figuur
31AA22232|borsten die melk geven - AA - vrouwelijke menselijke figuur
31AA2224|schouder - AA - vrouwelijke menselijke figuur
31AA2225|rug - AA - vrouwelijke menselijke figuur
31AA2226|torso - AA - vrouwelijk menselijk figuur
31AA223|buik (menselijk wezen) - AA - vrouwelijke menselijke figuur
31AA2231|externe aspecten ~ buik - AA - vrouwelijke menselijke figuur
31AA22311|navel - AA - vrouwelijke menselijke figuur
31AA22312|heup - AA - vrouwelijke menselijke figuur
31AA2232|klieren - AA - vrouwelijke menselijke figuur
31AA22321|lever (menselijke anatomie) - AA - vrouwelijke menselijke figuur
31AA22322|galblaas - AA - vrouwelijke menselijke figuur
31AA22323|milt - AA - vrouwelijke menselijke figuur
31AA2233|maag - AA - vrouwelijke menselijke figuur
31AA22331|krop - AA - vrouwelijke menselijke figuur
31AA2234|darmen - AA - vrouwelijke menselijke figuur
31AA2235|blaas - AA - vrouwelijke menselijke figuur
31AA2236|seksuele organen (menselijk) - AA - vrouwelijke menselijke figuur
31AA22361|mannelijke geslachtsorganen - AA - vrouwelijke menselijke figuur
31AA223611|testikels - AA - vrouwelijke menselijke figuur
31AA223612|penis, fallus - AA - vrouwelijke menselijke figuur
31AA2236121|afbeelding van fallus, 'phallos' - AA - vrouwelijke menselijke figuur
31AA223613|sperma - AA - vrouwelijke menselijke figuur
31AA22362|vrouwelijke geslachtsorganen - AA - vrouwelijke menselijke figuur
31AA223621|baarmoeder - AA - vrouwelijke menselijke figuur
31AA2236211|baarmoeder met foetus - AA - vrouwelijke menselijke figuur
31AA223622|eierstokken - AA - vrouwelijke menselijke figuur
31AA223623|menstruatie - AA - vrouwelijke menselijke figuur
31AA2237|achterwerk, 'partes posteriores' - AA - vrouwelijke menselijke figuur
31AA22371|anus - AA - vrouwelijke menselijke figuur
31AA224|armen - AA - vrouwelijke menselijke figuur
31AA2241|bovenarm - AA - vrouwelijke menselijke figuur
31AA2242|elleboog - AA - vrouwelijke menselijke figuur
31AA2243|onderarm - AA - vrouwelijke menselijke figuur
31AA2244|pols - AA - vrouwelijke menselijke figuur
31AA2245|hand - AA - vrouwelijke menselijke figuur
31AA22451|hand-print - AA - vrouwelijke menselijke figuur
31AA2246|vingers - AA - vrouwelijke menselijke figuur
31AA22461|duim - AA - vrouwelijke menselijke figuur
31AA22462|wijsvinger - AA - vrouwelijke menselijke figuur
31AA22463|middelvinger, tweede vinger - AA - vrouwelijke menselijke figuur
31AA22464|ringvinger - AA - vrouwelijke menselijke figuur
31AA22465|pinkje - AA - vrouwelijke menselijke figuur
31AA2247|nagels (vingers) - AA - vrouwelijke menselijke figuur
31AA225|benen - AA - vrouwelijke menselijke figuur
31AA2251|bovenbeen - AA - vrouwelijke menselijke figuur
31AA2252|knie - AA - vrouwelijke menselijke figuur
31AA2253|onderbeen - AA - vrouwelijke menselijke figuur
31AA2254|enkel - AA - vrouwelijke menselijke figuur
31AA2255|voet - AA - vrouwelijke menselijke figuur
31AA22551|heel - AA - vrouwelijke menselijke figuur
31AA22552|voetafdruk, spoor - AA - vrouwelijke menselijke figuur
31AA2256|tenen - AA - vrouwelijke menselijke figuur
31AA2257|nagels (tenen) - AA - vrouwelijke menselijke figuur
31AA226|andere anatomische details - AA - vrouwelijke menselijke figuur
31AA2261|bloedsomloop - AA - vrouwelijke menselijke figuur
31AA22611|bloed - AA - vrouwelijke menselijke figuur
31AA22612|slagaders - AA - vrouwelijke menselijke figuur
31AA22613|aders - AA - vrouwelijke menselijke figuur
31AA2262|huid (menselijk) - AA - vrouwelijke menselijke figuur
31AA22621|haar - AA - vrouwelijke menselijke figuur
31AA22622|lichaamshaar - AA - vrouwelijke menselijke figuur
31AA22623|schaamhaar - AA - vrouwelijke menselijke figuur
31AA22624|huidskleur - AA - vrouwelijke menselijke figuur
31AA22624(...)|huidskleur (met FITZPATRICK nummer) - AA - vrouwelijke menselijke figuur
31AA2263|spieren - AA - vrouwelijke menselijke figuur
31AA2264|pezen - AA - vrouwelijke menselijke figuur
31AA2265|zenuwen - AA - vrouwelijke menselijke figuur
31AA23|houdingen van de menselijke figuur - AA - vrouwelijke menselijke figuur
31AA231|staande figuur - AA - vrouwelijke menselijke figuur
31AA2311|'contrapposto', 'Standbein und Spielbein' - AA - vrouwelijk menselijk figuur
31AA2312|'figura serpentinata' - AA - vrouwelijke menselijke figuur
31AA2313|staand op één been - AA - vrouwelijke menselijke figuur
31AA2319|staand op het hoofd of op de handen - AA - vrouwelijke menselijke figuur
31AA232|leunende figuur - AA - vrouwelijke menselijke figuur
31AA2321|voorover leunend - AA - vrouwelijke menselijke figuur
31AA2322|achterover leunend - AA - vrouwelijke menselijke figuur
31AA2323|leunend opzij - AA - vrouwelijke menselijke figuur
31AA233|knielende figuur - AA - vrouwelijke menselijke figuur
31AA2331|geknield op beide knieën - AA - vrouwelijke menselijke figuur
31AA234|hurkende figuur - AA - vrouwelijke menselijke figuur
31AA2341|samengekrompen figuur - AA - vrouwelijke menselijke figuur
31AA235|zittende figuur - AA - vrouwelijke menselijke figuur
31AA2351|zittend op de grond - AA - vrouwelijke menselijke figuur
31AA2352|zittend op een verhoging - AA - vrouwelijke menselijke figuur
31AA2353|zittend met armen of ellebogen op de knieën - AA - vrouwelijke menselijke figuur
31AA23531|zittend met hand(en) rustend op de dij of knie - AA - vrouwelijke menselijke figuur
31AA2354|zittend op iemands schoot - AA - vrouwelijke menselijke figuur
31AA236|liggende figuur - AA - vrouwelijke menselijke figuur
31AA2361|liggend op de rug met opgeheven bovenlichaam - AA - vrouwelijke menselijke figuur
31AA2362|liggend met het gezicht naar beneden - AA - vrouwelijke menselijke figuur
31AA2363|liggend aan één kant, uitgestrekt - AA - vrouwelijke menselijke figuur
31AA2364|liggend aan één kant, met opgeheven bovenlichaam en leunend op de arm - AA - vrouwelijke menselijke figuur
31AA2365|liggend op de rug met handen onder het hoofd - AA - vrouwelijke menselijke figuur
31AA2366|liggend met het gezicht naar beneden en handen onder het hoofd - AA - vrouwelijke menselijke figuur
31AA237|hangende figuur (bij de armen, benen, enz.) - AA - vrouwelijke menselijke figuur
31AA2371|hangend aan de armen - AA - vrouwelijke menselijke figuur
31AA23711|hangend aan één arm - AA - vrouwelijke menselijke figuur
31AA2372|hangend aan de benen - AA - vrouwelijke menselijke figuur
31AA23721|hangend aan één been - AA - vrouwelijke menselijke figuur
31AA2373|hangend aan andere delen van het lichaam - AA - vrouwelijke menselijke figuur
31AA23731|hangend aan het haar - AA - vrouwelijke menselijke figuur
31AA23732|hangend aan de tanden - AA - vrouwelijke menselijke figuur
31AA239|andere houdingen van de menselijke figuur, niet bedoeld of genoemd hierboven - AA - vrouwelijke menselijke figuur
31AA2391|gebogen figuur - AA - vrouwelijke menselijke figuur
31AA24|houdingen van het hoofd - AA - vrouwelijke menselijke figuur
31AA241|hoofd in normale rechtopstaande positie - AA - vrouwelijke menselijke figuur
31AA242|hoofd naar opzij gedraaid - AA - vrouwelijke menselijke figuur
31AA2421|hoofd naar links gedraaid - AA - vrouwelijke menselijke figuur
31AA2422|hoofd naar rechts gedraaid - AA - vrouwelijke menselijke figuur
31AA243|hoofd naar achteren gebogen - AA - vrouwelijke menselijke figuur
31AA244|hoofd naar voren gebogen; buigend - AA - vrouwelijke menselijke figuur
31AA245|hoofd schuin naar links - AA - vrouwelijke menselijke figuur
31AA246|hoofd schuin naar rechts - AA - vrouwelijke menselijke figuur
31AA247|kijkend over de schouder - AA - vrouwelijke menselijke figuur
31AA249|andere houdingen van het hoofd, niet bedoeld of genoemd hierboven - AA - vrouwelijke menselijke figuur
31AA25|houdingen en gebaren van armen en handen - AA - beide armen of handen
31AA251|houdingen en gebaren van armen en handen in het algemeen - AA - beide armen of handen
31AA2511|arm omhoog geheven - AA - beide armen of handen
31AA25111|armen omhoog, met gesloten vingers - AA - beide armen of handen
31AA25112|arm omhoog, met vingers gespreid - AA - beide armen of handen
31AA25113|arm omhoog, met vuist - AA - beide armen of handen
31AA2512|arm uitgestrekt voorwaarts - AA - beide armen of handen
31AA2513|arm gestrekt opzij - AA - beide armen of handen
31AA2514|arm gehouden naar achteren - AA - beide armen of handen
31AA2515|arm omlaag gehouden - AA - beide armen of handen
31AA2516|arm of hand voor het lichaam gehouden - AA - beide armen of handen
31AA25161|arm of hand voor de borst gehouden - AA - beide armen of handen
31AA251611|hand die de borst vasthoudt - AA - beide armen of handen
31AA25162|hand op het hart - AA - beide armen of handen
31AA25163|hand op de borst slaan - AA - beide armen of handen
31AA25164|hand die de borst ontbloot - AA - beide armen of handen
31AA2517|arm of hand gebogen achter het lichaam - AA - beide armen of handen
31AA25171|arm gebogen achter de rug - AA - beide armen of handen
31AA25172|hand achter het hoofd - AA - beide armen of handen
31AA2518|hand op de heup - AA - beide armen of handen
31AA2519|hand niet zichtbaar - AA - beide armen of handen
31AA25191|hand in the pocket - AA - beide armen of handen
31AA25192|hand in de mouw - AA - beide armen of handen
31AA25193|hand op borst (of maag), gleed in opening van gewaad - AA - beide armen of handen
31AA253|houdingen en gebaren van armen en handen ten opzichte van het hoofd - AA - beide armen of handen
31AA2531|hand(en) zijn naar het hoofd gericht - AA - beide armen of handen
31AA25311|'caput manui innixum', hoofd in de hand(en) gehouden - AA - beide armen of handen
31AA25312|hoofd in de hand(en), met ellebogen leunend op een verhoging of op de knieën - AA - beide armen of handen
31AA25313|het bedekken van het hoofd, het tekenen van draperie over het gezicht - AA - beide armen of handen
31AA25314|hand(en) achter het hoofd - AA - beide armen of handen
31AA2532|hand aanraking van de baard - AA - beide armen of handen
31AA2533|hand naar het voorhoofd - AA - beide armen of handen
31AA25331|wijzend naar het voorhoofd met de wijsvinger - AA - beide armen of handen
31AA25332|'cornuto', d.w.z. opgestoken wijsvinger en pink gebogen boven het voorhoofd - AA - beide armen of handen
31AA2534|hand(en) naar het oog(en) - AA - beide armen of handen
31AA25341|kijkend met de hand boven de ogen - AA - beide armen of handen
31AA25342|gluren tussen de vingers - AA - beide armen of handen
31AA25343|wrijven in de ogen - AA - beide armen of handen
31AA25344|tranen wegvegen - AA - beide armen of handen
31AA2535|hand(en) naar de neus - AA - beide armen of handen
31AA25351|de neus dichtknijpen - AA - beide armen of handen
31AA2536|hand(en) naar de mond - AA - beide armen of handen
31AA25361|fluiten met vingers - AA - beide armen of handen
31AA2537|hand(en) naar het oor(en) - AA - beide armen of handen
31AA25371|het hand aan het oor houden - AA - beide armen of handen
31AA25372|het krabben van zijn/haar oor - AA - beide armen of handen
31AA25373|het bedekken van iemands oor - AA - beide armen of handen
31AA254|houdingen en gebaren van arm(en) en hand(en) ten opzichte van een andere persoon - AA - beide armen of handen
31AA2541|iemand bij de arm grijpen - AA - beide armen of handen
31AA25411|lopend arm in arm - AA - beide armen of handen
31AA2542|oplegging van handen - AA - beide armen of handen
31AA2543|iemand bij de hand of de pols vastgrijpen; handen in elkaar - AA - beide armen of handen
31AA25431|drie of meer samengevouwen handen, wat betekent 'Unity is Strength' - AA - beide armen of handen
31AA25432|iemand bij de hand of pols leiden - AA - beide armen of handen
31AA25433|'immixtio manuum', het plaatsen van gevouwen handen tussen de handen van een andere persoon - AA - beide armen of handen
31AA2544|iemand bij het hoofd vastpakken - AA - met beide armen of handen
31AA25441|iemand bij het haar vastgrijpen - AA - met beide armen of handen
31AA25442|iemand bij de nek grijpen - AA - met beide armen of handen
31AA25443|iemand bij de keel grijpen - AA - met beide armen of handen
31AA2545|iemand bij de schouder vastpakken - AA - met beide armen of handen
31AA2546|iemand bij de benen vastpakken - AA - met beide armen of handen
31AA25461|iemand bij de voeten vastpakken - AA - met beide armen of handen
31AA2549|iemand vastpakken bij andere delen van het lichaam - AA - beide armen of handen
31AA255|houdingen en gebaren van hand en vingers - AA - beide armen of handen
31AA2551|houdingen en gebaren van de hand - AA - beide armen of handen
31AA25511|vingers gesloten - AA - beide armen of handen
31AA25512|vingers gespreid - AA - beide armen of handen
31AA25513|hand gemaakt tot een vuist - AA - beide armen of handen
31AA2552|houdingen en gebaren van de handpalm - AA - beide armen of handen
31AA25521|handpalm omhoog gedraaid - AA - beide armen of handen
31AA25522|handpalm naar beneden gedraaid - AA - beide armen of handen
31AA2553|houdingen en gebaren van de duim - AA - beide armen of handen
31AA25531|duim omhoog - AA - beide armen of handen
31AA25532|duim omlaag - AA - beide armen of handen
31AA2554|houdingen en gebaren van duim en andere vingers - AA - beide armen of handen
31AA25541|strijken met de duim over de bovenkant van de wijsvinger - AA - beide armen of handen
31AA25542|duim tussen de wijsvinger en de middelvinger - AA - beide armen of handen
31AA25543|knippen met de vingers - AA - beide armen of handen
31AA2555|houdingen en gebaren van de wijsvinger - AA - beide armen of handen
31AA25551|wijsvinger omhoog - AA - beide armen of handen
31AA25552|wijsvinger vooruit, wijzend, aanduidend - AA - beide armen of handen
31AA25553|iemand met een vinger wenken - AA - beide armen of handen
31AA2556|houdingen en gebaren van wijsvinger en middelvinger - AA - beide armen of handen
31AA25561|wijsvinger en middelvinger omhoog, gesloten - AA - beide armen of handen
31AA25562|wijsvinger en middelvinger omhoog, gespreid; V-teken - AA - beide armen of handen
31AA2559|houdingen en gebaren van andere vingers - AA - beide armen of handen
31AA256|gebaartaal - AA - beide armen of handen
31AA259|nog andere houdingen en gebaren van arm(en) en hand(en) die niet genoemd of bedoeld zijn onder 31 A 25 1 tot 31 A 25 6 - AA - beide armen of handen
31AA26|houdingen van de benen - AA - vrouwelijk menselijk figuur
31AA261|benen in dezelfde positie - AA - vrouwelijke menselijke figuur
31AA2611|beide benen gestrekt - AA - vrouwelijke menselijke figuur
31AA26111|staand of leunend met beide benen recht, naast elkaar, voeten plat op de grond - AA - vrouwelijke menselijke figuur
