5|Abstracte Ideeën en Concepten
73A2211|Maria (en Christus-kind) op de schoot van Anna of op haar arm
73A2212|'Anna Selbdritt' ~ Kindje Jezus speelt, of stapt op een slang
73A222|uitgebreide voorstellingen van 'Anna selbdritt' (Jozef en Joachim, drie echtgenoten, drie dochters met zeven kinderen)
73A2221|'Anna selbdritt' met Jozef aanwezig
73A2222|'Anna selbdritt' met Joseph en Joachim aanwezig
73A2223|'Anna selbdritt' met de drie echtgenoten van Anna en soms ook Jozef aanwezig
73A22231|'Anna selbdritt' met de drie dochters van Anna en hun zeven kinderen
73A2224|'Anna selbviert' (Emerentia, Anna, Maria, Christuskind)
73A22241|'Wurzel Emerentiana'
73A223|nog andere opstellingen van 'Anna selbdritt', bijv.: jonge Johannes de Doper aanwezig
73A23|Verhaal van Joachim en Anna
73A231|verhaal van Anna's ouders, Emerentia en Stol(l)anus
73A2311|Emerentia bezoekt de berg Karmel
73A2312|Emerentia weigert te trouwen met Stollanus
73A2313|Emerentia raadpleegt de karmelietenbroeders
73A2314|huwelijk van Emerentia en Stollanus
73A2315|conceptie van Anna
73A2316|Geboorte van Anna
73A2317|Anna en haar ouders
73A2318|jeugd van Anna
73A232|huwelijk van Joachim en Anna
73A2321|Gulheid van Joachim: Joachim die aalmoezen uitdeelt
73A2322|gebed van Joachim en Anna voor een kind
73A2323|Joachims offer geweigerd door de priester
73A23231|Joachim's en Anna's offer geweigerd
73A2324|Joachim en Anna verlaten de tempel
73A2325|Anna, die haar onvruchtbaarheid betreurt, wordt bespot.
73A2326|Joachim neemt verlof
73A233|Joachim in de wildernis met zijn herders
73A2331|Joachim offert een lam aan
73A2332|Aankondiging van de geboorte van Maria aan Joachim door een engel
73A23321|een jonge man verschijnt aan Joachim
73A2333|Joachim verlaat de wildernis
73A234|gebed van Anna
73A2341|Aankondiging van de geboorte van Maria aan Anna door een engel; meestal in een tuin onder een laurierboom met een nest mussen
73A2342|boodschappers kondigen aan Anna dat Joachim terugkeert
73A235|ontmoeting van Anna en Joachim bij de Gouden Poort; ze omhelzen elkaar meestal of kussen elkaar (onbevlekte ontvangenis van Maria)
73A2351|Ontmoeting van Joachim en Anna voor hun huis
73A2352|(onbevlekte) ontvangenis van Maria symbolisch voorgesteld
73A2353|Joachims dankoffer voor Anna's zwangerschap
73A2354|De zwangerschap van Anna
73A236|Joachim en Anna geven hun bezittingen weg
73A237|latere leven van Joachim
73A2371|dood van Joachim
73A238|Latere leven van Anna
73A2381|de twee andere huwelijken van Anna
73A2382|drie dochters van Anna, allemaal genaamd Mary
73A2383|dood van Anna, meestal Maria en Christus aanwezig
73A3|Geboorte en jeugd van Maria
73A31|Geboorte van Maria
73A311|verschillende kraamscenes ~ geboorte van Maria
73A312|Joachim en Anna aan het bed van Maria
73A32|(Joachim en Anna met) de baby Maria
73A321|Joachim en Anna strelen Maria
73A322|zegening van de éénjarige Maria door de priesters
73A33|Onderwijs van Maria
73A331|Anna leert Mary lezen
73A332|andere scènes ~ educatie van Mary
73A34|Dedication (of presentatie) van Maria in de tempel: ze beklimt de treden en wordt ontvangen door de hogepriester
73A341|Mary vertrekt bij haar ouders om naar de tempel te gaan
73A35|Het leven van Maria in de tempel; ze kan worden vergezeld door de dochters van de Hebreeën
73A351|Mary gevoed door een engel
73A352|Maria bidden
73A353|Mary naait en borduurt in de tempel
73A3531|Mary maakt kleding voor de armen en de priesters.
73A3532|verdeling van de paars geverfde strengen ~ Mary naait en borduurt in de tempel
73A354|Mary zat aan het weefgetouw.
73A355|Joachim en Anna bezoeken Maria in de tempel
73A356|andere scènes ~ Maria's leven in de tempel
73A36|Vrome Maria samen met haar ouders; engelen, en misschien God de Vader aanwezig
73A4|Maria en Jozef
73A41|Werving van de bruidegom: de vrijers knielen voor het altaar waarop staven zijn geplaatst.
73A411|Joseph is gekozen als echtgenoot omdat zijn staf bloeit (soms met een duif erop)
73A412|Na Joseph gekozen is als echtgenoot, tonen de andere vrijers hun teleurstelling; misschien breekt een van hen zijn staf.
73A42|huwelijk van Maria en Jozef, 'Sposalizio': ze worden getrouwd door de hogepriester
73A421|Mary neemt afscheid van Zacharias en de priesters
73A422|Mary als bruid neemt afscheid van haar ouders
73A423|Joseph leidt Maria naar zijn huis.
73A4231|de huwelijksprocessie van Maria en Jozef
73A424|De vestiging van Maria in het huis van Jozef
73A4241|Joseph aan het werk in zijn timmermanswerkplaats
73A5|De aankondiging van de geboorte van Christus (Lucas 1:26-38)
73A51|Mary (alleen) leest, bidt, enz. ~ Annunciatie
73A52|De Aankondiging: Maria, meestal lezend, wordt bezocht door de engel (soms hoort een vrouw het gesprek)
73A521|de Aankondiging: Maria staand
73A522|de Aankondiging: Maria zittend
73A523|de Aankondiging: Maria knielend
73A53|Halflange figuren van Maria en de engel ~ Aankondiging
73A54|Gabriel verlaat Maria ~ Aankondiging
73A55|deugden van Maria bij de Aankondiging
73A56|Mary ontvangt Christus (de engel niet aanwezig)
73A57|Mary verdacht van overspel
73A571|Mary vertelt Jozef dat ze zwanger is; Jozef kan worden getoond die haar berispt.
73A572|Joseph maakt zich zorgen over Maria's zwangerschap; aankondiging aan Joseph in een droom (Matteüs 1:19-25)
73A573|Mary drinkt het water van beproeving voor de hogepriester.
73A5731|Mary en Joseph drinken het water van beproeving
73A574|Mary vergeeft Joseph
73A575|Berouw van Jozef
73A576|Joseph herkent Maria als de moeder van de Messias
73A6|Bezoek (mogelijk Jozef en/of Zacharias aanwezig) (Lucas 1:39-56)
73A61|Mary op weg naar Judah
73A62|Aankomst van Mary in Judah
73A621|Mary groet Elisabeth van een afstand
73A622|Mary en Elisabeth, beide zwanger, omhelzen elkaar
73A623|Mary en Elisabeth schudden handen
73A624|Mary begroet Elisabeth, die voor haar knielt
73A63|Elisabeth zegent Maria
73A64|Mary verheerlijkt de Heer ('Magnificat')
73A65|Het verblijf van Mary in het huis van Elisabeth ~ Visitatie
73A66|Maria neemt afscheid van Elisabeth
73A67|Mary keert terug naar huis ~ Visitatie
73AA52|de Aankondiging: Maria, meestal lezend, wordt bezocht door de engel (soms hoort een vrouw het gesprek) - AA - Maria aan de linkerkant, de engel aan de rechterkant
73AA521|De Aankondiging: Maria staat - AA - Maria aan de linkerkant, de engel aan de rechterkant
73AA522|De Aankondiging: Maria zittend - AA - Maria aan de linkerkant, de engel aan de rechterkant
73AA523|de Aankondiging: Maria knielend - AA - Maria aan de linkerkant, de engel aan de rechterkant
73B|Geboorte en jeugd van Christus
73B(...)|reeks scènes uit het leven van Christus (met NAAM)
73B(CHRIST)|reeks scènes uit het leven van Christus
73B1|Verhaal van de geboorte van Christus (Lucas 2:1-20)
73B11|een volkstelling wordt bevolen door Caesar Augustus
73B12|reis van Maria en Jozef naar Bethlehem
73B121|reis van Maria en Jozef naar Bethlehem, eerste zoon van Jozef aanwezig
73B122|Een engel die de visie van Maria uitlegt tijdens de reis naar Bethlehem.
73B123|De volkstelling van het volk in Bethlehem: Maria en Jozef zijn geregistreerd
73B124|Maria en Jozef worden niet toegelaten tot de herberg
73B125|Mary en Joseph vinden onderdak in een stal
73B1251|Joseph repareert een gat in de muur van de stal
73B1252|Joseph maakt een voederbak
73B13|Maria, Jozef en de pasgeboren Christus (Geboorte)
73B131|Mary liggend in bed of op een bank, kijkend naar het Christuskind
73B132|zorg voor het pasgeboren Christus-kind, bijvoorbeeld inwikkelen
73B1321|het baden van het pasgeboren Christuskind (meestal door de vroedvrouwen)
73B1322|Joseph bereidt een maaltijd ~ verzorgd door het pasgeboren Christuskind
73B1323|Joseph droogt servetten.
73B1324|Joseph knipt wat van zijn kleren om het Christuskind in te wikkelen
73B1325|Engelen brengen servetten ~ zorg voor het pasgeboren Christuskind
73B14|aankondiging van de geboorte van Christus aan de herders (en/of herderinnen) 's nachts; een groep zingende engelen in de lucht
73B141|De herders gaan naar Bethlehem
73B15|Wonderen bij de geboorte van Christus
73B151|de tempel van Vrede in Rome stort in ~ de geboorte van Christus
73B152|Een oliebron barst uit in Rome ~ de geboorte van Christus
73B153|wonder van de verdorde hand van Maria Salome (ook wel Zelami of Zebel genoemd), een van de vroedvrouwen ~ de geboorte van Christus
73B2|aanbidding van het Christuskind ~ geboorte van Christus
73B21|verering van het Christuskind door Maria
73B22|Aanbidding van het Christuskind door Maria; Johannes de Doper aanwezig
73B23|Aanbidding van het Christuskind door Maria en Jozef
73B24|Aanbidding van het Christuskind door Maria, Jozef, Elisabeth en Johannes de Doper
73B25|Aanbidding van het Christuskind door de herders; Maria en Jozef aanwezig
73B251|verering van het Christuskind door de herders, zonder Jozef en Maria
73B26|de herders die terugkeren, vertellen wat ze hebben gezien ~ aanbidding van het Christuskind
73B27|de vroedvrouwen die het Christuskind aanbidden, Maria en Jozef kunnen aanwezig zijn
73B28|Kindje Jezus in de kribbe
73B281|De os en de ezel bij de voederbak ~ Geboorte van Christus
73B3|Besnijdenis van het Christuskind door de priester in de tempel (Lucas 2:21)
73B31|besnijdenis van het Christuskind door Maria
73B4|presentatie van het Christuskind in de tempel, meestal Simeon (en Anna) aanwezig (Lucas 2:22-39)
73B41|Zuivering van Maria; de offerande van de duiven
73B411|Joseph betaalt het losgeld ~ zuivering van Maria
73B42|Simeon, die het Christuskind vasthoudt, zingt zijn lofzang: 'Nunc dimittis'
73B43|Maria en Jozef gezegend door Simeon ~ presentatie van het Christuskind
73B44|Anna profeteert ~ presentatie van het Christuskind
73B5|het verhaal van de drie wijze mannen (koningen of magiërs) (Matteüs 2:1-12)
73B51|De drie Wijzen zien een ster en zijn verbaasd over zijn grootte.
73B511|Een van de koningen ziet de ster.
73B52|reis van de drie Wijzen naar Jeruzalem
73B521|De drie Wijze Mannen ontmoeten elkaar op de kruising.
73B53|eerste bezoek van de drie Wijzen aan Koning Herodes
73B531|Herodes ondervraagt de Sanhedrin
73B532|Herodes stuurt een dienaar naar de drie Wijzen.
73B54|tweede bezoek van de drie Wijzen aan Herodes
73B55|De ster verschijnt opnieuw en leidt de drie Wijzen naar Bethlehem
73B551|de magiërs rusten op hun reis
73B56|de aankomst van de drie Wijzen in Bethlehem
73B57|Aanbidding van de koningen: de wijzen presenteren hun geschenken aan het Christuskind (goud, wierook en mirre)
73B571|Mary deelt de geschenken uit onder de armen
73B58|de drie wijze mannen worden in een droom gewaarschuwd door een engel om niet terug te keren naar Herodes
73B581|De drie Wijzen vertrekken naar hun eigen landen.
73B582|Herod heeft de schepen in de haven van Tarsus in brand gestoken.
73B59|latere leven van de drie Wijzen
73B591|(later leven van) Melchior, de bebaarde 'Aziatische' koning
73B592|(later leven van) Caspar, de jeugdige Europese koning
73B593|(later leven van) Balthasar, de zwarte 'Afrikaanse' koning
73B6|De moord op de onschuldigen en de vlucht naar Egypte (Matteüs 2:13-23)
73B61|De Heilige Familie bezoekt Elisabeth, Zacharias en de pasgeboren Johannes de Doper
73B62|Een engel die aan Jozef verschijnt in een droom roept hem op om naar Egypte te vluchten
73B63|het bloedbad van de onschuldigen
73B631|Herodes geeft bevelen om de kinderen te doden
73B632|soldaten die Bethlehem binnenkomen ~ bloedbad van de onschuldigen
73B633|het bloedbad van de onschuldigen; soms kijkt Herodes toe
73B6331|het bloedbad; Elisabeth die vlucht met Johannes de Doper
73B634|dood van Herodes: hij wordt opgegeten door wormen
73B64|Vlucht naar Egypte en wonderen tijdens de reis
73B641|De vlucht naar Egypte: Maria, Jozef, het kind (en soms anderen) op weg; Maria meestal rijdend op een ezel
73B6411|De vlucht naar Egypte: de eerste zoon van Jozef die de ezel leidt
73B6412|het oversteken van een rivier in een boot, misschien een engel (of soms Charon) als veerman ~ de vlucht naar Egypte
73B642|Wonderen tijdens de vlucht naar Egypte
73B6421|vallen van de idolen ~ wonderen tijdens de vlucht naar Egypte
73B6422|De legende van de snelgroeiende maïs ~ vlucht naar Egypte
73B64221|De Heilige Familie ontmoet een zaaiende boer
73B64222|Soldaten van Herodes ondervragen de boer, die het rijpe graan aan het snijden is.
73B6423|wonder van het Christuskind dat de draken temt die de Heilige Familie bedreigden; wanneer getemd vereren ze het Christuskind
73B6424|Legende van de rovers; Titus en Dumachus houden 's nachts de Heilige Familie tegen; Christus voorspelt dat ze met hem gekruisigd zullen worden
73B65|rust tijdens de vlucht naar Egypte
73B651|wonder van de buigende palmboom ~ rust op de vlucht naar Egypte
73B652|Wonder van de put ~ rust op de vlucht naar Egypte
73B66|aankomst van het Heilige Gezin in Egypte (Sotine(n) of Hermopolis)
73B661|de Heilige Familie wordt verwelkomd en geëerd door het volk van Egypte
73B6611|de conversie van Aphrodisius
73B67|Verblijf van de Heilige Familie in Egypte
73B68|Een engel verschijnt aan Jozef in een droom en vermaant hem om naar huis terug te keren.
73B69|de Heilige Familie (en soms anderen) die terugkeren naar Israël
73B691|Rust bij de terugkeer van de Heilige Familie naar Israël
73B6911|Heilige Familie bezoekt Elisabeth op de terugreis
73B692|aankomst van het Heilige Gezin in Nazareth
73B7|dagelijks leven in Nazareth
73B71|huishoudelijke bezigheden van Mary
73B72|Jozef en het Christuskind ~ dagelijks leven in Nazareth
73B721|Joseph met het Christuskind (en Maria) in zijn timmermanswerkplaats
73B73|Onderwijs van het Christuskind
73B731|Kindje Jezus zet de eerste stapjes (in Nazareth)
73B732|Mary leert het Christuskind lezen.
73B733|Christuskind als leerling
73B734|het Christuskind naar school gebracht door Maria
73B74|andere beroepen van de Heilige Familie
73B75|Wonderen en andere vertellingen ~ de jeugd van Christus
73B751|genezingen door het Christuskind
73B7511|het Christuskind geneest Simon (Zelotes)
73B752|het Christuskind dat dieren schept
73B7521|het Christuskind maakt muggen van stof
73B7522|het Christuskind maakt levende vogels van klei
73B7523|het Christuskind maakt bijen en wespen
73B753|het Christuskind dat speelt
73B7531|het Christuskind dat bellen blaast
73B7532|het Christuskind vissen
73B7533|het Christuskind dat verstoppertje speelt met engelen
73B7534|het Christuskind dat speelt op de markt
73B7535|andere spellen en toneelstukken ~ het Christuskind dat speelt
73B7536|het Christuskind samen met andere kinderen
73B754|het Christuskind onderwijs
73B8|Heilige Familie, en afgeleide voorstellingen
73B81|Heilige Familie (alleen), 'Trinitas terrestris'
73B82|Heilige Familie met anderen, bijv.: Anna
73B821|Heilige Familie met Johannes de Doper (als kind)
73B8211|Heilige Familie met Johannes de Doper, Elisabeth aanwezig
73B8212|Heilige Familie met Johannes de Doper; Elisabeth en Zacharias aanwezig
73B83|afbeeldingen afgeleid van Heilige Familie
73B831|Maria en het Christuskind met Johannes de Doper (als kind)
73B8311|Maria, het Christuskind en Johannes de Doper (als kind) met anderen
73B83111|Maria, het Christuskind en Johannes de Doper, Elisabeth aanwezig
73B83112|Maria, het Christuskind en Johannes de Doper; Elisabeth en Zacharias presenteren
73B832|het Christuskind en Johannes de Doper (als kind)
73B8321|het Christuskind en Johannes de Doper (als kind) met anderen
73B83211|het Christuskind en Johannes de Doper met anderen, Elisabeth aanwezig
73B83212|het Christuskind en Johannes de Doper met anderen; Elisabeth en Zacharias aanwezig
73B9|Verhaal van de twaalfjarige Christus in Jeruzalem (Lucas 2:41-52)
73B91|reis van Maria, Jozef en Christus naar Jeruzalem
73B92|Maria en Jozef keren terug naar huis; Christus blijft in Jeruzalem
73B921|Mary en Joseph zoeken naar hun kind
73B93|Het geschil van Christus met de doktoren in de tempel; hij telt zijn argumenten op zijn vingers.
73B931|Christus gevonden door zijn ouders
73B932|Christus ondervraagd door Maria
73B94|Christus die terugkeert met zijn ouders
73B95|Verdere gebeurtenissen in het leven van Christus tot aan zijn doop
73BB641|De vlucht naar Egypte: Maria, Jozef, het kind (en soms anderen) op weg; Maria meestal rijdend op een ezel - BB - landschap overheersend
73BB6411|De vlucht naar Egypte: de eerste zoon van Jozef die de ezel leidt - BB - overheersend landschap
73BB6412|Het oversteken van een rivier in een boot, misschien een engel (of soms Charon) als veerman ~ de vlucht naar Egypte - BB - landschap overheersend
73BB65|Rust tijdens de vlucht naar Egypte - BB - landschap overheersend
73BB651|wonder van de buigende palmboom ~ rust op de vlucht naar Egypte - BB - overheersend landschap
73BB652|Wonder van de put ~ rust op de vlucht naar Egypte - BB - overheersend landschap
73C|openbare leven van Christus: van zijn doop tot aan de Passie
73C1|Verhaal van Johannes de Doper (Matteüs 3; Marcus 1:4-11; Lucas 3:1-22; Johannes 1:19-34)
73C11|Johannes de Doper die preekt (misschien Christus tussen de omstanders)
73C111|De bijl wordt gelegd aan de wortel van de bomen ~ Johannes de Doper predikt
73C112|Johannes de Doper betwistende
73C113|Johannes de Doper identificeert Christus als het Lam van God ('Ecce Agnus Dei') (Johannes 1:29, 1:36)
73C12|Johannes de Doper doopt
73C121|Doop van Christus in de rivier de Jordaan: Johannes de Doper giet water over het hoofd van Christus: de Heilige Geest daalt neer
73C1211|Johannes de Doper zegent Christus
73C122|Sommige discipelen van Johannes de Doper zijn in discussie met Christus.
73C13|Martelaarschap en dood van Johannes de Doper (Matteüs 14:3-12; Marcus 6:17-29)
73C131|Johannes de Doper berispt Herodes (Herodes Antipas) en Herodias
73C132|Johannes de Doper gearresteerd en opgesloten
73C1321|Johannes de Doper in de gevangenis
73C1322|Herodias probeert Herodes ervan te overtuigen om Johannes de Doper te doden, maar Herodes weigert.
73C133|Salome danst tijdens het banket van Herodes
73C1331|herodes die zweert om aan elke wens van salome te voldoen
73C1332|Herodias overtuigt Salome ervan om te vragen om het hoofd van Johannes de Doper.
73C13321|Salome vraagt het hoofd van Johannes de Doper; Herodes geeft opdracht tot onthoofding
73C1333|de onthoofding van Johannes de Doper
73C1334|Salome krijgt het hoofd van Johannes de Doper van de beul.
73C13341|Salome met het hoofd van Johannes de Doper op een schaal
73C1335|Salome geeft het hoofd van Johannes de Doper aan haar moeder.
73C1336|Herodias ontheiligt het hoofd van Johannes de Doper door de tong te doorboren
73C1337|het hoofd van Johannes de Doper gebracht naar of liggend op de bankettafel
73C1338|het hoofd van Johannes de Doper op een schaal
73C134|Klaagzang en begrafenis van Johannes de Doper
73C135|gebeurtenissen na de begrafenis van Johannes de Doper
73C1351|Johannes de Doper in Limbo
73C1352|veronderstelling van Johannes de Doper
73C13521|Christus en Maria ontvangen Johannes de Doper in de hemel
73C1353|de relieken van Johannes de Doper
73C13531|de verbranding van de botten van Johannes de Doper op bevel van Julianus de Afvallige
