0|Abstracte, non-representatieve kunst
11H(REMIGIUS)52|het wonder van de wijnvat: St. Remigius zegent een lege vat en het wordt weer gevuld met wijn; soms barst het vat en stroomt de wijn de kelder in
11H(REMIGIUS)53|bij Rheims dooft St. Remigius een vuur aangestoken door demonen
11H(REMIGIUS)54|Mussen eten van de tafel van St. Remigius
11H(REMIGIUS)59|wonderbaarlijke activiteiten en gebeurtenissen ~ St. Remigius - stigmatisering van mannelijke heilige
11H(REMIGIUS)6|bisschop Remigius (Rémi) van Reims; mogelijke attributen: duif met een flesje olie in zijn snavel, (knielende) maagd, flesje olie - martelaarschap, lijden, tegenspoed, dood van mannelijke heilige
11H(REMIGIUS)68|bisschop Remigius (Rémi) van Reims; mogelijke attributen: duif met een flesje olie in zijn snavel, (knielende) maagd, flesje olie - dood, sterfbed van mannelijke heilige
11H(REMIGIUS)69|bisschop Remigius (Rémi) van Reims; mogelijke attributen: duif met een flesje olie in zijn snavel, (knielende) maagd, flesje olie - mishandeling van het lichaam van een mannelijke heilige
11H(REMIGIUS)7|bisschop Remigius (Rémi) van Reims; mogelijke attributen: duif met een flesje olie in zijn snavel, (knielende) maagd, flesje olie - apotheose, glorie, triomf van mannelijke heilige
11H(REMIGIUS)8|bisschop Remigius (Rémi) van Reims; mogelijke attributen: duif met een flesje olie in zijn snavel, (knielende) maagd, flesje olie - post-mortem gebeurtenissen ~ mannelijke heilige
11H(REMIGIUS)81|bisschop Remigius (Rémi) van Reims; mogelijke attributen: duif met een flesje olie in zijn snavel, (knielende) maagd, flesje olie - ontdekking, transport van relieken van mannelijke heilige
11H(REMIGIUS)82|bisschop Remigius (Rémi) van Reims; mogelijke attributen: duif met een flesje olie in zijn snavel, (knielende) maagd, flesje olie - wonderen die plaatsvinden tijdens het hanteren van relieken van een mannelijke heilige
11H(REMIGIUS)83|bisschop Remigius (Rémi) van Reims; mogelijke attributen: duif met een flesje olie in zijn snavel, (knielende) maagd, flesje olie - postume daden, verschijningen van mannelijke heiligen
11H(REMIGIUS)84|bisschop Remigius (Rémi) van Reims; mogelijke attributen: duif met een flesje olie in zijn snavel, (knielende) maagd, flesje olie - zaligverklaring, heiligverklaring van mannelijke heilige
11H(REMIGIUS)9|bisschop Remigius (Rémi) van Reims; mogelijke attributen: duif met een flesje olie in zijn snavel, (knielende) maagd, flesje olie - portret van mannelijke heilige
11H(ROCH)|de biechtvader en pelgrim Roch(us) (Rocco, Rock) van Montpellier; mogelijke attributen: engel (met zalfflesje of lepel), hond (soms met brood), (wijzend naar) pestvlek op dij, pelgrimsschelp, staf, hoed en portemonnee
11H(ROCH)0|de biechtvader en pelgrim Roch(us) (Rocco, Rock) van Montpellier; mogelijke attributen: engel (met zalfdoos of lepel), hond (soms met brood), (wijzend naar) pestvlek op dij, pelgrimsschelp, staf, hoed en portemonnee - mannelijke heilige afgebeeld in een groep
11H(ROCH)1|Specifieke aspecten ~ St. Roch
11H(ROCH)11|St. Roch als pestbeschermer
11H(ROCH)111|St. Rochus toegewezen door Christus als beschermheilige van de pestlijders; een engel houdt (of wijst naar) de inscriptie 'Eris in peste patronis'
11H(ROCH)112|St. Roch die bemiddelt bij Maria voor de pestlijders
11H(ROCH)119|St. Roch als pestpatroon - mannelijke heilige die toegewijden beschermt met mantel, 'Schutzmantel'
11H(ROCH)12|Specifieke aspecten ~ St. Roch - mannelijke heilige die schrijft, studeert, onderwijst, dicteert (bijv. als Kerkleraar)
11H(ROCH)13|Specifieke aspecten ~ St. Roch - mannelijke heilige als stichter van de Orde
11H(ROCH)131|Specifieke aspecten ~ St. Roch - mannelijke heilige ~ bevestiging van Orde, goedkeuring van Regel(s)
11H(ROCH)2|de biechtvader en pelgrim Roch(us) (Rocco, Rock) van Montpellier; mogelijke attributen: engel (met zalfdoos of lepel), hond (soms met brood), (wijzend naar) pestvlek op dij, pelgrimsschelp, staf, hoed en portemonnee - vroege leven van mannelijke heilige
11H(ROCH)3|persoonlijke devotie van St. Rochus
11H(ROCH)31|Persoonlijke toewijding van St. Roch - roeping, bekering van mannelijke heilige
11H(ROCH)32|Persoonlijke toewijding van St. Rochus - doop, wijding, het afleggen van geloften van mannelijke heilige
11H(ROCH)33|St. Roch verdeelt zijn rijkdom onder de armen en vertrekt op bedevaart
11H(ROCH)34|persoonlijke devotie van St. Roch - visie(s), mystieke huwelijk van mannelijke heilige
11H(ROCH)35|Persoonlijke toewijding van St. Roch - verleiding van mannelijke heilige
11H(ROCH)36|persoonlijke toewijding van St. Roch - boetedoening van mannelijke heilige
11H(ROCH)37|persoonlijke devotie van St. Roch - mannelijke heilige die mediteert, in extase
11H(ROCH)4|De biechtvader en pelgrim Roch(us) (Rocco, Rock) van Montpellier; mogelijke attributen: engel (met zalfflesje of lepel), hond (soms met brood), (wijzend naar) pestvlek op dij, pelgrimsschelp, staf, hoed en beurs - niet-miraculeuze activiteiten en gebeurtenissen ~ mannelijke heilige
11H(ROCH)5|wonderbaarlijke activiteiten en gebeurtenissen ~ St. Roch
11H(ROCH)51|St. Roch geneest (of dient) de pestlijders in een ziekenhuis
11H(ROCH)59|wonderbaarlijke activiteiten en gebeurtenissen ~ St. Rochus - stigmatisering van mannelijke heilige
11H(ROCH)6|martelaarschap, lijden, tegenspoed, dood van St. Rochus
11H(ROCH)61|getroffen door de pest, St. Rochus ligt in de woestijn; zijn hond brengt hem een brood, en een engel waakt over hem, geneest de pestplek binnen in zijn dij
11H(ROCH)62|St. Roch in gevangenis bezocht en getroost door een engel
11H(ROCH)68|martelaarschap, lijden, tegenspoed, dood van St. Rochus - dood, sterfbed van mannelijke heilige
11H(ROCH)69|martelaarschap, lijden, tegenspoed, dood van St. Rochus - mishandeling van het lichaam van mannelijke heilige
11H(ROCH)7|glorie van St. Rochus
11H(ROCH)8|de biechtvader en pelgrim Roch(us) (Rocco, Rock) van Montpellier; mogelijke attributen: engel (met zalfdoos of lepel), hond (soms met brood), (wijzend naar) pestvlek op dij, pelgrimsschelp, staf, hoed en portemonnee - postume gebeurtenissen ~ mannelijke heilige
11H(ROCH)81|de biechtvader en pelgrim Roch(us) (Rocco, Rock) van Montpellier; mogelijke attributen: engel (met zalfflesje of lepel), hond (soms met brood), (wijzend naar) pestvlek op dij, pelgrimsschelp, staf, hoed en geldbuidel - vinden, vervoeren van relieken van mannelijke heilige
11H(ROCH)82|de biechtvader en pelgrim Roch(us) (Rocco, Rock) van Montpellier; mogelijke attributen: engel (met zalfdoos of lepel), hond (soms met brood), (wijzend naar) pestvlek op dij, pelgrimsschelp, staf, hoed en portemonnee - wonderen die plaatsvinden tijdens het hanteren van relieken van mannelijke heilige
11H(ROCH)83|de biechtvader en pelgrim Roch(us) (Rocco, Rock) van Montpellier; mogelijke attributen: engel (met zalfdoos of lepel), hond (soms met brood), (wijzend naar) pestvlek op dij, pelgrimsschelp, staf, hoed en portemonnee - postume daden, verschijningen van mannelijke heiligen
11H(ROCH)84|de biechtvader en pelgrim Roch(us) (Rocco, Rock) van Montpellier; mogelijke attributen: engel (met zalfflesje of lepel), hond (soms met brood), (wijzend naar) pestvlek op dij, pelgrimsschelp, staf, hoed en portemonnee - zaligverklaring, heiligverklaring van mannelijke heilige
11H(ROCH)9|de biechtvader en pelgrim Roch(us) (Rocco, Rock) van Montpellier; mogelijke attributen: engel (met zalfdoos of lepel), hond (soms met brood), (wijzend naar) pestvlek op dij, pelgrimsschelp, staf, hoed en geldbuidel - portret van mannelijke heilige
11H(ROMUALD)|de benedictijnse monnik Romuald van Camaldoli (of Ravenna), stichter van de Camaldolese Orde; mogelijke attributen: boek, T-vormige staf
11H(ROMUALD)0|de benedictijnse monnik Romuald van Camaldoli (of Ravenna), stichter van de Camaldolese Orde; mogelijke attributen: boek, T-vormige staf - mannelijke heilige afgebeeld in een groep
11H(ROMUALD)1|specifieke aspecten ~ St. Romuald
11H(ROMUALD)11|Specifieke aspecten ~ St. Romuald - mannelijke heilige als beschermheilige, beschermer, bemiddelaar
11H(ROMUALD)119|Specifieke aspecten ~ St. Romuald - mannelijke heilige die toegewijden beschermt met mantel, 'Schutzmantel'
11H(ROMUALD)12|Specifieke aspecten ~ St. Romuald - mannelijke heilige schrijvend, studerend, onderwijzend, dicterend (bijv. als Kerkleraar)
11H(ROMUALD)13|St. Romuald als stichter van de Camaldolese Orde
11H(ROMUALD)131|Benedict geeft St. Romuald en zijn broeders de Regels van de Orde.
11H(ROMUALD)2|de benedictijnse monnik Romuald van Camaldoli (of Ravenna), stichter van de Camaldolese Orde; mogelijke attributen: boek, T-vormige staf - vroege leven van mannelijke heilige
11H(ROMUALD)3|persoonlijke toewijding van St. Romuald
11H(ROMUALD)31|persoonlijke toewijding van St. Romuald - roeping, bekering van mannelijke heilige
11H(ROMUALD)32|Persoonlijke toewijding van St. Romuald - doop, wijding, het afleggen van geloften van mannelijke heilige
11H(ROMUALD)33|Persoonlijke toewijding van St. Romuald - afstand doen van wereldse goederen, ascetisch leven van mannelijke heilige
11H(ROMUALD)34|Visioenen van St. Romuald
11H(ROMUALD)341|St. Romuald droomt van een ladder die naar de hemel stijgt; monniken van zijn orde, gekleed in het wit, stijgen de ladder op.
11H(ROMUALD)3411|St. Romuald, te midden van zijn monniken, wijst naar de visie van de ladder
11H(ROMUALD)342|St. Apollinaris verschijnt aan St. Romuald
11H(ROMUALD)343|Een engel jaagt een demon weg van de knielende St. Romuald
11H(ROMUALD)35|Persoonlijke toewijding van St. Romuald - verleiding van mannelijke heilige
11H(ROMUALD)36|persoonlijke devotie van St. Romuald - boetedoening van mannelijke heilige
11H(ROMUALD)37|Persoonlijke devotie van St. Romuald - mannelijke heilige die mediteert, in extase
11H(ROMUALD)4|niet-miraculeuze activiteiten en gebeurtenissen ~ St. Romuald
11H(ROMUALD)41|St. Romuald weigert keizer Otto III toegang tot de kerk, verwijt hem zijn wreedheid en dwingt hem tot bekentenis.
11H(ROMUALD)5|de benedictijnse monnik Romuald van Camaldoli (of Ravenna), stichter van de Camaldolese Orde; mogelijke attributen: boek, T-vormige staf - wonderbaarlijke activiteiten en gebeurtenissen ~ mannelijke heilige
11H(ROMUALD)59|de benedictijnse monnik Romuald van Camaldoli (of Ravenna), stichter van de Camaldolese Orde; mogelijke attributen: boek, T-vormige staf - stigmatisering van mannelijke heilige
11H(ROMUALD)6|de benedictijnse monnik Romuald van Camaldoli (of Ravenna), stichter van de Camaldolese Orde; mogelijke attributen: boek, T-vormige staf - martelaarschap, lijden, tegenspoed, dood van mannelijke heilige
11H(ROMUALD)68|de benedictijnse monnik Romuald van Camaldoli (of Ravenna), stichter van de Camaldolese Orde; mogelijke attributen: boek, T-vormige staf - dood, sterfbed van mannelijke heilige
11H(ROMUALD)69|de benedictijnse monnik Romuald van Camaldoli (of Ravenna), stichter van de Camaldolese Orde; mogelijke attributen: boek, T-vormige staf - mishandeling van het lijk van een mannelijke heilige
11H(ROMUALD)7|de benedictijnse monnik Romuald van Camaldoli (of Ravenna), stichter van de Camaldolese Orde; mogelijke attributen: boek, T-vormige staf - apotheose, glorie, triomf van mannelijke heilige
11H(ROMUALD)8|de benedictijnse monnik Romuald van Camaldoli (of Ravenna), stichter van de Camaldolese Orde; mogelijke attributen: boek, T-vormige staf - postume verschijningen ~ mannelijke heilige
11H(ROMUALD)81|de benedictijnse monnik Romuald van Camaldoli (of Ravenna), stichter van de Camaldolese Orde; mogelijke attributen: boek, T-vormige staf - het vinden, vervoer van relieken van mannelijke heilige
11H(ROMUALD)82|de benedictijnse monnik Romuald van Camaldoli (of Ravenna), stichter van de Camaldolese Orde; mogelijke attributen: boek, T-vormige staf - wonderen die plaatsvinden tijdens het hanteren van relieken van een mannelijke heilige
11H(ROMUALD)83|de benedictijnse monnik Romuald van Camaldoli (of Ravenna), stichter van de Camaldolese Orde; mogelijke attributen: boek, T-vormige staf - postume daden, verschijningen van mannelijke heiligen
11H(ROMUALD)84|de benedictijnse monnik Romuald van Camaldoli (of Ravenna), stichter van de Camaldolese Orde; mogelijke attributen: boek, T-vormige staf - zaligverklaring, heiligverklaring van mannelijke heilige
11H(ROMUALD)9|de benedictijnse monnik Romuald van Camaldoli (of Ravenna), stichter van de Camaldolese Orde; mogelijke attributen: boek, T-vormige staf - portret van mannelijke heilige
11H(RUMBOLD)|De kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel
11H(RUMBOLD)0|De kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - mannelijke heilige afgebeeld in een groep
11H(RUMBOLD)1|de kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - specifieke aspecten ~ mannelijke heilige
11H(RUMBOLD)11|de kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - mannelijke heilige als patroon, beschermer, bemiddelaar
11H(RUMBOLD)119|de kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - mannelijke heilige die toegewijden beschermt met een mantel, 'Schutzmantel'
11H(RUMBOLD)12|de kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - mannelijke heilige die schrijft, studeert, onderwijst, dicteert (bijv. als Kerkleraar)
11H(RUMBOLD)13|De kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - mannelijke heilige als stichter van de Orde
11H(RUMBOLD)131|De kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - mannelijke heilige ~ bevestiging van Orde, goedkeuring van Regel(s)
11H(RUMBOLD)2|de kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - vroege leven van mannelijke heilige
11H(RUMBOLD)3|De kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - persoonlijke devotie van mannelijke heilige
11H(RUMBOLD)31|de kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - roeping, bekering van mannelijke heilige
11H(RUMBOLD)32|de kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - doop, wijding, het afleggen van geloften van mannelijke heilige
11H(RUMBOLD)33|De kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - afstand doen van wereldse goederen, ascetisch leven van mannelijke heilige
11H(RUMBOLD)34|De kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - visioen(en), mystieke huwelijk van mannelijke heilige
11H(RUMBOLD)35|de kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - verleiding van mannelijke heilige
11H(RUMBOLD)36|de kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - boetedoening van mannelijke heilige
11H(RUMBOLD)37|De kluizenaar, martelaar en mogelijk voormalige bisschop van Dublin, Rum(b)old (Rombaut) van Mechelen; mogelijke attributen: bijl, houweel - mannelijke heilige die mediteert, in extase
11H(RUMBOLD)4|niet-miraculeuze activiteiten en gebeurtenissen ~ St. Rumbold
11H(RUMBOLD)41|St. Rumbold zegent of doopt St. Libertus van Mechelen
11H(RUMBOLD)5|wonderbaarlijke activiteiten en gebeurtenissen ~ St. Rumbold
11H(RUMBOLD)51|Wonderbaarlijke genezingen van St. Rumbold
11H(RUMBOLD)52|St. Rumbold wekt de jonge hertog van Mechelen tot leven op
11H(RUMBOLD)59|wonderbaarlijke activiteiten en gebeurtenissen ~ St. Rumbold - stigmatisering van mannelijke heilige
11H(RUMBOLD)6|martelaarschap, lijden, tegenspoed, dood van St. Rumbold
11H(RUMBOLD)68|St. Rumbold wordt vermoord met houwes door arbeiders die hij had berispt vanwege hun losbandige levens.
11H(RUMBOLD)681|St. Rumbold's lichtgevende lichaam wordt ontdekt in de rivier
11H(RUMBOLD)69|martelaarschap, lijden, tegenspoed, dood van St. Rumbold - mishandeling van het lichaam van mannelijke heilige
